iteration,pp_stage,behavior,kind,round,group_key,fct_group_id,group_size,observed_ranks,payload_bytes,reference_first_start_ns,reference_ready_ns,reference_group_end_ns,simulated_first_start_ns,simulated_ready_ns,simulated_group_end_ns,reference_tail_after_last_release_ns,simulated_tail_after_last_release_ns,network_tail_shift_ns,group_finish_shift_ns,iteration_drag_ns,hidden_by_slack_ns,downstream_slack_ns,exposure_ratio,fully_hidden,critical_before,critical_after
55,8,dp_grad_reduce_scatter,dp_rs,0,dp_grad_reduce_scatter:pg=17,iter55:pp8:dp_rs:round0:dp_grad_reduce_scatter:pg=17,16,16,3155886080,1785477758674204830,1785477758896734617,1785477758912403065,1785477758674204830,1785477758896734617,1785477758915536755,15668448,18802138,3133690,3133690,0,3133690,5824780877,0.0,True,False,False
55,8,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1171,iter55:pp8:edp_ag0:round0:expert_dp_param_allgather:pg=1171,2,2,1887436800,1785477765012278093,1785477765012289509,1785477765065439956,1785477765012278093,1785477765012289509,1785477765076070045,53150447,63780536,10630089,10630089,0,10630089,17968131,0.0,True,False,False
55,8,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1173,iter55:pp8:edp_ag0:round0:expert_dp_param_allgather:pg=1173,2,2,1887436800,1785477765012238231,1785477765012276506,1785477765065470854,1785477765012238231,1785477765012276506,1785477765076109724,53194348,63833218,10638870,10638870,0,10638870,17855275,0.0,True,False,False
55,8,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1175,iter55:pp8:edp_ag0:round0:expert_dp_param_allgather:pg=1175,2,2,1887436800,1785477765012301427,1785477765012302628,1785477765070424394,1785477765012301427,1785477765012302628,1785477765082048747,58121766,69746119,11624353,11624353,0,11624353,13422283,0.0,True,False,False
55,8,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1177,iter55:pp8:edp_ag0:round0:expert_dp_param_allgather:pg=1177,2,2,1887436800,1785477765012256789,1785477765012270410,1785477765066698250,1785477765012256789,1785477765012270410,1785477765077583818,54427840,65313408,10885568,10885568,0,10885568,17409791,0.0,True,False,False
55,8,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1179,iter55:pp8:edp_ag0:round0:expert_dp_param_allgather:pg=1179,2,2,1887436800,1785477765012273073,1785477765012305336,1785477765065431344,1785477765012273073,1785477765012305336,1785477765076056546,53126008,63751210,10625202,10625202,0,10625202,18294091,0.0,True,False,False
55,8,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1181,iter55:pp8:edp_ag0:round0:expert_dp_param_allgather:pg=1181,2,2,1887436800,1785477765012263631,1785477765012300768,1785477765066369179,1785477765012263631,1785477765012300768,1785477765077182861,54068411,64882093,10813682,10813682,0,10813682,17199841,0.0,True,False,False
55,8,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1183,iter55:pp8:edp_ag0:round0:expert_dp_param_allgather:pg=1183,2,2,1887436800,1785477765012246376,1785477765012276705,1785477765066024804,1785477765012246376,1785477765012276705,1785477765076774424,53748099,64497719,10749620,10749620,0,10749620,17698921,0.0,True,False,False
55,8,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1185,iter55:pp8:edp_ag0:round0:expert_dp_param_allgather:pg=1185,2,2,1887436800,1785477765012249055,1785477765012275552,1785477765064733419,1785477765012249055,1785477765012275552,1785477765075224992,52457867,62949440,10491573,10491573,0,10491573,19755649,0.0,True,False,False
55,8,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1171,iter55:pp8:edp_ag1:round1:expert_dp_param_allgather:pg=1171,2,2,1887436800,1785477765165728132,1785477765165767266,1785477765220322890,1785477765165728132,1785477765165767266,1785477765231234015,54555624,65466749,10911125,10911125,0,10911125,19525369,0.0,True,False,False
55,8,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1173,iter55:pp8:edp_ag1:round1:expert_dp_param_allgather:pg=1173,2,2,1887436800,1785477765165725230,1785477765165763716,1785477765219054413,1785477765165725230,1785477765165763716,1785477765229712552,53290697,63948836,10658139,10658139,0,10658139,20793846,0.0,True,False,False
