arrival_wait_ns,group_key,service_ns,end_ns,group_size,completion_advance_ns,start_ns,group_first_start_ns,round,rank,iteration,pp_stage,group_ready_ns,group_end_ns,kind,behavior,observed_ranks,payload_bytes,dependency,dependency_lag_ns,predicted_start_ns,predicted_group_ready_ns,predicted_group_first_start_ns,service_scale,fct_group_id,fct_request_id,fct_source,oisa_collective_elapsed_ns,oisa_arrival_span_ns,oisa_tail_after_last_release_ns,predicted_collective_elapsed_ns,predicted_service_ns,predicted_group_end_ns,predicted_completion_advance_ns,completion_model,predicted_end_ns
795584,dp_param_allgather:pg=11,7821976,1785477765034123778,16,67464,1785477765025573682,1785477765025243347,0,81,55,5,1785477765026369266,1785477765034191242,dp_ag0,dp_param_allgather,16,98621440,world_rs_done,28897425,1785477765019757359,1785477765020552943,1785477765019427024,1.0,iter55:pp5:dp_ag0:round0:dp_param_allgather:pg=11,iter55:pp5:dp_ag0:round0:dp_param_allgather:pg=11:rel-43b93a603b20,mock_oisa_scale_1.2,10512290,1125919,9386371,10512290,9386371,1785477765029939314,67464,trace_group_end_lag_clamped,1785477765029871850
649460,dp_param_allgather:pg=11,7821976,1785477765034082604,16,108638,1785477765025719806,1785477765025243347,0,82,55,5,1785477765026369266,1785477765034191242,dp_ag0,dp_param_allgather,16,98621440,world_rs_done,29043549,1785477765019903483,1785477765020552943,1785477765019427024,1.0,iter55:pp5:dp_ag0:round0:dp_param_allgather:pg=11,iter55:pp5:dp_ag0:round0:dp_param_allgather:pg=11:rel-43b93a603b20,mock_oisa_scale_1.2,10512290,1125919,9386371,10512290,9386371,1785477765029939314,108638,trace_group_end_lag_clamped,1785477765029830676
352728,dp_param_allgather:pg=11,7821976,1785477765034132066,16,59176,1785477765026016538,1785477765025243347,0,83,55,5,1785477765026369266,1785477765034191242,dp_ag0,dp_param_allgather,16,98621440,world_rs_done,29340281,1785477765020200215,1785477765020552943,1785477765019427024,1.0,iter55:pp5:dp_ag0:round0:dp_param_allgather:pg=11,iter55:pp5:dp_ag0:round0:dp_param_allgather:pg=11:rel-43b93a603b20,mock_oisa_scale_1.2,10512290,1125919,9386371,10512290,9386371,1785477765029939314,59176,trace_group_end_lag_clamped,1785477765029880138
949091,dp_param_allgather:pg=11,7821976,1785477765034117431,16,73811,1785477765025420175,1785477765025243347,0,84,55,5,1785477765026369266,1785477765034191242,dp_ag0,dp_param_allgather,16,98621440,world_rs_done,28743918,1785477765019603852,1785477765020552943,1785477765019427024,1.0,iter55:pp5:dp_ag0:round0:dp_param_allgather:pg=11,iter55:pp5:dp_ag0:round0:dp_param_allgather:pg=11:rel-43b93a603b20,mock_oisa_scale_1.2,10512290,1125919,9386371,10512290,9386371,1785477765029939314,73811,trace_group_end_lag_clamped,1785477765029865503
884815,dp_param_allgather:pg=11,7821976,1785477765034118103,16,73139,1785477765025484451,1785477765025243347,0,85,55,5,1785477765026369266,1785477765034191242,dp_ag0,dp_param_allgather,16,98621440,world_rs_done,28808194,1785477765019668128,1785477765020552943,1785477765019427024,1.0,iter55:pp5:dp_ag0:round0:dp_param_allgather:pg=11,iter55:pp5:dp_ag0:round0:dp_param_allgather:pg=11:rel-43b93a603b20,mock_oisa_scale_1.2,10512290,1125919,9386371,10512290,9386371,1785477765029939314,73139,trace_group_end_lag_clamped,1785477765029866175
736939,dp_param_allgather:pg=11,7821976,1785477765034080572,16,110670,1785477765025632327,1785477765025243347,0,86,55,5,1785477765026369266,1785477765034191242,dp_ag0,dp_param_allgather,16,98621440,world_rs_done,28956070,1785477765019816004,1785477765020552943,1785477765019427024,1.0,iter55:pp5:dp_ag0:round0:dp_param_allgather:pg=11,iter55:pp5:dp_ag0:round0:dp_param_allgather:pg=11:rel-43b93a603b20,mock_oisa_scale_1.2,10512290,1125919,9386371,10512290,9386371,1785477765029939314,110670,trace_group_end_lag_clamped,1785477765029828644
288750,dp_param_allgather:pg=11,7821976,1785477765034083183,16,108059,1785477765026080516,1785477765025243347,0,87,55,5,1785477765026369266,1785477765034191242,dp_ag0,dp_param_allgather,16,98621440,world_rs_done,29404259,1785477765020264193,1785477765020552943,1785477765019427024,1.0,iter55:pp5:dp_ag0:round0:dp_param_allgather:pg=11,iter55:pp5:dp_ag0:round0:dp_param_allgather:pg=11:rel-43b93a603b20,mock_oisa_scale_1.2,10512290,1125919,9386371,10512290,9386371,1785477765029939314,108059,trace_group_end_lag_clamped,1785477765029831255
886254,dp_param_allgather:pg=11,7821976,1785477765034165298,16,25944,1785477765025483012,1785477765025243347,0,88,55,5,1785477765026369266,1785477765034191242,dp_ag0,dp_param_allgather,16,98621440,world_rs_done,28806755,1785477765019666689,1785477765020552943,1785477765019427024,1.0,iter55:pp5:dp_ag0:round0:dp_param_allgather:pg=11,iter55:pp5:dp_ag0:round0:dp_param_allgather:pg=11:rel-43b93a603b20,mock_oisa_scale_1.2,10512290,1125919,9386371,10512290,9386371,1785477765029939314,25944,trace_group_end_lag_clamped,1785477765029913370
95859,dp_param_allgather:pg=11,7821976,1785477765034191242,16,0,1785477765026273407,1785477765025243347,0,89,55,5,1785477765026369266,1785477765034191242,dp_ag0,dp_param_allgather,16,98621440,world_rs_done,29597150,1785477765020457084,1785477765020552943,1785477765019427024,1.0,iter55:pp5:dp_ag0:round0:dp_param_allgather:pg=11,iter55:pp5:dp_ag0:round0:dp_param_allgather:pg=11:rel-43b93a603b20,mock_oisa_scale_1.2,10512290,1125919,9386371,10512290,9386371,1785477765029939314,0,trace_group_end_lag_clamped,1785477765029939314
476087,dp_param_allgather:pg=11,7821976,1785477765034182152,16,9090,1785477765025893179,1785477765025243347,0,90,55,5,1785477765026369266,1785477765034191242,dp_ag0,dp_param_allgather,16,98621440,world_rs_done,29216922,1785477765020076856,1785477765020552943,1785477765019427024,1.0,iter55:pp5:dp_ag0:round0:dp_param_allgather:pg=11,iter55:pp5:dp_ag0:round0:dp_param_allgather:pg=11:rel-43b93a603b20,mock_oisa_scale_1.2,10512290,1125919,9386371,10512290,9386371,1785477765029939314,9090,trace_group_end_lag_clamped,1785477765029930224
540933,dp_param_allgather:pg=11,7821976,1785477765034165672,16,25570,1785477765025828333,1785477765025243347,0,91,55,5,1785477765026369266,1785477765034191242,dp_ag0,dp_param_allgather,16,98621440,world_rs_done,29152076,1785477765020012010,1785477765020552943,1785477765019427024,1.0,iter55:pp5:dp_ag0:round0:dp_param_allgather:pg=11,iter55:pp5:dp_ag0:round0:dp_param_allgather:pg=11:rel-43b93a603b20,mock_oisa_scale_1.2,10512290,1125919,9386371,10512290,9386371,1785477765029939314,25570,trace_group_end_lag_clamped,1785477765029913744
110559,dp_param_allgather:pg=11,7821976,1785477765034187363,16,3879,1785477765026258707,1785477765025243347,0,92,55,5,1785477765026369266,1785477765034191242,dp_ag0,dp_param_allgather,16,98621440,world_rs_done,29582450,1785477765020442384,1785477765020552943,1785477765019427024,1.0,iter55:pp5:dp_ag0:round0:dp_param_allgather:pg=11,iter55:pp5:dp_ag0:round0:dp_param_allgather:pg=11:rel-43b93a603b20,mock_oisa_scale_1.2,10512290,1125919,9386371,10512290,9386371,1785477765029939314,3879,trace_group_end_lag_clamped,1785477765029935435
871399,dp_param_allgather:pg=11,7821976,1785477765034163956,16,27286,1785477765025497867,1785477765025243347,0,93,55,5,1785477765026369266,1785477765034191242,dp_ag0,dp_param_allgather,16,98621440,world_rs_done,28821610,1785477765019681544,1785477765020552943,1785477765019427024,1.0,iter55:pp5:dp_ag0:round0:dp_param_allgather:pg=11,iter55:pp5:dp_ag0:round0:dp_param_allgather:pg=11:rel-43b93a603b20,mock_oisa_scale_1.2,10512290,1125919,9386371,10512290,9386371,1785477765029939314,27286,trace_group_end_lag_clamped,1785477765029912028
189474,dp_param_allgather:pg=11,7821976,1785477765034184817,16,6425,1785477765026179792,1785477765025243347,0,94,55,5,1785477765026369266,1785477765034191242,dp_ag0,dp_param_allgather,16,98621440,world_rs_done,29503535,1785477765020363469,1785477765020552943,1785477765019427024,1.0,iter55:pp5:dp_ag0:round0:dp_param_allgather:pg=11,iter55:pp5:dp_ag0:round0:dp_param_allgather:pg=11:rel-43b93a603b20,mock_oisa_scale_1.2,10512290,1125919,9386371,10512290,9386371,1785477765029939314,6425,trace_group_end_lag_clamped,1785477765029932889
0,dp_param_allgather:pg=11,7821976,1785477765034190879,16,363,1785477765026369266,1785477765025243347,0,95,55,5,1785477765026369266,1785477765034191242,dp_ag0,dp_param_allgather,16,98621440,world_rs_done,29693009,1785477765020552943,1785477765020552943,1785477765019427024,1.0,iter55:pp5:dp_ag0:round0:dp_param_allgather:pg=11,iter55:pp5:dp_ag0:round0:dp_param_allgather:pg=11:rel-43b93a603b20,mock_oisa_scale_1.2,10512290,1125919,9386371,10512290,9386371,1785477765029939314,363,trace_group_end_lag_clamped,1785477765029938951
5189357,dp_param_allgather:pg=11,7501902,1785477765187790631,16,73433,1785477765175172805,1785477765173296235,1,80,55,5,1785477765180362162,1785477765187864064,dp_ag1,dp_param_allgather,16,98621440,same_rank_edp_ag0,87181635,1785477765181682109,1785477765187769837,1785477765179435431,1.0,iter55:pp5:dp_ag1:round1:dp_param_allgather:pg=11,iter55:pp5:dp_ag1:round1:dp_param_allgather:pg=11:rel-86278b1208e7,mock_oisa_scale_1.2,17336688,8334406,9002282,17336688,9002282,1785477765196772119,73433,trace_group_end_lag_clamped,1785477765196698686
3514314,dp_param_allgather:pg=11,7501902,1785477765187756657,16,107407,1785477765176847848,1785477765173296235,1,81,55,5,1785477765180362162,1785477765187864064,dp_ag1,dp_param_allgather,16,98621440,same_rank_edp_ag0,87493269,1785477765183628024,1785477765187769837,1785477765179435431,1.0,iter55:pp5:dp_ag1:round1:dp_param_allgather:pg=11,iter55:pp5:dp_ag1:round1:dp_param_allgather:pg=11:rel-86278b1208e7,mock_oisa_scale_1.2,17336688,8334406,9002282,17336688,9002282,1785477765196772119,107407,trace_group_end_lag_clamped,1785477765196664712
4338287,dp_param_allgather:pg=11,7501902,1785477765187708433,16,155631,1785477765176023875,1785477765173296235,1,82,55,5,1785477765180362162,1785477765187864064,dp_ag1,dp_param_allgather,16,98621440,same_rank_edp_ag0,88172085,1785477765182511267,1785477765187769837,1785477765179435431,1.0,iter55:pp5:dp_ag1:round1:dp_param_allgather:pg=11,iter55:pp5:dp_ag1:round1:dp_param_allgather:pg=11:rel-86278b1208e7,mock_oisa_scale_1.2,17336688,8334406,9002282,17336688,9002282,1785477765196772119,155631,trace_group_end_lag_clamped,1785477765196616488
4142186,dp_param_allgather:pg=11,7501902,1785477765187774529,16,89535,1785477765176219976,1785477765173296235,1,83,55,5,1785477765180362162,1785477765187864064,dp_ag1,dp_param_allgather,16,98621440,same_rank_edp_ag0,87763648,1785477765182836376,1785477765187769837,1785477765179435431,1.0,iter55:pp5:dp_ag1:round1:dp_param_allgather:pg=11,iter55:pp5:dp_ag1:round1:dp_param_allgather:pg=11:rel-86278b1208e7,mock_oisa_scale_1.2,17336688,8334406,9002282,17336688,9002282,1785477765196772119,89535,trace_group_end_lag_clamped,1785477765196682584
6608949,dp_param_allgather:pg=11,7501902,1785477765187731560,16,132504,1785477765173753213,1785477765173296235,1,84,55,5,1785477765180362162,1785477765187864064,dp_ag1,dp_param_allgather,16,98621440,same_rank_edp_ag0,87624244,1785477765179892409,1785477765187769837,1785477765179435431,1.0,iter55:pp5:dp_ag1:round1:dp_param_allgather:pg=11,iter55:pp5:dp_ag1:round1:dp_param_allgather:pg=11:rel-86278b1208e7,mock_oisa_scale_1.2,17336688,8334406,9002282,17336688,9002282,1785477765196772119,132504,trace_group_end_lag_clamped,1785477765196639615
4687807,dp_param_allgather:pg=11,7501902,1785477765187794228,16,69836,1785477765175674355,1785477765173296235,1,85,55,5,1785477765180362162,1785477765187864064,dp_ag1,dp_param_allgather,16,98621440,same_rank_edp_ag0,87235685,1785477765182299254,1785477765187769837,1785477765179435431,1.0,iter55:pp5:dp_ag1:round1:dp_param_allgather:pg=11,iter55:pp5:dp_ag1:round1:dp_param_allgather:pg=11:rel-86278b1208e7,mock_oisa_scale_1.2,17336688,8334406,9002282,17336688,9002282,1785477765196772119,69836,trace_group_end_lag_clamped,1785477765196702283
5738835,dp_param_allgather:pg=11,7501902,1785477765187700553,16,163511,1785477765174623327,1785477765173296235,1,86,55,5,1785477765180362162,1785477765187864064,dp_ag1,dp_param_allgather,16,98621440,same_rank_edp_ag0,87295738,1785477765181011793,1785477765187769837,1785477765179435431,1.0,iter55:pp5:dp_ag1:round1:dp_param_allgather:pg=11,iter55:pp5:dp_ag1:round1:dp_param_allgather:pg=11:rel-86278b1208e7,mock_oisa_scale_1.2,17336688,8334406,9002282,17336688,9002282,1785477765196772119,163511,trace_group_end_lag_clamped,1785477765196608608
1852015,dp_param_allgather:pg=11,7501902,1785477765187691099,16,172965,1785477765178510147,1785477765173296235,1,87,55,5,1785477765180362162,1785477765187864064,dp_ag1,dp_param_allgather,16,98621440,same_rank_edp_ag0,86087484,1785477765185917822,1785477765187769837,1785477765179435431,1.0,iter55:pp5:dp_ag1:round1:dp_param_allgather:pg=11,iter55:pp5:dp_ag1:round1:dp_param_allgather:pg=11:rel-86278b1208e7,mock_oisa_scale_1.2,17336688,8334406,9002282,17336688,9002282,1785477765196772119,172965,trace_group_end_lag_clamped,1785477765196599154
4546081,dp_param_allgather:pg=11,7501902,1785477765187811850,16,52214,1785477765175816081,1785477765173296235,1,88,55,5,1785477765180362162,1785477765187864064,dp_ag1,dp_param_allgather,16,98621440,same_rank_edp_ag0,87818344,1785477765182325385,1785477765187769837,1785477765179435431,1.0,iter55:pp5:dp_ag1:round1:dp_param_allgather:pg=11,iter55:pp5:dp_ag1:round1:dp_param_allgather:pg=11:rel-86278b1208e7,mock_oisa_scale_1.2,17336688,8334406,9002282,17336688,9002282,1785477765196772119,52214,trace_group_end_lag_clamped,1785477765196719905
2994740,dp_param_allgather:pg=11,7501902,1785477765187831347,16,32717,1785477765177367422,1785477765173296235,1,89,55,5,1785477765180362162,1785477765187864064,dp_ag1,dp_param_allgather,16,98621440,same_rank_edp_ag0,88005102,1785477765184147598,1785477765187769837,1785477765179435431,1.0,iter55:pp5:dp_ag1:round1:dp_param_allgather:pg=11,iter55:pp5:dp_ag1:round1:dp_param_allgather:pg=11:rel-86278b1208e7,mock_oisa_scale_1.2,17336688,8334406,9002282,17336688,9002282,1785477765196772119,32717,trace_group_end_lag_clamped,1785477765196739402
4590797,dp_param_allgather:pg=11,7501902,1785477765187853463,16,10601,1785477765175771365,1785477765173296235,1,90,55,5,1785477765180362162,1785477765187864064,dp_ag1,dp_param_allgather,16,98621440,same_rank_edp_ag0,87881733,1785477765182258757,1785477765187769837,1785477765179435431,1.0,iter55:pp5:dp_ag1:round1:dp_param_allgather:pg=11,iter55:pp5:dp_ag1:round1:dp_param_allgather:pg=11:rel-86278b1208e7,mock_oisa_scale_1.2,17336688,8334406,9002282,17336688,9002282,1785477765196772119,10601,trace_group_end_lag_clamped,1785477765196761518
4032612,dp_param_allgather:pg=11,7501902,1785477765187816455,16,47609,1785477765176329550,1785477765173296235,1,91,55,5,1785477765180362162,1785477765187864064,dp_ag1,dp_param_allgather,16,98621440,same_rank_edp_ag0,87811557,1785477765182945950,1785477765187769837,1785477765179435431,1.0,iter55:pp5:dp_ag1:round1:dp_param_allgather:pg=11,iter55:pp5:dp_ag1:round1:dp_param_allgather:pg=11:rel-86278b1208e7,mock_oisa_scale_1.2,17336688,8334406,9002282,17336688,9002282,1785477765196772119,47609,trace_group_end_lag_clamped,1785477765196724510
7065927,dp_param_allgather:pg=11,7501902,1785477765187833783,16,30281,1785477765173296235,1785477765173296235,1,92,55,5,1785477765180362162,1785477765187864064,dp_ag1,dp_param_allgather,16,98621440,same_rank_edp_ag0,87141171,1785477765179435431,1785477765187769837,1785477765179435431,1.0,iter55:pp5:dp_ag1:round1:dp_param_allgather:pg=11,iter55:pp5:dp_ag1:round1:dp_param_allgather:pg=11:rel-86278b1208e7,mock_oisa_scale_1.2,17336688,8334406,9002282,17336688,9002282,1785477765196772119,30281,trace_group_end_lag_clamped,1785477765196741838
3789702,dp_param_allgather:pg=11,7501902,1785477765187775391,16,88673,1785477765176572460,1785477765173296235,1,93,55,5,1785477765180362162,1785477765187864064,dp_ag1,dp_param_allgather,16,98621440,same_rank_edp_ag0,88009209,1785477765183197359,1785477765187769837,1785477765179435431,1.0,iter55:pp5:dp_ag1:round1:dp_param_allgather:pg=11,iter55:pp5:dp_ag1:round1:dp_param_allgather:pg=11:rel-86278b1208e7,mock_oisa_scale_1.2,17336688,8334406,9002282,17336688,9002282,1785477765196772119,88673,trace_group_end_lag_clamped,1785477765196683446
4645696,dp_param_allgather:pg=11,7501902,1785477765187864064,16,0,1785477765175716466,1785477765173296235,1,94,55,5,1785477765180362162,1785477765187864064,dp_ag1,dp_param_allgather,16,98621440,same_rank_edp_ag0,88283200,1785477765182104932,1785477765187769837,1785477765179435431,1.0,iter55:pp5:dp_ag1:round1:dp_param_allgather:pg=11,iter55:pp5:dp_ag1:round1:dp_param_allgather:pg=11:rel-86278b1208e7,mock_oisa_scale_1.2,17336688,8334406,9002282,17336688,9002282,1785477765196772119,0,trace_group_end_lag_clamped,1785477765196772119
0,dp_param_allgather:pg=11,7501902,1785477765187858614,16,5450,1785477765180362162,1785477765173296235,1,95,55,5,1785477765180362162,1785477765187864064,dp_ag1,dp_param_allgather,16,98621440,same_rank_edp_ag0,87860426,1785477765187769837,1785477765187769837,1785477765179435431,1.0,iter55:pp5:dp_ag1:round1:dp_param_allgather:pg=11,iter55:pp5:dp_ag1:round1:dp_param_allgather:pg=11:rel-86278b1208e7,mock_oisa_scale_1.2,17336688,8334406,9002282,17336688,9002282,1785477765196772119,5450,trace_group_end_lag_clamped,1785477765196766669
177957293,dp_grad_reduce_scatter:pg=11,15795660,1785477761292837528,16,61480,1785477761099146055,1785477761095609523,0,80,55,5,1785477761277103348,1785477761292899008,dp_rs,dp_grad_reduce_scatter,16,3155886080,pp_frontier,0,1785477761071647650,1785477761255968469,1785477761064714633,1.0,iter55:pp5:dp_rs:round0:dp_grad_reduce_scatter:pg=11,iter55:pp5:dp_rs:round0:dp_grad_reduce_scatter:pg=11:rel-2b010a746237,mock_oisa_scale_1.2,210208628,191253836,18954792,210208628,18954792,1785477761274923261,61480,trace_group_end_lag_clamped,1785477761274861781
180125696,dp_grad_reduce_scatter:pg=11,15795660,1785477761292808267,16,90741,1785477761096977652,1785477761095609523,0,81,55,5,1785477761277103348,1785477761292899008,dp_rs,dp_grad_reduce_scatter,16,3155886080,pp_frontier,0,1785477761064714633,1785477761255968469,1785477761064714633,1.0,iter55:pp5:dp_rs:round0:dp_grad_reduce_scatter:pg=11,iter55:pp5:dp_rs:round0:dp_grad_reduce_scatter:pg=11:rel-2b010a746237,mock_oisa_scale_1.2,210208628,191253836,18954792,210208628,18954792,1785477761274923261,90741,trace_group_end_lag_clamped,1785477761274832520
180795288,dp_grad_reduce_scatter:pg=11,15795660,1785477761292724544,16,174464,1785477761096308060,1785477761095609523,0,82,55,5,1785477761277103348,1785477761292899008,dp_rs,dp_grad_reduce_scatter,16,3155886080,pp_frontier,0,1785477761072476394,1785477761255968469,1785477761064714633,1.0,iter55:pp5:dp_rs:round0:dp_grad_reduce_scatter:pg=11,iter55:pp5:dp_rs:round0:dp_grad_reduce_scatter:pg=11:rel-2b010a746237,mock_oisa_scale_1.2,210208628,191253836,18954792,210208628,18954792,1785477761274923261,174464,trace_group_end_lag_clamped,1785477761274748797
180243128,dp_grad_reduce_scatter:pg=11,15795660,1785477761292844424,16,54584,1785477761096860220,1785477761095609523,0,83,55,5,1785477761277103348,1785477761292899008,dp_rs,dp_grad_reduce_scatter,16,3155886080,pp_frontier,0,1785477761069462378,1785477761255968469,1785477761064714633,1.0,iter55:pp5:dp_rs:round0:dp_grad_reduce_scatter:pg=11,iter55:pp5:dp_rs:round0:dp_grad_reduce_scatter:pg=11:rel-2b010a746237,mock_oisa_scale_1.2,210208628,191253836,18954792,210208628,18954792,1785477761274923261,54584,trace_group_end_lag_clamped,1785477761274868677
181277554,dp_grad_reduce_scatter:pg=11,15795660,1785477761292840122,16,58886,1785477761095825794,1785477761095609523,0,84,55,5,1785477761277103348,1785477761292899008,dp_rs,dp_grad_reduce_scatter,16,3155886080,pp_frontier,0,1785477761073738697,1785477761255968469,1785477761064714633,1.0,iter55:pp5:dp_rs:round0:dp_grad_reduce_scatter:pg=11,iter55:pp5:dp_rs:round0:dp_grad_reduce_scatter:pg=11:rel-2b010a746237,mock_oisa_scale_1.2,210208628,191253836,18954792,210208628,18954792,1785477761274923261,58886,trace_group_end_lag_clamped,1785477761274864375
181493825,dp_grad_reduce_scatter:pg=11,15795660,1785477761292877873,16,21135,1785477761095609523,1785477761095609523,0,85,55,5,1785477761277103348,1785477761292899008,dp_rs,dp_grad_reduce_scatter,16,3155886080,pp_frontier,0,1785477761074925932,1785477761255968469,1785477761064714633,1.0,iter55:pp5:dp_rs:round0:dp_grad_reduce_scatter:pg=11,iter55:pp5:dp_rs:round0:dp_grad_reduce_scatter:pg=11:rel-2b010a746237,mock_oisa_scale_1.2,210208628,191253836,18954792,210208628,18954792,1785477761274923261,21135,trace_group_end_lag_clamped,1785477761274902126
180854724,dp_grad_reduce_scatter:pg=11,15795660,1785477761292723863,16,175145,1785477761096248624,1785477761095609523,0,86,55,5,1785477761277103348,1785477761292899008,dp_rs,dp_grad_reduce_scatter,16,3155886080,pp_frontier,0,1785477761070551438,1785477761255968469,1785477761064714633,1.0,iter55:pp5:dp_rs:round0:dp_grad_reduce_scatter:pg=11,iter55:pp5:dp_rs:round0:dp_grad_reduce_scatter:pg=11:rel-2b010a746237,mock_oisa_scale_1.2,210208628,191253836,18954792,210208628,18954792,1785477761274923261,175145,trace_group_end_lag_clamped,1785477761274748116
180236178,dp_grad_reduce_scatter:pg=11,15795660,1785477761292819663,16,79345,1785477761096867170,1785477761095609523,0,87,55,5,1785477761277103348,1785477761292899008,dp_rs,dp_grad_reduce_scatter,16,3155886080,pp_frontier,0,1785477761067130466,1785477761255968469,1785477761064714633,1.0,iter55:pp5:dp_rs:round0:dp_grad_reduce_scatter:pg=11,iter55:pp5:dp_rs:round0:dp_grad_reduce_scatter:pg=11:rel-2b010a746237,mock_oisa_scale_1.2,210208628,191253836,18954792,210208628,18954792,1785477761274923261,79345,trace_group_end_lag_clamped,1785477761274843916
298591,dp_grad_reduce_scatter:pg=11,15795660,1785477761292843331,16,55677,1785477761276804757,1785477761095609523,0,88,55,5,1785477761277103348,1785477761292899008,dp_rs,dp_grad_reduce_scatter,16,3155886080,pp_frontier,0,1785477761231608559,1785477761255968469,1785477761064714633,1.0,iter55:pp5:dp_rs:round0:dp_grad_reduce_scatter:pg=11,iter55:pp5:dp_rs:round0:dp_grad_reduce_scatter:pg=11:rel-2b010a746237,mock_oisa_scale_1.2,210208628,191253836,18954792,210208628,18954792,1785477761274923261,55677,trace_group_end_lag_clamped,1785477761274867584
110048,dp_grad_reduce_scatter:pg=11,15795660,1785477761292899008,16,0,1785477761276993300,1785477761095609523,0,89,55,5,1785477761277103348,1785477761292899008,dp_rs,dp_grad_reduce_scatter,16,3155886080,pp_frontier,0,1785477761250060396,1785477761255968469,1785477761064714633,1.0,iter55:pp5:dp_rs:round0:dp_grad_reduce_scatter:pg=11,iter55:pp5:dp_rs:round0:dp_grad_reduce_scatter:pg=11:rel-2b010a746237,mock_oisa_scale_1.2,210208628,191253836,18954792,210208628,18954792,1785477761274923261,0,trace_group_end_lag_clamped,1785477761274923261
399730,dp_grad_reduce_scatter:pg=11,15795660,1785477761292871602,16,27406,1785477761276703618,1785477761095609523,0,90,55,5,1785477761277103348,1785477761292899008,dp_rs,dp_grad_reduce_scatter,16,3155886080,pp_frontier,0,1785477761254729118,1785477761255968469,1785477761064714633,1.0,iter55:pp5:dp_rs:round0:dp_grad_reduce_scatter:pg=11,iter55:pp5:dp_rs:round0:dp_grad_reduce_scatter:pg=11:rel-2b010a746237,mock_oisa_scale_1.2,210208628,191253836,18954792,210208628,18954792,1785477761274923261,27406,trace_group_end_lag_clamped,1785477761274895855
981821,dp_grad_reduce_scatter:pg=11,15795660,1785477761292843285,16,55723,1785477761276121527,1785477761095609523,0,91,55,5,1785477761277103348,1785477761292899008,dp_rs,dp_grad_reduce_scatter,16,3155886080,pp_frontier,0,1785477761255968469,1785477761255968469,1785477761064714633,1.0,iter55:pp5:dp_rs:round0:dp_grad_reduce_scatter:pg=11,iter55:pp5:dp_rs:round0:dp_grad_reduce_scatter:pg=11:rel-2b010a746237,mock_oisa_scale_1.2,210208628,191253836,18954792,210208628,18954792,1785477761274923261,55723,trace_group_end_lag_clamped,1785477761274867538
0,dp_grad_reduce_scatter:pg=11,15795660,1785477761292884378,16,14630,1785477761277103348,1785477761095609523,0,92,55,5,1785477761277103348,1785477761292899008,dp_rs,dp_grad_reduce_scatter,16,3155886080,pp_frontier,0,1785477761255261624,1785477761255968469,1785477761064714633,1.0,iter55:pp5:dp_rs:round0:dp_grad_reduce_scatter:pg=11,iter55:pp5:dp_rs:round0:dp_grad_reduce_scatter:pg=11:rel-2b010a746237,mock_oisa_scale_1.2,210208628,191253836,18954792,210208628,18954792,1785477761274923261,14630,trace_group_end_lag_clamped,1785477761274908631
374506,dp_grad_reduce_scatter:pg=11,15795660,1785477761292847699,16,51309,1785477761276728842,1785477761095609523,0,93,55,5,1785477761277103348,1785477761292899008,dp_rs,dp_grad_reduce_scatter,16,3155886080,pp_frontier,0,1785477761255644207,1785477761255968469,1785477761064714633,1.0,iter55:pp5:dp_rs:round0:dp_grad_reduce_scatter:pg=11,iter55:pp5:dp_rs:round0:dp_grad_reduce_scatter:pg=11:rel-2b010a746237,mock_oisa_scale_1.2,210208628,191253836,18954792,210208628,18954792,1785477761274923261,51309,trace_group_end_lag_clamped,1785477761274871952
196167,dp_grad_reduce_scatter:pg=11,15795660,1785477761292877510,16,21498,1785477761276907181,1785477761095609523,0,94,55,5,1785477761277103348,1785477761292899008,dp_rs,dp_grad_reduce_scatter,16,3155886080,pp_frontier,0,1785477761245070039,1785477761255968469,1785477761064714633,1.0,iter55:pp5:dp_rs:round0:dp_grad_reduce_scatter:pg=11,iter55:pp5:dp_rs:round0:dp_grad_reduce_scatter:pg=11:rel-2b010a746237,mock_oisa_scale_1.2,210208628,191253836,18954792,210208628,18954792,1785477761274923261,21498,trace_group_end_lag_clamped,1785477761274901763
570042,dp_grad_reduce_scatter:pg=11,15795660,1785477761292873011,16,25997,1785477761276533306,1785477761095609523,0,95,55,5,1785477761277103348,1785477761292899008,dp_rs,dp_grad_reduce_scatter,16,3155886080,pp_frontier,0,1785477761245922873,1785477761255968469,1785477761064714633,1.0,iter55:pp5:dp_rs:round0:dp_grad_reduce_scatter:pg=11,iter55:pp5:dp_rs:round0:dp_grad_reduce_scatter:pg=11:rel-2b010a746237,mock_oisa_scale_1.2,210208628,191253836,18954792,210208628,18954792,1785477761274923261,25997,trace_group_end_lag_clamped,1785477761274897264
45387,expert_dp_param_allgather:pg=1123,53806159,1785477765087991170,2,6567,1785477765034146191,1785477765034146191,0,80,55,5,1785477765034191578,1785477765087997737,edp_ag0,expert_dp_param_allgather,2,1887436800,same_rank_dp_ag0,10920,1785477765029894263,1785477765029939650,1785477765029894263,1.0,iter55:pp5:edp_ag0:round0:expert_dp_param_allgather:pg=1123,iter55:pp5:edp_ag0:round0:expert_dp_param_allgather:pg=1123:rel-8b86f5ebcada,mock_oisa_scale_1.2,64612778,45387,64567391,64612778,64567391,1785477765094507041,6567,trace_group_end_lag_clamped,1785477765094500474
