case_id,attempt_id,iteration,method,predicted_profiler_step_ms,predicted_outer_framework_ms,predicted_training_step_ms,model_training_flops,world_size,predicted_useful_tflops_per_gpu,peak_bf16_dense_tflops_per_gpu,predicted_mfu_pct,actual_training_step_ms,actual_profiler_step_ms,profiler_clock_compatible,profiler_definition,training_signed_relative_error_pct,training_ape_pct,profiler_ape_pct,mfu_signed_relative_error_pct,mfu_relative_ape_pct,actual_useful_tflops_per_gpu,actual_mfu_pct,absolute_mfu_error_percentage_points,mfu_signed_error_percentage_points
target256,target256_20260731_1340,5,M2_source_only_linear,12409.94746056234,328.5579050000001,12738.50536556234,97677091138437120,256,29.952582843118854,500.0,5.990516568623771,23897.8,22778.999835,True,max rank ProfilerStep marker end - min rank ProfilerStep marker start,-46.69590771718594,46.69590771718594,45.5202267419379,87.60285696158698,87.60285696158701,15.965952399782406,3.193190479956481,2.7973260886672895,2.7973260886672895
target256,target256_20260731_1340,10,M2_source_only_linear,12409.94746056234,328.5579050000001,12738.50536556234,97677091138437120,256,29.952582843118854,500.0,5.990516568623771,22181.0,21124.008279,True,max rank ProfilerStep marker end - min rank ProfilerStep marker start,-42.570193564030745,42.570193564030745,41.251928627108924,74.12560864451795,74.12560864451798,17.20171034937649,3.440342069875298,2.550174498748473,2.550174498748473
target256,target256_20260731_1340,15,M2_source_only_linear,12409.94746056234,328.5579050000001,12738.50536556234,97677091138437120,256,29.952582843118854,500.0,5.990516568623771,22322.3,21232.475572,True,max rank ProfilerStep marker end - min rank ProfilerStep marker start,-42.93372382970241,42.93372382970241,41.55204644658691,75.23484395859172,75.2348439585917,17.09282364539138,3.4185647290782764,2.5719518395454943,2.5719518395454943
target256,target256_20260731_1340,20,M2_source_only_linear,12409.94746056234,328.5579050000001,12738.50536556234,97677091138437120,256,29.952582843118854,500.0,5.990516568623771,22477.2,21324.065408,True,max rank ProfilerStep marker end - min rank ProfilerStep marker start,-43.32699194934272,43.32699194934272,41.803088561590194,76.45084219036829,76.45084219036829,16.97502968606054,3.395005937212108,2.5955106314116625,2.5955106314116625
target256,target256_20260731_1340,25,M2_source_only_linear,12409.94746056234,328.5579050000001,12738.50536556234,97677091138437120,256,29.952582843118854,500.0,5.990516568623771,22339.2,21141.494931,True,max rank ProfilerStep marker end - min rank ProfilerStep marker start,-42.976895477177614,42.976895477177614,41.300520606206035,75.3675125842665,75.36751258426652,17.079892621916628,3.4159785243833256,2.574538044240445,2.574538044240445
target256,target256_20260731_1340,30,M2_source_only_linear,12409.94746056234,328.5579050000001,12738.50536556234,97677091138437120,256,29.952582843118854,500.0,5.990516568623771,22524.6,21238.714665,True,max rank ProfilerStep marker end - min rank ProfilerStep marker start,-43.446252694554666,43.446252694554666,41.569216139933765,76.82294235942062,76.82294235942062,16.93930801255161,3.387861602510322,2.6026549661134486,2.6026549661134486
target256,target256_20260731_1340,35,M2_source_only_linear,12409.94746056234,328.5579050000001,12738.50536556234,97677091138437120,256,29.952582843118854,500.0,5.990516568623771,22519.5,21329.541819,True,max rank ProfilerStep marker end - min rank ProfilerStep marker start,-43.43344494521486,43.43344494521486,41.81803075813018,76.78290626528208,76.78290626528207,16.943144264282957,3.3886288528565913,2.6018877157671794,2.6018877157671794
target256,target256_20260731_1340,40,M2_source_only_linear,12409.94746056234,328.5579050000001,12738.50536556234,97677091138437120,256,29.952582843118854,500.0,5.990516568623771,22643.5,21315.203585,True,max rank ProfilerStep marker end - min rank ProfilerStep marker start,-43.74321387787957,43.74321387787957,41.77889312164249,77.75633286786629,77.75633286786628,16.850360468104313,3.3700720936208626,2.620444475002908,2.620444475002908
target256,target256_20260731_1340,45,M2_source_only_linear,12409.94746056234,328.5579050000001,12738.50536556234,97677091138437120,256,29.952582843118854,500.0,5.990516568623771,22982.2,21655.342667,True,max rank ProfilerStep marker end - min rank ProfilerStep marker start,-44.57229784110164,44.57229784110164,42.693368323034996,80.41520053153783,80.41520053153783,16.60202840718121,3.3204056814362417,2.670110887187529,2.670110887187529
target256,target256_20260731_1340,50,M2_source_only_linear,12409.94746056234,328.5579050000001,12738.50536556234,97677091138437120,256,29.952582843118854,500.0,5.990516568623771,23005.5,21548.742122,True,max rank ProfilerStep marker end - min rank ProfilerStep marker start,-44.62843508916416,44.62843508916416,42.40987529433325,80.59811053024922,80.59811053024923,16.585213851449435,3.317042770289887,2.673473798333884,2.673473798333884
target256,target256_20260731_1340,55,M2_source_only_linear,12409.94746056234,328.5579050000001,12738.50536556234,97677091138437120,256,29.952582843118854,500.0,5.990516568623771,22940.1,21638.095425,True,max rank ProfilerStep marker end - min rank ProfilerStep marker start,-44.47057612842864,44.47057612842864,42.64769048839546,80.08470649953139,80.08470649953139,16.632496687439026,3.3264993374878054,2.6640172311359653,2.6640172311359653
target256,target256_20260731_1340,60,M2_source_only_linear,12409.94746056234,328.5579050000001,12738.50536556234,97677091138437120,256,29.952582843118854,500.0,5.990516568623771,23311.8,21987.373032,True,max rank ProfilerStep marker end - min rank ProfilerStep marker start,-45.35597694917449,45.35597694917449,43.558753278524264,83.00263124292293,83.0026312429229,16.367296273111474,3.2734592546222947,2.717057314001476,2.717057314001476
target256,target256_20260731_1340,65,M2_source_only_linear,12409.94746056234,328.5579050000001,12738.50536556234,97677091138437120,256,29.952582843118854,500.0,5.990516568623771,23628.5,22278.081261,True,max rank ProfilerStep marker end - min rank ProfilerStep marker start,-46.088387474607615,46.088387474607615,44.29525902534888,85.48879418678112,85.48879418678112,16.147920403729394,3.229584080745879,2.760932487877892,2.760932487877892
target256,target256_20260731_1340,70,M2_source_only_linear,12409.94746056234,328.5579050000001,12738.50536556234,97677091138437120,256,29.952582843118854,500.0,5.990516568623771,24226.5,22854.04661,True,max rank ProfilerStep marker end - min rank ProfilerStep marker start,-47.419126305647374,47.419126305647374,45.69912421928704,90.18322247988884,90.18322247988881,15.74932975293666,3.149865950587332,2.8406506180364386,2.8406506180364386
target256,target256_20260731_1340,75,M2_source_only_linear,12409.94746056234,328.5579050000001,12738.50536556234,97677091138437120,256,29.952582843118854,500.0,5.990516568623771,24220.2,22744.154276,True,max rank ProfilerStep marker end - min rank ProfilerStep marker start,-47.405449312712776,47.405449312712776,45.436760101220756,90.13376612830592,90.13376612830595,15.753426365575839,3.150685273115168,2.8398312955086027,2.8398312955086027
target256,target256_20260731_1340,80,M2_source_only_linear,12409.94746056234,328.5579050000001,12738.50536556234,97677091138437120,256,29.952582843118854,500.0,5.990516568623771,24512.1,23149.729319,True,max rank ProfilerStep marker end - min rank ProfilerStep marker start,-48.03176649262062,48.03176649262062,46.3926887025113,92.42524375164727,92.42524375164727,15.565828193403258,3.113165638680652,2.877350929943119,2.877350929943119
target256,target256_20260731_1340,85,M2_source_only_linear,12409.94746056234,328.5579050000001,12738.50536556234,97677091138437120,256,29.952582843118854,500.0,5.990516568623771,25118.5,23737.849883,True,max rank ProfilerStep marker end - min rank ProfilerStep marker start,-49.28636118573028,49.28636118573028,47.72084446683692,97.18561384686552,97.18561384686552,15.190044678604215,3.038008935720843,2.9525076329029276,2.9525076329029276
target256,target256_20260731_1340,90,M2_source_only_linear,12409.94746056234,328.5579050000001,12738.50536556234,97677091138437120,256,29.952582843118854,500.0,5.990516568623771,25262.2,23858.300564,True,max rank ProfilerStep marker end - min rank ProfilerStep marker start,-49.57483764057628,49.57483764057628,47.98478027689944,98.31368967582803,98.31368967582802,15.103638529483575,3.0207277058967152,2.9697888627270554,2.9697888627270554
target256,target256_20260731_1340,95,M2_source_only_linear,12409.94746056234,328.5579050000001,12738.50536556234,97677091138437120,256,29.952582843118854,500.0,5.990516568623771,25170.3,23804.021449,True,max rank ProfilerStep marker end - min rank ProfilerStep marker start,-49.390728892534696,49.390728892534696,47.8661725828529,97.59225495988053,97.59225495988055,15.15878385476216,3.031756770952432,2.958759797671339,2.958759797671339
target256,target256_20260731_1340,100,M2_source_only_linear,12409.94746056234,328.5579050000001,12738.50536556234,97677091138437120,256,29.952582843118854,500.0,5.990516568623771,25577.3,23945.310715,True,max rank ProfilerStep marker end - min rank ProfilerStep marker start,-50.1960513206541,50.1960513206541,48.173788144714244,100.78729227642707,100.78729227642711,14.91756898732548,2.9835137974650956,3.007002771158675,3.007002771158675
target256,target256_20260731_1340,5,B0_constant_work_efficiency,5677.405306985448,471.770033523816,6149.175340509264,97677091138437120,256,62.04915555846235,500.0,12.40983111169247,23897.8,22778.999835,True,max rank ProfilerStep marker end - min rank ProfilerStep marker start,-74.26886432847684,74.26886432847684,75.07614316646995,288.63422616309435,288.6342261630944,15.965952399782406,3.193190479956481,9.21664063173599,9.21664063173599
target256,target256_20260731_1340,10,B0_constant_work_efficiency,5677.405306985448,471.770033523816,6149.175340509264,97677091138437120,256,62.04915555846235,500.0,12.40983111169247,22181.0,21124.008279,True,max rank ProfilerStep marker end - min rank ProfilerStep marker start,-72.27728533199918,72.27728533199918,73.12344687618058,260.7150352971234,260.7150352971235,17.20171034937649,3.440342069875298,8.969489041817173,8.969489041817173
target256,target256_20260731_1340,15,B0_constant_work_efficiency,5677.405306985448,471.770033523816,6149.175340509264,97677091138437120,256,62.04915555846235,500.0,12.40983111169247,22322.3,21232.475572,True,max rank ProfilerStep marker end - min rank ProfilerStep marker start,-72.45276991838088,72.45276991838088,73.26074725609274,263.012904396239,263.01290439623904,17.09282364539138,3.4185647290782764,8.991266382614194,8.991266382614194
target256,target256_20260731_1340,20,B0_constant_work_efficiency,5677.405306985448,471.770033523816,6149.175340509264,97677091138437120,256,62.04915555846235,500.0,12.40983111169247,22477.2,21324.065408,True,max rank ProfilerStep marker end - min rank ProfilerStep marker start,-72.64260966441879,72.64260966441879,73.37559607721191,265.5319413633516,265.5319413633517,16.97502968606054,3.395005937212108,9.014825174480363,9.014825174480363
target256,target256_20260731_1340,25,B0_constant_work_efficiency,5677.405306985448,471.770033523816,6149.175340509264,97677091138437120,256,62.04915555846235,500.0,12.40983111169247,22339.2,21141.494931,True,max rank ProfilerStep marker end - min rank ProfilerStep marker start,-72.47360988527224,72.47360988527224,73.14567713629083,263.28773799691174,263.28773799691186,17.079892621916628,3.4159785243833256,8.993852587309146,8.993852587309146
target256,target256_20260731_1340,30,B0_constant_work_efficiency,5677.405306985448,471.770033523816,6149.175340509264,97677091138437120,256,62.04915555846235,500.0,12.40983111169247,22524.6,21238.714665,True,max rank ProfilerStep marker end - min rank ProfilerStep marker start,-72.70017962357038,72.70017962357038,73.26860218927732,266.302776432694,266.30277643269403,16.93930801255161,3.387861602510322,9.02196950918215,9.02196950918215
target256,target256_20260731_1340,35,B0_constant_work_efficiency,5677.405306985448,471.770033523816,6149.175340509264,97677091138437120,256,62.04915555846235,500.0,12.40983111169247,22519.5,21329.541819,True,max rank ProfilerStep marker end - min rank ProfilerStep marker start,-72.69399702253929,72.69399702253929,73.38243195675159,266.21983848219514,266.21983848219514,16.943144264282957,3.3886288528565913,9.02120225883588,9.02120225883588
target256,target256_20260731_1340,40,B0_constant_work_efficiency,5677.405306985448,471.770033523816,6149.175340509264,97677091138437120,256,62.04915555846235,500.0,12.40983111169247,22643.5,21315.203585,True,max rank ProfilerStep marker end - min rank ProfilerStep marker start,-72.84352975242669,72.84352975242669,73.36452694741902,268.23636904334404,268.2363690433441,16.850360468104313,3.3700720936208626,9.039759018071608,9.039759018071608
target256,target256_20260731_1340,45,B0_constant_work_efficiency,5677.405306985448,471.770033523816,6149.175340509264,97677091138437120,256,62.04915555846235,500.0,12.40983111169247,22982.2,21655.342667,True,max rank ProfilerStep marker end - min rank ProfilerStep marker start,-73.24374802886902,73.24374802886902,73.7828886188114,273.7444246970628,273.7444246970628,16.60202840718121,3.3204056814362417,9.08942543025623,9.08942543025623
target256,target256_20260731_1340,50,B0_constant_work_efficiency,5677.405306985448,471.770033523816,6149.175340509264,97677091138437120,256,62.04915555846235,500.0,12.40983111169247,23005.5,21548.742122,True,max rank ProfilerStep marker end - min rank ProfilerStep marker start,-73.27084679529128,73.27084679529128,73.65319388555329,274.12333729444,274.12333729444003,16.585213851449435,3.317042770289887,9.092788341402585,9.092788341402585
target256,target256_20260731_1340,55,B0_constant_work_efficiency,5677.405306985448,471.770033523816,6149.175340509264,97677091138437120,256,62.04915555846235,500.0,12.40983111169247,22940.1,21638.095425,True,max rank ProfilerStep marker end - min rank ProfilerStep marker start,-73.19464457212801,73.19464457212801,73.76199154558702,273.05978004686625,273.0597800468663,16.632496687439026,3.3264993374878054,9.083331774204666,9.083331774204666
target256,target256_20260731_1340,60,B0_constant_work_efficiency,5677.405306985448,471.770033523816,6149.175340509264,97677091138437120,256,62.04915555846235,500.0,12.40983111169247,23311.8,21987.373032,True,max rank ProfilerStep marker end - min rank ProfilerStep marker start,-73.62204831669256,73.62204831669256,74.1787920788779,279.10449302734236,279.1044930273424,16.367296273111474,3.2734592546222947,9.136371857070177,9.136371857070177
target256,target256_20260731_1340,65,B0_constant_work_efficiency,5677.405306985448,471.770033523816,6149.175340509264,97677091138437120,256,62.04915555846235,500.0,12.40983111169247,23628.5,22278.081261,True,max rank ProfilerStep marker end - min rank ProfilerStep marker start,-73.97560005709518,73.97560005709518,74.51573481364252,284.25477712988953,284.2547771298896,16.147920403729394,3.229584080745879,9.180247030946592,9.180247030946592
target256,target256_20260731_1340,70,B0_constant_work_efficiency,5677.405306985448,471.770033523816,6149.175340509264,97677091138437120,256,62.04915555846235,500.0,12.40983111169247,24226.5,22854.04661,True,max rank ProfilerStep marker end - min rank ProfilerStep marker start,-74.61797890529269,74.61797890529269,75.15798666262785,293.97965838446237,293.9796583844624,15.74932975293666,3.149865950587332,9.25996516110514,9.25996516110514
target256,target256_20260731_1340,75,B0_constant_work_efficiency,5677.405306985448,471.770033523816,6149.175340509264,97677091138437120,256,62.04915555846235,500.0,12.40983111169247,24220.2,22744.154276,True,max rank ProfilerStep marker end - min rank ProfilerStep marker start,-74.61137669998901,74.61137669998901,75.0379581579943,293.8772056220814,293.87720562208153,15.753426365575839,3.150685273115168,9.259145838577304,9.259145838577304
