iteration,scope,method,rows,MAE_ms,bias_ms,WMAPE_pct,observed_sum_ms
95,exposed_gap,fine_global_layer_mb,3682,0.5532573207495927,-0.24015382699619772,5.502000111827006,37024.598575
95,exposed_gap,aggregate_context,3682,0.6059786615969581,-0.37128711787072244,6.0263001298455,37024.598575
95,overlap_with_collective,fine_global_layer_mb,2921,0.44584251968503935,-0.04070470660732626,7.757443327634162,16787.824867
95,overlap_with_collective,aggregate_context,2921,0.5757765816501199,0.3170769424854502,10.01823290583652,16787.824867
100,exposed_gap,fine_global_layer_mb,3620,0.5904796466850829,-0.3322601185082873,5.793881537162589,36892.993191
100,exposed_gap,aggregate_context,3620,0.6483995825966851,-0.4642680908839779,6.36220129076596,36892.993191
100,overlap_with_collective,fine_global_layer_mb,2893,0.4551314849637055,-0.02698365572070515,7.944601199424377,16573.461058
100,overlap_with_collective,aggregate_context,2893,0.5964106201175251,0.32988817144832355,10.41071576999991,16573.461058
