iteration,rank,pp_stage,pp_lane,phase,microbatch,trace_duration_ns,adjusted_duration_ns,adjustment_ns
55,155,9,11,backward,0,709482380,709482380,0
55,155,9,11,backward,1,712663860,712663860,0
55,155,9,11,backward,2,703435491,703435491,0
55,155,9,11,backward,3,715913193,715913193,0
55,155,9,11,forward,0,321586567,321586567,0
55,155,9,11,forward,1,317276181,317276181,0
55,155,9,11,forward,2,316320704,316320704,0
55,155,9,11,forward,3,319110119,319110119,0
55,156,9,12,backward,0,708875734,708875734,0
55,156,9,12,backward,1,713243832,713243832,0
55,156,9,12,backward,2,703310360,703310360,0
55,156,9,12,backward,3,716384206,716384206,0
55,156,9,12,forward,0,322466166,322466166,0
55,156,9,12,forward,1,317479327,317479327,0
55,156,9,12,forward,2,316462344,316462344,0
55,156,9,12,forward,3,319198191,319198191,0
55,157,9,13,backward,0,709975374,709975374,0
55,157,9,13,backward,1,712862646,712862646,0
55,157,9,13,backward,2,703479199,703479199,0
55,157,9,13,backward,3,717045243,717045243,0
55,157,9,13,forward,0,322405901,322405901,0
55,157,9,13,forward,1,317649044,317649044,0
55,157,9,13,forward,2,316649914,316649914,0
55,157,9,13,forward,3,318877502,318877502,0
55,158,9,14,backward,0,707508501,707508501,0
55,158,9,14,backward,1,712193065,712193065,0
55,158,9,14,backward,2,702277902,702277902,0
55,158,9,14,backward,3,716975022,716975022,0
55,158,9,14,forward,0,322320835,322320835,0
55,158,9,14,forward,1,317454127,317454127,0
55,158,9,14,forward,2,316706613,316706613,0
55,158,9,14,forward,3,319060408,319060408,0
55,159,9,15,backward,0,708465458,708465458,0
55,159,9,15,backward,1,712739674,712739674,0
55,159,9,15,backward,2,702751714,702751714,0
55,159,9,15,backward,3,716670781,716670781,0
55,159,9,15,forward,0,322528616,322528616,0
55,159,9,15,forward,1,317641482,317641482,0
55,159,9,15,forward,2,316723275,316723275,0
55,159,9,15,forward,3,318657020,318657020,0
55,160,10,0,backward,0,684778882,684778882,0
55,160,10,0,backward,1,678613448,678613448,0
55,160,10,0,backward,2,679387943,679387943,0
55,160,10,0,backward,3,679210458,679210458,0
55,160,10,0,forward,0,320623663,320623663,0
55,160,10,0,forward,1,325174307,325174307,0
55,160,10,0,forward,2,334048899,334048899,0
55,160,10,0,forward,3,310896776,310896776,0
55,161,10,1,backward,0,686109776,686109776,0
55,161,10,1,backward,1,678596953,678596953,0
55,161,10,1,backward,2,679352949,679352949,0
55,161,10,1,backward,3,679372104,679372104,0
55,161,10,1,forward,0,320730265,320730265,0
55,161,10,1,forward,1,324716237,324716237,0
55,161,10,1,forward,2,333405416,333405416,0
55,161,10,1,forward,3,310934629,310934629,0
55,162,10,2,backward,0,685843681,685843681,0
55,162,10,2,backward,1,677207832,677207832,0
55,162,10,2,backward,2,678523721,678523721,0
55,162,10,2,backward,3,679336327,679336327,0
55,162,10,2,forward,0,320453736,320453736,0
55,162,10,2,forward,1,324912058,324912058,0
55,162,10,2,forward,2,334107070,334107070,0
55,162,10,2,forward,3,310802931,310802931,0
55,163,10,3,backward,0,684877275,684877275,0
55,163,10,3,backward,1,677000878,677000878,0
55,163,10,3,backward,2,678256385,678256385,0
55,163,10,3,backward,3,679156349,679156349,0
55,163,10,3,forward,0,320686532,320686532,0
55,163,10,3,forward,1,324737110,324737110,0
55,163,10,3,forward,2,334043864,334043864,0
55,163,10,3,forward,3,310615627,310615627,0
55,164,10,4,backward,0,685515540,685515540,0
55,164,10,4,backward,1,679605738,679605738,0
55,164,10,4,backward,2,679914247,679914247,0
55,164,10,4,backward,3,680429911,680429911,0
55,164,10,4,forward,0,320352418,320352418,0
55,164,10,4,forward,1,324374387,324374387,0
55,164,10,4,forward,2,333471705,333471705,0
55,164,10,4,forward,3,310624376,310624376,0
55,165,10,5,backward,0,685006208,685006208,0
55,165,10,5,backward,1,679283085,679283085,0
55,165,10,5,backward,2,679623791,679623791,0
55,165,10,5,backward,3,680220578,680220578,0
55,165,10,5,forward,0,319951710,319951710,0
55,165,10,5,forward,1,324427299,324427299,0
55,165,10,5,forward,2,333594890,333594890,0
55,165,10,5,forward,3,310657319,310657319,0
55,166,10,6,backward,0,684424521,684424521,0
55,166,10,6,backward,1,678356543,678356543,0
55,166,10,6,backward,2,680956958,680956958,0
55,166,10,6,backward,3,678553136,678553136,0
55,166,10,6,forward,0,320482924,320482924,0
55,166,10,6,forward,1,324055409,324055409,0
55,166,10,6,forward,2,333324044,333324044,0
55,166,10,6,forward,3,310769351,310769351,0
55,167,10,7,backward,0,683990002,683990002,0
55,167,10,7,backward,1,677762147,677762147,0
55,167,10,7,backward,2,679424495,679424495,0
55,167,10,7,backward,3,678490043,678490043,0
55,167,10,7,forward,0,320491061,320491061,0
55,167,10,7,forward,1,324904442,324904442,0
55,167,10,7,forward,2,333842741,333842741,0
55,167,10,7,forward,3,310788903,310788903,0
55,168,10,8,backward,0,686918153,686918153,0
55,168,10,8,backward,1,683242301,683242301,0
55,168,10,8,backward,2,683406373,683406373,0
55,168,10,8,backward,3,683734238,683734238,0
55,168,10,8,forward,0,313384467,313384467,0
55,168,10,8,forward,1,310926631,310926631,0
55,168,10,8,forward,2,310170131,310170131,0
55,168,10,8,forward,3,454916700,454916700,0
55,169,10,9,backward,0,686709393,686709393,0
55,169,10,9,backward,1,683601440,683601440,0
55,169,10,9,backward,2,683087578,683087578,0
55,169,10,9,backward,3,683629507,683629507,0
55,169,10,9,forward,0,312998830,312998830,0
55,169,10,9,forward,1,310761168,310761168,0
55,169,10,9,forward,2,310326174,310326174,0
55,169,10,9,forward,3,455111328,455111328,0
55,170,10,10,backward,0,688318476,688318476,0
55,170,10,10,backward,1,684770174,684770174,0
55,170,10,10,backward,2,683311274,683311274,0
55,170,10,10,backward,3,684456849,684456849,0
55,170,10,10,forward,0,313222354,313222354,0
55,170,10,10,forward,1,310743036,310743036,0
55,170,10,10,forward,2,310218666,310218666,0
55,170,10,10,forward,3,454631467,454631467,0
55,171,10,11,backward,0,688670625,688670625,0
55,171,10,11,backward,1,686102266,686102266,0
55,171,10,11,backward,2,684247250,684247250,0
55,171,10,11,backward,3,685368038,685368038,0
55,171,10,11,forward,0,313253034,313253034,0
55,171,10,11,forward,1,310844056,310844056,0
55,171,10,11,forward,2,310285304,310285304,0
55,171,10,11,forward,3,454869017,454869017,0
55,172,10,12,backward,0,688982718,688982718,0
55,172,10,12,backward,1,685819935,685819935,0
55,172,10,12,backward,2,683997860,683997860,0
55,172,10,12,backward,3,685320249,685320249,0
55,172,10,12,forward,0,313280350,313280350,0
55,172,10,12,forward,1,310624427,310624427,0
55,172,10,12,forward,2,310034940,310034940,0
55,172,10,12,forward,3,454579731,454579731,0
55,173,10,13,backward,0,689582015,689582015,0
55,173,10,13,backward,1,686152366,686152366,0
55,173,10,13,backward,2,683194027,683194027,0
55,173,10,13,backward,3,685383931,685383931,0
55,173,10,13,forward,0,313307742,313307742,0
55,173,10,13,forward,1,310751872,310751872,0
55,173,10,13,forward,2,310057539,310057539,0
55,173,10,13,forward,3,454628701,454628701,0
55,174,10,14,backward,0,688760200,688760200,0
55,174,10,14,backward,1,685255416,685255416,0
55,174,10,14,backward,2,683404350,683404350,0
55,174,10,14,backward,3,684000826,684000826,0
55,174,10,14,forward,0,313407168,313407168,0
55,174,10,14,forward,1,310844854,310844854,0
55,174,10,14,forward,2,310094681,310094681,0
55,174,10,14,forward,3,454080435,454080435,0
55,175,10,15,backward,0,688447081,688447081,0
55,175,10,15,backward,1,685644426,685644426,0
55,175,10,15,backward,2,683881861,683881861,0
55,175,10,15,backward,3,683509159,683509159,0
55,175,10,15,forward,0,313176201,313176201,0
55,175,10,15,forward,1,310357504,310357504,0
55,175,10,15,forward,2,309828820,309828820,0
55,175,10,15,forward,3,454716029,454716029,0
55,176,11,0,backward,0,675074046,675074046,0
55,176,11,0,backward,1,685904004,685904004,0
55,176,11,0,backward,2,684445825,684445825,0
55,176,11,0,backward,3,679347699,679347699,0
55,176,11,0,forward,0,311578821,311578821,0
55,176,11,0,forward,1,315929963,315929963,0
55,176,11,0,forward,2,309205567,309205567,0
55,176,11,0,forward,3,306906761,306906761,0
55,177,11,1,backward,0,674767653,674767653,0
55,177,11,1,backward,1,683221945,683221945,0
55,177,11,1,backward,2,682249990,682249990,0
55,177,11,1,backward,3,676475698,676475698,0
55,177,11,1,forward,0,311313070,311313070,0
55,177,11,1,forward,1,316079537,316079537,0
55,177,11,1,forward,2,309330131,309330131,0
55,177,11,1,forward,3,306941052,306941052,0
55,178,11,2,backward,0,674374842,674374842,0
55,178,11,2,backward,1,687115004,687115004,0
55,178,11,2,backward,2,685331251,685331251,0
55,178,11,2,backward,3,677434476,677434476,0
55,178,11,2,forward,0,310778403,310778403,0
55,178,11,2,forward,1,316284834,316284834,0
55,178,11,2,forward,2,309331786,309331786,0
55,178,11,2,forward,3,306979987,306979987,0
55,179,11,3,backward,0,674485415,674485415,0
55,179,11,3,backward,1,685769415,685769415,0
55,179,11,3,backward,2,683013837,683013837,0
55,179,11,3,backward,3,674910647,674910647,0
55,179,11,3,forward,0,311210301,311210301,0
55,179,11,3,forward,1,316093345,316093345,0
55,179,11,3,forward,2,309448163,309448163,0
55,179,11,3,forward,3,307122634,307122634,0
55,180,11,4,backward,0,677447114,677447114,0
55,180,11,4,backward,1,684732061,684732061,0
55,180,11,4,backward,2,684889728,684889728,0
55,180,11,4,backward,3,677961547,677961547,0
55,180,11,4,forward,0,311233764,311233764,0
55,180,11,4,forward,1,316116279,316116279,0
55,180,11,4,forward,2,309294414,309294414,0
55,180,11,4,forward,3,306985399,306985399,0
55,181,11,5,backward,0,676074389,676074389,0
55,181,11,5,backward,1,684638516,684638516,0
55,181,11,5,backward,2,683689804,683689804,0
55,181,11,5,backward,3,677934261,677934261,0
55,181,11,5,forward,0,311349074,311349074,0
55,181,11,5,forward,1,316072584,316072584,0
55,181,11,5,forward,2,309151318,309151318,0
55,181,11,5,forward,3,306878224,306878224,0
55,182,11,6,backward,0,676178092,676178092,0
55,182,11,6,backward,1,684789203,684789203,0
55,182,11,6,backward,2,682779667,682779667,0
55,182,11,6,backward,3,675967659,675967659,0
55,182,11,6,forward,0,310938982,310938982,0
55,182,11,6,forward,1,315963112,315963112,0
55,182,11,6,forward,2,309217350,309217350,0
55,182,11,6,forward,3,306734943,306734943,0
55,183,11,7,backward,0,676033580,676033580,0
55,183,11,7,backward,1,684429403,684429403,0
55,183,11,7,backward,2,682483905,682483905,0
55,183,11,7,backward,3,676206649,676206649,0
55,183,11,7,forward,0,311543675,311543675,0
55,183,11,7,forward,1,316079702,316079702,0
55,183,11,7,forward,2,309159719,309159719,0
55,183,11,7,forward,3,306773759,306773759,0
55,184,11,8,backward,0,677969714,677969714,0
55,184,11,8,backward,1,676430575,676430575,0
55,184,11,8,backward,2,676762531,676762531,0
55,184,11,8,backward,3,684755615,684755615,0
55,184,11,8,forward,0,313093723,313093723,0
55,184,11,8,forward,1,308604140,308604140,0
55,184,11,8,forward,2,306199666,306199666,0
55,184,11,8,forward,3,307078993,307078993,0
55,185,11,9,backward,0,679577934,679577934,0
55,185,11,9,backward,1,678569369,678569369,0
55,185,11,9,backward,2,678598262,678598262,0
55,185,11,9,backward,3,685283947,685283947,0
55,185,11,9,forward,0,311634898,311634898,0
55,185,11,9,forward,1,308467348,308467348,0
55,185,11,9,forward,2,305928843,305928843,0
55,185,11,9,forward,3,306710399,306710399,0
55,186,11,10,backward,0,677521918,677521918,0
55,186,11,10,backward,1,677031129,677031129,0
55,186,11,10,backward,2,679467110,679467110,0
55,186,11,10,backward,3,686539734,686539734,0
55,186,11,10,forward,0,312595437,312595437,0
55,186,11,10,forward,1,308699870,308699870,0
55,186,11,10,forward,2,306128994,306128994,0
55,186,11,10,forward,3,307130457,307130457,0
55,187,11,11,backward,0,677669298,677669298,0
55,187,11,11,backward,1,677700850,677700850,0
55,187,11,11,backward,2,678703440,678703440,0
55,187,11,11,backward,3,685785333,685785333,0
55,187,11,11,forward,0,312447000,312447000,0
55,187,11,11,forward,1,307629223,307629223,0
55,187,11,11,forward,2,306046875,306046875,0
55,187,11,11,forward,3,306725536,306725536,0
55,188,11,12,backward,0,677650343,677650343,0
55,188,11,12,backward,1,677036826,677036826,0
55,188,11,12,backward,2,679325022,679325022,0
55,188,11,12,backward,3,686296890,686296890,0
55,188,11,12,forward,0,312516403,312516403,0
55,188,11,12,forward,1,308601433,308601433,0
55,188,11,12,forward,2,306205688,306205688,0
55,188,11,12,forward,3,306678991,306678991,0
55,189,11,13,backward,0,677721290,677721290,0
55,189,11,13,backward,1,677561300,677561300,0
55,189,11,13,backward,2,679772130,679772130,0
55,189,11,13,backward,3,686251978,686251978,0
55,189,11,13,forward,0,312210102,312210102,0
55,189,11,13,forward,1,308639685,308639685,0
55,189,11,13,forward,2,306146015,306146015,0
55,189,11,13,forward,3,306851604,306851604,0
55,190,11,14,backward,0,676770274,676770274,0
55,190,11,14,backward,1,676442807,676442807,0
55,190,11,14,backward,2,679095180,679095180,0
55,190,11,14,backward,3,686193264,686193264,0
55,190,11,14,forward,0,312271694,312271694,0
55,190,11,14,forward,1,308722761,308722761,0
55,190,11,14,forward,2,306205764,306205764,0
55,190,11,14,forward,3,307430662,307430662,0
55,191,11,15,backward,0,677301252,677301252,0
55,191,11,15,backward,1,676396488,676396488,0
55,191,11,15,backward,2,678344231,678344231,0
55,191,11,15,backward,3,684894676,684894676,0
55,191,11,15,forward,0,313044528,313044528,0
55,191,11,15,forward,1,308761683,308761683,0
55,191,11,15,forward,2,306246838,306246838,0
55,191,11,15,forward,3,306825094,306825094,0
55,192,12,0,backward,0,680485782,680485782,0
55,192,12,0,backward,1,679405117,679405117,0
55,192,12,0,backward,2,680636390,680636390,0
55,192,12,0,backward,3,677663884,677663884,0
55,192,12,0,forward,0,313173038,313173038,0
55,192,12,0,forward,1,307627107,307627107,0
55,192,12,0,forward,2,312698428,312698428,0
55,192,12,0,forward,3,309775972,309775972,0
55,193,12,1,backward,0,680987796,680987796,0
55,193,12,1,backward,1,679946517,679946517,0
55,193,12,1,backward,2,681388067,681388067,0
55,193,12,1,backward,3,678862501,678862501,0
55,193,12,1,forward,0,312963118,312963118,0
55,193,12,1,forward,1,307290836,307290836,0
55,193,12,1,forward,2,312383965,312383965,0
55,193,12,1,forward,3,308435089,308435089,0
55,194,12,2,backward,0,679334419,679334419,0
55,194,12,2,backward,1,678135338,678135338,0
55,194,12,2,backward,2,680137915,680137915,0
55,194,12,2,backward,3,677970681,677970681,0
55,194,12,2,forward,0,312593515,312593515,0
55,194,12,2,forward,1,306462921,306462921,0
55,194,12,2,forward,2,312649137,312649137,0
55,194,12,2,forward,3,308342496,308342496,0
55,195,12,3,backward,0,681555404,681555404,0
55,195,12,3,backward,1,679198496,679198496,0
55,195,12,3,backward,2,681093302,681093302,0
55,195,12,3,backward,3,678716141,678716141,0
55,195,12,3,forward,0,312770894,312770894,0
55,195,12,3,forward,1,307517174,307517174,0
55,195,12,3,forward,2,312158566,312158566,0
55,195,12,3,forward,3,308382381,308382381,0
55,196,12,4,backward,0,679367498,679367498,0
55,196,12,4,backward,1,678977186,678977186,0
55,196,12,4,backward,2,680847782,680847782,0
55,196,12,4,backward,3,678189562,678189562,0
55,196,12,4,forward,0,312791569,312791569,0
55,196,12,4,forward,1,307781828,307781828,0
55,196,12,4,forward,2,312767064,312767064,0
55,196,12,4,forward,3,308671535,308671535,0
55,197,12,5,backward,0,680831988,680831988,0
55,197,12,5,backward,1,679052467,679052467,0
55,197,12,5,backward,2,680311967,680311967,0
55,197,12,5,backward,3,678448171,678448171,0
55,197,12,5,forward,0,313384907,313384907,0
55,197,12,5,forward,1,307391850,307391850,0
55,197,12,5,forward,2,312366425,312366425,0
55,197,12,5,forward,3,308270582,308270582,0
55,198,12,6,backward,0,681224393,681224393,0
55,198,12,6,backward,1,678359184,678359184,0
55,198,12,6,backward,2,680471781,680471781,0
55,198,12,6,backward,3,677768715,677768715,0
55,198,12,6,forward,0,312917817,312917817,0
55,198,12,6,forward,1,307702460,307702460,0
55,198,12,6,forward,2,312746404,312746404,0
55,198,12,6,forward,3,308737159,308737159,0
55,199,12,7,backward,0,680867544,680867544,0
55,199,12,7,backward,1,679096065,679096065,0
55,199,12,7,backward,2,681815288,681815288,0
55,199,12,7,backward,3,679708072,679708072,0
55,199,12,7,forward,0,312803328,312803328,0
55,199,12,7,forward,1,307334813,307334813,0
55,199,12,7,forward,2,312500895,312500895,0
55,199,12,7,forward,3,308291435,308291435,0
55,200,12,8,backward,0,686360022,686360022,0
55,200,12,8,backward,1,683462299,683462299,0
55,200,12,8,backward,2,678314481,678314481,0
55,200,12,8,backward,3,675390725,675390725,0
55,200,12,8,forward,0,311522497,311522497,0
55,200,12,8,forward,1,307892110,307892110,0
55,200,12,8,forward,2,308190260,308190260,0
55,200,12,8,forward,3,308257959,308257959,0
55,201,12,9,backward,0,687408996,687408996,0
55,201,12,9,backward,1,682764447,682764447,0
55,201,12,9,backward,2,677780855,677780855,0
55,201,12,9,backward,3,675152116,675152116,0
55,201,12,9,forward,0,312358718,312358718,0
55,201,12,9,forward,1,308032253,308032253,0
55,201,12,9,forward,2,308379226,308379226,0
55,201,12,9,forward,3,308056032,308056032,0
55,202,12,10,backward,0,685766884,685766884,0
55,202,12,10,backward,1,683143695,683143695,0
55,202,12,10,backward,2,677960209,677960209,0
55,202,12,10,backward,3,676025926,676025926,0
55,202,12,10,forward,0,312185722,312185722,0
55,202,12,10,forward,1,307657483,307657483,0
55,202,12,10,forward,2,308044191,308044191,0
55,202,12,10,forward,3,308240065,308240065,0
55,203,12,11,backward,0,687020202,687020202,0
55,203,12,11,backward,1,683525351,683525351,0
55,203,12,11,backward,2,678116598,678116598,0
55,203,12,11,backward,3,676861835,676861835,0
55,203,12,11,forward,0,311875093,311875093,0
55,203,12,11,forward,1,307810299,307810299,0
55,203,12,11,forward,2,308193960,308193960,0
55,203,12,11,forward,3,308376427,308376427,0
55,204,12,12,backward,0,685969653,685969653,0
55,204,12,12,backward,1,683168504,683168504,0
55,204,12,12,backward,2,678287830,678287830,0
55,204,12,12,backward,3,675519296,675519296,0
55,204,12,12,forward,0,312249350,312249350,0
55,204,12,12,forward,1,307899339,307899339,0
55,204,12,12,forward,2,308100407,308100407,0
55,204,12,12,forward,3,308454619,308454619,0
55,205,12,13,backward,0,686531084,686531084,0
55,205,12,13,backward,1,683067864,683067864,0
55,205,12,13,backward,2,677808269,677808269,0
55,205,12,13,backward,3,675546804,675546804,0
55,205,12,13,forward,0,311821981,311821981,0
55,205,12,13,forward,1,307991479,307991479,0
55,205,12,13,forward,2,308038988,308038988,0
55,205,12,13,forward,3,308324591,308324591,0
55,206,12,14,backward,0,685844119,685844119,0
55,206,12,14,backward,1,681846694,681846694,0
55,206,12,14,backward,2,678250152,678250152,0
55,206,12,14,backward,3,677396032,677396032,0
55,206,12,14,forward,0,312402044,312402044,0
55,206,12,14,forward,1,308040192,308040192,0
55,206,12,14,forward,2,308217546,308217546,0
55,206,12,14,forward,3,308465318,308465318,0
55,207,12,15,backward,0,686961719,686961719,0
55,207,12,15,backward,1,682232262,682232262,0
55,207,12,15,backward,2,677432828,677432828,0
55,207,12,15,backward,3,675971109,675971109,0
55,207,12,15,forward,0,311624708,311624708,0
55,207,12,15,forward,1,307713419,307713419,0
55,207,12,15,forward,2,307920960,307920960,0
55,207,12,15,forward,3,308063534,308063534,0
55,208,13,0,backward,0,689479242,689479242,0
55,208,13,0,backward,1,685879125,685879125,0
55,208,13,0,backward,2,690962929,690962929,0
55,208,13,0,backward,3,681167081,681167081,0
55,208,13,0,forward,0,315061449,315061449,0
55,208,13,0,forward,1,309526453,309526453,0
55,208,13,0,forward,2,311080135,311080135,0
55,208,13,0,forward,3,313348583,313348583,0
55,209,13,1,backward,0,688020039,688020039,0
55,209,13,1,backward,1,685961032,685961032,0
55,209,13,1,backward,2,690644864,690644864,0
55,209,13,1,backward,3,682171653,682171653,0
55,209,13,1,forward,0,315536950,315536950,0
55,209,13,1,forward,1,309479588,309479588,0
55,209,13,1,forward,2,311286207,311286207,0
55,209,13,1,forward,3,312902960,312902960,0
55,210,13,2,backward,0,690240794,690240794,0
55,210,13,2,backward,1,687240114,687240114,0
55,210,13,2,backward,2,693004082,693004082,0
55,210,13,2,backward,3,681784410,681784410,0
55,210,13,2,forward,0,315274665,315274665,0
55,210,13,2,forward,1,309492755,309492755,0
55,210,13,2,forward,2,311363536,311363536,0
55,210,13,2,forward,3,311419131,311419131,0
55,211,13,3,backward,0,687967944,687967944,0
55,211,13,3,backward,1,685259869,685259869,0
55,211,13,3,backward,2,691272956,691272956,0
55,211,13,3,backward,3,680535062,680535062,0
55,211,13,3,forward,0,315188509,315188509,0
55,211,13,3,forward,1,309383146,309383146,0
55,211,13,3,forward,2,311144119,311144119,0
55,211,13,3,forward,3,312675283,312675283,0
55,212,13,4,backward,0,687771252,687771252,0
55,212,13,4,backward,1,684749737,684749737,0
55,212,13,4,backward,2,691889625,691889625,0
55,212,13,4,backward,3,681323415,681323415,0
55,212,13,4,forward,0,314934722,314934722,0
55,212,13,4,forward,1,308972054,308972054,0
55,212,13,4,forward,2,310527035,310527035,0
55,212,13,4,forward,3,312071062,312071062,0
55,213,13,5,backward,0,688650638,688650638,0
55,213,13,5,backward,1,686415885,686415885,0
55,213,13,5,backward,2,692450856,692450856,0
55,213,13,5,backward,3,681940946,681940946,0
55,213,13,5,forward,0,315165345,315165345,0
55,213,13,5,forward,1,309496983,309496983,0
55,213,13,5,forward,2,311165582,311165582,0
55,213,13,5,forward,3,313554800,313554800,0
55,214,13,6,backward,0,687819648,687819648,0
55,214,13,6,backward,1,685489185,685489185,0
55,214,13,6,backward,2,691123066,691123066,0
55,214,13,6,backward,3,680472976,680472976,0
55,214,13,6,forward,0,314844629,314844629,0
55,214,13,6,forward,1,309443628,309443628,0
55,214,13,6,forward,2,311229161,311229161,0
55,214,13,6,forward,3,314063071,314063071,0
55,215,13,7,backward,0,687865613,687865613,0
55,215,13,7,backward,1,685301517,685301517,0
55,215,13,7,backward,2,691172020,691172020,0
55,215,13,7,backward,3,679959927,679959927,0
55,215,13,7,forward,0,314999352,314999352,0
55,215,13,7,forward,1,309042824,309042824,0
55,215,13,7,forward,2,310721288,310721288,0
55,215,13,7,forward,3,312833658,312833658,0
55,216,13,8,backward,0,689843903,689843903,0
55,216,13,8,backward,1,698651406,698651406,0
55,216,13,8,backward,2,683326373,683326373,0
55,216,13,8,backward,3,682773520,682773520,0
55,216,13,8,forward,0,315133033,315133033,0
55,216,13,8,forward,1,460699296,460699296,0
55,216,13,8,forward,2,310437863,310437863,0
55,216,13,8,forward,3,315630418,315630418,0
55,217,13,9,backward,0,688829324,688829324,0
55,217,13,9,backward,1,698227842,698227842,0
55,217,13,9,backward,2,683664127,683664127,0
55,217,13,9,backward,3,682694690,682694690,0
55,217,13,9,forward,0,315560076,315560076,0
55,217,13,9,forward,1,460562209,460562209,0
55,217,13,9,forward,2,310159895,310159895,0
55,217,13,9,forward,3,315312378,315312378,0
55,218,13,10,backward,0,689420254,689420254,0
55,218,13,10,backward,1,698981459,698981459,0
55,218,13,10,backward,2,683170897,683170897,0
55,218,13,10,backward,3,681798588,681798588,0
55,218,13,10,forward,0,315332753,315332753,0
55,218,13,10,forward,1,460607794,460607794,0
55,218,13,10,forward,2,310571127,310571127,0
55,218,13,10,forward,3,315435973,315435973,0
55,219,13,11,backward,0,689045107,689045107,0
55,219,13,11,backward,1,698791307,698791307,0
55,219,13,11,backward,2,683263762,683263762,0
55,219,13,11,backward,3,682231303,682231303,0
55,219,13,11,forward,0,315006533,315006533,0
55,219,13,11,forward,1,460896633,460896633,0
55,219,13,11,forward,2,310727737,310727737,0
55,219,13,11,forward,3,315417279,315417279,0
55,220,13,12,backward,0,689098768,689098768,0
55,220,13,12,backward,1,698948205,698948205,0
55,220,13,12,backward,2,682578413,682578413,0
55,220,13,12,backward,3,682351258,682351258,0
55,220,13,12,forward,0,315693795,315693795,0
55,220,13,12,forward,1,460751888,460751888,0
55,220,13,12,forward,2,310717045,310717045,0
55,220,13,12,forward,3,316097651,316097651,0
55,221,13,13,backward,0,689777955,689777955,0
55,221,13,13,backward,1,700809959,700809959,0
55,221,13,13,backward,2,682090335,682090335,0
55,221,13,13,backward,3,682953053,682953053,0
55,221,13,13,forward,0,315573035,315573035,0
55,221,13,13,forward,1,460442473,460442473,0
55,221,13,13,forward,2,310510269,310510269,0
55,221,13,13,forward,3,316337908,316337908,0
55,222,13,14,backward,0,689906646,689906646,0
55,222,13,14,backward,1,698101760,698101760,0
55,222,13,14,backward,2,681869504,681869504,0
55,222,13,14,backward,3,682161686,682161686,0
55,222,13,14,forward,0,315476885,315476885,0
55,222,13,14,forward,1,460711936,460711936,0
55,222,13,14,forward,2,310623791,310623791,0
55,222,13,14,forward,3,315071224,315071224,0
55,223,13,15,backward,0,690836582,690836582,0
55,223,13,15,backward,1,698321086,698321086,0
55,223,13,15,backward,2,682294226,682294226,0
55,223,13,15,backward,3,681924487,681924487,0
55,223,13,15,forward,0,314933020,314933020,0
55,223,13,15,forward,1,460593482,460593482,0
55,223,13,15,forward,2,310631207,310631207,0
55,223,13,15,forward,3,314796484,314796484,0
55,224,14,0,backward,0,707582549,707582549,0
55,224,14,0,backward,1,678850166,678850166,0
55,224,14,0,backward,2,686633255,686633255,0
55,224,14,0,backward,3,685425447,685425447,0
55,224,14,0,forward,0,315259120,315259120,0
55,224,14,0,forward,1,308420072,308420072,0
55,224,14,0,forward,2,309813534,309813534,0
55,224,14,0,forward,3,308769104,308769104,0
55,225,14,1,backward,0,704497657,704497657,0
55,225,14,1,backward,1,678679362,678679362,0
55,225,14,1,backward,2,686422848,686422848,0
55,225,14,1,backward,3,685787407,685787407,0
55,225,14,1,forward,0,316272238,316272238,0
55,225,14,1,forward,1,309204182,309204182,0
55,225,14,1,forward,2,309549623,309549623,0
55,225,14,1,forward,3,308983369,308983369,0
55,226,14,2,backward,0,708355762,708355762,0
55,226,14,2,backward,1,678670620,678670620,0
55,226,14,2,backward,2,686993849,686993849,0
55,226,14,2,backward,3,686663426,686663426,0
55,226,14,2,forward,0,315700783,315700783,0
55,226,14,2,forward,1,308972487,308972487,0
55,226,14,2,forward,2,309698668,309698668,0
55,226,14,2,forward,3,307965325,307965325,0
55,227,14,3,backward,0,708835847,708835847,0
55,227,14,3,backward,1,678466233,678466233,0
55,227,14,3,backward,2,687551238,687551238,0
55,227,14,3,backward,3,687230522,687230522,0
55,227,14,3,forward,0,316165477,316165477,0
55,227,14,3,forward,1,309313919,309313919,0
55,227,14,3,forward,2,309614968,309614968,0
55,227,14,3,forward,3,308633090,308633090,0
55,228,14,4,backward,0,708612916,708612916,0
55,228,14,4,backward,1,679681216,679681216,0
55,228,14,4,backward,2,687403118,687403118,0
55,228,14,4,backward,3,689289599,689289599,0
55,228,14,4,forward,0,315621230,315621230,0
55,228,14,4,forward,1,308558812,308558812,0
55,228,14,4,forward,2,308583861,308583861,0
55,228,14,4,forward,3,307593227,307593227,0
55,229,14,5,backward,0,708386236,708386236,0
55,229,14,5,backward,1,678802769,678802769,0
55,229,14,5,backward,2,686683476,686683476,0
55,229,14,5,backward,3,687185045,687185045,0
55,229,14,5,forward,0,315602041,315602041,0
55,229,14,5,forward,1,308228386,308228386,0
55,229,14,5,forward,2,309625058,309625058,0
55,229,14,5,forward,3,308931710,308931710,0
55,230,14,6,backward,0,707111501,707111501,0
55,230,14,6,backward,1,678730199,678730199,0
55,230,14,6,backward,2,686821129,686821129,0
55,230,14,6,backward,3,686696600,686696600,0
55,230,14,6,forward,0,315829075,315829075,0
55,230,14,6,forward,1,309128865,309128865,0
