iteration,rank,pp_stage,pp_lane,compute_ns,pipeline_wait_ns,predicted_first_compute_ns,predicted_backward_done_ns,front_envelope_ns,wait_share_pct,observed_first_compute_ns,observed_backward_done_ns,observed_front_envelope_ns,observed_local_gap_ns,unmodeled_local_gap_ns
55,203,12,11,3961779765,6291987438,3825955657,10253767203,6427811546,97.88693076908076,1785477748646384498,1785477755605877678,6959493180,2997713415,-3294274023
55,219,13,11,4155379661,5416813361,4142543096,9572193022,5429649926,99.76358392944393,1785477748964293879,1785477754831244976,5866951097,1711571436,-3705241925
55,235,14,11,4081152581,4804096792,4462261975,8885249373,4422987398,108.61656070221524,1785477749285106629,1785477754052013191,4766906562,685753981,-4118342811
55,251,15,11,2276126986,5740326673,4789103636,8016453659,3227350023,177.86501718409983,1785477749613221742,1785477753086685008,3473463266,1197336280,-4542990393
55,12,0,12,2294798351,16122594311,0,18417392662,18417392662,87.54004764347137,1785477744809228982,1785477764893122814,20083893832,17789095481,1666501170
55,28,1,12,4223613102,13780996153,164872566,18004609255,17839736689,77.24887644500592,1785477744974543415,1785477764386928289,19412384874,15188771772,1407775619
55,44,2,12,4226776567,13047078022,494920781,17273854589,16778933808,77.758683425876,1785477745304969922,1785477763562769837,18257799915,14031023348,983945326
55,60,3,12,4232693731,12330593009,842438353,16563286740,15720848387,78.4346538142083,1785477745652993681,1785477762759933176,17106939495,12874245764,543652755
55,76,4,12,4082387761,11782675288,1254743859,15865063049,14610319190,80.646255121275,1785477746065788387,1785477761967992908,15902204521,11819816760,37141472
55,92,5,12,4167040747,10994246567,1577957932,15161287314,13583329382,80.93926207494509,1785477746389829193,1785477761170068420,14780239227,10613198480,-381048087
55,108,6,12,4076078401,10393239804,1897509364,14469318205,12571808841,82.67099774938424,1785477746710243656,1785477760383543090,13673299434,9597221033,-796018771
55,124,7,12,3990277526,9777180741,2218555139,13767458267,11548903128,84.65895533659376,1785477747032191314,1785477759588368217,12556176903,8565899377,-1211281364
55,140,8,12,4102467447,8979132382,2545729408,13081599829,10535870421,85.22440029352369,1785477747360016956,1785477758808754636,11448737680,7346270233,-1632862149
55,156,9,12,4117420160,8237284912,2865730010,12354705072,9488975062,86.80900580071521,1785477747680580839,1785477757988609012,10308028173,6190608013,-2046676899
55,172,10,12,4132640210,7497480317,3192908522,11630120527,8437212005,88.8620590848837,1785477748008503763,1785477757171049838,9162546075,5029905865,-2467574452
55,188,11,12,3954311596,6985776336,3510901218,10940087932,7429186714,94.031508493865,1785477748327917950,1785477756388022230,8060104280,4105792684,-2879983652
55,204,12,12,3959648998,6289429698,3828129967,10249078696,6420948729,97.95171965155245,1785477748645929312,1785477755604681268,6958751956,2999102958,-3290326740
55,220,13,12,4156237023,5412610031,4145091663,9568847054,5423755391,99.79450843195299,1785477748963622517,1785477754830534430,5866911913,1710674890,-3701935141
55,236,14,12,4074956270,4806827180,4465497804,8881783450,4416285646,108.84321272003156,1785477749285600691,1785477754049533122,4763932431,688976161,-4117851019
55,252,15,12,2267248783,5747051936,4791960089,8014300719,3222340630,178.35023034172522,1785477749613132620,1785477753084208341,3471075721,1203826938,-4543224998
55,13,0,13,2296835058,16121126403,0,18417961461,18417961461,87.52937417713929,1785477744808336642,1785477764892913799,20084577157,17787742099,1666615696
55,29,1,13,4223575798,13782112711,165479160,18005688509,17840209349,77.25308846654612,1785477744974333874,1785477764387680778,19413346904,15189771106,1407658395
55,45,2,13,4227310001,13047252244,494166833,17274562245,16780395412,77.75294874559181,1785477745303468373,1785477763561865909,18258397536,14031087535,983835291
55,61,3,13,4232968530,12332076002,843128395,16565044532,15721916137,78.43875959227171,1785477745653039528,1785477762758870825,17105831297,12872862767,540786765
55,77,4,13,4083891873,11783753021,1255181281,15867644894,14612463613,80.64179547736609,1785477746065568225,1785477761967951084,15902382859,11818490986,34737965
55,93,5,13,4167634931,10995959743,1578655308,15163594674,13584939366,80.94228061496082,1785477746389979280,1785477761170080119,14780100839,10612465908,-383493835
55,109,6,13,4079277461,10391640610,1898133060,14470918071,12572785011,82.65185955942376,1785477746710208857,1785477760384883421,13674674564,9595397103,-796243507
55,125,7,13,3990647826,9776987720,2219227446,13767635546,11548408100,84.66091287508276,1785477747032298757,1785477759588444774,12556146017,8565498191,-1211489529
55,141,8,13,4100153805,8981544774,2546318190,13081698579,10535380389,85.25126234053816,1785477747360584513,1785477758809218462,11448633949,7348480144,-1633064630
55,157,9,13,4118944823,8235669836,2865707073,12354614659,9488907586,86.79260242929296,1785477747680665471,1785477757989289495,10308624024,6189679201,-2045990635
55,173,10,13,4133058193,7499021082,3192825320,11632079275,8439253955,88.85881526953054,1785477748008585214,1785477757171421959,9162836745,5029778552,-2469242530
55,189,11,13,3955154104,6986828894,3510845408,10941982998,7431137590,94.02098681905848,1785477748328200612,1785477756388216876,8060016264,4104862160,-2881966734
55,205,12,13,3959131060,6291887614,3827767856,10251018674,6423250818,97.9548797373461,1785477748646340036,1785477755604644444,6958304408,2999173348,-3292714266
55,221,13,13,4158494987,5412264537,4144302183,9570759524,5426457341,99.73845175391382,1785477748963792018,1785477754830843353,5867051335,1708556348,-3703708189
55,237,14,13,4076431967,4806662158,4464587564,8883094125,4418506561,108.78476905355443,1785477749285068852,1785477754051044859,4765976007,689544040,-4117118118
55,253,15,13,2267690779,5748044736,4791702651,8015735515,3224032864,178.28741140276415,1785477749613185353,1785477753084479105,3471293752,1203602973,-4544441763
55,14,0,14,2296594648,16112628780,0,18409223428,18409223428,87.52476085163411,1785477744808877140,1785477764894766641,20085889501,17789294853,1676666073
55,30,1,14,4221193112,13774954441,165222829,17996147553,17830924724,77.25316916659538,1785477744974622960,1785477764387427554,19412804594,15191611482,1416657041
55,46,2,14,4224471077,13040580327,493629469,17265051404,16771421935,77.75476866267273,1785477745303503086,1785477763562409852,18258906766,14034435689,993855362
55,62,3,14,4229121660,12326045186,842595411,16555166846,15712571435,78.44702719087431,1785477745653085097,1785477762759057440,17105972343,12876850683,550805497
55,78,4,14,4082569017,11775263037,1254704801,15857832054,14603127253,80.63521486180943,1785477746066174787,1785477761968004914,15901830127,11819261110,43998073
55,94,5,14,4165008092,10988853808,1577626873,15153861900,13576235027,80.94183539210763,1785477746389904282,1785477761170724109,14780819827,10615811735,-373042073
55,110,6,14,4072928538,10388411883,1897151124,14461340421,12564189297,82.68270747465164,1785477746710387664,1785477760383862709,13673475045,9600546507,-787865376
55,126,7,14,3984949189,9775066863,2218124637,13760016052,11541891415,84.6920709225889,1785477747033335515,1785477759589057467,12555721952,8570772763,-1204294100
55,142,8,14,4097973847,8976778780,2544169339,13074752627,10530583288,85.24483909860321,1785477747360303502,1785477758808718954,11448415452,7350441605,-1626337175
55,158,9,14,4114496473,8234313942,2863718900,12348810415,9485091515,86.81322609252653,1785477747680725868,1785477757988374785,10307648917,6193152444,-2041161498
55,174,10,14,4129847930,7495910123,3190752081,11625758053,8435005972,88.86668424281703,1785477748008350920,1785477757171323768,9162972848,5033124918,-2462785205
55,190,11,14,3953132406,6983912475,3508871595,10937044881,7428173286,94.01924546055885,1785477748328071469,1785477756389175401,8061103932,4107971526,-2875940949
55,206,12,14,3960462097,6285677174,3825855635,10246139271,6420283636,97.90341876416127,1785477748645809286,1785477755606095784,6960286498,2999824401,-3285852773
55,222,13,14,4153923432,5410107461,4142970025,9564030893,5421060868,99.79794716815196,1785477748963946784,1785477754830956009,5867009225,1713085793,-3697021668
55,238,14,14,4071162881,4805993980,4463159256,8877156861,4413997605,108.88075640448835,1785477749285934180,1785477754049632334,4763698154,692535273,-4113458707
55,254,15,14,2266945976,5743507247,4789380451,8010453223,3221072772,178.31038456898298,1785477749613259558,1785477753084624463,3471364905,1204418929,-4539088318
55,15,0,15,2293852056,16115080690,0,18408932746,18408932746,87.53946202286811,1785477744809154297,1785477764894903349,20085749052,17791896996,1676816306
55,31,1,15,4215061108,13780789816,164974708,17995850924,17830876216,77.28610556801591,1785477744975370171,1785477764388920722,19413550551,15198489443,1417699627
55,47,2,15,4219763176,13043714442,492538944,17263477618,16770938674,77.77569696931562,1785477745304064722,1785477763562165112,18258100390,14038337214,994622772
55,63,3,15,4228098779,12325679944,840974341,16553778723,15712804382,78.44353970396168,1785477745653218102,1785477762759022215,17105804113,12877705334,552025390
55,79,4,15,4081910037,11774942331,1253022121,15856852368,14603830247,80.62913723212357,1785477746066309682,1785477761968866545,15902556863,11820646826,45704495
55,95,5,15,4164253151,10987540036,1575811007,15151793187,13575982180,80.93366572170913,1785477746389994330,1785477761170145500,14780151170,10615898019,-371642017
55,111,6,15,4075022688,10385146234,1895247482,14460168922,12564921440,82.65189944554082,1785477746710919752,1785477760385215107,13674295355,9599272667,-785873567
55,127,7,15,3986807584,9771131660,2215757139,13757939244,11542182105,84.6558438526733,1785477747033008026,1785477759588534466,12555526440,8568718856,-1202412804
55,143,8,15,4100154193,8973075839,2542025075,13073230032,10531204957,85.20464539089303,1785477747359927986,1785477758809077090,11449149104,7348994911,-1624080928
55,159,9,15,4116178020,8230563028,2862045486,12346741048,9484695562,86.77730322705744,1785477747680629972,1785477757988342534,10307712562,6191534542,-2039028486
55,175,10,15,4129561081,7491169267,3189286448,11620730348,8431443900,88.84799989003069,1785477748008653425,1785477757170896675,9162243250,5032682169,-2458487098
55,191,11,15,3951814790,6980694053,3507174995,10932508843,7425333848,94.01185449567681,1785477748327411611,1785477756388367327,8060955716,4109140926,-2871553127
55,207,12,15,3957920539,6284981282,3824931869,10242901821,6417969952,97.92787016775362,1785477748646597192,1785477755604650261,6958053069,3000132530,-3284848752
55,223,13,15,4154330574,5407887792,4141268923,9562218366,5420949443,99.75905233691367,1785477748964456392,1785477754830796368,5866339976,1712009402,-3695878390
55,239,14,15,4072186885,4803394648,4460914289,8875581533,4414667244,108.80536136734477,1785477749285227478,1785477754049064375,4763836897,691650012,-4111744636
55,255,15,15,2269604375,5741240671,4787798009,8010845046,3223047037,178.13083721992234,1785477749613099762,1785477753084243014,3471143252,1201538877,-4539701794
