iteration,rank,pp_stage,pp_lane,predecessor_node_id,predicted_optimizer_ready_ns,next_node_contract,observed_backward_done_ns,observed_first_rs_start_ns,measured_tail_launch_lag_ns,predicted_first_rs_ready_ns
55,215,13,7,rank215:B3,9360846972,first_optimizer_collective_or_local_tail,1785477754665792558,1785477754773228711,107436153,9468283125
55,216,13,8,rank216:B3,9553031705,first_optimizer_collective_or_local_tail,1785477754830953915,1785477754937526286,106572371,9659604076
55,217,13,9,rank217:B3,9555823101,first_optimizer_collective_or_local_tail,1785477754830940277,1785477754937408094,106467817,9662290918
55,218,13,10,rank218:B3,9566111193,first_optimizer_collective_or_local_tail,1785477754830937626,1785477754937152703,106215077,9672326270
55,219,13,11,rank219:B3,9572193022,first_optimizer_collective_or_local_tail,1785477754831244976,1785477754937480443,106235467,9678428489
55,220,13,12,rank220:B3,9568847054,first_optimizer_collective_or_local_tail,1785477754830534430,1785477754937187851,106653421,9675500475
55,221,13,13,rank221:B3,9570759524,first_optimizer_collective_or_local_tail,1785477754830843353,1785477754937250247,106406894,9677166418
55,222,13,14,rank222:B3,9564030893,first_optimizer_collective_or_local_tail,1785477754830956009,1785477754936803614,105847605,9669878498
55,223,13,15,rank223:B3,9562218366,first_optimizer_collective_or_local_tail,1785477754830796368,1785477754936840437,106044069,9668262435
55,224,14,0,rank224:B3,8672169781,first_optimizer_collective_or_local_tail,1785477753881986800,1785477753993809290,111822490,8783992271
55,225,14,1,rank225:B3,8669446030,first_optimizer_collective_or_local_tail,1785477753881871495,1785477753992553001,110681506,8780127536
55,226,14,2,rank226:B3,8673609218,first_optimizer_collective_or_local_tail,1785477753881897098,1785477753994488836,112591738,8786200956
55,227,14,3,rank227:B3,8674123626,first_optimizer_collective_or_local_tail,1785477753882421663,1785477753993350283,110928620,8785052246
55,228,14,4,rank228:B3,8676128566,first_optimizer_collective_or_local_tail,1785477753884502159,1785477753993537303,109035144,8785163710
55,229,14,5,rank229:B3,8674659429,first_optimizer_collective_or_local_tail,1785477753881761675,1785477753993072387,111310712,8785970141
55,230,14,6,rank230:B3,8671239604,first_optimizer_collective_or_local_tail,1785477753881951687,1785477753993449823,111498136,8782737740
55,231,14,7,rank231:B3,8671335327,first_optimizer_collective_or_local_tail,1785477753881845662,1785477753994106627,112260965,8783596292
55,232,14,8,rank232:B3,8865545839,first_optimizer_collective_or_local_tail,1785477754049748107,1785477754156351875,106603768,8972149607
55,233,14,9,rank233:B3,8868416065,first_optimizer_collective_or_local_tail,1785477754049338729,1785477754156868788,107530059,8975946124
55,234,14,10,rank234:B3,8879600259,first_optimizer_collective_or_local_tail,1785477754050017964,1785477754157473896,107455932,8987056191
55,235,14,11,rank235:B3,8885249373,first_optimizer_collective_or_local_tail,1785477754052013191,1785477754157268403,105255212,8990504585
55,236,14,12,rank236:B3,8881783450,first_optimizer_collective_or_local_tail,1785477754049533122,1785477754156381981,106848859,8988632309
55,237,14,13,rank237:B3,8883094125,first_optimizer_collective_or_local_tail,1785477754051044859,1785477754156000593,104955734,8988049859
55,238,14,14,rank238:B3,8877156861,first_optimizer_collective_or_local_tail,1785477754049632334,1785477754156996178,107363844,8984520705
55,239,14,15,rank239:B3,8875581533,first_optimizer_collective_or_local_tail,1785477754049064375,1785477754157226243,108161868,8983743401
55,240,15,0,rank240:B3,7855249654,first_optimizer_collective_or_local_tail,1785477752965064571,1785477753206825376,241760805,8097010459
55,241,15,1,rank241:B3,7850905786,first_optimizer_collective_or_local_tail,1785477752963574286,1785477753206401997,242827711,8093733497
55,242,15,2,rank242:B3,7855850570,first_optimizer_collective_or_local_tail,1785477752965700255,1785477753205809133,240108878,8095959448
55,243,15,3,rank243:B3,7853732607,first_optimizer_collective_or_local_tail,1785477752964100507,1785477753205686340,241585833,8095318440
55,244,15,4,rank244:B3,7853967645,first_optimizer_collective_or_local_tail,1785477752964342244,1785477753205607533,241265289,8095232934
55,245,15,5,rank245:B3,7856225993,first_optimizer_collective_or_local_tail,1785477752965250752,1785477753205095107,239844355,8096070348
55,246,15,6,rank246:B3,7852592463,first_optimizer_collective_or_local_tail,1785477752964660680,1785477753205565559,240904879,8093497342
55,247,15,7,rank247:B3,7852055271,first_optimizer_collective_or_local_tail,1785477752963799292,1785477753206099438,242300146,8094355417
55,248,15,8,rank248:B3,7994363310,first_optimizer_collective_or_local_tail,1785477753084157988,1785477753365186531,281028543,8275391853
55,249,15,9,rank249:B3,8007931689,first_optimizer_collective_or_local_tail,1785477753084316184,1785477753374142765,289826581,8297758270
55,250,15,10,rank250:B3,8012740070,first_optimizer_collective_or_local_tail,1785477753084430664,1785477753364760623,280329959,8293070029
55,251,15,11,rank251:B3,8016453659,first_optimizer_collective_or_local_tail,1785477753086685008,1785477753365251549,278566541,8295020200
55,252,15,12,rank252:B3,8014300719,first_optimizer_collective_or_local_tail,1785477753084208341,1785477753366079666,281871325,8296172044
55,253,15,13,rank253:B3,8015735515,first_optimizer_collective_or_local_tail,1785477753084479105,1785477753366036632,281557527,8297293042
55,254,15,14,rank254:B3,8010453223,first_optimizer_collective_or_local_tail,1785477753084624463,1785477753366427705,281803242,8292256465
55,255,15,15,rank255:B3,8010845046,first_optimizer_collective_or_local_tail,1785477753084243014,1785477753365868101,281625087,8292470133
