iteration,node_id,kind,phase,microbatch,rank,pp_stage,pp_lane,src_rank,dst_rank,src_stage,dst_stage,sequence,region,duration_ns,network_service_ns,software_completion_ns,observed_start_ns,observed_end_ns,predicted_start_ns,predicted_end_ns,critical_predecessor,local_wait_ns
55,rank194:B2,compute,backward,2,194,12,2,194,194,12,12,6,cooldown,680137915,0,0,1.7854777539804877e+18,1.7854777546606257e+18,8684662220,9364800135,lane2:B2:s13->s12,332012496
55,rank210:B3,compute,backward,3,210,13,2,210,210,13,13,7,cooldown,681784410,0,0,1.7854777539862733e+18,1.7854777546680576e+18,8684662220,9366446630,lane2:B2:s13->s12,4712346
55,lane2:B0:s10->s9,pp_message,backward,0,-1,10,2,162,146,10,9,-1,p2p,4712346,4712346,0,,,8715408083,8720120429,rank162:B0,0
55,rank146:B0,compute,backward,0,146,9,2,146,146,9,9,4,cooldown,702462477,0,0,1.785477754109148e+18,1.7854777548116106e+18,8720120429,9422582906,lane2:B0:s10->s9,4474849216
55,lane2:B1:s11->s10,pp_message,backward,1,-1,11,2,178,162,11,10,-1,p2p,4712346,4712346,0,,,9044477074,9049189420,rank178:B1,0
55,rank162:B1,compute,backward,1,162,10,2,162,162,10,10,5,cooldown,677207832,0,0,1.7854777544361436e+18,1.7854777551133514e+18,9049189420,9726397252,lane2:B1:s11->s10,333781337
55,lane2:B2:s12->s11,pp_message,backward,2,-1,12,2,194,178,12,11,-1,p2p,4712346,4712346,0,,,9364800135,9369512481,rank194:B2,0
55,lane2:B3:s13->s12,pp_message,backward,3,-1,13,2,210,194,13,12,-1,p2p,4712346,4712346,0,,,9366446630,9371158976,rank210:B3,0
55,rank178:B2,compute,backward,2,178,11,2,178,178,11,11,6,cooldown,685331251,0,0,1.7854777547592146e+18,1.7854777554445458e+18,9369512481,10054843732,lane2:B2:s12->s11,325035407
55,rank194:B3,compute,backward,3,194,12,2,194,194,12,12,7,cooldown,677970681,0,0,1.785477754765297e+18,1.7854777554432676e+18,9371158976,10049129657,lane2:B3:s13->s12,6358841
55,lane2:B0:s9->s8,pp_message,backward,0,-1,9,2,146,130,9,8,-1,p2p,4712346,4712346,0,,,9422582906,9427295252,rank146:B0,0
55,rank130:B0,compute,backward,0,130,8,2,130,130,8,8,4,cooldown,688955667,0,0,1.7854777549107889e+18,1.7854777555997448e+18,9427295252,10116250919,lane2:B0:s9->s8,5505598312
55,lane2:B1:s10->s9,pp_message,backward,1,-1,10,2,162,146,10,9,-1,p2p,4712346,4712346,0,,,9726397252,9731109598,rank162:B1,0
55,rank146:B1,compute,backward,1,146,9,2,146,146,9,9,5,cooldown,698805525,0,0,1.7854777552109427e+18,1.7854777559097482e+18,9731109598,10429915123,lane2:B1:s10->s9,308526692
55,lane2:B3:s12->s11,pp_message,backward,3,-1,12,2,194,178,12,11,-1,p2p,4712346,4712346,0,,,10049129657,10053842003,rank194:B3,0
55,lane2:B2:s11->s10,pp_message,backward,2,-1,11,2,178,162,11,10,-1,p2p,4712346,4712346,0,,,10054843732,10059556078,rank178:B2,0
55,rank162:B2,compute,backward,2,162,10,2,162,162,10,10,6,cooldown,678523721,0,0,1.7854777555406628e+18,1.7854777562191867e+18,10059556078,10738079799,lane2:B2:s11->s10,333158826
55,rank178:B3,compute,backward,3,178,11,2,178,178,11,11,7,cooldown,677434476,0,0,1.7854777555461197e+18,1.7854777562235543e+18,10059556078,10736990554,lane2:B2:s11->s10,4712346
55,lane2:B0:s8->s7,pp_message,backward,0,-1,8,2,130,114,8,7,-1,p2p,4712346,4712346,0,,,10116250919,10120963265,rank130:B0,0
55,rank114:B0,compute,backward,0,114,7,2,114,114,7,7,4,cooldown,680939700,0,0,1.7854777556975916e+18,1.785477756378531e+18,10120963265,10801902965,lane2:B0:s8->s7,6514996208
55,lane2:B1:s9->s8,pp_message,backward,1,-1,9,2,146,130,9,8,-1,p2p,4712346,4712346,0,,,10429915123,10434627469,rank146:B1,0
55,rank130:B1,compute,backward,1,130,8,2,130,130,8,8,5,cooldown,693825533,0,0,1.7854777560082982e+18,1.7854777567021238e+18,10434627469,11128453002,lane2:B1:s9->s8,318376550
55,lane2:B3:s11->s10,pp_message,backward,3,-1,11,2,178,162,11,10,-1,p2p,4712346,4712346,0,,,10736990554,10741702900,rank178:B3,0
55,lane2:B2:s10->s9,pp_message,backward,2,-1,10,2,162,146,10,9,-1,p2p,4712346,4712346,0,,,10738079799,10742792145,rank162:B2,0
55,rank146:B2,compute,backward,2,146,9,2,146,146,9,9,6,cooldown,700869538,0,0,1.7854777563171988e+18,1.7854777570180685e+18,10742792145,11443661683,lane2:B2:s10->s9,312877022
55,rank162:B3,compute,backward,3,162,10,2,162,162,10,10,7,cooldown,679336327,0,0,1.7854777563224645e+18,1.7854777570018007e+18,10742792145,11422128472,lane2:B2:s10->s9,4712346
55,lane2:B0:s7->s6,pp_message,backward,0,-1,7,2,114,98,7,6,-1,p2p,4712346,4712346,0,,,10801902965,10806615311,rank114:B0,0
55,rank98:B0,compute,backward,0,98,6,2,98,98,6,6,4,cooldown,706376577,0,0,1.7854777564779837e+18,1.7854777571843604e+18,10806615311,11512991888,lane2:B0:s7->s6,7545780331
55,lane2:B1:s8->s7,pp_message,backward,1,-1,8,2,130,114,8,7,-1,p2p,4712346,4712346,0,,,11128453002,11133165348,rank130:B1,0
55,rank114:B1,compute,backward,1,114,7,2,114,114,7,7,5,cooldown,687181148,0,0,1.785477756800027e+18,1.7854777574872082e+18,11133165348,11820346496,lane2:B1:s8->s7,331262383
55,lane2:B3:s10->s9,pp_message,backward,3,-1,10,2,162,146,10,9,-1,p2p,4712346,4712346,0,,,11422128472,11426840818,rank162:B3,0
55,lane2:B2:s9->s8,pp_message,backward,2,-1,9,2,146,130,9,8,-1,p2p,4712346,4712346,0,,,11443661683,11448374029,rank146:B2,0
55,rank130:B2,compute,backward,2,130,8,2,130,130,8,8,6,cooldown,691502151,0,0,1.7854777571170243e+18,1.7854777578085266e+18,11448374029,12139876180,lane2:B2:s9->s8,319921027
55,rank146:B3,compute,backward,3,146,9,2,146,146,9,9,7,cooldown,697466591,0,0,1.7854777571221248e+18,1.7854777578195914e+18,11448374029,12145840620,lane2:B2:s9->s8,4712346
55,lane2:B0:s6->s5,pp_message,backward,0,-1,6,2,98,82,6,5,-1,p2p,4712346,4712346,0,,,11512991888,11517704234,rank98:B0,0
55,rank82:B0,compute,backward,0,82,5,2,82,82,5,5,4,cooldown,708729470,0,0,1.7854777572789028e+18,1.7854777579876324e+18,11517704234,12226433704,lane2:B0:s6->s5,8580723168
55,lane2:B1:s7->s6,pp_message,backward,1,-1,7,2,114,98,7,6,-1,p2p,4712346,4712346,0,,,11820346496,11825058842,rank114:B1,0
55,rank98:B1,compute,backward,1,98,6,2,98,98,6,6,5,cooldown,722127195,0,0,1.785477757583234e+18,1.7854777583053614e+18,11825058842,12547186037,lane2:B1:s7->s6,312066954
55,lane2:B2:s8->s7,pp_message,backward,2,-1,8,2,130,114,8,7,-1,p2p,4712346,4712346,0,,,12139876180,12144588526,rank130:B2,0
55,rank114:B2,compute,backward,2,114,7,2,114,114,7,7,6,cooldown,683024192,0,0,1.7854777579052047e+18,1.7854777585882289e+18,12144588526,12827612718,lane2:B2:s8->s7,324242030
55,lane2:B3:s9->s8,pp_message,backward,3,-1,9,2,146,130,9,8,-1,p2p,4712346,4712346,0,,,12145840620,12150552966,rank146:B3,0
55,rank130:B3,compute,backward,3,130,8,2,130,130,8,8,7,cooldown,683503707,0,0,1.78547775791806e+18,1.7854777586015636e+18,12150552966,12834056673,lane2:B3:s9->s8,10676786
55,lane2:B0:s5->s4,pp_message,backward,0,-1,5,2,82,66,5,4,-1,p2p,4712346,4712346,0,,,12226433704,12231146050,rank82:B0,0
55,rank66:B0,compute,backward,0,66,4,2,66,66,4,4,4,cooldown,698838071,0,0,1.7854777580864182e+18,1.7854777587852562e+18,12231146050,12929984121,lane2:B0:s5->s4,9629925084
55,lane2:B1:s6->s5,pp_message,backward,1,-1,6,2,98,82,6,5,-1,p2p,4712346,4712346,0,,,12547186037,12551898383,rank98:B1,0
55,rank82:B1,compute,backward,1,82,5,2,82,82,5,5,5,cooldown,704317161,0,0,1.785477758402338e+18,1.7854777591066552e+18,12551898383,13256215544,lane2:B1:s6->s5,325464679
55,lane2:B2:s7->s6,pp_message,backward,2,-1,7,2,114,98,7,6,-1,p2p,4712346,4712346,0,,,12827612718,12832325064,rank114:B2,0
55,rank98:B2,compute,backward,2,98,6,2,98,98,6,6,6,cooldown,696542000,0,0,1.7854777586870177e+18,1.7854777593835597e+18,12832325064,13528867064,lane2:B2:s7->s6,285139027
55,lane2:B3:s8->s7,pp_message,backward,3,-1,8,2,130,114,8,7,-1,p2p,4712346,4712346,0,,,12834056673,12838769019,rank130:B3,0
55,rank114:B3,compute,backward,3,114,7,2,114,114,7,7,7,cooldown,679208681,0,0,1.785477758698517e+18,1.7854777593777257e+18,12838769019,13517977700,lane2:B3:s8->s7,11156301
55,lane2:B0:s4->s3,pp_message,backward,0,-1,4,2,66,50,4,3,-1,p2p,4712346,4712346,0,,,12929984121,12934696467,rank66:B0,0
55,rank50:B0,compute,backward,0,50,3,2,50,50,3,3,4,cooldown,708158465,0,0,1.7854777588848978e+18,1.7854777595930563e+18,12934696467,13642854932,lane2:B0:s4->s3,10651475701
55,lane2:B1:s5->s4,pp_message,backward,1,-1,5,2,82,66,5,4,-1,p2p,4712346,4712346,0,,,13256215544,13260927890,rank82:B1,0
55,rank66:B1,compute,backward,1,66,4,2,66,66,4,4,5,cooldown,698272799,0,0,1.7854777592057613e+18,1.785477759904034e+18,13260927890,13959200689,lane2:B1:s5->s4,330943769
55,lane2:B3:s7->s6,pp_message,backward,3,-1,7,2,114,98,7,6,-1,p2p,4712346,4712346,0,,,13517977700,13522690046,rank114:B3,0
55,lane2:B2:s6->s5,pp_message,backward,2,-1,6,2,98,82,6,5,-1,p2p,4712346,4712346,0,,,13528867064,13533579410,rank98:B2,0
55,rank82:B2,compute,backward,2,82,5,2,82,82,5,5,6,cooldown,710807498,0,0,1.7854777594813002e+18,1.7854777601921078e+18,13533579410,14244386908,lane2:B2:s6->s5,277363866
55,rank98:B3,compute,backward,3,98,6,2,98,98,6,6,7,cooldown,689357898,0,0,1.7854777594866286e+18,1.7854777601759864e+18,13533579410,14222937308,lane2:B2:s6->s5,4712346
55,lane2:B0:s3->s2,pp_message,backward,0,-1,3,2,50,34,3,2,-1,p2p,4712346,4712346,0,,,13642854932,13647567278,rank50:B0,0
55,rank34:B0,compute,backward,0,34,2,2,34,34,2,2,4,cooldown,714676006,0,0,1.785477759692909e+18,1.785477760407585e+18,13647567278,14362243284,lane2:B0:s3->s2,11703238397
55,lane2:B1:s4->s3,pp_message,backward,1,-1,4,2,66,50,4,3,-1,p2p,4712346,4712346,0,,,13959200689,13963913035,rank66:B1,0
55,rank50:B1,compute,backward,1,50,3,2,50,50,3,3,5,cooldown,704332102,0,0,1.7854777600021737e+18,1.7854777607065057e+18,13963913035,14668245137,lane2:B1:s4->s3,321058103
55,lane2:B3:s6->s5,pp_message,backward,3,-1,6,2,98,82,6,5,-1,p2p,4712346,4712346,0,,,14222937308,14227649654,rank98:B3,0
55,lane2:B2:s5->s4,pp_message,backward,2,-1,5,2,82,66,5,4,-1,p2p,4712346,4712346,0,,,14244386908,14249099254,rank82:B2,0
55,rank66:B2,compute,backward,2,66,4,2,66,66,4,4,6,cooldown,694020428,0,0,1.7854777602908728e+18,1.7854777609848932e+18,14249099254,14943119682,lane2:B2:s5->s4,289898565
55,rank82:B3,compute,backward,3,82,5,2,82,82,5,5,7,cooldown,685426655,0,0,1.7854777602961859e+18,1.7854777609816123e+18,14249099254,14934525909,lane2:B2:s5->s4,4712346
55,lane2:B0:s2->s1,pp_message,backward,0,-1,2,2,34,18,2,1,-1,p2p,4712346,4712346,0,,,14362243284,14366955630,rank34:B0,0
55,rank18:B0,compute,backward,0,18,1,2,18,18,1,1,4,cooldown,725318303,0,0,1.7854777605062433e+18,1.7854777612315615e+18,14366955630,15092273933,lane2:B0:s2->s1,12885266735
55,lane2:B1:s3->s2,pp_message,backward,1,-1,3,2,50,34,3,2,-1,p2p,4712346,4712346,0,,,14668245137,14672957483,rank50:B1,0
55,rank34:B1,compute,backward,1,34,2,2,34,34,2,2,5,cooldown,708501772,0,0,1.7854777608052652e+18,1.785477761513767e+18,14672957483,15381459255,lane2:B1:s3->s2,310714199
55,lane2:B3:s5->s4,pp_message,backward,3,-1,5,2,82,66,5,4,-1,p2p,4712346,4712346,0,,,14934525909,14939238255,rank82:B3,0
55,lane2:B2:s4->s3,pp_message,backward,2,-1,4,2,66,50,4,3,-1,p2p,4712346,4712346,0,,,14943119682,14947832028,rank66:B2,0
55,rank50:B2,compute,backward,2,50,3,2,50,50,3,3,6,cooldown,723807019,0,0,1.7854777610830556e+18,1.7854777618068626e+18,14947832028,15671639047,lane2:B2:s4->s3,279586891
55,rank66:B3,compute,backward,3,66,4,2,66,66,4,4,7,cooldown,695596165,0,0,1.7854777610884045e+18,1.7854777617840005e+18,14947832028,15643428193,lane2:B2:s4->s3,4712346
55,lane2:B0:s1->s0,pp_message,backward,0,-1,1,2,18,2,1,0,-1,p2p,4712346,4712346,0,,,15092273933,15096986279,rank18:B0,0
55,rank2:B0,compute,backward,0,2,0,2,2,2,0,0,4,cooldown,411915575,0,0,1.7854777613297815e+18,1.785477761741697e+18,15096986279,15508901854,lane2:B0:s1->s0,14444829045
55,lane2:B1:s2->s1,pp_message,backward,1,-1,2,2,34,18,2,1,-1,p2p,4712346,4712346,0,,,15381459255,15386171601,rank34:B1,0
55,rank18:B1,compute,backward,1,18,1,2,18,18,1,1,5,cooldown,728329277,0,0,1.7854777616124375e+18,1.7854777623407667e+18,15386171601,16114500878,lane2:B1:s2->s1,293897668
55,lane2:B3:s4->s3,pp_message,backward,3,-1,4,2,66,50,4,3,-1,p2p,4712346,4712346,0,,,15643428193,15648140539,rank66:B3,0
55,lane2:B2:s3->s2,pp_message,backward,2,-1,3,2,50,34,3,2,-1,p2p,4712346,4712346,0,,,15671639047,15676351393,rank50:B2,0
55,rank34:B2,compute,backward,2,34,2,2,34,34,2,2,6,cooldown,708144580,0,0,1.7854777619054e+18,1.7854777626135447e+18,15676351393,16384495973,lane2:B2:s3->s2,294892138
55,rank50:B3,compute,backward,3,50,3,2,50,50,3,3,7,cooldown,717324928,0,0,1.785477761910576e+18,1.7854777626279012e+18,15676351393,16393676321,lane2:B2:s3->s2,4712346
55,lane2:B1:s1->s0,pp_message,backward,1,-1,1,2,18,2,1,0,-1,p2p,4712346,4712346,0,,,16114500878,16119213224,rank18:B1,0
55,rank2:B1,compute,backward,1,2,0,2,2,2,0,0,5,cooldown,407204768,0,0,1.7854777624373522e+18,1.785477762844557e+18,16119213224,16526417992,lane2:B1:s1->s0,610311370
55,lane2:B2:s2->s1,pp_message,backward,2,-1,2,2,34,18,2,1,-1,p2p,4712346,4712346,0,,,16384495973,16389208319,rank34:B2,0
55,rank18:B2,compute,backward,2,18,1,2,18,18,1,1,6,cooldown,729634181,0,0,1.7854777627124882e+18,1.7854777634421225e+18,16389208319,17118842500,lane2:B2:s2->s1,274707441
55,lane2:B3:s3->s2,pp_message,backward,3,-1,3,2,50,34,3,2,-1,p2p,4712346,4712346,0,,,16393676321,16398388667,rank50:B3,0
55,rank34:B3,compute,backward,3,34,2,2,34,34,2,2,7,cooldown,703259386,0,0,1.785477762725735e+18,1.7854777634289943e+18,16398388667,17101648053,lane2:B3:s3->s2,13892694
55,lane2:B3:s2->s1,pp_message,backward,3,-1,2,2,34,18,2,1,-1,p2p,4712346,4712346,0,,,17101648053,17106360399,rank34:B3,0
55,lane2:B2:s1->s0,pp_message,backward,2,-1,1,2,18,2,1,0,-1,p2p,4712346,4712346,0,,,17118842500,17123554846,rank18:B2,0
55,rank18:B3,compute,backward,3,18,1,2,18,18,1,1,7,cooldown,722788465,0,0,1.7854777635461476e+18,1.785477764268936e+18,17123554846,17846343311,lane2:B2:s1->s0,4712346
55,rank2:B2,compute,backward,2,2,0,2,2,2,0,0,6,cooldown,408335072,0,0,1.7854777635410844e+18,1.7854777639494195e+18,17123554846,17531889918,lane2:B2:s1->s0,597136854
55,lane2:B3:s1->s0,pp_message,backward,3,-1,1,2,18,2,1,0,-1,p2p,4712346,4712346,0,,,17846343311,17851055657,rank18:B3,0
55,rank2:B3,compute,backward,3,2,0,2,2,2,0,0,7,cooldown,405692433,0,0,1.7854777643672576e+18,1.78547776477295e+18,17851055657,18256748090,lane2:B3:s1->s0,319165739
55,rank3:F0,compute,forward,0,3,0,3,3,3,0,0,0,warmup,160150680,0,0,1.7854777448111347e+18,1.7854777449712855e+18,0,160150680,,0
55,lane3:F0:s0->s1,pp_message,forward,0,-1,0,3,3,19,0,1,-1,p2p,4712346,4712346,0,,,160150680,164863026,rank3:F0,0
55,rank19:F0,compute,forward,0,19,1,3,19,19,1,1,0,warmup,325567106,0,0,1.7854777449764367e+18,1.7854777453020037e+18,164863026,490430132,lane3:F0:s0->s1,164863026
55,rank3:F1,compute,forward,1,3,0,3,3,3,0,0,1,warmup,158449493,0,0,1.7854777449765553e+18,1.7854777451350047e+18,164863026,323312519,lane3:F0:s0->s1,4712346
55,lane3:F1:s0->s1,pp_message,forward,1,-1,0,3,3,19,0,1,-1,p2p,4712346,4712346,0,,,323312519,328024865,rank3:F1,0
55,rank3:F2,compute,forward,2,3,0,3,3,3,0,0,2,warmup,158351031,0,0,1.7854777453128735e+18,1.7854777454712246e+18,328024865,486375896,lane3:F1:s0->s1,4712346
55,lane3:F2:s0->s1,pp_message,forward,2,-1,0,3,3,19,0,1,-1,p2p,4712346,4712346,0,,,486375896,491088242,rank3:F2,0
55,lane3:F0:s1->s2,pp_message,forward,0,-1,1,3,19,35,1,2,-1,p2p,4712346,4712346,0,,,490430132,495142478,rank19:F0,0
55,rank3:F3,compute,forward,3,3,0,3,3,3,0,0,3,warmup,157607225,0,0,1.785477745649821e+18,1.785477745807428e+18,491088242,648695467,lane3:F2:s0->s1,4712346
55,rank19:F1,compute,forward,1,19,1,3,19,19,1,1,1,warmup,326748614,0,0,1.7854777453123873e+18,1.785477745639136e+18,495142478,821891092,lane3:F0:s1->s2,4712346
55,rank35:F0,compute,forward,0,35,2,3,35,35,2,2,0,warmup,321214981,0,0,1.7854777453073165e+18,1.7854777456285317e+18,495142478,816357459,lane3:F0:s1->s2,495142478
55,lane3:F3:s0->s1,pp_message,forward,3,-1,0,3,3,19,0,1,-1,p2p,4712346,4712346,0,,,648695467,653407813,rank3:F3,0
55,lane3:F0:s2->s3,pp_message,forward,0,-1,2,3,35,51,2,3,-1,p2p,4712346,4712346,0,,,816357459,821069805,rank35:F0,0
55,rank51:F0,compute,forward,0,51,3,3,51,51,3,3,0,warmup,317311242,0,0,1.7854777456338007e+18,1.785477745951112e+18,821069805,1138381047,lane3:F0:s2->s3,821069805
55,lane3:F1:s1->s2,pp_message,forward,1,-1,1,3,19,35,1,2,-1,p2p,4712346,4712346,0,,,821891092,826603438,rank19:F1,0
55,rank19:F2,compute,forward,2,19,1,3,19,19,1,1,2,warmup,324605876,0,0,1.7854777456494892e+18,1.7854777459740948e+18,826603438,1151209314,lane3:F1:s1->s2,4712346
55,rank35:F1,compute,forward,1,35,2,3,35,35,2,2,1,warmup,322570051,0,0,1.7854777456442962e+18,1.7854777459668664e+18,826603438,1149173489,lane3:F1:s1->s2,10245979
55,lane3:F0:s3->s4,pp_message,forward,0,-1,3,3,51,67,3,4,-1,p2p,4712346,4712346,0,,,1138381047,1143093393,rank51:F0,0
55,rank67:F0,compute,forward,0,67,4,3,67,67,4,4,0,warmup,335489146,0,0,1.7854777459564884e+18,1.7854777462919777e+18,1143093393,1478582539,lane3:F0:s3->s4,1143093393
55,lane3:F1:s2->s3,pp_message,forward,1,-1,2,3,35,51,2,3,-1,p2p,4712346,4712346,0,,,1149173489,1153885835,rank35:F1,0
55,lane3:F2:s1->s2,pp_message,forward,2,-1,1,3,19,35,1,2,-1,p2p,4712346,4712346,0,,,1151209314,1155921660,rank19:F2,0
55,rank51:F1,compute,forward,1,51,3,3,51,51,3,3,1,warmup,314443434,0,0,1.7854777459718497e+18,1.7854777462862932e+18,1153885835,1468329269,lane3:F1:s2->s3,15504788
55,rank19:F3,compute,forward,3,19,1,3,19,19,1,1,3,warmup,322310248,0,0,1.7854777459842982e+18,1.7854777463066086e+18,1155921660,1478231908,lane3:F2:s1->s2,4712346
55,rank35:F2,compute,forward,2,35,2,3,35,35,2,2,2,warmup,463086946,0,0,1.785477745979294e+18,1.7854777464423808e+18,1155921660,1619008606,lane3:F2:s1->s2,6748171
55,lane3:F1:s3->s4,pp_message,forward,1,-1,3,3,51,67,3,4,-1,p2p,4712346,4712346,0,,,1468329269,1473041615,rank51:F1,0
55,lane3:F3:s1->s2,pp_message,forward,3,-1,1,3,19,35,1,2,-1,p2p,4712346,4712346,0,,,1478231908,1482944254,rank19:F3,0
55,lane3:F0:s4->s5,pp_message,forward,0,-1,4,3,67,83,4,5,-1,p2p,4712346,4712346,0,,,1478582539,1483294885,rank67:F0,0
55,rank67:F1,compute,forward,1,67,4,3,67,67,4,4,1,warmup,317417308,0,0,1.785477746302203e+18,1.78547774661962e+18,1483294885,1800712193,lane3:F0:s4->s5,4712346
55,rank83:F0,compute,forward,0,83,5,3,83,83,5,5,0,warmup,314949343,0,0,1.7854777462974743e+18,1.7854777466124237e+18,1483294885,1798244228,lane3:F0:s4->s5,1483294885
55,lane3:F2:s2->s3,pp_message,forward,2,-1,2,3,35,51,2,3,-1,p2p,4712346,4712346,0,,,1619008606,1623720952,rank35:F2,0
55,rank35:F3,compute,forward,3,35,2,3,35,35,2,2,3,warmup,317342751,0,0,1.7854777464526574e+18,1.7854777467700001e+18,1623720952,1941063703,lane3:F2:s2->s3,4712346
55,rank51:F2,compute,forward,2,51,3,3,51,51,3,3,2,warmup,315302091,0,0,1.7854777464474337e+18,1.7854777467627359e+18,1623720952,1939023043,lane3:F2:s2->s3,155391683
55,lane3:F0:s5->s6,pp_message,forward,0,-1,5,3,83,99,5,6,-1,p2p,4712346,4712346,0,,,1798244228,1802956574,rank83:F0,0
55,lane3:F1:s4->s5,pp_message,forward,1,-1,4,3,67,83,4,5,-1,p2p,4712346,4712346,0,,,1800712193,1805424539,rank67:F1,0
55,rank99:F0,compute,forward,0,99,6,3,99,99,6,6,0,warmup,317887945,0,0,1.7854777466180534e+18,1.785477746935941e+18,1802956574,2120844519,lane3:F0:s5->s6,1802956574
55,rank83:F1,compute,forward,1,83,5,3,83,83,5,5,1,warmup,312965823,0,0,1.7854777466246213e+18,1.7854777469375872e+18,1805424539,2118390362,lane3:F1:s4->s5,7180311
55,lane3:F2:s3->s4,pp_message,forward,2,-1,3,3,51,67,3,4,-1,p2p,4712346,4712346,0,,,1939023043,1943735389,rank51:F2,0
55,lane3:F3:s2->s3,pp_message,forward,3,-1,2,3,35,51,2,3,-1,p2p,4712346,4712346,0,,,1941063703,1945776049,rank35:F3,0
55,rank67:F2,compute,forward,2,67,4,3,67,67,4,4,2,warmup,315882435,0,0,1.7854777467680955e+18,1.7854777470839777e+18,1943735389,2259617824,lane3:F2:s3->s4,143023196
55,rank51:F3,compute,forward,3,51,3,3,51,51,3,3,3,warmup,334042307,0,0,1.7854777467750333e+18,1.7854777471090755e+18,1945776049,2279818356,lane3:F3:s2->s3,6753006
55,lane3:F1:s5->s6,pp_message,forward,1,-1,5,3,83,99,5,6,-1,p2p,4712346,4712346,0,,,2118390362,2123102708,rank83:F1,0
55,lane3:F0:s6->s7,pp_message,forward,0,-1,6,3,99,115,6,7,-1,p2p,4712346,4712346,0,,,2120844519,2125556865,rank99:F0,0
55,rank115:F0,compute,forward,0,115,7,3,115,115,7,7,0,warmup,316966781,0,0,1.7854777469414735e+18,1.7854777472584402e+18,2125556865,2442523646,lane3:F0:s6->s7,2125556865
55,rank99:F1,compute,forward,1,99,6,3,99,99,6,6,1,warmup,316878615,0,0,1.785477746946287e+18,1.7854777472631657e+18,2125556865,2442435480,lane3:F0:s6->s7,4712346
55,lane3:F2:s4->s5,pp_message,forward,2,-1,4,3,67,83,4,5,-1,p2p,4712346,4712346,0,,,2259617824,2264330170,rank67:F2,0
55,rank83:F2,compute,forward,2,83,5,3,83,83,5,5,2,warmup,352595621,0,0,1.7854777470890644e+18,1.78547774744166e+18,2264330170,2616925791,lane3:F2:s4->s5,145939808
55,lane3:F3:s3->s4,pp_message,forward,3,-1,3,3,51,67,3,4,-1,p2p,4712346,4712346,0,,,2279818356,2284530702,rank51:F3,0
55,rank67:F3,compute,forward,3,67,4,3,67,67,4,4,3,warmup,313640307,0,0,1.7854777471141e+18,1.7854777474277404e+18,2284530702,2598171009,lane3:F3:s3->s4,24912878
55,lane3:F1:s6->s7,pp_message,forward,1,-1,6,3,99,115,6,7,-1,p2p,4712346,4712346,0,,,2442435480,2447147826,rank99:F1,0
55,lane3:F0:s7->s8,pp_message,forward,0,-1,7,3,115,131,7,8,-1,p2p,4712346,4712346,0,,,2442523646,2447235992,rank115:F0,0
55,rank115:F1,compute,forward,1,115,7,3,115,115,7,7,1,warmup,312649492,0,0,1.7854777472684882e+18,1.7854777475811377e+18,2447235992,2759885484,lane3:F0:s7->s8,4712346
55,rank131:F0,compute,forward,0,131,8,3,131,131,8,8,0,warmup,313303491,0,0,1.785477747263814e+18,1.7854777475771174e+18,2447235992,2760539483,lane3:F0:s7->s8,2447235992
55,lane3:F3:s4->s5,pp_message,forward,3,-1,4,3,67,83,4,5,-1,p2p,4712346,4712346,0,,,2598171009,2602883355,rank67:F3,0
55,lane3:F2:s5->s6,pp_message,forward,2,-1,5,3,83,99,5,6,-1,p2p,4712346,4712346,0,,,2616925791,2621638137,rank83:F2,0
55,rank83:F3,compute,forward,3,83,5,3,83,83,5,5,3,warmup,312338123,0,0,1.7854777474519918e+18,1.7854777477643297e+18,2621638137,2933976260,lane3:F2:s5->s6,4712346
55,rank99:F2,compute,forward,2,99,6,3,99,99,6,6,2,warmup,316184224,0,0,1.7854777474472164e+18,1.7854777477634007e+18,2621638137,2937822361,lane3:F2:s5->s6,179202657
55,lane3:F1:s7->s8,pp_message,forward,1,-1,7,3,115,131,7,8,-1,p2p,4712346,4712346,0,,,2759885484,2764597830,rank115:F1,0
55,lane3:F0:s8->s9,pp_message,forward,0,-1,8,3,131,147,8,9,-1,p2p,4712346,4712346,0,,,2760539483,2765251829,rank131:F0,0
55,rank131:F1,compute,forward,1,131,8,3,131,131,8,8,1,warmup,311126767,0,0,1.7854777475874703e+18,1.785477747898597e+18,2765251829,3076378596,lane3:F0:s8->s9,4712346
55,rank147:F0,compute,forward,0,147,9,3,147,147,9,9,0,warmup,320729723,0,0,1.7854777475824435e+18,1.7854777479031734e+18,2765251829,3085981552,lane3:F0:s8->s9,2765251829
55,lane3:F3:s5->s6,pp_message,forward,3,-1,5,3,83,99,5,6,-1,p2p,4712346,4712346,0,,,2933976260,2938688606,rank83:F3,0
55,lane3:F2:s6->s7,pp_message,forward,2,-1,6,3,99,115,6,7,-1,p2p,4712346,4712346,0,,,2937822361,2942534707,rank99:F2,0
55,rank115:F2,compute,forward,2,115,7,3,115,115,7,7,2,warmup,310085636,0,0,1.7854777477687532e+18,1.7854777480788388e+18,2942534707,3252620343,lane3:F2:s6->s7,182649223
55,rank99:F3,compute,forward,3,99,6,3,99,99,6,6,3,warmup,315029111,0,0,1.7854777477740004e+18,1.7854777480890296e+18,2942534707,3257563818,lane3:F2:s6->s7,4712346
55,lane3:F1:s8->s9,pp_message,forward,1,-1,8,3,131,147,8,9,-1,p2p,4712346,4712346,0,,,3076378596,3081090942,rank131:F1,0
