world,iteration,stage,rank,ep_group,mb,local_layer,layer,tokens_per_expert,token_rows,nonempty_experts,max_expert_rows,min_expert_rows,checkpoint_forward_event,checkpoint_sequence,forward_step_event,checkpoint_backward_event,backward_execution_order,backward_step_event,F_FC1_gpu_ms,F_FC1_gemm_ms,F_FC1_gemm_count,F_FC1_gap_ms,F_inter_FC_local_gpu_ms,F_inter_FC_local_gemm_ms,F_inter_FC_local_gemm_count,F_inter_FC_local_gap_ms,F_FC2_gpu_ms,F_FC2_gemm_ms,F_FC2_gemm_count,F_FC2_gap_ms,recompute_FC1_gpu_ms,recompute_FC1_gemm_ms,recompute_FC1_gemm_count,recompute_FC1_gap_ms,backward_FC1_gpu_ms,backward_FC1_gemm_ms,backward_FC1_gemm_count,backward_FC1_gap_ms,recompute_FC2_gpu_ms,recompute_FC2_gemm_ms,recompute_FC2_gemm_count,recompute_FC2_gap_ms,backward_FC2_gpu_ms,backward_FC2_gemm_ms,backward_FC2_gemm_count,backward_FC2_gap_ms,recompute_inter_FC_local_gpu_ms,recompute_inter_FC_local_gemm_ms,recompute_inter_FC_local_gemm_count,recompute_inter_FC_local_gap_ms,backward_inter_FC_local_gpu_ms,backward_inter_FC_local_gemm_ms,backward_inter_FC_local_gemm_count,backward_inter_FC_local_gap_ms,F_FC_gemm_ms,recompute_FC_gemm_ms,backward_FC_gemm_ms,B_FC_gemm_ms
256,60,1,16,"[16, 17, 18, 19, 20, 21, 22, 23]",0,0,3,"[0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 807, 4716, 4123, 0]",9652,4,4716,0,33677,12245,33676,6214,3,44988,0.90964599609375,0.90964599609375,4,0.012399902343749991,0.40476318359375,0.0,0,0.010159667968749952,0.46752392578125,0.46752392578125,4,0.009439941406249985,0.93008642578125,0.93008642578125,4,0.007400390624999975,2.10665625,2.10665625,8,0.030879882812500092,0.473564453125,0.473564453125,4,0.013479980468749986,1.196689453125,1.196689453125,8,0.023919433593749817,0.40860205078125,0.0,0,0.010240722656249979,0.842166015625,0.0,0,0.01923974609375001,1.377169921875,1.40365087890625,3.303345703125,4.70699658203125
256,60,1,16,"[16, 17, 18, 19, 20, 21, 22, 23]",0,1,4,"[0, 0, 0, 381, 0, 0, 4920, 0, 4920, 2871, 2944, 0, 0, 0, 55, 0, 0, 0, 0, 4920]",21011,7,4920,0,34374,12257,33676,4143,2,44988,1.9388935546875,1.9388935546875,7,0.024320312499999996,0.91100537109375,0.0,0,0.009520507812500023,1.041046875,1.041046875,7,0.012441406250000009,1.9464140625,1.9464140625,7,0.025439941406250055,4.09558984375,4.09558984375,14,0.03335937499999986,1.0600458984375,1.0600458984375,7,0.01328173828125001,2.2683359375,2.2683359375,14,0.04100000000000037,0.9167666015625,0.0,0,0.010280273437500043,1.80661279296875,0.0,0,0.022880371093749963,2.9799404296875,3.0064599609375,6.36392578125,9.3703857421875
256,60,1,16,"[16, 17, 18, 19, 20, 21, 22, 23]",0,2,5,"[0, 0, 0, 0, 4920, 0, 1550, 0, 0, 0, 0, 0, 0, 0, 878, 0, 1104, 0, 0, 1299]",9751,5,4920,0,35071,12269,33676,2072,1,44988,0.9512861328125,0.9512861328125,5,0.010119628906250067,0.41616357421875,0.0,0,0.010200683593749982,0.52268310546875,0.52268310546875,5,0.009680175781250022,0.90264697265625,0.90264697265625,5,0.014999999999999902,2.3279365234375,2.3279365234375,10,0.025640625000000306,0.5193642578125,0.5193642578125,5,0.008079589843750012,1.3621298828125,1.3621298828125,10,0.021080078125000012,0.404603515625,0.0,0,0.011719238281249988,0.86356591796875,0.0,0,0.02164013671874998,1.47396923828125,1.42201123046875,3.6900664062499997,5.11207763671875
256,60,1,16,"[16, 17, 18, 19, 20, 21, 22, 23]",0,3,6,"[1123, 0, 4708, 101, 4920, 6, 0, 0, 0, 0, 1104, 3222, 1573, 0, 0, 0, 0, 0, 0, 0]",16757,8,4920,0,35768,12281,33676,1,0,44988,1.513291015625,1.513291015625,8,0.026080566406250005,0.73100634765625,0.0,0,0.01099951171874991,0.79924560546875,0.79924560546875,8,0.018159667968750015,1.59657177734375,1.59657177734375,8,0.02400000000000002,3.82042724609375,3.82042724609375,16,0.04223974609375025,0.84456591796875,0.84456591796875,8,0.019040039062499958,2.18161572265625,2.18161572265625,16,0.038480468749999996,0.7291650390625,0.0,0,0.010039550781250073,1.46225048828125,0.0,0,0.02340039062499999,2.31253662109375,2.4411376953125,6.00204296875,8.4431806640625
256,60,1,16,"[16, 17, 18, 19, 20, 21, 22, 23]",1,0,3,"[0, 0, 0, 0, 0, 723, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 2091, 3164, 4662, 0]",10702,5,4662,0,36505,12295,36504,14507,3,45000,1.0181279296875,1.0181279296875,5,0.014040527343749831,0.46976318359375,0.0,0,0.010719726562499976,0.5263642578125,0.5263642578125,5,0.012399902343749991,1.0142470703125,1.0142470703125,5,0.014680175781250027,2.40385791015625,2.40385791015625,10,0.03324023437500001,0.52072412109375,0.52072412109375,5,0.012599609375000043,1.32856884765625,1.32856884765625,10,0.033560058593749886,0.46244384765625,0.0,0,0.009319824218749995,0.91540673828125,0.0,0,0.02204052734375006,1.5444921875,1.53497119140625,3.7324267578125,5.267397949218751
256,60,1,16,"[16, 17, 18, 19, 20, 21, 22, 23]",1,1,4,"[0, 0, 0, 752, 0, 0, 4920, 0, 4920, 4386, 4145, 0, 0, 0, 555, 0, 0, 4, 0, 4116]",23798,8,4920,0,37202,12307,36504,12436,2,45000,2.201455078125,2.201455078125,8,0.028880371093749968,1.02652783203125,0.0,0,0.01024023437499988,1.1755673828125,1.1755673828125,8,0.014240722656249982,2.1508955078125,2.1508955078125,8,0.030760253906250146,4.80747314453125,4.80747314453125,16,0.05040087890624978,1.1484892578125,1.1484892578125,8,0.01651953124999994,2.75521826171875,2.75521826171875,16,0.03740185546875008,1.02228662109375,0.0,0,0.010720214843749964,2.05197412109375,0.0,0,0.024000488281249677,3.3770224609375,3.2993847656249997,7.56269140625,10.862076171875
256,60,1,16,"[16, 17, 18, 19, 20, 21, 22, 23]",1,2,5,"[0, 2, 0, 0, 4920, 0, 1463, 0, 0, 0, 0, 0, 0, 0, 1594, 0, 850, 0, 0, 3372]",12201,6,4920,0,37899,12319,36504,10365,1,45000,1.14736767578125,1.14736767578125,6,0.0177607421874999,0.53232421875,0.0,0,0.010319824218749996,0.6363251953125,0.6363251953125,6,0.010239746093750002,1.175927734375,1.175927734375,6,0.016439941406249936,2.834740234375,2.834740234375,12,0.04027978515625019,0.642044921875,0.642044921875,6,0.01059960937500004,1.6091708984375,1.6091708984375,12,0.029081054687499996,0.5363642578125,0.0,0,0.01019970703125006,1.0621279296875,0.0,0,0.02260009765625015,1.78369287109375,1.81797265625,4.4439111328125,6.2618837890625
256,60,1,16,"[16, 17, 18, 19, 20, 21, 22, 23]",1,3,6,"[4018, 0, 3713, 117, 4920, 5, 0, 0, 0, 0, 717, 1545, 3340, 0, 0, 0, 0, 0, 0, 0]",18375,8,4920,0,38596,12331,36504,8294,0,45000,1.735171875,1.735171875,8,0.0263198242187499,0.8027646484375,0.0,0,0.009919921875000015,0.94996630859375,0.94996630859375,8,0.017640625000000076,1.7426923828125,1.7426923828125,8,0.027600585937499922,4.05627001953125,4.05627001953125,16,0.039680175781249716,0.960447265625,0.960447265625,8,0.01867968749999993,2.24957470703125,2.24957470703125,16,0.04584179687500001,0.80360546875,0.0,0,0.009840332031249899,1.5819306640625,0.0,0,0.02200048828125012,2.6851381835937502,2.7031396484375003,6.3058447265624995,9.008984375
256,60,1,16,"[16, 17, 18, 19, 20, 21, 22, 23]",2,0,3,"[0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1842, 3516, 3599, 0]",8966,4,3599,0,39333,12345,39332,22800,3,45012,0.7779248046875,0.7779248046875,4,0.013160644531249988,0.36980322265625,0.0,0,0.009279785156249998,0.4491630859375,0.4491630859375,4,0.009079589843750013,0.80396630859375,0.80396630859375,4,0.01567968750000004,1.99301416015625,1.99301416015625,8,0.023679687500000046,0.46828369140625,0.46828369140625,4,0.010279785156249999,1.07012646484375,1.07012646484375,8,0.02952050781250004,0.37252197265625,0.0,0,0.011360351562500037,0.76604541015625,0.0,0,0.019919433593749925,1.227087890625,1.2722499999999999,3.063140625,4.335390625
256,60,1,16,"[16, 17, 18, 19, 20, 21, 22, 23]",2,1,4,"[0, 0, 0, 272, 0, 0, 4920, 0, 4920, 3303, 3799, 0, 0, 0, 152, 0, 0, 1, 0, 4920]",22287,8,4920,0,40030,12357,39332,20729,2,45012,2.06989599609375,2.06989599609375,8,0.03115917968750015,0.9570478515625,0.0,0,0.012358886718749962,1.14656787109375,1.14656787109375,8,0.014920410156250119,2.08805419921875,2.08805419921875,8,0.03163964843749989,4.54055029296875,4.54055029296875,16,0.037439453124999744,1.14616796875,1.14616796875,8,0.014639648437499986,2.40569580078125,2.40569580078125,16,0.04552050781250028,0.9627255859375,0.0,0,0.010279785156249943,1.90505224609375,0.0,0,0.022920410156249904,3.2164638671874997,3.23422216796875,6.94624609375,10.180468261718751
