iteration,step_start_ns,observed_profiler_step_ms,predicted_profiler_step_ms,profiler_replay_error_ms,profiler_replay_error_pct,observed_training_log_ms,predicted_training_log_ms,training_log_replay_error_ms,actual_mfu_pct_fixed_flops,predicted_mfu_pct,pp_front_observed_ms_p50,pp_front_predicted_ms_p50,pp_front_replay_error_pct_p50,first_rs_offset_ms,gradient_rs_done_offset_ms,first_ag0_offset_ms,last_ag_offset_ms,all_dp_service_exposed_ms,model_flops_per_iteration,world_size,peak_tflops_per_gpu
55,1785477743653151360,21638.095425,19970.490273,-1667.605152,-7.706801912303704,22940.1,21272.494848,-1667.605152,4.406486458210731,4.751922175668258,20024.309496,18330.071036,-8.46090827920152,9248.911356,19675.919682,19704.450403,19940.951473,224.652265,1.293891072e+17,256,500.0
