iteration,pp_stage,behavior,kind,round,group_key,group_size,observed_ranks,actual_first_start_ns,actual_ready_ns,actual_end_ns,predicted_first_start_ns,predicted_ready_ns,predicted_end_ns,baseline_service_ns,predicted_service_ns,dependency_lag_ns_min,dependency_lag_ns_max,payload_bytes,actual_arrival_skew_ns,predicted_arrival_skew_ns,actual_group_fct_ns,predicted_group_fct_ns
55,0,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1047,2,2,1785477765089442784,1785477765089470407,1785477765104056327,1785477763421837441,1785477763421865064,1785477763436450984,14585920,14585920,24840,27520,471859200.0,27623,27623,14613543,14613543
55,0,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1049,2,2,1785477765089443723,1785477765089462027,1785477765103394806,1785477763421838380,1785477763421856684,1785477763435789463,13932779,13932779,4560,12920,471859200.0,18304,18304,13951083,13951083
55,0,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1051,2,2,1785477765089462626,1785477765089477491,1785477765105489414,1785477763421857283,1785477763421872148,1785477763437884071,16011923,16011923,19760,21320,471859200.0,14865,14865,16026788,16026788
55,0,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1053,2,2,1785477765089404729,1785477765089505916,1785477765103150402,1785477763421799386,1785477763421900573,1785477763435545059,13644486,13644486,9440,54200,471859200.0,101187,101187,13745673,13745673
55,0,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1055,2,2,1785477765089414293,1785477765089449412,1785477765102589341,1785477763421808950,1785477763421844069,1785477763434983998,13139929,13139929,4480,9080,471859200.0,35119,35119,13175048,13175048
55,0,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1057,2,2,1785477765089452690,1785477765089455583,1785477765104106348,1785477763421847347,1785477763421850240,1785477763436501005,14650765,14650765,9720,13600,471859200.0,2893,2893,14653658,14653658
55,0,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1043,2,2,1785477764939933722,1785477764940002953,1785477764987992838,1785477763272328379,1785477763272397610,1785477763320387495,47989885,47989885,4752649,4828732,1887436800.0,69231,69231,48059116,48059116
55,0,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1045,2,2,1785477764940031096,1785477764940091653,1785477764995972646,1785477763272425753,1785477763272486310,1785477763328367303,55880993,55880993,4877291,4901184,1887436800.0,60557,60557,55941550,55941550
55,0,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1047,2,2,1785477764940033207,1785477764940050673,1785477764994172347,1785477763272427864,1785477763272445330,1785477763326567004,54121674,54121674,4873894,4880537,1887436800.0,17466,17466,54139140,54139140
55,0,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1049,2,2,1785477764939967555,1785477764940074491,1785477764996664110,1785477763272362212,1785477763272469148,1785477763329058767,56589619,56589619,4807300,4882175,1887436800.0,106936,106936,56696555,56696555
55,0,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1051,2,2,1785477764940077959,1785477764940142358,1785477764996676257,1785477763272472616,1785477763272537015,1785477763329070914,56533899,56533899,4914171,4951033,1887436800.0,64399,64399,56598298,56598298
55,0,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1053,2,2,1785477764939921013,1785477764939948811,1785477764994268100,1785477763272315670,1785477763272343468,1785477763326662757,54319289,54319289,4734815,4795451,1887436800.0,27798,27798,54347087,54347087
55,0,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1055,2,2,1785477764939992139,1785477764940057857,1785477764996506427,1785477763272386796,1785477763272452514,1785477763328901084,56448570,56448570,4881018,4899381,1887436800.0,65718,65718,56514288,56514288
55,0,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1057,2,2,1785477764939948843,1785477764940120618,1785477764988301970,1785477763272343500,1785477763272515275,1785477763320696627,48181352,48181352,4790855,4937776,1887436800.0,171775,171775,48353127,48353127
55,1,dp_param_allgather,dp_ag0,0,dp_param_allgather:pg=3,16,16,1785477765025421845,1785477765026731264,1785477765034387481,1785477763357816502,1785477763359125921,1785477763366782138,7656217,7656217,28745588,30055007,98621440.0,1309419,1309419,8965636,8965636
55,1,dp_param_allgather,dp_ag1,1,dp_param_allgather:pg=3,16,16,1785477765173108621,1785477765181842624,1785477765189167813,1785477763505503278,1785477763514237281,1785477763521562470,7325189,7325189,86088487,88506835,98621440.0,8734003,8734003,16059192,16059192
55,1,dp_grad_reduce_scatter,dp_rs,0,dp_grad_reduce_scatter:pg=3,16,16,1785477764374804854,1785477764495891676,1785477764511535011,1785477762752521141,1785477762920618452,1785477762936261787,15643335,15643335,0,0,3155886080.0,121086822,168097311,136730157,183740646
55,1,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1059,2,2,1785477765034375290,1785477765034385545,1785477765088913055,1785477763366769947,1785477763366780202,1785477763421307712,54527510,54527510,10681,38681,1887436800.0,10255,10255,54537765,54537765
55,1,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1061,2,2,1785477765034356786,1785477765034390895,1785477765088439750,1785477763366751443,1785477763366785552,1785477763420834407,54048855,54048855,10720,32040,1887436800.0,34109,34109,54082964,54082964
55,1,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1063,2,2,1785477765034328876,1785477765034400841,1785477765086969498,1785477763366723533,1785477763366795498,1785477763419364155,52568657,52568657,12840,13360,1887436800.0,71965,71965,52640622,52640622
55,1,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1065,2,2,1785477765034365573,1785477765034392193,1785477765090062258,1785477763366760230,1785477763366786850,1785477763422456915,55670065,55670065,11400,25160,1887436800.0,26620,26620,55696685,55696685
55,1,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1067,2,2,1785477765034327461,1785477765034394760,1785477765088697130,1785477763366722118,1785477763366789417,1785477763421091787,54302370,54302370,10711,11640,1887436800.0,67299,67299,54369669,54369669
55,1,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1069,2,2,1785477765034296064,1785477765034386616,1785477765088651948,1785477763366690721,1785477763366781273,1785477763421046605,54265332,54265332,11120,37801,1887436800.0,90552,90552,54355884,54355884
55,1,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1071,2,2,1785477765034307326,1785477765034396120,1785477765093335789,1785477763366701983,1785477763366790777,1785477763425730446,58939669,58939669,10680,13489,1887436800.0,88794,88794,59028463,59028463
55,1,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1073,2,2,1785477765034371208,1785477765034400713,1785477765087648292,1785477763366765865,1785477763366795370,1785477763420042949,53247579,53247579,19160,56880,1887436800.0,29505,29505,53277084,53277084
55,1,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1059,2,2,1785477765189144261,1785477765189147172,1785477765247058593,1785477763521538918,1785477763521541829,1785477763579453250,57911421,57911421,11120,11600,1887436800.0,2911,2911,57914332,57914332
55,1,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1061,2,2,1785477765189109126,1785477765189176196,1785477765241407576,1785477763521503783,1785477763521570853,1785477763573802233,52231380,52231380,10720,10800,1887436800.0,67070,67070,52298450,52298450
55,1,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1063,2,2,1785477765189146896,1785477765189171482,1785477765242674468,1785477763521541553,1785477763521566139,1785477763575069125,53502986,53502986,12360,33960,1887436800.0,24586,24586,53527572,53527572
55,1,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1065,2,2,1785477765189131497,1785477765189200055,1785477765243663998,1785477763521526154,1785477763521594712,1785477763576058655,54463943,54463943,22600,63640,1887436800.0,68558,68558,54532501,54532501
55,1,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1067,2,2,1785477765189114197,1785477765189179253,1785477765244220106,1785477763521508854,1785477763521573910,1785477763576614763,55040853,55040853,10640,11440,1887436800.0,65056,65056,55105909,55105909
55,1,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1069,2,2,1785477765189091362,1785477765189180618,1785477765241719097,1785477763521486019,1785477763521575275,1785477763574113754,52538479,52538479,29520,47080,1887436800.0,89256,89256,52627735,52627735
55,1,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1071,2,2,1785477765189109579,1785477765189164067,1785477765243903729,1785477763521504236,1785477763521558724,1785477763576298386,54739662,54739662,11840,15560,1887436800.0,54488,54488,54794150,54794150
55,1,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1073,2,2,1785477765189115851,1785477765189201482,1785477765241584473,1785477763521510508,1785477763521596139,1785477763573979130,52382991,52382991,11680,39400,1887436800.0,85631,85631,52468622,52468622
55,1,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1059,2,2,1785477764528831299,1785477764528970694,1785477764737726003,1785477762953558075,1785477762953697470,1785477763162452779,208755309,208755309,17337706,17482983,7549747200.0,139395,139395,208894704,208894704
55,1,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1061,2,2,1785477764529061534,1785477764529219254,1785477764741462778,1785477762953788310,1785477762953946030,1785477763166189554,212243524,212243524,17530431,17737993,7549747200.0,157720,157720,212401244,212401244
55,1,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1063,2,2,1785477764528894927,1785477764529045827,1785477764739656191,1785477762953621703,1785477762953772603,1785477763164382967,210610364,210610364,17359916,17715250,7549747200.0,150900,150900,210761264,210761264
55,1,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1065,2,2,1785477764529059096,1785477764529084206,1785477764737424237,1785477762953785872,1785477762953810982,1785477763162151013,208340031,208340031,17590406,17600669,7549747200.0,25110,25110,208365141,208365141
55,1,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1067,2,2,1785477764528898832,1785477764529277143,1785477764741496474,1785477762953625608,1785477762954003919,1785477763166223250,212219331,212219331,17385823,17772775,7549747200.0,378311,378311,212597642,212597642
55,1,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1069,2,2,1785477764528965175,1785477764528972222,1785477764736562412,1785477762953691951,1785477762953698998,1785477763161289188,207590190,207590190,17497540,17579320,7549747200.0,7047,7047,207597237,207597237
55,1,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1071,2,2,1785477764528950047,1785477764529473165,1785477764744234258,1785477762953676823,1785477762954199941,1785477763168961034,214761093,214761093,17585873,17954684,7549747200.0,523118,523118,215284211,215284211
55,1,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1073,2,2,1785477764529193761,1785477764529316858,1785477764738651189,1785477762953920537,1785477762954043634,1785477763163377965,209334331,209334331,17690125,17810472,7549747200.0,123097,123097,209457428,209457428
55,2,dp_param_allgather,dp_ag0,0,dp_param_allgather:pg=5,16,16,1785477765025502132,1785477765026724641,1785477765034191236,1785477763357896789,1785477763359119298,1785477763366585893,7466595,7466595,28825875,30048384,98621440.0,1222509,1222509,8689104,8689104
55,2,dp_param_allgather,dp_ag1,1,dp_param_allgather:pg=5,16,16,1785477765174971399,1785477765180593132,1785477765188225326,1785477763507366056,1785477763512987789,1785477763520619983,7632194,7632194,86355847,88582927,98621440.0,5621733,5621733,13253927,13253927
55,2,dp_grad_reduce_scatter,dp_rs,0,dp_grad_reduce_scatter:pg=5,16,16,1785477763552431370,1785477763669752962,1785477763685286924,1785477762025012564,1785477762190785940,1785477762206319902,15533962,15533962,0,0,3155886080.0,117321592,165773376,132855554,181307338
55,2,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1075,2,2,1785477765034191927,1785477765034232476,1785477765088615552,1785477763366586584,1785477763366627133,1785477763421010209,54383076,54383076,10880,75720,1887436800.0,40549,40549,54423625,54423625
55,2,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1077,2,2,1785477765034173855,1785477765034184632,1785477765088611406,1785477763366568512,1785477763366579289,1785477763421006063,54426774,54426774,11320,22600,1887436800.0,10777,10777,54437551,54437551
55,2,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1079,2,2,1785477765034099264,1785477765034217741,1785477765088742732,1785477763366493921,1785477763366612398,1785477763421137389,54524991,54524991,10645,33240,1887436800.0,118477,118477,54643468,54643468
55,2,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1081,2,2,1785477765034115075,1785477765034207036,1785477765092844710,1785477763366509732,1785477763366601693,1785477763425239367,58637674,58637674,15800,31120,1887436800.0,91961,91961,58729635,58729635
55,2,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1083,2,2,1785477765034109629,1785477765034198836,1785477765088994010,1785477763366504286,1785477763366593493,1785477763421388667,54795174,54795174,10560,10720,1887436800.0,89207,89207,54884381,54884381
55,2,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1085,2,2,1785477765034186977,1785477765034229495,1785477765092586824,1785477763366581634,1785477763366624152,1785477763424981481,58357329,58357329,11994,85840,1887436800.0,42518,42518,58399847,58399847
55,2,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1087,2,2,1785477765034156816,1785477765034201614,1785477765090069776,1785477763366551473,1785477763366596271,1785477763422464433,55868162,55868162,10618,11600,1887436800.0,44798,44798,55912960,55912960
55,2,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1089,2,2,1785477765034147698,1785477765034168354,1785477765087743667,1785477763366542355,1785477763366563011,1785477763420138324,53575313,53575313,16448,18720,1887436800.0,20656,20656,53595969,53595969
55,2,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1075,2,2,1785477765188173025,1785477765188222301,1785477765242722277,1785477763520567682,1785477763520616958,1785477763575116934,54499976,54499976,11000,13040,1887436800.0,49276,49276,54549252,54549252
55,2,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1077,2,2,1785477765188189452,1785477765188230883,1785477765241413263,1785477763520584109,1785477763520625540,1785477763573807920,53182380,53182380,10600,11160,1887436800.0,41431,41431,53223811,53223811
55,2,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1079,2,2,1785477765188170581,1785477765188261436,1785477765242019544,1785477763520565238,1785477763520656093,1785477763574414201,53758108,53758108,10920,48160,1887436800.0,90855,90855,53848963,53848963
55,2,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1081,2,2,1785477765188168555,1785477765188271706,1785477765240399799,1785477763520563212,1785477763520666363,1785477763572794456,52128093,52128093,10880,64321,1887436800.0,103151,103151,52231244,52231244
55,2,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1083,2,2,1785477765188176329,1785477765188246354,1785477765242088144,1785477763520570986,1785477763520641011,1785477763574482801,53841790,53841790,10720,33609,1887436800.0,70025,70025,53911815,53911815
55,2,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1085,2,2,1785477765188204616,1785477765188270230,1785477765241502533,1785477763520599273,1785477763520664887,1785477763573897190,53232303,53232303,14680,56480,1887436800.0,65614,65614,53297917,53297917
55,2,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1087,2,2,1785477765188214031,1785477765188271296,1785477765240319975,1785477763520608688,1785477763520665953,1785477763572714632,52048679,52048679,12040,55400,1887436800.0,57265,57265,52105944,52105944
55,2,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1089,2,2,1785477765188172304,1785477765188243206,1785477765244460172,1785477763520566961,1785477763520637863,1785477763576854829,56216966,56216966,11520,17880,1887436800.0,70902,70902,56287868,56287868
55,2,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1075,2,2,1785477763702676726,1785477763702784677,1785477763905895886,1785477762223709704,1785477762223817655,1785477762426928864,203111209,203111209,17439057,17532996,7549747200.0,107951,107951,203219160,203219160
55,2,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1077,2,2,1785477763702776971,1785477763702908767,1785477763914267744,1785477762223809949,1785477762223941745,1785477762435300722,211358977,211358977,17598445,17646230,7549747200.0,131796,131796,211490773,211490773
55,2,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1079,2,2,1785477763702872569,1785477763702987235,1785477763913121707,1785477762223905547,1785477762224020213,1785477762434154685,210134472,210134472,17635181,17702679,7549747200.0,114666,114666,210249138,210249138
55,2,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1081,2,2,1785477763702835016,1785477763702950435,1785477763914378120,1785477762223867994,1785477762223983413,1785477762435411098,211427685,211427685,17611725,17677390,7549747200.0,115419,115419,211543104,211543104
55,2,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1083,2,2,1785477763702861193,1785477763703271336,1785477763913402385,1785477762223894171,1785477762224304314,1785477762434435363,210131049,210131049,17605504,18064185,7549747200.0,410143,410143,210541192,210541192
55,2,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1085,2,2,1785477763702920446,1785477763703009968,1785477763915451587,1785477762223953424,1785477762224042946,1785477762436484565,212441619,212441619,17752289,17753088,7549747200.0,89522,89522,212531141,212531141
55,2,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1087,2,2,1785477763702765509,1785477763702787491,1785477763911848259,1785477762223798487,1785477762223820469,1785477762432881237,209060768,209060768,17507295,17617012,7549747200.0,21982,21982,209082750,209082750
55,2,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1089,2,2,1785477763702788888,1785477763702871761,1785477763913824697,1785477762223821866,1785477762223904739,1785477762434857675,210952936,210952936,17555274,17584837,7549747200.0,82873,82873,211035809,211035809
55,3,dp_param_allgather,dp_ag0,0,dp_param_allgather:pg=7,16,16,1785477765025299474,1785477765027023381,1785477765034526186,1785477763357694131,1785477763359418038,1785477763366920843,7502805,7502805,28623217,30347124,98621440.0,1723907,1723907,9226712,9226712
55,3,dp_param_allgather,dp_ag1,1,dp_param_allgather:pg=7,16,16,1785477765174883871,1785477765184697436,1785477765192071543,1785477763507278528,1785477763517092093,1785477763524466200,7374107,7374107,86659784,88615491,98621440.0,9813565,9813565,17187672,17187672
55,3,dp_grad_reduce_scatter,dp_rs,0,dp_grad_reduce_scatter:pg=7,16,16,1785477762734479230,1785477762865729728,1785477762881695285,1785477761300256251,1785477761480240077,1785477761496205634,15965557,15965557,0,0,3155886080.0,131250498,179983826,147216055,195949383
55,3,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1091,2,2,1785477765034482095,1785477765034577567,1785477765088276844,1785477763366876752,1785477763366972224,1785477763420671501,53699277,53699277,10600,59841,1887436800.0,95472,95472,53794749,53794749
55,3,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1093,2,2,1785477765034493141,1785477765034523347,1785477765096453306,1785477763366887798,1785477763366918004,1785477763428847963,61929959,61929959,10520,10560,1887436800.0,30206,30206,61960165,61960165
55,3,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1095,2,2,1785477765034512806,1785477765034533717,1785477765088380819,1785477763366907463,1785477763366928374,1785477763420775476,53847102,53847102,46360,47400,1887436800.0,20911,20911,53868013,53868013
55,3,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1097,2,2,1785477765034513750,1785477765034527031,1785477765088361463,1785477763366908407,1785477763366921688,1785477763420756120,53834432,53834432,10800,38760,1887436800.0,13281,13281,53847713,53847713
55,3,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1099,2,2,1785477765034490814,1785477765034505381,1785477765088441974,1785477763366885471,1785477763366900038,1785477763420836631,53936593,53936593,10640,11200,1887436800.0,14567,14567,53951160,53951160
55,3,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1101,2,2,1785477765034517109,1785477765034541026,1785477765096908894,1785477763366911766,1785477763366935683,1785477763429303551,62367868,62367868,14840,75401,1887436800.0,23917,23917,62391785,62391785
55,3,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1103,2,2,1785477765034497827,1785477765034516874,1785477765088735677,1785477763366892484,1785477763366911531,1785477763421130334,54218803,54218803,10500,60960,1887436800.0,19047,19047,54237850,54237850
55,3,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1105,2,2,1785477765034482734,1785477765034497624,1785477765088053486,1785477763366877391,1785477763366892281,1785477763420448143,53555862,53555862,10920,14721,1887436800.0,14890,14890,53570752,53570752
55,3,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1091,2,2,1785477765192042999,1785477765192131235,1785477765244656591,1785477763524437656,1785477763524525892,1785477763577051248,52525356,52525356,35080,61720,1887436800.0,88236,88236,52613592,52613592
55,3,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1093,2,2,1785477765192030231,1785477765192061923,1785477765253907082,1785477763524424888,1785477763524456580,1785477763586301739,61845159,61845159,10720,20480,1887436800.0,31692,31692,61876851,61876851
55,3,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1095,2,2,1785477765192019914,1785477765192105343,1785477765245063191,1785477763524414571,1785477763524500000,1785477763577457848,52957848,52957848,14040,33800,1887436800.0,85429,85429,53043277,53043277
55,3,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1097,2,2,1785477765192035317,1785477765192046203,1785477765244312905,1785477763524429974,1785477763524440860,1785477763576707562,52266702,52266702,12040,12120,1887436800.0,10886,10886,52277588,52277588
55,3,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1099,2,2,1785477765192002670,1785477765192057908,1785477765246185822,1785477763524397327,1785477763524452565,1785477763578580479,54127914,54127914,11160,21237,1887436800.0,55238,55238,54183152,54183152
55,3,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1101,2,2,1785477765192080076,1785477765192114489,1785477765254078865,1785477763524474733,1785477763524509146,1785477763586473522,61964376,61964376,21000,99081,1887436800.0,34413,34413,61998789,61998789
55,3,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1103,2,2,1785477765192034649,1785477765192141866,1785477765244160655,1785477763524429306,1785477763524536523,1785477763576555312,52018789,52018789,10680,118720,1887436800.0,107217,107217,52126006,52126006
55,3,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1105,2,2,1785477765192028772,1785477765192081530,1785477765244183716,1785477763524423429,1785477763524476187,1785477763576578373,52102186,52102186,11840,53480,1887436800.0,52758,52758,52154944,52154944
55,3,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1091,2,2,1785477762898932824,1785477762899480154,1785477763107364205,1785477761513443173,1785477761513990503,1785477761721874554,207884051,207884051,17357706,17884757,7549747200.0,547330,547330,208431381,208431381
55,3,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1093,2,2,1785477762899309546,1785477762899451553,1785477763117239759,1785477761513819895,1785477761513961902,1785477761731750108,217788206,217788206,17716610,17756268,7549747200.0,142007,142007,217930213,217930213
