iteration,rank,pp_stage,pp_lane,predecessor_node_id,predicted_lane_origin_ns,predicted_backward_done_relative_ns,predicted_backward_done_ns,observed_backward_done_ns,observed_first_rs_start_ns,measured_tail_launch_lag_ns,predicted_start_ns
55,207,12,15,rank207:B3,1785477744809154297,10242901821,1785477755052056118,1785477755604650261,1785477755711582664,106932403,1785477755158988521
55,208,13,0,rank208:B3,1785477744809471652,9363586690,1785477754173058342,1785477754666075458,1785477754773589591,107514133,1785477754280572475
55,209,13,1,rank209:B3,1785477744808791856,9361187486,1785477754169979342,1785477754666506453,1785477754773075201,106568748,1785477754276548090
55,210,13,2,rank210:B3,1785477744808224865,9366446630,1785477754174671495,1785477754668057664,1785477754773378248,105320584,1785477754279992079
55,211,13,3,rank211:B3,1785477744811134701,9363413468,1785477754174548169,1785477754665894681,1785477754773158525,107263844,1785477754281812013
55,212,13,4,rank212:B3,1785477744808924105,9364764353,1785477754173688458,1785477754666748297,1785477754773315175,106566878,1785477754280255336
55,213,13,5,rank213:B3,1785477744808609781,9366578532,1785477754175188313,1785477754666752106,1785477754772841744,106089638,1785477754281277951
55,214,13,6,rank214:B3,1785477744808565246,9360851392,1785477754169416638,1785477754665650978,1785477754773307374,107656396,1785477754277073034
55,215,13,7,rank215:B3,1785477744808446696,9360846972,1785477754169293668,1785477754665792558,1785477754773228711,107436153,1785477754276729821
55,216,13,8,rank216:B3,1785477744808618037,9553031705,1785477754361649742,1785477754830953915,1785477754937526286,106572371,1785477754468222113
55,217,13,9,rank217:B3,1785477744808590481,9555823101,1785477754364413582,1785477754830940277,1785477754937408094,106467817,1785477754470881399
55,218,13,10,rank218:B3,1785477744809248162,9566111193,1785477754375359355,1785477754830937626,1785477754937152703,106215077,1785477754481574432
55,219,13,11,rank219:B3,1785477744809005006,9572193022,1785477754381198028,1785477754831244976,1785477754937480443,106235467,1785477754487433495
55,220,13,12,rank220:B3,1785477744809228982,9568847054,1785477754378076036,1785477754830534430,1785477754937187851,106653421,1785477754484729457
55,221,13,13,rank221:B3,1785477744808336642,9570759524,1785477754379096166,1785477754830843353,1785477754937250247,106406894,1785477754485503060
55,222,13,14,rank222:B3,1785477744808877140,9564030893,1785477754372908033,1785477754830956009,1785477754936803614,105847605,1785477754478755638
55,223,13,15,rank223:B3,1785477744809154297,9562218366,1785477754371372663,1785477754830796368,1785477754936840437,106044069,1785477754477416732
55,224,14,0,rank224:B3,1785477744809471652,8672169781,1785477753481641433,1785477753881986800,1785477753993809290,111822490,1785477753593463923
55,225,14,1,rank225:B3,1785477744808791856,8669446030,1785477753478237886,1785477753881871495,1785477753992553001,110681506,1785477753588919392
55,226,14,2,rank226:B3,1785477744808224865,8673609218,1785477753481834083,1785477753881897098,1785477753994488836,112591738,1785477753594425821
55,227,14,3,rank227:B3,1785477744811134701,8674123626,1785477753485258327,1785477753882421663,1785477753993350283,110928620,1785477753596186947
55,228,14,4,rank228:B3,1785477744808924105,8676128566,1785477753485052671,1785477753884502159,1785477753993537303,109035144,1785477753594087815
55,229,14,5,rank229:B3,1785477744808609781,8674659429,1785477753483269210,1785477753881761675,1785477753993072387,111310712,1785477753594579922
55,230,14,6,rank230:B3,1785477744808565246,8671239604,1785477753479804850,1785477753881951687,1785477753993449823,111498136,1785477753591302986
55,231,14,7,rank231:B3,1785477744808446696,8671335327,1785477753479782023,1785477753881845662,1785477753994106627,112260965,1785477753592042988
55,232,14,8,rank232:B3,1785477744808618037,8865545839,1785477753674163876,1785477754049748107,1785477754156351875,106603768,1785477753780767644
55,233,14,9,rank233:B3,1785477744808590481,8868416065,1785477753677006546,1785477754049338729,1785477754156868788,107530059,1785477753784536605
55,234,14,10,rank234:B3,1785477744809248162,8879600259,1785477753688848421,1785477754050017964,1785477754157473896,107455932,1785477753796304353
55,235,14,11,rank235:B3,1785477744809005006,8885249373,1785477753694254379,1785477754052013191,1785477754157268403,105255212,1785477753799509591
55,236,14,12,rank236:B3,1785477744809228982,8881783450,1785477753691012432,1785477754049533122,1785477754156381981,106848859,1785477753797861291
55,237,14,13,rank237:B3,1785477744808336642,8883094125,1785477753691430767,1785477754051044859,1785477754156000593,104955734,1785477753796386501
55,238,14,14,rank238:B3,1785477744808877140,8877156861,1785477753686034001,1785477754049632334,1785477754156996178,107363844,1785477753793397845
55,239,14,15,rank239:B3,1785477744809154297,8875581533,1785477753684735830,1785477754049064375,1785477754157226243,108161868,1785477753792897698
55,240,15,0,rank240:B3,1785477744809471652,7855249654,1785477752664721306,1785477752965064571,1785477753206825376,241760805,1785477752906482111
55,241,15,1,rank241:B3,1785477744808791856,7850905786,1785477752659697642,1785477752963574286,1785477753206401997,242827711,1785477752902525353
55,242,15,2,rank242:B3,1785477744808224865,7855850570,1785477752664075435,1785477752965700255,1785477753205809133,240108878,1785477752904184313
55,243,15,3,rank243:B3,1785477744811134701,7853732607,1785477752664867308,1785477752964100507,1785477753205686340,241585833,1785477752906453141
55,244,15,4,rank244:B3,1785477744808924105,7853967645,1785477752662891750,1785477752964342244,1785477753205607533,241265289,1785477752904157039
55,245,15,5,rank245:B3,1785477744808609781,7856225993,1785477752664835774,1785477752965250752,1785477753205095107,239844355,1785477752904680129
55,246,15,6,rank246:B3,1785477744808565246,7852592463,1785477752661157709,1785477752964660680,1785477753205565559,240904879,1785477752902062588
55,247,15,7,rank247:B3,1785477744808446696,7852055271,1785477752660501967,1785477752963799292,1785477753206099438,242300146,1785477752902802113
55,248,15,8,rank248:B3,1785477744808618037,7994363310,1785477752802981347,1785477753084157988,1785477753365186531,281028543,1785477753084009890
55,249,15,9,rank249:B3,1785477744808590481,8007931689,1785477752816522170,1785477753084316184,1785477753374142765,289826581,1785477753106348751
55,250,15,10,rank250:B3,1785477744809248162,8012740070,1785477752821988232,1785477753084430664,1785477753364760623,280329959,1785477753102318191
55,251,15,11,rank251:B3,1785477744809005006,8016453659,1785477752825458665,1785477753086685008,1785477753365251549,278566541,1785477753104025206
55,252,15,12,rank252:B3,1785477744809228982,8014300719,1785477752823529701,1785477753084208341,1785477753366079666,281871325,1785477753105401026
55,253,15,13,rank253:B3,1785477744808336642,8015735515,1785477752824072157,1785477753084479105,1785477753366036632,281557527,1785477753105629684
55,254,15,14,rank254:B3,1785477744808877140,8010453223,1785477752819330363,1785477753084624463,1785477753366427705,281803242,1785477753101133605
55,255,15,15,rank255:B3,1785477744809154297,8010845046,1785477752819999343,1785477753084243014,1785477753365868101,281625087,1785477753101624430
