iteration,node_id,kind,phase,microbatch,rank,pp_stage,pp_lane,src_rank,dst_rank,src_stage,dst_stage,sequence,region,duration_ns,network_service_ns,software_completion_ns,observed_start_ns,observed_end_ns,predicted_relative_start_ns,predicted_relative_end_ns,critical_predecessor,local_wait_ns,predicted_lane_origin_ns,predicted_start_ns,predicted_end_ns
55,lane9:B0:s13->s12,pp_message,backward,0,-1,13,9,217,201,13,12,-1,p2p,4712346,4712346,0,,,6790088194,6794800540,rank217:B0,0,1785477744808590481,1785477751598678675,1785477751603391021
55,rank201:B0,compute,backward,0,201,12,9,201,201,12,12,4,steady,687408996,0,0,1.7854777518656806e+18,1.7854777525530895e+18,6794800540,7482209536,lane9:B0:s13->s12,1371143642,1785477744808590481,1785477751603391021,1785477752290800017
55,rank217:F3,compute,forward,3,217,13,9,217,217,13,13,4,steady,315312378,0,0,1.7854777518653594e+18,1.7854777521806717e+18,6794800540,7110112918,lane9:B0:s13->s12,4712346,1785477744808590481,1785477751603391021,1785477751918703399
55,lane9:B2:s15->s14,pp_message,backward,2,-1,15,9,249,233,15,14,-1,p2p,4712346,4712346,0,,,6984023480,6988735826,rank249:B2,0,1785477744808590481,1785477751792613961,1785477751797326307
55,lane9:F3:s13->s14,pp_message,forward,3,-1,13,9,217,233,13,14,-1,p2p,4712346,4712346,0,,,7110112918,7114825264,rank217:F3,0,1785477744808590481,1785477751918703399,1785477751923415745
55,lane9:B1:s14->s13,pp_message,backward,1,-1,14,9,233,217,14,13,-1,p2p,4712346,4712346,0,,,7114106437,7118818783,rank233:B1,0,1785477744808590481,1785477751922696918,1785477751927409264
55,rank217:B1,compute,backward,1,217,13,9,217,217,13,13,5,steady,698227842,0,0,1.785477752191044e+18,1.7854777528892718e+18,7118818783,7817046625,lane9:B1:s14->s13,8705865,1785477744808590481,1785477751927409264,1785477752625637106
55,rank233:F3,compute,forward,3,233,14,9,233,233,14,14,5,steady,327866067,0,0,1.7854777521910702e+18,1.7854777525189363e+18,7118818783,7446684850,lane9:B1:s14->s13,4712346,1785477744808590481,1785477751927409264,1785477752255275331
55,lane9:F3:s14->s15,pp_message,forward,3,-1,14,9,233,249,14,15,-1,p2p,4712346,4712346,0,,,7446684850,7451397196,rank233:F3,0,1785477744808590481,1785477752255275331,1785477752259987677
55,rank233:B2,compute,backward,2,233,14,9,233,233,14,14,6,steady,726754575,0,0,1.7854777525276664e+18,1.785477753254421e+18,7451397196,8178151771,lane9:F3:s14->s15,4712346,1785477744808590481,1785477752259987677,1785477752986742252
55,rank249:F3,compute,forward,3,249,15,9,249,249,15,15,6,steady,190573505,0,0,1.785477752527605e+18,1.7854777527181786e+18,7451397196,7641970701,lane9:F3:s14->s15,467373716,1785477744808590481,1785477752259987677,1785477752450561182
55,lane9:B0:s12->s11,pp_message,backward,0,-1,12,9,201,185,12,11,-1,p2p,4712346,4712346,0,,,7482209536,7486921882,rank201:B0,0,1785477744808590481,1785477752290800017,1785477752295512363
55,rank185:B0,compute,backward,0,185,11,9,185,185,11,11,4,cooldown,679577934,0,0,1.7854777526488579e+18,1.7854777533284357e+18,7486921882,8166499816,lane9:B0:s12->s11,2376033362,1785477744808590481,1785477752295512363,1785477752975090297
55,rank249:B3,compute,backward,3,249,15,9,249,249,15,15,7,steady,365960988,0,0,1.7854777527183552e+18,1.7854777530843162e+18,7641970701,8007931689,rank249:F3,0,1785477744808590481,1785477752450561182,1785477752816522170
55,lane9:B1:s13->s12,pp_message,backward,1,-1,13,9,217,201,13,12,-1,p2p,4712346,4712346,0,,,7817046625,7821758971,rank217:B1,0,1785477744808590481,1785477752625637106,1785477752630349452
55,rank201:B1,compute,backward,1,201,12,9,201,201,12,12,5,cooldown,682764447,0,0,1.7854777529875674e+18,1.785477753670332e+18,7821758971,8504523418,lane9:B1:s13->s12,339549435,1785477744808590481,1785477752630349452,1785477753313113899
55,lane9:B3:s15->s14,pp_message,backward,3,-1,15,9,249,233,15,14,-1,p2p,4712346,4712346,0,,,8007931689,8012644035,rank249:B3,0,1785477744808590481,1785477752816522170,1785477752821234516
55,lane9:B0:s11->s10,pp_message,backward,0,-1,11,9,185,169,11,10,-1,p2p,4712346,4712346,0,,,8166499816,8171212162,rank185:B0,0,1785477744808590481,1785477752975090297,1785477752979802643
55,rank169:B0,compute,backward,0,169,10,9,169,169,10,10,4,cooldown,686709393,0,0,1.78547775342676e+18,1.7854777541134694e+18,8171212162,8857921555,lane9:B0:s11->s10,3371746387,1785477744808590481,1785477752979802643,1785477753666512036
55,lane9:B2:s14->s13,pp_message,backward,2,-1,14,9,233,217,14,13,-1,p2p,4712346,4712346,0,,,8178151771,8182864117,rank233:B2,0,1785477744808590481,1785477752986742252,1785477752991454598
55,rank217:B2,compute,backward,2,217,13,9,217,217,13,13,6,cooldown,683664127,0,0,1.7854777533487073e+18,1.7854777540323715e+18,8182864117,8866528244,lane9:B2:s14->s13,365817492,1785477744808590481,1785477752991454598,1785477753675118725
55,rank233:B3,compute,backward,3,233,14,9,233,233,14,14,7,cooldown,685551948,0,0,1.7854777533637868e+18,1.7854777540493386e+18,8182864117,8868416065,lane9:B2:s14->s13,4712346,1785477744808590481,1785477752991454598,1785477753677006546
55,lane9:B1:s12->s11,pp_message,backward,1,-1,12,9,201,185,12,11,-1,p2p,4712346,4712346,0,,,8504523418,8509235764,rank201:B1,0,1785477744808590481,1785477753313113899,1785477753317826245
55,rank185:B1,compute,backward,1,185,11,9,185,185,11,11,5,cooldown,678569369,0,0,1.7854777537689183e+18,1.7854777544474877e+18,8509235764,9187805133,lane9:B1:s12->s11,342735948,1785477744808590481,1785477753317826245,1785477753996395614
55,lane9:B0:s10->s9,pp_message,backward,0,-1,10,9,169,153,10,9,-1,p2p,4712346,4712346,0,,,8857921555,8862633901,rank169:B0,0,1785477744808590481,1785477753666512036,1785477753671224382
55,rank153:B0,compute,backward,0,153,9,9,153,153,9,9,4,cooldown,711922121,0,0,1.7854777542126372e+18,1.7854777549245594e+18,8862633901,9574556022,lane9:B0:s10->s9,4522991800,1785477744808590481,1785477753671224382,1785477754383146503
55,lane9:B2:s13->s12,pp_message,backward,2,-1,13,9,217,201,13,12,-1,p2p,4712346,4712346,0,,,8866528244,8871240590,rank217:B2,0,1785477744808590481,1785477753675118725,1785477753679831071
55,lane9:B3:s14->s13,pp_message,backward,3,-1,14,9,233,217,14,13,-1,p2p,4712346,4712346,0,,,8868416065,8873128411,rank233:B3,0,1785477744808590481,1785477753677006546,1785477753681718892
55,rank201:B2,compute,backward,2,201,12,9,201,201,12,12,6,cooldown,677780855,0,0,1.7854777541305106e+18,1.7854777548082913e+18,8871240590,9549021445,lane9:B2:s13->s12,366717172,1785477744808590481,1785477753679831071,1785477754357611926
55,rank217:B3,compute,backward,3,217,13,9,217,217,13,13,7,cooldown,682694690,0,0,1.7854777541482455e+18,1.7854777548309402e+18,8873128411,9555823101,lane9:B3:s14->s13,6600167,1785477744808590481,1785477753681718892,1785477754364413582
55,lane9:B1:s11->s10,pp_message,backward,1,-1,11,9,185,169,11,10,-1,p2p,4712346,4712346,0,,,9187805133,9192517479,rank185:B1,0,1785477744808590481,1785477753996395614,1785477754001107960
55,rank169:B1,compute,backward,1,169,10,9,169,169,10,10,5,cooldown,683601440,0,0,1.7854777545449405e+18,1.785477755228542e+18,9192517479,9876118919,lane9:B1:s11->s10,334595924,1785477744808590481,1785477754001107960,1785477754684709400
55,lane9:B2:s12->s11,pp_message,backward,2,-1,12,9,201,185,12,11,-1,p2p,4712346,4712346,0,,,9549021445,9553733791,rank201:B2,0,1785477744808590481,1785477754357611926,1785477754362324272
55,rank185:B2,compute,backward,2,185,11,9,185,185,11,11,6,cooldown,678598262,0,0,1.7854777549073428e+18,1.785477755585941e+18,9553733791,10232332053,lane9:B2:s12->s11,365928658,1785477744808590481,1785477754362324272,1785477755040922534
55,lane9:B3:s13->s12,pp_message,backward,3,-1,13,9,217,201,13,12,-1,p2p,4712346,4712346,0,,,9555823101,9560535447,rank217:B3,0,1785477744808590481,1785477754364413582,1785477754369125928
55,rank201:B3,compute,backward,3,201,12,9,201,201,12,12,7,cooldown,675152116,0,0,1.7854777549294106e+18,1.7854777556045627e+18,9560535447,10235687563,lane9:B3:s13->s12,11514002,1785477744808590481,1785477754369125928,1785477755044278044
55,lane9:B0:s9->s8,pp_message,backward,0,-1,9,9,153,137,9,8,-1,p2p,4712346,4712346,0,,,9574556022,9579268368,rank153:B0,0,1785477744808590481,1785477754383146503,1785477754387858849
55,rank137:B0,compute,backward,0,137,8,9,137,137,8,8,4,cooldown,718811782,0,0,1.7854777550217172e+18,1.785477755740529e+18,9579268368,10298080150,lane9:B0:s9->s8,5567173817,1785477744808590481,1785477754387858849,1785477755106670631
55,lane9:B1:s10->s9,pp_message,backward,1,-1,10,9,169,153,10,9,-1,p2p,4712346,4712346,0,,,9876118919,9880831265,rank169:B1,0,1785477744808590481,1785477754684709400,1785477754689421746
55,rank153:B1,compute,backward,1,153,9,9,153,153,9,9,5,cooldown,715031821,0,0,1.7854777553269798e+18,1.7854777560420116e+18,9880831265,10595863086,lane9:B1:s10->s9,306275243,1785477744808590481,1785477754689421746,1785477755404453567
55,lane9:B2:s11->s10,pp_message,backward,2,-1,11,9,185,169,11,10,-1,p2p,4712346,4712346,0,,,10232332053,10237044399,rank185:B2,0,1785477744808590481,1785477755040922534,1785477755045634880
55,lane9:B3:s12->s11,pp_message,backward,3,-1,12,9,201,185,12,11,-1,p2p,4712346,4712346,0,,,10235687563,10240399909,rank201:B3,0,1785477744808590481,1785477755044278044,1785477755048990390
55,rank169:B2,compute,backward,2,169,10,9,169,169,10,10,6,cooldown,683087578,0,0,1.7854777556827553e+18,1.785477756365843e+18,10237044399,10920131977,lane9:B2:s11->s10,360925480,1785477744808590481,1785477755045634880,1785477755728722458
55,rank185:B3,compute,backward,3,185,11,9,185,185,11,11,7,cooldown,685283947,0,0,1.7854777557038945e+18,1.7854777563891786e+18,10240399909,10925683856,lane9:B3:s12->s11,8067856,1785477744808590481,1785477755048990390,1785477755734274337
55,lane9:B0:s8->s7,pp_message,backward,0,-1,8,9,137,121,8,7,-1,p2p,4712346,4712346,0,,,10298080150,10302792496,rank137:B0,0,1785477744808590481,1785477755106670631,1785477755111382977
55,rank121:B0,compute,backward,0,121,7,9,121,121,7,7,4,cooldown,684635357,0,0,1.785477755839049e+18,1.7854777565236844e+18,10302792496,10987427853,lane9:B0:s8->s7,6605392454,1785477744808590481,1785477755111382977,1785477755796018334
55,lane9:B1:s9->s8,pp_message,backward,1,-1,9,9,153,137,9,8,-1,p2p,4712346,4712346,0,,,10595863086,10600575432,rank153:B1,0,1785477744808590481,1785477755404453567,1785477755409165913
55,rank137:B1,compute,backward,1,137,8,9,137,137,8,8,5,cooldown,712450743,0,0,1.7854777561391526e+18,1.7854777568516035e+18,10600575432,11313026175,lane9:B1:s9->s8,302495282,1785477744808590481,1785477755409165913,1785477756121616656
55,lane9:B2:s10->s9,pp_message,backward,2,-1,10,9,169,153,10,9,-1,p2p,4712346,4712346,0,,,10920131977,10924844323,rank169:B2,0,1785477744808590481,1785477755728722458,1785477755733434804
55,rank153:B2,compute,backward,2,153,9,9,153,153,9,9,6,cooldown,705276723,0,0,1.7854777564644116e+18,1.7854777571696883e+18,10924844323,11630121046,lane9:B2:s10->s9,328981237,1785477744808590481,1785477755733434804,1785477756438711527
55,lane9:B3:s11->s10,pp_message,backward,3,-1,11,9,185,169,11,10,-1,p2p,4712346,4712346,0,,,10925683856,10930396202,rank185:B3,0,1785477744808590481,1785477755734274337,1785477755738986683
55,rank169:B3,compute,backward,3,169,10,9,169,169,10,10,7,cooldown,683629507,0,0,1.7854777564871718e+18,1.7854777571708014e+18,10930396202,11614025709,lane9:B3:s11->s10,10264225,1785477744808590481,1785477755738986683,1785477756422616190
55,lane9:B0:s7->s6,pp_message,backward,0,-1,7,9,121,105,7,6,-1,p2p,4712346,4712346,0,,,10987427853,10992140199,rank121:B0,0,1785477744808590481,1785477755796018334,1785477755800730680
55,rank105:B0,compute,backward,0,105,6,9,105,105,6,6,4,cooldown,697715348,0,0,1.7854777566228324e+18,1.7854777573205478e+18,10992140199,11689855547,lane9:B0:s7->s6,7608946482,1785477744808590481,1785477755800730680,1785477756498446028
55,lane9:B1:s8->s7,pp_message,backward,1,-1,8,9,137,121,8,7,-1,p2p,4712346,4712346,0,,,11313026175,11317738521,rank137:B1,0,1785477744808590481,1785477756121616656,1785477756126329002
55,rank121:B1,compute,backward,1,121,7,9,121,121,7,7,5,cooldown,685571178,0,0,1.7854777569508828e+18,1.7854777576364541e+18,11317738521,12003309699,lane9:B1:s8->s7,330310668,1785477744808590481,1785477756126329002,1785477756811900180
55,lane9:B3:s10->s9,pp_message,backward,3,-1,10,9,169,153,10,9,-1,p2p,4712346,4712346,0,,,11614025709,11618738055,rank169:B3,0,1785477744808590481,1785477756422616190,1785477756427328536
55,lane9:B2:s9->s8,pp_message,backward,2,-1,9,9,153,137,9,8,-1,p2p,4712346,4712346,0,,,11630121046,11634833392,rank153:B2,0,1785477744808590481,1785477756438711527,1785477756443423873
55,rank137:B2,compute,backward,2,137,8,9,137,137,8,8,6,cooldown,693376862,0,0,1.7854777572663135e+18,1.7854777579596905e+18,11634833392,12328210254,lane9:B2:s9->s8,321807217,1785477744808590481,1785477756443423873,1785477757136800735
55,rank153:B3,compute,backward,3,153,9,9,153,153,9,9,7,cooldown,719555612,0,0,1.785477757271459e+18,1.7854777579910147e+18,11634833392,12354389004,lane9:B2:s9->s8,4712346,1785477744808590481,1785477756443423873,1785477757162979485
55,lane9:B0:s6->s5,pp_message,backward,0,-1,6,9,105,89,6,5,-1,p2p,4712346,4712346,0,,,11689855547,11694567893,rank105:B0,0,1785477744808590481,1785477756498446028,1785477756503158374
55,rank89:B0,compute,backward,0,89,5,9,89,89,5,5,4,cooldown,691097012,0,0,1.7854777574192886e+18,1.7854777581103857e+18,11694567893,12385664905,lane9:B0:s6->s5,8651619716,1785477744808590481,1785477756503158374,1785477757194255386
55,lane9:B1:s7->s6,pp_message,backward,1,-1,7,9,121,105,7,6,-1,p2p,4712346,4712346,0,,,12003309699,12008022045,rank121:B1,0,1785477744808590481,1785477756811900180,1785477756816612526
55,rank105:B1,compute,backward,1,105,6,9,105,105,6,6,5,cooldown,694028645,0,0,1.7854777577361792e+18,1.7854777584302077e+18,12008022045,12702050690,lane9:B1:s7->s6,318166498,1785477744808590481,1785477756816612526,1785477757510641171
55,lane9:B2:s8->s7,pp_message,backward,2,-1,8,9,137,121,8,7,-1,p2p,4712346,4712346,0,,,12328210254,12332922600,rank137:B2,0,1785477744808590481,1785477757136800735,1785477757141513081
55,rank121:B2,compute,backward,2,121,7,9,121,121,7,7,6,cooldown,684608942,0,0,1.7854777580586499e+18,1.785477758743259e+18,12332922600,13017531542,lane9:B2:s8->s7,329612901,1785477744808590481,1785477757141513081,1785477757826122023
55,lane9:B3:s9->s8,pp_message,backward,3,-1,9,9,153,137,9,8,-1,p2p,4712346,4712346,0,,,12354389004,12359101350,rank153:B3,0,1785477744808590481,1785477757162979485,1785477757167691831
55,rank137:B3,compute,backward,3,137,8,9,137,137,8,8,7,cooldown,719157876,0,0,1.7854777580897976e+18,1.7854777588089556e+18,12359101350,13078259226,lane9:B3:s9->s8,30891096,1785477744808590481,1785477757167691831,1785477757886849707
55,lane9:B0:s5->s4,pp_message,backward,0,-1,5,9,89,73,5,4,-1,p2p,4712346,4712346,0,,,12385664905,12390377251,rank89:B0,0,1785477744808590481,1785477757194255386,1785477757198967732
55,rank73:B0,compute,backward,0,73,4,9,73,73,4,4,4,cooldown,700631752,0,0,1.7854777582092662e+18,1.785477758909898e+18,12390377251,13091009003,lane9:B0:s5->s4,9776108801,1785477744808590481,1785477757198967732,1785477757899599484
55,lane9:B1:s6->s5,pp_message,backward,1,-1,6,9,105,89,6,5,-1,p2p,4712346,4712346,0,,,12702050690,12706763036,rank105:B1,0,1785477744808590481,1785477757510641171,1785477757515353517
55,rank89:B1,compute,backward,1,89,5,9,89,89,5,5,5,cooldown,688847064,0,0,1.7854777585287552e+18,1.7854777592176023e+18,12706763036,13395610100,lane9:B1:s6->s5,321098131,1785477744808590481,1785477757515353517,1785477758204200581
55,lane9:B2:s7->s6,pp_message,backward,2,-1,7,9,121,105,7,6,-1,p2p,4712346,4712346,0,,,13017531542,13022243888,rank121:B2,0,1785477744808590481,1785477757826122023,1785477757830834369
55,rank105:B2,compute,backward,2,105,6,9,105,105,6,6,6,cooldown,695273618,0,0,1.785477758843284e+18,1.7854777595385577e+18,13022243888,13717517506,lane9:B2:s7->s6,320193198,1785477744808590481,1785477757830834369,1785477758526107987
55,lane9:B3:s8->s7,pp_message,backward,3,-1,8,9,137,121,8,7,-1,p2p,4712346,4712346,0,,,13078259226,13082971572,rank137:B3,0,1785477744808590481,1785477757886849707,1785477757891562053
55,rank121:B3,compute,backward,3,121,7,9,121,121,7,7,7,cooldown,681625908,0,0,1.785477758907186e+18,1.7854777595888118e+18,13082971572,13764597480,lane9:B3:s8->s7,65440030,1785477744808590481,1785477757891562053,1785477758573187961
55,lane9:B0:s4->s3,pp_message,backward,0,-1,4,9,73,57,4,3,-1,p2p,4712346,4712346,0,,,13091009003,13095721349,rank73:B0,0,1785477744808590481,1785477757899599484,1785477757904311830
55,rank57:B0,compute,backward,0,57,3,9,57,57,3,3,4,cooldown,724522813,0,0,1.785477759009336e+18,1.7854777597338588e+18,13095721349,13820244162,lane9:B0:s4->s3,10815944482,1785477744808590481,1785477757904311830,1785477758628834643
55,lane9:B1:s5->s4,pp_message,backward,1,-1,5,9,89,73,5,4,-1,p2p,4712346,4712346,0,,,13395610100,13400322446,rank89:B1,0,1785477744808590481,1785477758204200581,1785477758208912927
55,rank73:B1,compute,backward,1,73,4,9,73,73,4,4,5,cooldown,698733970,0,0,1.7854777593152e+18,1.7854777600139338e+18,13400322446,14099056416,lane9:B1:s5->s4,309313443,1785477744808590481,1785477758208912927,1785477758907646897
55,lane9:B2:s6->s5,pp_message,backward,2,-1,6,9,105,89,6,5,-1,p2p,4712346,4712346,0,,,13717517506,13722229852,rank105:B2,0,1785477744808590481,1785477758526107987,1785477758530820333
55,rank89:B2,compute,backward,2,89,5,9,89,89,5,5,6,cooldown,690127700,0,0,1.7854777596364262e+18,1.785477760326554e+18,13722229852,14412357552,lane9:B2:s6->s5,326619752,1785477744808590481,1785477758530820333,1785477759220948033
55,lane9:B3:s7->s6,pp_message,backward,3,-1,7,9,121,105,7,6,-1,p2p,4712346,4712346,0,,,13764597480,13769309826,rank121:B3,0,1785477744808590481,1785477758573187961,1785477758577900307
55,rank105:B3,compute,backward,3,105,6,9,105,105,6,6,7,cooldown,695770890,0,0,1.7854777596880476e+18,1.7854777603838185e+18,13769309826,14465080716,lane9:B3:s7->s6,51792320,1785477744808590481,1785477758577900307,1785477759273671197
55,lane9:B0:s3->s2,pp_message,backward,0,-1,3,9,57,41,3,2,-1,p2p,4712346,4712346,0,,,13820244162,13824956508,rank57:B0,0,1785477744808590481,1785477758628834643,1785477758633546989
55,rank41:B0,compute,backward,0,41,2,9,41,41,2,2,4,cooldown,706004888,0,0,1.785477759833107e+18,1.7854777605391117e+18,13824956508,14530961396,lane9:B0:s3->s2,11968883573,1785477744808590481,1785477758633546989,1785477759339551877
55,lane9:B1:s4->s3,pp_message,backward,1,-1,4,9,73,57,4,3,-1,p2p,4712346,4712346,0,,,14099056416,14103768762,rank73:B1,0,1785477744808590481,1785477758907646897,1785477758912359243
55,rank57:B1,compute,backward,1,57,3,9,57,57,3,3,5,cooldown,697833694,0,0,1.7854777601121846e+18,1.7854777608100183e+18,14103768762,14801602456,lane9:B1:s4->s3,283524600,1785477744808590481,1785477758912359243,1785477759610192937
55,lane9:B2:s5->s4,pp_message,backward,2,-1,5,9,89,73,5,4,-1,p2p,4712346,4712346,0,,,14412357552,14417069898,rank89:B2,0,1785477744808590481,1785477759220948033,1785477759225660379
55,rank73:B2,compute,backward,2,73,4,9,73,73,4,4,6,cooldown,699928100,0,0,1.7854777604237642e+18,1.7854777611236923e+18,14417069898,15116997998,lane9:B2:s5->s4,318013482,1785477744808590481,1785477759225660379,1785477759925588479
55,lane9:B3:s6->s5,pp_message,backward,3,-1,6,9,105,89,6,5,-1,p2p,4712346,4712346,0,,,14465080716,14469793062,rank105:B3,0,1785477744808590481,1785477759273671197,1785477759278383543
55,rank89:B3,compute,backward,3,89,5,9,89,89,5,5,7,cooldown,689349754,0,0,1.7854777604820772e+18,1.785477761171427e+18,14469793062,15159142816,lane9:B3:s6->s5,57435510,1785477744808590481,1785477759278383543,1785477759967733297
55,lane9:B0:s2->s1,pp_message,backward,0,-1,2,9,41,25,2,1,-1,p2p,4712346,4712346,0,,,14530961396,14535673742,rank41:B0,0,1785477744808590481,1785477759339551877,1785477759344264223
55,rank25:B0,compute,backward,0,25,1,9,25,25,1,1,4,cooldown,723085077,0,0,1.7854777606384192e+18,1.7854777613615043e+18,14535673742,15258758819,lane9:B0:s2->s1,13036744955,1785477744808590481,1785477759344264223,1785477760067349300
55,lane9:B1:s3->s2,pp_message,backward,1,-1,3,9,57,41,3,2,-1,p2p,4712346,4712346,0,,,14801602456,14806314802,rank57:B1,0,1785477744808590481,1785477759610192937,1785477759614905283
55,rank41:B1,compute,backward,1,41,2,9,41,41,2,2,5,cooldown,759368744,0,0,1.7854777609076145e+18,1.7854777616669832e+18,14806314802,15565683546,lane9:B1:s3->s2,275353406,1785477744808590481,1785477759614905283,1785477760374274027
55,lane9:B2:s4->s3,pp_message,backward,2,-1,4,9,73,57,4,3,-1,p2p,4712346,4712346,0,,,15116997998,15121710344,rank73:B2,0,1785477744808590481,1785477759925588479,1785477759930300825
55,rank57:B2,compute,backward,2,57,3,9,57,57,3,3,6,cooldown,693147490,0,0,1.7854777612220035e+18,1.7854777619151508e+18,15121710344,15814857834,lane9:B2:s4->s3,320107888,1785477744808590481,1785477759930300825,1785477760623448315
55,lane9:B3:s5->s4,pp_message,backward,3,-1,5,9,89,73,5,4,-1,p2p,4712346,4712346,0,,,15159142816,15163855162,rank89:B3,0,1785477744808590481,1785477759967733297,1785477759972445643
55,rank73:B3,compute,backward,3,73,4,9,73,73,4,4,7,cooldown,699446892,0,0,1.7854777612687665e+18,1.7854777619682132e+18,15163855162,15863302054,lane9:B3:s5->s4,46857164,1785477744808590481,1785477759972445643,1785477760671892535
55,lane9:B0:s1->s0,pp_message,backward,0,-1,1,9,25,9,1,0,-1,p2p,4712346,4712346,0,,,15258758819,15263471165,rank25:B0,0,1785477744808590481,1785477760067349300,1785477760072061646
55,rank9:B0,compute,backward,0,9,0,9,9,9,0,0,4,cooldown,409061867,0,0,1.7854777614614587e+18,1.7854777618705206e+18,15263471165,15672533032,lane9:B0:s1->s0,14594388617,1785477744808590481,1785477760072061646,1785477760481123513
55,lane9:B1:s2->s1,pp_message,backward,1,-1,2,9,41,25,2,1,-1,p2p,4712346,4712346,0,,,15565683546,15570395892,rank41:B1,0,1785477744808590481,1785477760374274027,1785477760378986373
55,rank25:B1,compute,backward,1,25,1,9,25,25,1,1,5,cooldown,725982618,0,0,1.7854777617658207e+18,1.7854777624918034e+18,15570395892,16296378510,lane9:B1:s2->s1,311637073,1785477744808590481,1785477760378986373,1785477761104968991
55,lane9:B2:s3->s2,pp_message,backward,2,-1,3,9,57,41,3,2,-1,p2p,4712346,4712346,0,,,15814857834,15819570180,rank57:B2,0,1785477744808590481,1785477760623448315,1785477760628160661
55,rank41:B2,compute,backward,2,41,2,9,41,41,2,2,6,cooldown,709343747,0,0,1.7854777620137567e+18,1.7854777627231004e+18,15819570180,16528913927,lane9:B2:s3->s2,253886634,1785477744808590481,1785477760628160661,1785477761337504408
55,lane9:B3:s4->s3,pp_message,backward,3,-1,4,9,73,57,4,3,-1,p2p,4712346,4712346,0,,,15863302054,15868014400,rank73:B3,0,1785477744808590481,1785477760671892535,1785477760676604881
55,rank57:B3,compute,backward,3,57,3,9,57,57,3,3,7,cooldown,692285588,0,0,1.7854777620662764e+18,1.7854777627585618e+18,15868014400,16560299988,lane9:B3:s4->s3,53156566,1785477744808590481,1785477760676604881,1785477761368890469
55,lane9:B1:s1->s0,pp_message,backward,1,-1,1,9,25,9,1,0,-1,p2p,4712346,4712346,0,,,16296378510,16301090856,rank25:B1,0,1785477744808590481,1785477761104968991,1785477761109681337
55,rank9:B1,compute,backward,1,9,0,9,9,9,0,0,5,cooldown,415421906,0,0,1.7854777625905674e+18,1.785477763005989e+18,16301090856,16716512762,lane9:B1:s1->s0,628557824,1785477744808590481,1785477761109681337,1785477761525103243
55,lane9:B2:s2->s1,pp_message,backward,2,-1,2,9,41,25,2,1,-1,p2p,4712346,4712346,0,,,16528913927,16533626273,rank41:B2,0,1785477744808590481,1785477761337504408,1785477761342216754
55,rank25:B2,compute,backward,2,25,1,9,25,25,1,1,6,cooldown,724784918,0,0,1.7854777628204767e+18,1.7854777635452616e+18,16533626273,17258411191,lane9:B2:s2->s1,237247763,1785477744808590481,1785477761342216754,1785477762067001672
55,lane9:B3:s3->s2,pp_message,backward,3,-1,3,9,57,41,3,2,-1,p2p,4712346,4712346,0,,,16560299988,16565012334,rank57:B3,0,1785477744808590481,1785477761368890469,1785477761373602815
55,rank41:B3,compute,backward,3,41,2,9,41,41,2,2,7,cooldown,706355801,0,0,1.7854777628566356e+18,1.7854777635629914e+18,16565012334,17271368135,lane9:B3:s3->s2,36098407,1785477744808590481,1785477761373602815,1785477762079958616
55,lane9:B2:s1->s0,pp_message,backward,2,-1,1,9,25,9,1,0,-1,p2p,4712346,4712346,0,,,17258411191,17263123537,rank25:B2,0,1785477744808590481,1785477762067001672,1785477762071714018
55,rank9:B2,compute,backward,2,9,0,9,9,9,0,0,6,cooldown,408173792,0,0,1.7854777636448614e+18,1.785477764053035e+18,17263123537,17671297329,lane9:B2:s1->s0,546610775,1785477744808590481,1785477762071714018,1785477762479887810
55,lane9:B3:s2->s1,pp_message,backward,3,-1,2,9,41,25,2,1,-1,p2p,4712346,4712346,0,,,17271368135,17276080481,rank41:B3,0,1785477744808590481,1785477762079958616,1785477762084670962
55,rank25:B3,compute,backward,3,25,1,9,25,25,1,1,7,cooldown,731179955,0,0,1.7854777636602977e+18,1.7854777643914778e+18,17276080481,18007260436,lane9:B3:s2->s1,17669290,1785477744808590481,1785477762084670962,1785477762815850917
55,lane9:B3:s1->s0,pp_message,backward,3,-1,1,9,25,9,1,0,-1,p2p,4712346,4712346,0,,,18007260436,18011972782,rank25:B3,0,1785477744808590481,1785477762815850917,1785477762820563263
55,rank9:B3,compute,backward,3,9,0,9,9,9,0,0,7,cooldown,406679142,0,0,1.7854777644872924e+18,1.7854777648939715e+18,18011972782,18418651924,lane9:B3:s1->s0,340675453,1785477744808590481,1785477762820563263,1785477763227242405
55,rank10:F0,compute,forward,0,10,0,10,10,10,0,0,0,warmup,160249201,0,0,1.7854777448092483e+18,1.7854777449694973e+18,0,160249201,,0,1785477744809248162,1785477744809248162,1785477744969497363
55,lane10:F0:s0->s1,pp_message,forward,0,-1,0,10,10,26,0,1,-1,p2p,4712346,4712346,0,,,160249201,164961547,rank10:F0,0,1785477744809248162,1785477744969497363,1785477744974209709
55,rank10:F1,compute,forward,1,10,0,10,10,10,0,0,1,warmup,157700099,0,0,1.7854777449753124e+18,1.7854777451330125e+18,164961547,322661646,lane10:F0:s0->s1,4712346,1785477744809248162,1785477744974209709,1785477745131909808
55,rank26:F0,compute,forward,0,26,1,10,26,26,1,1,0,warmup,323014327,0,0,1.7854777449753034e+18,1.7854777452983176e+18,164961547,487975874,lane10:F0:s0->s1,164961547,1785477744809248162,1785477744974209709,1785477745297224036
