iteration,node_id,source_model,kind,category,rank,pp_stage,pp_lane,microbatch,predicted_start_ns,predicted_end_ns,duration_ns,network_service_ns,software_completion_ns,group_key,dependency
55,rank80:F3,pipeline,compute,forward,80,5,0,3,1785477747431741059,1785477747743906315,312165256,0,0,,lane0:F2:s5->s6
55,rank96:F2,pipeline,compute,forward,96,6,0,2,1785477747431741059,1785477747747544603,315803544,0,0,,lane0:F2:s5->s6
55,lane0:F1:s7->s8,pipeline,pp_message,forward,-1,7,0,1,1785477747569819341,1785477747574531687,4712346,4712346,0,,rank112:F1
55,lane0:F0:s8->s9,pipeline,pp_message,forward,-1,8,0,0,1785477747570714434,1785477747575426780,4712346,4712346,0,,rank128:F0
55,rank128:F1,pipeline,compute,forward,128,8,0,1,1785477747575426780,1785477747886219994,310793214,0,0,,lane0:F0:s8->s9
55,rank144:F0,pipeline,compute,forward,144,9,0,0,1785477747575426780,1785477747895762001,320335221,0,0,,lane0:F0:s8->s9
55,lane0:F3:s5->s6,pipeline,pp_message,forward,-1,5,0,3,1785477747743906315,1785477747748618661,4712346,4712346,0,,rank80:F3
55,lane0:F2:s6->s7,pipeline,pp_message,forward,-1,6,0,2,1785477747747544603,1785477747752256949,4712346,4712346,0,,rank96:F2
55,rank112:F2,pipeline,compute,forward,112,7,0,2,1785477747752256949,1785477748063250508,310993559,0,0,,lane0:F2:s6->s7
55,rank96:F3,pipeline,compute,forward,96,6,0,3,1785477747752256949,1785477748067842987,315586038,0,0,,lane0:F2:s6->s7
55,lane0:F1:s8->s9,pipeline,pp_message,forward,-1,8,0,1,1785477747886219994,1785477747890932340,4712346,4712346,0,,rank128:F1
55,lane0:F0:s9->s10,pipeline,pp_message,forward,-1,9,0,0,1785477747895762001,1785477747900474347,4712346,4712346,0,,rank144:F0
55,rank144:F1,pipeline,compute,forward,144,9,0,1,1785477747900474347,1785477748218991254,318516907,0,0,,lane0:F0:s9->s10
55,rank160:F0,pipeline,compute,forward,160,10,0,0,1785477747900474347,1785477748221098010,320623663,0,0,,lane0:F0:s9->s10
55,lane0:F2:s7->s8,pipeline,pp_message,forward,-1,7,0,2,1785477748063250508,1785477748067962854,4712346,4712346,0,,rank112:F2
55,lane0:F3:s6->s7,pipeline,pp_message,forward,-1,6,0,3,1785477748067842987,1785477748072555333,4712346,4712346,0,,rank96:F3
55,rank128:F2,pipeline,compute,forward,128,8,0,2,1785477748067962854,1785477748379040638,311077784,0,0,,lane0:F2:s7->s8
55,rank112:F3,pipeline,compute,forward,112,7,0,3,1785477748072555333,1785477748413179074,340623741,0,0,,lane0:F3:s6->s7
55,lane0:F1:s9->s10,pipeline,pp_message,forward,-1,9,0,1,1785477748218991254,1785477748223703600,4712346,4712346,0,,rank144:F1
55,lane0:F0:s10->s11,pipeline,pp_message,forward,-1,10,0,0,1785477748221098010,1785477748225810356,4712346,4712346,0,,rank160:F0
55,rank160:F1,pipeline,compute,forward,160,10,0,1,1785477748225810356,1785477748550984663,325174307,0,0,,lane0:F0:s10->s11
55,rank176:F0,pipeline,compute,forward,176,11,0,0,1785477748225810356,1785477748537389177,311578821,0,0,,lane0:F0:s10->s11
55,lane0:F2:s8->s9,pipeline,pp_message,forward,-1,8,0,2,1785477748379040638,1785477748383752984,4712346,4712346,0,,rank128:F2
55,rank144:F2,pipeline,compute,forward,144,9,0,2,1785477748383752984,1785477748702044381,318291397,0,0,,lane0:F2:s8->s9
55,lane0:F3:s7->s8,pipeline,pp_message,forward,-1,7,0,3,1785477748413179074,1785477748417891420,4712346,4712346,0,,rank112:F3
55,rank128:F3,pipeline,compute,forward,128,8,0,3,1785477748417891420,1785477748728886164,310994744,0,0,,lane0:F3:s7->s8
