scenario_id,omitted_source_stages,retained_source_stages,target_world_size,target_pp_size,target_lanes,predicted_profiler_step_ms,predicted_training_log_ms,predicted_mfu_pct,profiler_step_delta_vs_256_ms,profiler_step_delta_vs_256_pct,mfu_relative_delta_vs_256_pct,pp_front_predicted_ms_p50,first_rs_offset_ms,last_ag_offset_ms,compute_route_scale_min,compute_route_scale_p50,compute_route_scale_max,clamped_negative_dependency_lags,fallback_dependencies,dp_ag0_payload_service_scale,dp_ag1_payload_service_scale,dp_rs_payload_service_scale,edp_ag0_payload_service_scale,edp_ag1_payload_service_scale,edp_rs_payload_service_scale
omit_04_10,"4,10","0,1,2,3,5,6,7,8,9,11,12,13,14,15",224,14,16,21883.687177,23185.691752,3.2488279849417254,267.45134999999937,1.2372706892193275,-26.34194588286114,20214.6048555,9963.554543,21854.148377,1.1399062462989897,1.1509558707453764,1.1878236205775181,0,0,1.134743528142323,1.134743528142323,1.134743528142323,1.1568627450980393,1.1568627450980393,1.1568627450980393
omit_04_11,"4,11","0,1,2,3,5,6,7,8,9,10,12,13,14,15",224,14,16,21864.592362,23166.596937,3.251505795994768,248.35653499999898,1.1489351660837643,-26.281234034657807,20203.859309,9960.570695,21835.053562,1.1392767416057865,1.1498407643819377,1.1552488488768569,0,0,1.134743528142323,1.134743528142323,1.134743528142323,1.1568627450980393,1.1568627450980393,1.1568627450980393
omit_04_12,"4,12","0,1,2,3,5,6,7,8,9,10,11,13,14,15",224,14,16,21860.511006,23162.515581,3.252078728267306,244.2751790000002,1.130054191465124,-26.268244403771945,20201.5979095,9962.353788,21830.972206,1.139235190579028,1.1501977783055748,1.155690965647025,0,0,1.134743528142323,1.134743528142323,1.134743528142323,1.1568627450980393,1.1568627450980393,1.1568627450980393
omit_04_13,"4,13","0,1,2,3,5,6,7,8,9,10,11,12,14,15",224,14,16,21863.159235,23165.16381,3.2517069523856796,246.92340799999874,1.1423053022560747,-26.276673378200645,20197.3603325,9951.399377,21833.620435,1.1448252656099314,1.151280239047351,1.1802234871436075,0,0,1.134743528142323,1.134743528142323,1.134743528142323,1.1568627450980393,1.1568627450980393,1.1568627450980393
omit_04_14,"4,14","0,1,2,3,5,6,7,8,9,10,11,12,13,15",224,14,16,21834.053366,23136.057941,3.2557976992546527,217.81753899999967,1.007657118210803,-26.183927176908682,20187.86266,9942.128575,21804.51462,1.140472154490796,1.1510223503885002,1.1572372299633868,0,0,1.134743528142323,1.134743528142323,1.134743528142323,1.1568627450980393,1.1568627450980393,1.1568627450980393
omit_04_15,"4,15","0,1,2,3,5,6,7,8,9,10,11,12,13,14",224,14,16,22073.66951,23375.674085,3.2224236161158024,457.4336829999993,2.116157903998417,-26.940590820950593,20374.896555,10566.29218,22044.13071,1.1101439952286256,1.113649170421931,1.1239332759693998,0,0,1.1607310244897229,1.1607310244897229,1.1607310244897229,1.1132075471698113,1.1132075471698113,1.1132075471698113
omit_05_06,"5,6","0,1,2,3,4,7,8,9,10,11,12,13,14,15",224,14,16,21862.803066,23164.807641,3.251756948795384,246.56723899999997,1.1406576102025223,-26.27553984996561,20206.281246,9970.251764,21833.264266,1.143786934436778,1.151620206744537,1.183014559376266,0,0,1.134743528142323,1.134743528142323,1.134743528142323,1.1568627450980393,1.1568627450980393,1.1568627450980393
omit_05_07,"5,7","0,1,2,3,4,6,8,9,10,11,12,13,14,15",224,14,16,21859.783511,23161.788086,3.252180873706407,243.54768400000103,1.1266886887669747,-26.26592854269344,20204.6308815,9970.717636,21830.244711,1.1425851012702326,1.1509579909035144,1.1809867072757354,0,0,1.134743528142323,1.134743528142323,1.134743528142323,1.1568627450980393,1.1568627450980393,1.1568627450980393
omit_05_08,"5,8","0,1,2,3,4,6,7,9,10,11,12,13,14,15",224,14,16,21863.137068,23165.141643,3.2517100639828,246.90124099999957,1.1422027543371183,-26.27660283147113,20202.9546815,9965.886354,21833.598268,1.142759296471701,1.1522181818245454,1.182584239734854,0,0,1.134743528142323,1.134743528142323,1.134743528142323,1.1568627450980393,1.1568627450980393,1.1568627450980393
omit_05_09,"5,9","0,1,2,3,4,6,7,8,10,11,12,13,14,15",224,14,16,21864.130747,23166.135322,3.2515705864238647,247.89491999999882,1.146799664770315,-26.279765093564357,20205.9327025,9971.673193,21834.591947,1.1451166439047546,1.1525690044659447,1.1827878190945602,0,0,1.134743528142323,1.134743528142323,1.134743528142323,1.1568627450980393,1.1568627450980393,1.1568627450980393
omit_05_10,"5,10","0,1,2,3,4,6,7,8,9,11,12,13,14,15",224,14,16,21878.043623,23180.048198,3.249618964149927,261.80779600000096,1.211162748664063,-26.324012649832707,20210.9045535,9965.250926,21848.504823,1.1464355783749902,1.1516301015240127,1.1828824880800908,0,0,1.134743528142323,1.134743528142323,1.134743528142323,1.1568627450980393,1.1568627450980393,1.1568627450980393
omit_05_11,"5,11","0,1,2,3,4,6,7,8,9,10,12,13,14,15",224,14,16,21860.74226,23162.746835,3.2520462599154483,244.50643299999865,1.1311240076988582,-26.26898053250185,20201.286305,9961.79751,21831.20346,1.1419030117814508,1.1499251025591875,1.1803349429983483,0,0,1.134743528142323,1.134743528142323,1.134743528142323,1.1568627450980393,1.1568627450980393,1.1568627450980393
omit_05_12,"5,12","0,1,2,3,4,6,7,8,9,10,11,13,14,15",224,14,16,21856.457051,23158.461626,3.2526480139579426,240.2212240000008,1.1112999780468202,-26.255337448893645,20199.026849,9963.619342,21826.918251,1.1423446738390601,1.149741006855147,1.1800512947603243,0,0,1.134743528142323,1.134743528142323,1.134743528142323,1.1568627450980393,1.1568627450980393,1.1568627450980393
omit_05_13,"5,13","0,1,2,3,4,6,7,8,9,10,11,12,14,15",224,14,16,21859.243569,23161.248144,3.252256689527489,243.00774199999796,1.1241908348190055,-26.264209631788315,20194.9996455,9953.088766,21829.704769,1.14424959654317,1.150452698361593,1.223182074714395,0,0,1.134743528142323,1.134743528142323,1.134743528142323,1.1568627450980393,1.1568627450980393,1.1568627450980393
omit_05_14,"5,14","0,1,2,3,4,6,7,8,9,10,11,12,13,15",224,14,16,21830.18147,23132.186045,3.256342658994473,213.9456429999991,0.9897451374617505,-26.17157174467485,20186.603003,9946.232528,21800.642724,1.1476695624038071,1.1511076850244462,1.1814156580490198,0,0,1.134743528142323,1.134743528142323,1.134743528142323,1.1568627450980393,1.1568627450980393,1.1568627450980393
omit_05_15,"5,15","0,1,2,3,4,6,7,8,9,10,11,12,13,14",224,14,16,22078.91786,23380.922435,3.221700273953718,462.68203300000096,2.140437570643461,-26.956990573835927,20377.9965415,10570.17832,22049.37906,1.1109732286974863,1.1138285985470489,1.1493399910800683,0,0,1.1607310244897229,1.1607310244897229,1.1607310244897229,1.1132075471698113,1.1132075471698113,1.1132075471698113
omit_06_07,"6,7","0,1,2,3,4,5,8,9,10,11,12,13,14,15",224,14,16,21862.611719,23164.616294,3.2517838093282316,246.37589200000002,1.1397724098302975,-26.274930862788924,20206.7437545,9970.286917,21833.072919,1.1396169912284577,1.150775009580505,1.1591439775379393,0,0,1.134743528142323,1.134743528142323,1.134743528142323,1.1568627450980393,1.1568627450980393,1.1568627450980393
omit_06_08,"6,8","0,1,2,3,4,5,7,9,10,11,12,13,14,15",224,14,16,21865.681657,23167.686232,3.251352917154361,249.44583000000057,1.1539744106993322,-26.284700133186956,20205.3983475,9965.444139,21836.142857,1.1411044910598607,1.151508952425428,1.156006205851889,0,0,1.134743528142323,1.134743528142323,1.134743528142323,1.1568627450980393,1.1568627450980393,1.1568627450980393
omit_06_09,"6,9","0,1,2,3,4,5,7,8,10,11,12,13,14,15",224,14,16,21866.67638,23168.680955,3.2512133237293375,250.44055300000036,1.1585761508355885,-26.28786502221847,20208.276842,9971.230096,21837.13758,1.1412940384361356,1.153140087935658,1.1560410060483215,0,0,1.134743528142323,1.134743528142323,1.134743528142323,1.1568627450980393,1.1568627450980393,1.1568627450980393
omit_06_10,"6,10","0,1,2,3,4,5,7,8,9,11,12,13,14,15",224,14,16,21880.00701,23182.011585,3.2493437395601292,263.77118300000075,1.2202456760327163,-26.33025259476782,20212.99352,9964.896185,21850.46821,1.139528163038239,1.1509862478425545,1.183676879710057,0,0,1.134743528142323,1.134743528142323,1.134743528142323,1.1568627450980393,1.1568627450980393,1.1568627450980393
omit_06_11,"6,11","0,1,2,3,4,5,7,8,9,10,12,13,14,15",224,14,16,21862.8792,23164.883775,3.251746261529868,246.64337299999897,1.141009817684946,-26.275782153708814,20203.4371315,9961.357496,21833.3404,1.1390100777783194,1.1502135679068402,1.1545587776132542,0,0,1.134743528142323,1.134743528142323,1.134743528142323,1.1568627450980393,1.1568627450980393,1.1568627450980393
omit_06_12,"6,12","0,1,2,3,4,5,7,8,9,10,11,13,14,15",224,14,16,21858.990504,23160.995079,3.252292224802909,242.7546770000008,1.1230201175765453,-26.263403969176412,20201.17696,9963.178179,21829.451704,1.1387459413208751,1.1502834880160882,1.1535740206600835,0,0,1.134743528142323,1.134743528142323,1.134743528142323,1.1568627450980393,1.1568627450980393,1.1568627450980393
omit_06_13,"6,13","0,1,2,3,4,5,7,8,9,10,11,12,14,15",224,14,16,21861.633795,23163.63837,3.2519210933498157,245.39796800000113,1.1352483844272454,-26.27181833299722,20196.9328515,9952.648629,21832.094995,1.1446360716998676,1.1511664797066317,1.1826732399861635,0,0,1.134743528142323,1.134743528142323,1.134743528142323,1.1568627450980393,1.1568627450980393,1.1568627450980393
omit_06_14,"6,14","0,1,2,3,4,5,7,8,9,10,11,12,13,15",224,14,16,21833.238724,23135.243299,3.255912342939832,217.00289699999848,1.0038884602144638,-26.181327953186695,20188.2228755,9944.44407,21803.699978,1.1400164111685633,1.1509910744319718,1.1567057482940952,0,0,1.134743528142323,1.134743528142323,1.134743528142323,1.1568627450980393,1.1568627450980393,1.1568627450980393
omit_06_15,"6,15","0,1,2,3,4,5,7,8,9,10,11,12,13,14",224,14,16,22073.194559,23375.199134,3.2224890912080197,456.95873199999915,2.113960708317353,-26.93910635704292,20376.473121,10568.429708,22043.655759,1.1101209098021383,1.1137990707644516,1.1226715515647612,0,0,1.1607310244897229,1.1607310244897229,1.1607310244897229,1.1132075471698113,1.1132075471698113,1.1132075471698113
omit_07_08,"7,8","0,1,2,3,4,5,6,9,10,11,12,13,14,15",224,14,16,21860.975436,23162.980011,3.2520135223687965,244.7396090000002,1.1322027153974012,-26.269722764468007,20202.0451475,9965.925859,21831.436636,1.1394979234292386,1.150227253037233,1.157868139318338,0,0,1.134743528142323,1.134743528142323,1.134743528142323,1.1568627450980393,1.1568627450980393,1.1568627450980393
omit_07_09,"7,9","0,1,2,3,4,5,6,8,10,11,12,13,14,15",224,14,16,21861.966054,23163.970629,3.251874448494844,245.730227,1.1367854651783027,-26.27287587413751,20205.4171035,9971.717665,21832.427254,1.1397676542109882,1.1515843053734411,1.160077279466389,0,0,1.134743528142323,1.134743528142323,1.134743528142323,1.1568627450980393,1.1568627450980393,1.1568627450980393
omit_07_10,"7,10","0,1,2,3,4,5,6,8,9,11,12,13,14,15",224,14,16,21877.142113,23179.146688,3.2497453520636754,260.9062860000013,1.2069922260660837,-26.32114715869751,20211.5234685,9965.380216,21847.603313,1.1381376508909506,1.1491338847347845,1.1822876519084349,0,0,1.134743528142323,1.134743528142323,1.134743528142323,1.1568627450980393,1.1568627450980393,1.1568627450980393
omit_07_11,"7,11","0,1,2,3,4,5,6,8,9,10,12,13,14,15",224,14,16,21859.793641,23161.798216,3.2521794513387676,243.55781399999978,1.1267355516901834,-26.265960790886645,20201.563104,9961.842625,21830.254841,1.1373247069906254,1.1488648467868625,1.1567363276203564,0,0,1.134743528142323,1.134743528142323,1.134743528142323,1.1568627450980393,1.1568627450980393,1.1568627450980393
omit_07_12,"7,12","0,1,2,3,4,5,6,8,9,10,11,13,14,15",224,14,16,21855.521332,23157.525907,3.252779442702067,239.28550499999983,1.1069711994033504,-26.252357671080805,20199.3012335,9963.66072,21825.982532,1.1373704653249854,1.1486315366397,1.157395597641449,0,0,1.134743528142323,1.134743528142323,1.134743528142323,1.1568627450980393,1.1568627450980393,1.1568627450980393
omit_07_13,"7,13","0,1,2,3,4,5,6,8,9,10,11,12,14,15",224,14,16,21858.335869,23160.340444,3.252384151962863,242.1000419999982,1.119991676338028,-26.261319778891757,20195.047425,9952.786292,21828.797069,1.143303472737976,1.1496687201774205,1.1783883699866922,0,0,1.134743528142323,1.134743528142323,1.134743528142323,1.1568627450980393,1.1568627450980393,1.1568627450980393
omit_07_14,"7,14","0,1,2,3,4,5,6,8,9,10,11,12,13,15",224,14,16,21827.238219,23129.242794,3.2567570363207343,211.0023919999985,0.9761292099545127,-26.162176902084187,20183.0279445,9941.295285,21797.699292,1.138608653168193,1.149739138825577,1.1572112599734574,0,0,1.134743528142323,1.134743528142323,1.134743528142323,1.1568627450980393,1.1568627450980393,1.1568627450980393
omit_07_15,"7,15","0,1,2,3,4,5,6,8,9,10,11,12,13,14",224,14,16,22066.723451,23368.728026,3.2233814408008095,450.48762400000123,2.0840243768867284,-26.918874835121244,20371.820023,10564.944528,22037.184651,1.108514975463546,1.1118394940012848,1.1247690017400853,0,0,1.1607310244897229,1.1607310244897229,1.1607310244897229,1.1132075471698113,1.1132075471698113,1.1132075471698113
omit_08_09,"8,9","0,1,2,3,4,5,6,7,10,11,12,13,14,15",224,14,16,21868.010406,23170.014981,3.2510261333840145,251.7745790000008,1.164747558340018,-26.292109037798827,20208.3131515,9966.863622,21838.471606,1.1412132977330844,1.1519590854942643,1.1584317471958216,0,0,1.134743528142323,1.134743528142323,1.134743528142323,1.1568627450980393,1.1568627450980393,1.1568627450980393
omit_08_10,"8,10","0,1,2,3,4,5,6,7,9,11,12,13,14,15",224,14,16,21879.321223,23181.325798,3.2494398668357882,263.0853959999986,1.217073120896428,-26.328073178650545,20210.6132415,9960.23989,21849.782423,1.1395345326688546,1.1498864041468968,1.182370272421069,0,0,1.134743528142323,1.134743528142323,1.134743528142323,1.1568627450980393,1.1568627450980393,1.1568627450980393
omit_08_11,"8,11","0,1,2,3,4,5,6,7,9,10,12,13,14,15",224,14,16,21857.866976,23159.871551,3.2524499994853255,241.63114900000073,1.1178225058878555,-26.259826871173807,20197.9505985,9957.016724,21828.328176,1.1389843935962414,1.1491322294455797,1.1544783182548444,0,0,1.134743528142323,1.134743528142323,1.134743528142323,1.1568627450980393,1.1568627450980393,1.1568627450980393
omit_08_12,"8,12","0,1,2,3,4,5,6,7,9,10,11,13,14,15",224,14,16,21860.319052,23162.323627,3.252105679342262,244.0832249999985,1.1291661830184374,-26.26763336380713,20199.0528275,9958.832457,21830.780252,1.138823636111886,1.1493697335341935,1.153434266085368,0,0,1.134743528142323,1.134743528142323,1.134743528142323,1.1568627450980393,1.1568627450980393,1.1568627450980393
omit_08_13,"8,13","0,1,2,3,4,5,6,7,9,10,11,12,14,15",224,14,16,21862.96438,23164.968955,3.2517343045206837,246.72855300000083,1.141403873341451,-26.276053245325127,20194.088753,9948.107416,21833.42558,1.1435869712694553,1.1501414310994935,1.1798451299630526,0,0,1.134743528142323,1.134743528142323,1.134743528142323,1.1568627450980393,1.1568627450980393,1.1568627450980393
omit_08_14,"8,14","0,1,2,3,4,5,6,7,9,10,11,12,13,15",224,14,16,21839.574102,23141.578677,3.2550209847608893,223.33827499999825,1.0331968839877081,-26.201536997582597,20188.284709,9938.961471,21810.035356,1.1399967873967323,1.1502977114238175,1.156565874936672,0,0,1.134743528142323,1.134743528142323,1.134743528142323,1.1568627450980393,1.1568627450980393,1.1568627450980393
omit_08_15,"8,15","0,1,2,3,4,5,6,7,9,10,11,12,13,14",224,14,16,22073.570052,23375.574627,3.222437326829362,457.3342249999987,2.1156977961387824,-26.94027996901074,20373.623872,10562.40688,22044.031252,1.10978181302807,1.1134094640632761,1.118174766978833,0,0,1.1607310244897229,1.1607310244897229,1.1607310244897229,1.1132075471698113,1.1132075471698113,1.1132075471698113
omit_09_10,"9,10","0,1,2,3,4,5,6,7,8,11,12,13,14,15",224,14,16,21879.883032,23181.887607,3.2493611172277705,263.6472050000011,1.2196721349176265,-26.329858604938416,20213.097875,9965.989641,21850.344232,1.1398291825080809,1.1517330496218,1.1849413654246854,0,0,1.134743528142323,1.134743528142323,1.134743528142323,1.1568627450980393,1.1568627450980393,1.1568627450980393
omit_09_11,"9,11","0,1,2,3,4,5,6,7,8,10,12,13,14,15",224,14,16,21858.857108,23160.861683,3.2523109565228063,242.62128099999973,1.1224030073587077,-26.262979280013333,20200.3266835,9962.774303,21829.318308,1.1390532714849253,1.1508539930207622,1.1541266107135644,0,0,1.134743528142323,1.134743528142323,1.134743528142323,1.1568627450980393,1.1568627450980393,1.1568627450980393
omit_09_12,"9,12","0,1,2,3,4,5,6,7,8,10,11,13,14,15",224,14,16,21861.306491,23163.311066,3.251967043895422,245.07066399999894,1.1337342262610406,-26.270776533372654,20202.210829,9964.596082,21831.767691,1.139099169019524,1.1510248168018196,1.1528451366841683,0,0,1.134743528142323,1.134743528142323,1.134743528142323,1.1568627450980393,1.1568627450980393,1.1568627450980393
omit_09_13,"9,13","0,1,2,3,4,5,6,7,8,10,11,12,14,15",224,14,16,21863.955597,23165.960172,3.251595170450772,247.7197699999997,1.1459893941875965,-26.279207719769015,20197.013099,9953.532325,21834.416797,1.145535805135911,1.151966972090424,1.1800652349321537,0,0,1.134743528142323,1.134743528142323,1.134743528142323,1.1568627450980393,1.1568627450980393,1.1568627450980393
omit_09_14,"9,14","0,1,2,3,4,5,6,7,8,10,11,12,13,15",224,14,16,21837.661775,23139.66635,3.255289988834699,221.42594800000006,1.0243501679576772,-26.195438085384648,20190.1005785,9943.731548,21808.123029,1.1403322163001344,1.151522360334509,1.1576896928367348,0,0,1.134743528142323,1.134743528142323,1.134743528142323,1.1568627450980393,1.1568627450980393,1.1568627450980393
omit_09_15,"9,15","0,1,2,3,4,5,6,7,8,10,11,12,13,14",224,14,16,22074.236461,23376.241036,3.222345461707283,458.000634,2.118780705694978,-26.94236275276074,20376.134494,10568.252716,22044.697661,1.1100221048111933,1.11453305532209,1.1201887527093524,0,0,1.1607310244897229,1.1607310244897229,1.1607310244897229,1.1132075471698113,1.1132075471698113,1.1132075471698113
omit_10_11,"10,11","0,1,2,3,4,5,6,7,8,9,12,13,14,15",224,14,16,21879.229907,23181.234482,3.249452667096754,262.9940800000004,1.21665067916914,-26.327782968667346,20209.006034,9956.284037,21849.691107,1.1374253093698299,1.1487085829050951,1.1815906643063607,0,0,1.134743528142323,1.134743528142323,1.134743528142323,1.1568627450980393,1.1568627450980393,1.1568627450980393
omit_10_12,"10,12","0,1,2,3,4,5,6,7,8,9,11,13,14,15",224,14,16,21873.409906,23175.414481,3.250268696419011,257.17407900000035,1.189726467911556,-26.30928179462595,20206.302689,9957.928229,21843.871106,1.1373875676175382,1.1487019999215335,1.1819227356262805,0,0,1.134743528142323,1.134743528142323,1.134743528142323,1.1568627450980393,1.1568627450980393,1.1568627450980393
omit_10_13,"10,13","0,1,2,3,4,5,6,7,8,9,11,12,14,15",224,14,16,21870.994261,23172.998836,3.2506075172760234,254.7584339999994,1.1785513261369562,-26.301599982865675,20198.6049775,9946.996967,21841.455461,1.1465157906807273,1.1496938310802274,1.1840035263283584,0,0,1.134743528142323,1.134743528142323,1.134743528142323,1.1568627450980393,1.1568627450980393,1.1568627450980393
omit_10_14,"10,14","0,1,2,3,4,5,6,7,8,9,11,12,13,15",224,14,16,21841.243597,23143.248172,3.254786175834391,225.00777000000016,1.0409202221921987,-26.20686063081137,20189.4946585,9938.758982,21811.704851,1.1385939030948296,1.1494478204575804,1.1876902892130017,0,0,1.134743528142323,1.134743528142323,1.134743528142323,1.1568627450980393,1.1568627450980393,1.1568627450980393
omit_10_15,"10,15","0,1,2,3,4,5,6,7,8,9,11,12,13,14",224,14,16,22079.74734,23381.751915,3.2215859824347186,463.5115130000013,2.14427487148825,-26.959581813178424,20376.5380845,10562.374026,22050.20854,1.1083827930580727,1.112407741395565,1.15039968900308,0,0,1.1607310244897229,1.1607310244897229,1.1607310244897229,1.1132075471698113,1.1132075471698113,1.1132075471698113
omit_11_12,"11,12","0,1,2,3,4,5,6,7,8,9,10,13,14,15",224,14,16,21856.76673,23158.771305,3.252604519561326,240.53090299999894,1.112732600277977,-26.256323562235018,20196.458339,9954.762576,21827.22793,1.1366590835175718,1.1478585302379143,1.1504973011545099,0,0,1.134743528142323,1.134743528142323,1.134743528142323,1.1568627450980393,1.1568627450980393,1.1568627450980393
omit_11_13,"11,13","0,1,2,3,4,5,6,7,8,9,10,12,14,15",224,14,16,21859.603157,23161.607732,3.2522061976751098,243.36733000000095,1.125854343687438,-26.265354392795125,20192.3267545,9943.968932,21830.064357,1.1428940457236498,1.1490899863422004,1.1776374879891687,0,0,1.134743528142323,1.134743528142323,1.134743528142323,1.1568627450980393,1.1568627450980393,1.1568627450980393
omit_11_14,"11,14","0,1,2,3,4,5,6,7,8,9,10,12,13,15",224,14,16,21826.257271,23128.261846,3.2568951664285013,210.02144399999816,0.9715911950667566,-26.159045189663498,20180.5197395,9935.57742,21796.718525,1.137895722124673,1.1488154197535252,1.1544511456054023,0,0,1.134743528142323,1.134743528142323,1.134743528142323,1.1568627450980393,1.1568627450980393,1.1568627450980393
omit_11_15,"11,15","0,1,2,3,4,5,6,7,8,9,10,12,13,14",224,14,16,22064.320089,23366.324664,3.223712984275349,448.0842620000003,2.072906058141344,-26.911358017578724,20367.167369,10558.135079,22034.781289,1.10783260912209,1.1114691788638635,1.1195575635254105,0,0,1.1607310244897229,1.1607310244897229,1.1607310244897229,1.1132075471698113,1.1132075471698113,1.1132075471698113
omit_12_13,"12,13","0,1,2,3,4,5,6,7,8,9,10,11,14,15",224,14,16,21856.279443,23158.284018,3.252672959515568,240.04361599999902,1.1104783363816262,-26.254771878404203,20188.314858,9941.848801,21826.740643,1.1432195019961715,1.1490841557789322,1.1774439013109963,0,0,1.134743528142323,1.134743528142323,1.134743528142323,1.1568627450980393,1.1568627450980393,1.1568627450980393
omit_12_14,"12,14","0,1,2,3,4,5,6,7,8,9,10,11,13,15",224,14,16,21826.870022,23128.874597,3.2568088818251697,210.63419499999873,0.9744258745405743,-26.1610014508171,20181.247346,9936.408116,21797.331276,1.1378984946480182,1.1486969392190778,1.1545365442622157,0,0,1.134743528142323,1.134743528142323,1.134743528142323,1.1568627450980393,1.1568627450980393,1.1568627450980393
omit_12_15,"12,15","0,1,2,3,4,5,6,7,8,9,10,11,13,14",224,14,16,22066.254068,23368.258643,3.2234461867655786,450.01824099999794,2.0818529396218866,-26.91740690213158,20368.5188375,10559.556988,22036.715268,1.1077283110828842,1.111569331137091,1.1180045879949088,0,0,1.1607310244897229,1.1607310244897229,1.1607310244897229,1.1132075471698113,1.1132075471698113,1.1132075471698113
omit_13_14,"13,14","0,1,2,3,4,5,6,7,8,9,10,11,12,15",224,14,16,21799.075512,23101.080087,3.260727374237346,182.839684999999,0.8458442370045782,-26.07216063576272,20156.301252,9918.16391,21769.536766,1.142885243643701,1.1504042480907692,1.1787552540706379,0,0,1.134743528142323,1.134743528142323,1.134743528142323,1.1568627450980393,1.1568627450980393,1.1568627450980393
omit_13_15,"13,15","0,1,2,3,4,5,6,7,8,9,10,11,12,14",224,14,16,22078.481413,23380.485988,3.2217604139106117,462.2455860000009,2.1384185003321843,-26.955627069144395,20365.23801,10546.40025,22048.942613,1.1105355622120248,1.1129859038534222,1.1462352648288776,0,0,1.1607310244897229,1.1607310244897229,1.1607310244897229,1.1132075471698113,1.1132075471698113,1.1132075471698113
omit_14_15,"14,15","0,1,2,3,4,5,6,7,8,9,10,11,12,13",224,14,16,22169.304585,23471.30916,3.2092936827955847,553.0687580000013,2.558580330203397,-27.23827519929799,20413.094665,10529.16395,22139.765839,1.1089523896355633,1.1129539227551501,1.119634065800084,0,0,1.1607310244897229,1.1607310244897229,1.1607310244897229,1.1132075471698113,1.1132075471698113,1.1132075471698113
