line_number,evidence_kind,field,value_literal,source_line_sha256,excerpt,deployment_revision_independently_verified,source_path,source_sha256
97,runtime_config_dump,tensor_model_parallel_size,1,15ec8ec8d981a0e64ce6d15e116bb5d2749e6ad0b56e5fc77ff547a21a77ac6f,tensor_model_parallel_size = 1,False,/home/zjb/gbs64/framework_256_gbs_64/2026-07-31-13_40/worker33008/2026-07-31_1340/tp1_pp16_dp_mbs2_numbs_gbs64_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.8.log,20961abebb4b8cb082a393cfacacc0540e374d9e423045a7a072235029ffcb38
97,runtime_config_dump,pipeline_model_parallel_size,16,15ec8ec8d981a0e64ce6d15e116bb5d2749e6ad0b56e5fc77ff547a21a77ac6f,pipeline_model_parallel_size = 16,False,/home/zjb/gbs64/framework_256_gbs_64/2026-07-31-13_40/worker33008/2026-07-31_1340/tp1_pp16_dp_mbs2_numbs_gbs64_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.8.log,20961abebb4b8cb082a393cfacacc0540e374d9e423045a7a072235029ffcb38
97,runtime_config_dump,virtual_pipeline_model_parallel_size,None,15ec8ec8d981a0e64ce6d15e116bb5d2749e6ad0b56e5fc77ff547a21a77ac6f,virtual_pipeline_model_parallel_size = None,False,/home/zjb/gbs64/framework_256_gbs_64/2026-07-31-13_40/worker33008/2026-07-31_1340/tp1_pp16_dp_mbs2_numbs_gbs64_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.8.log,20961abebb4b8cb082a393cfacacc0540e374d9e423045a7a072235029ffcb38
97,runtime_config_dump,sequence_parallel,False,15ec8ec8d981a0e64ce6d15e116bb5d2749e6ad0b56e5fc77ff547a21a77ac6f,sequence_parallel = False,False,/home/zjb/gbs64/framework_256_gbs_64/2026-07-31-13_40/worker33008/2026-07-31_1340/tp1_pp16_dp_mbs2_numbs_gbs64_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.8.log,20961abebb4b8cb082a393cfacacc0540e374d9e423045a7a072235029ffcb38
97,runtime_config_dump,context_parallel_size,2,15ec8ec8d981a0e64ce6d15e116bb5d2749e6ad0b56e5fc77ff547a21a77ac6f,context_parallel_size = 2,False,/home/zjb/gbs64/framework_256_gbs_64/2026-07-31-13_40/worker33008/2026-07-31_1340/tp1_pp16_dp_mbs2_numbs_gbs64_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.8.log,20961abebb4b8cb082a393cfacacc0540e374d9e423045a7a072235029ffcb38
97,runtime_config_dump,expert_model_parallel_size,8,15ec8ec8d981a0e64ce6d15e116bb5d2749e6ad0b56e5fc77ff547a21a77ac6f,expert_model_parallel_size = 8,False,/home/zjb/gbs64/framework_256_gbs_64/2026-07-31-13_40/worker33008/2026-07-31_1340/tp1_pp16_dp_mbs2_numbs_gbs64_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.8.log,20961abebb4b8cb082a393cfacacc0540e374d9e423045a7a072235029ffcb38
97,runtime_config_dump,fp16,False,15ec8ec8d981a0e64ce6d15e116bb5d2749e6ad0b56e5fc77ff547a21a77ac6f,fp16 = False,False,/home/zjb/gbs64/framework_256_gbs_64/2026-07-31-13_40/worker33008/2026-07-31_1340/tp1_pp16_dp_mbs2_numbs_gbs64_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.8.log,20961abebb4b8cb082a393cfacacc0540e374d9e423045a7a072235029ffcb38
97,runtime_config_dump,bf16,True,15ec8ec8d981a0e64ce6d15e116bb5d2749e6ad0b56e5fc77ff547a21a77ac6f,bf16 = True,False,/home/zjb/gbs64/framework_256_gbs_64/2026-07-31-13_40/worker33008/2026-07-31_1340/tp1_pp16_dp_mbs2_numbs_gbs64_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.8.log,20961abebb4b8cb082a393cfacacc0540e374d9e423045a7a072235029ffcb38
97,runtime_config_dump,params_dtype,torch.bfloat16,15ec8ec8d981a0e64ce6d15e116bb5d2749e6ad0b56e5fc77ff547a21a77ac6f,params_dtype = torch.bfloat16,False,/home/zjb/gbs64/framework_256_gbs_64/2026-07-31-13_40/worker33008/2026-07-31_1340/tp1_pp16_dp_mbs2_numbs_gbs64_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.8.log,20961abebb4b8cb082a393cfacacc0540e374d9e423045a7a072235029ffcb38
97,runtime_config_dump,gradient_accumulation_fusion,True,15ec8ec8d981a0e64ce6d15e116bb5d2749e6ad0b56e5fc77ff547a21a77ac6f,gradient_accumulation_fusion = True,False,/home/zjb/gbs64/framework_256_gbs_64/2026-07-31-13_40/worker33008/2026-07-31_1340/tp1_pp16_dp_mbs2_numbs_gbs64_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.8.log,20961abebb4b8cb082a393cfacacc0540e374d9e423045a7a072235029ffcb38
97,runtime_config_dump,overlap_moe_expert_parallel_comm,False,15ec8ec8d981a0e64ce6d15e116bb5d2749e6ad0b56e5fc77ff547a21a77ac6f,overlap_moe_expert_parallel_comm = False,False,/home/zjb/gbs64/framework_256_gbs_64/2026-07-31-13_40/worker33008/2026-07-31_1340/tp1_pp16_dp_mbs2_numbs_gbs64_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.8.log,20961abebb4b8cb082a393cfacacc0540e374d9e423045a7a072235029ffcb38
97,runtime_config_dump,overlap_p2p_comm,False,15ec8ec8d981a0e64ce6d15e116bb5d2749e6ad0b56e5fc77ff547a21a77ac6f,overlap_p2p_comm = False,False,/home/zjb/gbs64/framework_256_gbs_64/2026-07-31-13_40/worker33008/2026-07-31_1340/tp1_pp16_dp_mbs2_numbs_gbs64_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.8.log,20961abebb4b8cb082a393cfacacc0540e374d9e423045a7a072235029ffcb38
97,runtime_config_dump,batch_p2p_comm,True,15ec8ec8d981a0e64ce6d15e116bb5d2749e6ad0b56e5fc77ff547a21a77ac6f,batch_p2p_comm = True,False,/home/zjb/gbs64/framework_256_gbs_64/2026-07-31-13_40/worker33008/2026-07-31_1340/tp1_pp16_dp_mbs2_numbs_gbs64_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.8.log,20961abebb4b8cb082a393cfacacc0540e374d9e423045a7a072235029ffcb38
97,runtime_config_dump,batch_p2p_sync,True,15ec8ec8d981a0e64ce6d15e116bb5d2749e6ad0b56e5fc77ff547a21a77ac6f,batch_p2p_sync = True,False,/home/zjb/gbs64/framework_256_gbs_64/2026-07-31-13_40/worker33008/2026-07-31_1340/tp1_pp16_dp_mbs2_numbs_gbs64_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.8.log,20961abebb4b8cb082a393cfacacc0540e374d9e423045a7a072235029ffcb38
97,runtime_config_dump,num_layers,60,15ec8ec8d981a0e64ce6d15e116bb5d2749e6ad0b56e5fc77ff547a21a77ac6f,num_layers = 60,False,/home/zjb/gbs64/framework_256_gbs_64/2026-07-31-13_40/worker33008/2026-07-31_1340/tp1_pp16_dp_mbs2_numbs_gbs64_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.8.log,20961abebb4b8cb082a393cfacacc0540e374d9e423045a7a072235029ffcb38
97,runtime_config_dump,mtp_num_layers,None,15ec8ec8d981a0e64ce6d15e116bb5d2749e6ad0b56e5fc77ff547a21a77ac6f,mtp_num_layers = None,False,/home/zjb/gbs64/framework_256_gbs_64/2026-07-31-13_40/worker33008/2026-07-31_1340/tp1_pp16_dp_mbs2_numbs_gbs64_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.8.log,20961abebb4b8cb082a393cfacacc0540e374d9e423045a7a072235029ffcb38
97,runtime_config_dump,hidden_size,5120,15ec8ec8d981a0e64ce6d15e116bb5d2749e6ad0b56e5fc77ff547a21a77ac6f,hidden_size = 5120,False,/home/zjb/gbs64/framework_256_gbs_64/2026-07-31-13_40/worker33008/2026-07-31_1340/tp1_pp16_dp_mbs2_numbs_gbs64_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.8.log,20961abebb4b8cb082a393cfacacc0540e374d9e423045a7a072235029ffcb38
97,runtime_config_dump,num_attention_heads,128,15ec8ec8d981a0e64ce6d15e116bb5d2749e6ad0b56e5fc77ff547a21a77ac6f,num_attention_heads = 128,False,/home/zjb/gbs64/framework_256_gbs_64/2026-07-31-13_40/worker33008/2026-07-31_1340/tp1_pp16_dp_mbs2_numbs_gbs64_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.8.log,20961abebb4b8cb082a393cfacacc0540e374d9e423045a7a072235029ffcb38
97,runtime_config_dump,ffn_hidden_size,12288,15ec8ec8d981a0e64ce6d15e116bb5d2749e6ad0b56e5fc77ff547a21a77ac6f,ffn_hidden_size = 12288,False,/home/zjb/gbs64/framework_256_gbs_64/2026-07-31-13_40/worker33008/2026-07-31_1340/tp1_pp16_dp_mbs2_numbs_gbs64_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.8.log,20961abebb4b8cb082a393cfacacc0540e374d9e423045a7a072235029ffcb38
97,runtime_config_dump,moe_deepep_num_sms,20,15ec8ec8d981a0e64ce6d15e116bb5d2749e6ad0b56e5fc77ff547a21a77ac6f,moe_deepep_num_sms = 20,False,/home/zjb/gbs64/framework_256_gbs_64/2026-07-31-13_40/worker33008/2026-07-31_1340/tp1_pp16_dp_mbs2_numbs_gbs64_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.8.log,20961abebb4b8cb082a393cfacacc0540e374d9e423045a7a072235029ffcb38
97,runtime_config_dump,bias_dropout_fusion,False,15ec8ec8d981a0e64ce6d15e116bb5d2749e6ad0b56e5fc77ff547a21a77ac6f,bias_dropout_fusion = False,False,/home/zjb/gbs64/framework_256_gbs_64/2026-07-31-13_40/worker33008/2026-07-31_1340/tp1_pp16_dp_mbs2_numbs_gbs64_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.8.log,20961abebb4b8cb082a393cfacacc0540e374d9e423045a7a072235029ffcb38
97,runtime_config_dump,recompute_granularity,'full',15ec8ec8d981a0e64ce6d15e116bb5d2749e6ad0b56e5fc77ff547a21a77ac6f,recompute_granularity = 'full',False,/home/zjb/gbs64/framework_256_gbs_64/2026-07-31-13_40/worker33008/2026-07-31_1340/tp1_pp16_dp_mbs2_numbs_gbs64_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.8.log,20961abebb4b8cb082a393cfacacc0540e374d9e423045a7a072235029ffcb38
97,runtime_config_dump,recompute_method,'block',15ec8ec8d981a0e64ce6d15e116bb5d2749e6ad0b56e5fc77ff547a21a77ac6f,recompute_method = 'block',False,/home/zjb/gbs64/framework_256_gbs_64/2026-07-31-13_40/worker33008/2026-07-31_1340/tp1_pp16_dp_mbs2_numbs_gbs64_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.8.log,20961abebb4b8cb082a393cfacacc0540e374d9e423045a7a072235029ffcb38
97,runtime_config_dump,recompute_num_layers,4,15ec8ec8d981a0e64ce6d15e116bb5d2749e6ad0b56e5fc77ff547a21a77ac6f,recompute_num_layers = 4,False,/home/zjb/gbs64/framework_256_gbs_64/2026-07-31-13_40/worker33008/2026-07-31_1340/tp1_pp16_dp_mbs2_numbs_gbs64_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.8.log,20961abebb4b8cb082a393cfacacc0540e374d9e423045a7a072235029ffcb38
97,runtime_config_dump,fp8,None,15ec8ec8d981a0e64ce6d15e116bb5d2749e6ad0b56e5fc77ff547a21a77ac6f,fp8 = None,False,/home/zjb/gbs64/framework_256_gbs_64/2026-07-31-13_40/worker33008/2026-07-31_1340/tp1_pp16_dp_mbs2_numbs_gbs64_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.8.log,20961abebb4b8cb082a393cfacacc0540e374d9e423045a7a072235029ffcb38
97,runtime_config_dump,moe_shared_expert_intermediate_size,3072,15ec8ec8d981a0e64ce6d15e116bb5d2749e6ad0b56e5fc77ff547a21a77ac6f,moe_shared_expert_intermediate_size = 3072,False,/home/zjb/gbs64/framework_256_gbs_64/2026-07-31-13_40/worker33008/2026-07-31_1340/tp1_pp16_dp_mbs2_numbs_gbs64_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.8.log,20961abebb4b8cb082a393cfacacc0540e374d9e423045a7a072235029ffcb38
97,runtime_config_dump,moe_shared_expert_overlap,False,15ec8ec8d981a0e64ce6d15e116bb5d2749e6ad0b56e5fc77ff547a21a77ac6f,moe_shared_expert_overlap = False,False,/home/zjb/gbs64/framework_256_gbs_64/2026-07-31-13_40/worker33008/2026-07-31_1340/tp1_pp16_dp_mbs2_numbs_gbs64_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.8.log,20961abebb4b8cb082a393cfacacc0540e374d9e423045a7a072235029ffcb38
97,runtime_config_dump,moe_ffn_hidden_size,1536,15ec8ec8d981a0e64ce6d15e116bb5d2749e6ad0b56e5fc77ff547a21a77ac6f,moe_ffn_hidden_size = 1536,False,/home/zjb/gbs64/framework_256_gbs_64/2026-07-31-13_40/worker33008/2026-07-31_1340/tp1_pp16_dp_mbs2_numbs_gbs64_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.8.log,20961abebb4b8cb082a393cfacacc0540e374d9e423045a7a072235029ffcb38
97,runtime_config_dump,moe_router_load_balancing_type,'aux_loss',15ec8ec8d981a0e64ce6d15e116bb5d2749e6ad0b56e5fc77ff547a21a77ac6f,moe_router_load_balancing_type = 'aux_loss',False,/home/zjb/gbs64/framework_256_gbs_64/2026-07-31-13_40/worker33008/2026-07-31_1340/tp1_pp16_dp_mbs2_numbs_gbs64_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.8.log,20961abebb4b8cb082a393cfacacc0540e374d9e423045a7a072235029ffcb38
97,runtime_config_dump,moe_router_topk,6,15ec8ec8d981a0e64ce6d15e116bb5d2749e6ad0b56e5fc77ff547a21a77ac6f,moe_router_topk = 6,False,/home/zjb/gbs64/framework_256_gbs_64/2026-07-31-13_40/worker33008/2026-07-31_1340/tp1_pp16_dp_mbs2_numbs_gbs64_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.8.log,20961abebb4b8cb082a393cfacacc0540e374d9e423045a7a072235029ffcb38
97,runtime_config_dump,moe_router_score_function,'softmax',15ec8ec8d981a0e64ce6d15e116bb5d2749e6ad0b56e5fc77ff547a21a77ac6f,moe_router_score_function = 'softmax',False,/home/zjb/gbs64/framework_256_gbs_64/2026-07-31-13_40/worker33008/2026-07-31_1340/tp1_pp16_dp_mbs2_numbs_gbs64_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.8.log,20961abebb4b8cb082a393cfacacc0540e374d9e423045a7a072235029ffcb38
97,runtime_config_dump,moe_router_dtype,'fp32',15ec8ec8d981a0e64ce6d15e116bb5d2749e6ad0b56e5fc77ff547a21a77ac6f,moe_router_dtype = 'fp32',False,/home/zjb/gbs64/framework_256_gbs_64/2026-07-31-13_40/worker33008/2026-07-31_1340/tp1_pp16_dp_mbs2_numbs_gbs64_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.8.log,20961abebb4b8cb082a393cfacacc0540e374d9e423045a7a072235029ffcb38
97,runtime_config_dump,moe_router_force_load_balancing,False,15ec8ec8d981a0e64ce6d15e116bb5d2749e6ad0b56e5fc77ff547a21a77ac6f,moe_router_force_load_balancing = False,False,/home/zjb/gbs64/framework_256_gbs_64/2026-07-31-13_40/worker33008/2026-07-31_1340/tp1_pp16_dp_mbs2_numbs_gbs64_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.8.log,20961abebb4b8cb082a393cfacacc0540e374d9e423045a7a072235029ffcb38
97,runtime_config_dump,moe_grouped_gemm,True,15ec8ec8d981a0e64ce6d15e116bb5d2749e6ad0b56e5fc77ff547a21a77ac6f,moe_grouped_gemm = True,False,/home/zjb/gbs64/framework_256_gbs_64/2026-07-31-13_40/worker33008/2026-07-31_1340/tp1_pp16_dp_mbs2_numbs_gbs64_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.8.log,20961abebb4b8cb082a393cfacacc0540e374d9e423045a7a072235029ffcb38
97,runtime_config_dump,moe_token_dispatcher_type,'flex',15ec8ec8d981a0e64ce6d15e116bb5d2749e6ad0b56e5fc77ff547a21a77ac6f,moe_token_dispatcher_type = 'flex',False,/home/zjb/gbs64/framework_256_gbs_64/2026-07-31-13_40/worker33008/2026-07-31_1340/tp1_pp16_dp_mbs2_numbs_gbs64_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.8.log,20961abebb4b8cb082a393cfacacc0540e374d9e423045a7a072235029ffcb38
97,runtime_config_dump,moe_enable_deepep,True,15ec8ec8d981a0e64ce6d15e116bb5d2749e6ad0b56e5fc77ff547a21a77ac6f,moe_enable_deepep = True,False,/home/zjb/gbs64/framework_256_gbs_64/2026-07-31-13_40/worker33008/2026-07-31_1340/tp1_pp16_dp_mbs2_numbs_gbs64_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.8.log,20961abebb4b8cb082a393cfacacc0540e374d9e423045a7a072235029ffcb38
97,runtime_config_dump,moe_expert_capacity_factor,2.0,15ec8ec8d981a0e64ce6d15e116bb5d2749e6ad0b56e5fc77ff547a21a77ac6f,moe_expert_capacity_factor = 2.0,False,/home/zjb/gbs64/framework_256_gbs_64/2026-07-31-13_40/worker33008/2026-07-31_1340/tp1_pp16_dp_mbs2_numbs_gbs64_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.8.log,20961abebb4b8cb082a393cfacacc0540e374d9e423045a7a072235029ffcb38
97,runtime_config_dump,moe_pad_expert_input_to_capacity,False,15ec8ec8d981a0e64ce6d15e116bb5d2749e6ad0b56e5fc77ff547a21a77ac6f,moe_pad_expert_input_to_capacity = False,False,/home/zjb/gbs64/framework_256_gbs_64/2026-07-31-13_40/worker33008/2026-07-31_1340/tp1_pp16_dp_mbs2_numbs_gbs64_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.8.log,20961abebb4b8cb082a393cfacacc0540e374d9e423045a7a072235029ffcb38
97,runtime_config_dump,moe_token_drop_policy,'probs',15ec8ec8d981a0e64ce6d15e116bb5d2749e6ad0b56e5fc77ff547a21a77ac6f,moe_token_drop_policy = 'probs',False,/home/zjb/gbs64/framework_256_gbs_64/2026-07-31-13_40/worker33008/2026-07-31_1340/tp1_pp16_dp_mbs2_numbs_gbs64_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.8.log,20961abebb4b8cb082a393cfacacc0540e374d9e423045a7a072235029ffcb38
97,runtime_config_dump,moe_permute_fusion,True,15ec8ec8d981a0e64ce6d15e116bb5d2749e6ad0b56e5fc77ff547a21a77ac6f,moe_permute_fusion = True,False,/home/zjb/gbs64/framework_256_gbs_64/2026-07-31-13_40/worker33008/2026-07-31_1340/tp1_pp16_dp_mbs2_numbs_gbs64_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.8.log,20961abebb4b8cb082a393cfacacc0540e374d9e423045a7a072235029ffcb38
97,runtime_config_dump,moe_router_fusion,False,15ec8ec8d981a0e64ce6d15e116bb5d2749e6ad0b56e5fc77ff547a21a77ac6f,moe_router_fusion = False,False,/home/zjb/gbs64/framework_256_gbs_64/2026-07-31-13_40/worker33008/2026-07-31_1340/tp1_pp16_dp_mbs2_numbs_gbs64_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.8.log,20961abebb4b8cb082a393cfacacc0540e374d9e423045a7a072235029ffcb38
97,runtime_config_dump,cp_comm_type,'a2a',15ec8ec8d981a0e64ce6d15e116bb5d2749e6ad0b56e5fc77ff547a21a77ac6f,cp_comm_type = 'a2a',False,/home/zjb/gbs64/framework_256_gbs_64/2026-07-31-13_40/worker33008/2026-07-31_1340/tp1_pp16_dp_mbs2_numbs_gbs64_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.8.log,20961abebb4b8cb082a393cfacacc0540e374d9e423045a7a072235029ffcb38
97,runtime_config_dump,transformer_impl,'transformer_engine',15ec8ec8d981a0e64ce6d15e116bb5d2749e6ad0b56e5fc77ff547a21a77ac6f,transformer_impl = 'transformer_engine',False,/home/zjb/gbs64/framework_256_gbs_64/2026-07-31-13_40/worker33008/2026-07-31_1340/tp1_pp16_dp_mbs2_numbs_gbs64_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.8.log,20961abebb4b8cb082a393cfacacc0540e374d9e423045a7a072235029ffcb38
97,runtime_config_dump,q_lora_rank,1536,15ec8ec8d981a0e64ce6d15e116bb5d2749e6ad0b56e5fc77ff547a21a77ac6f,q_lora_rank = 1536,False,/home/zjb/gbs64/framework_256_gbs_64/2026-07-31-13_40/worker33008/2026-07-31_1340/tp1_pp16_dp_mbs2_numbs_gbs64_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.8.log,20961abebb4b8cb082a393cfacacc0540e374d9e423045a7a072235029ffcb38
97,runtime_config_dump,kv_lora_rank,512,15ec8ec8d981a0e64ce6d15e116bb5d2749e6ad0b56e5fc77ff547a21a77ac6f,kv_lora_rank = 512,False,/home/zjb/gbs64/framework_256_gbs_64/2026-07-31-13_40/worker33008/2026-07-31_1340/tp1_pp16_dp_mbs2_numbs_gbs64_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.8.log,20961abebb4b8cb082a393cfacacc0540e374d9e423045a7a072235029ffcb38
97,runtime_config_dump,qk_head_dim,128,15ec8ec8d981a0e64ce6d15e116bb5d2749e6ad0b56e5fc77ff547a21a77ac6f,qk_head_dim = 128,False,/home/zjb/gbs64/framework_256_gbs_64/2026-07-31-13_40/worker33008/2026-07-31_1340/tp1_pp16_dp_mbs2_numbs_gbs64_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.8.log,20961abebb4b8cb082a393cfacacc0540e374d9e423045a7a072235029ffcb38
97,runtime_config_dump,qk_pos_emb_head_dim,64,15ec8ec8d981a0e64ce6d15e116bb5d2749e6ad0b56e5fc77ff547a21a77ac6f,qk_pos_emb_head_dim = 64,False,/home/zjb/gbs64/framework_256_gbs_64/2026-07-31-13_40/worker33008/2026-07-31_1340/tp1_pp16_dp_mbs2_numbs_gbs64_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.8.log,20961abebb4b8cb082a393cfacacc0540e374d9e423045a7a072235029ffcb38
97,runtime_config_dump,v_head_dim,128,15ec8ec8d981a0e64ce6d15e116bb5d2749e6ad0b56e5fc77ff547a21a77ac6f,v_head_dim = 128,False,/home/zjb/gbs64/framework_256_gbs_64/2026-07-31-13_40/worker33008/2026-07-31_1340/tp1_pp16_dp_mbs2_numbs_gbs64_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.8.log,20961abebb4b8cb082a393cfacacc0540e374d9e423045a7a072235029ffcb38
100,runtime_config_dump,tensor_model_parallel_size,1,fd9773405a5b3ee7bfe5888ee8f42e97b7cecacdfcfe041e9951083b7cc4fdfa,tensor_model_parallel_size = 1,False,/home/zjb/gbs64/framework_256_gbs_64/2026-07-31-13_40/worker33008/2026-07-31_1340/tp1_pp16_dp_mbs2_numbs_gbs64_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.8.log,20961abebb4b8cb082a393cfacacc0540e374d9e423045a7a072235029ffcb38
100,runtime_config_dump,pipeline_model_parallel_size,16,fd9773405a5b3ee7bfe5888ee8f42e97b7cecacdfcfe041e9951083b7cc4fdfa,pipeline_model_parallel_size = 16,False,/home/zjb/gbs64/framework_256_gbs_64/2026-07-31-13_40/worker33008/2026-07-31_1340/tp1_pp16_dp_mbs2_numbs_gbs64_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.8.log,20961abebb4b8cb082a393cfacacc0540e374d9e423045a7a072235029ffcb38
100,runtime_config_dump,virtual_pipeline_model_parallel_size,None,fd9773405a5b3ee7bfe5888ee8f42e97b7cecacdfcfe041e9951083b7cc4fdfa,virtual_pipeline_model_parallel_size = None,False,/home/zjb/gbs64/framework_256_gbs_64/2026-07-31-13_40/worker33008/2026-07-31_1340/tp1_pp16_dp_mbs2_numbs_gbs64_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.8.log,20961abebb4b8cb082a393cfacacc0540e374d9e423045a7a072235029ffcb38
100,runtime_config_dump,sequence_parallel,False,fd9773405a5b3ee7bfe5888ee8f42e97b7cecacdfcfe041e9951083b7cc4fdfa,sequence_parallel = False,False,/home/zjb/gbs64/framework_256_gbs_64/2026-07-31-13_40/worker33008/2026-07-31_1340/tp1_pp16_dp_mbs2_numbs_gbs64_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.8.log,20961abebb4b8cb082a393cfacacc0540e374d9e423045a7a072235029ffcb38
100,runtime_config_dump,context_parallel_size,2,fd9773405a5b3ee7bfe5888ee8f42e97b7cecacdfcfe041e9951083b7cc4fdfa,context_parallel_size = 2,False,/home/zjb/gbs64/framework_256_gbs_64/2026-07-31-13_40/worker33008/2026-07-31_1340/tp1_pp16_dp_mbs2_numbs_gbs64_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.8.log,20961abebb4b8cb082a393cfacacc0540e374d9e423045a7a072235029ffcb38
100,runtime_config_dump,expert_model_parallel_size,8,fd9773405a5b3ee7bfe5888ee8f42e97b7cecacdfcfe041e9951083b7cc4fdfa,expert_model_parallel_size = 8,False,/home/zjb/gbs64/framework_256_gbs_64/2026-07-31-13_40/worker33008/2026-07-31_1340/tp1_pp16_dp_mbs2_numbs_gbs64_gpus0_mtp1_forcelbfalse_pertensorfalse_NO_LOSS_REDUCE.RANK2.10.124.33.8.log,20961abebb4b8cb082a393cfacacc0540e374d9e423045a7a072235029ffcb38
