iteration,pp_stage,rank,behavior,kind,round,group_key,group_size,start_ns,end_ns,group_first_start_ns,group_ready_ns,group_end_ns,arrival_wait_ns,service_ns,completion_advance_ns,observed_ranks,payload_bytes
25,4,73,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1109,2,1785477119635688311,1785477119687840767,1785477119635688311,1785477119635693741,1785477119687848557,5430,52154816,7790,2,1887436800
25,4,66,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1111,2,1785477119635658594,1785477119691313209,1785477119635658594,1785477119635726338,1785477119691313209,67744,55586871,0,2,1887436800
25,4,74,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1111,2,1785477119635726338,1785477119691269089,1785477119635658594,1785477119635726338,1785477119691313209,0,55586871,44120,2,1887436800
25,4,67,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1113,2,1785477119635682579,1785477119689066766,1785477119635682579,1785477119635691324,1785477119689066766,8745,53375442,0,2,1887436800
25,4,75,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1113,2,1785477119635691324,1785477119688985678,1785477119635682579,1785477119635691324,1785477119689066766,0,53375442,81088,2,1887436800
25,4,68,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1115,2,1785477119635699527,1785477119697664172,1785477119635684260,1785477119635699527,1785477119697664172,0,61964645,0,2,1887436800
25,4,76,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1115,2,1785477119635684260,1785477119697585485,1785477119635684260,1785477119635699527,1785477119697664172,15267,61964645,78687,2,1887436800
25,4,69,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1117,2,1785477119635706345,1785477119688342258,1785477119635683602,1785477119635706345,1785477119688344498,0,52638153,2240,2,1887436800
25,4,77,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1117,2,1785477119635683602,1785477119688344498,1785477119635683602,1785477119635706345,1785477119688344498,22743,52638153,0,2,1887436800
25,4,70,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1119,2,1785477119635701201,1785477119689899427,1785477119635655552,1785477119635701201,1785477119689917608,0,54216407,18181,2,1887436800
25,4,78,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1119,2,1785477119635655552,1785477119689917608,1785477119635655552,1785477119635701201,1785477119689917608,45649,54216407,0,2,1887436800
25,4,71,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1121,2,1785477119635715242,1785477119689072567,1785477119635635301,1785477119635715242,1785477119689072567,0,53357325,0,2,1887436800
25,4,79,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1121,2,1785477119635635301,1785477119689017092,1785477119635635301,1785477119635715242,1785477119689072567,79941,53357325,55475,2,1887436800
25,4,64,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1107,2,1785477119792898541,1785477119845885329,1785477119792894038,1785477119792898541,1785477119845885329,0,52986788,0,2,1887436800
25,4,72,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1107,2,1785477119792894038,1785477119845876156,1785477119792894038,1785477119792898541,1785477119845885329,4503,52986788,9173,2,1887436800
25,4,65,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1109,2,1785477119792885625,1785477119845029401,1785477119792885625,1785477119792936048,1785477119845029401,50423,52093353,0,2,1887436800
25,4,73,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1109,2,1785477119792936048,1785477119844981423,1785477119792885625,1785477119792936048,1785477119845029401,0,52093353,47978,2,1887436800
25,4,66,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1111,2,1785477119792894021,1785477119843933387,1785477119792894021,1785477119792969820,1785477119843950845,75799,50981025,17458,2,1887436800
25,4,74,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1111,2,1785477119792969820,1785477119843950845,1785477119792894021,1785477119792969820,1785477119843950845,0,50981025,0,2,1887436800
25,4,67,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1113,2,1785477119792874899,1785477119844357045,1785477119792874899,1785477119792969768,1785477119844384110,94869,51414342,27065,2,1887436800
25,4,75,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1113,2,1785477119792969768,1785477119844384110,1785477119792874899,1785477119792969768,1785477119844384110,0,51414342,0,2,1887436800
25,4,68,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1115,2,1785477119792890795,1785477119854988280,1785477119792890795,1785477119792939560,1785477119854997505,48765,62057945,9225,2,1887436800
25,4,76,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1115,2,1785477119792939560,1785477119854997505,1785477119792890795,1785477119792939560,1785477119854997505,0,62057945,0,2,1887436800
25,4,69,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1117,2,1785477119792897164,1785477119843136081,1785477119792884764,1785477119792897164,1785477119843160805,0,50263641,24724,2,1887436800
25,4,77,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1117,2,1785477119792884764,1785477119843160805,1785477119792884764,1785477119792897164,1785477119843160805,12400,50263641,0,2,1887436800
25,4,70,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1119,2,1785477119792869231,1785477119843482252,1785477119792869231,1785477119792927238,1785477119843504532,58007,50577294,22280,2,1887436800
25,4,78,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1119,2,1785477119792927238,1785477119843504532,1785477119792869231,1785477119792927238,1785477119843504532,0,50577294,0,2,1887436800
25,4,71,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1121,2,1785477119792924935,1785477119844563219,1785477119792871602,1785477119792924935,1785477119844563219,0,51638284,0,2,1887436800
25,4,79,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1121,2,1785477119792871602,1785477119844494894,1785477119792871602,1785477119792924935,1785477119844563219,53333,51638284,68325,2,1887436800
25,4,64,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1107,2,1785477116781889633,1785477116998465566,1785477116781790666,1785477116781889633,1785477116998536797,0,216647164,71231,2,7549747200
25,4,72,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1107,2,1785477116781790666,1785477116998536797,1785477116781790666,1785477116781889633,1785477116998536797,98967,216647164,0,2,7549747200
25,4,65,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1109,2,1785477116781749492,1785477117003313815,1785477116781749492,1785477116782363361,1785477117003313815,613869,220950454,0,2,7549747200
25,4,73,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1109,2,1785477116782363361,1785477117003249917,1785477116781749492,1785477116782363361,1785477117003313815,0,220950454,63898,2,7549747200
25,4,66,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1111,2,1785477116781883947,1785477117002291550,1785477116781883947,1785477116782255767,1785477117002291550,371820,220035783,0,2,7549747200
25,4,74,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1111,2,1785477116782255767,1785477117002227223,1785477116781883947,1785477116782255767,1785477117002291550,0,220035783,64327,2,7549747200
25,4,67,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1113,2,1785477116782034012,1785477116995049400,1785477116781805449,1785477116782034012,1785477116995104101,0,213070089,54701,2,7549747200
25,4,75,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1113,2,1785477116781805449,1785477116995104101,1785477116781805449,1785477116782034012,1785477116995104101,228563,213070089,0,2,7549747200
25,4,68,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1115,2,1785477116781867148,1785477116994921605,1785477116781867148,1785477116782248255,1785477116994921605,381107,212673350,0,2,7549747200
25,4,76,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1115,2,1785477116782248255,1785477116994852833,1785477116781867148,1785477116782248255,1785477116994921605,0,212673350,68772,2,7549747200
25,4,69,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1117,2,1785477116781959380,1785477116996239065,1785477116781959380,1785477116782066626,1785477116996288108,107246,214221482,49043,2,7549747200
25,4,77,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1117,2,1785477116782066626,1785477116996288108,1785477116781959380,1785477116782066626,1785477116996288108,0,214221482,0,2,7549747200
25,4,70,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1119,2,1785477116781945817,1785477116990980563,1785477116781945817,1785477116782082850,1785477116990980563,137033,208897713,0,2,7549747200
25,4,78,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1119,2,1785477116782082850,1785477116990884065,1785477116781945817,1785477116782082850,1785477116990980563,0,208897713,96498,2,7549747200
25,4,71,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1121,2,1785477116781984357,1785477116995252358,1785477116781874628,1785477116781984357,1785477116995252358,0,213268001,0,2,7549747200
25,4,79,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1121,2,1785477116781874628,1785477116995154045,1785477116781874628,1785477116781984357,1785477116995252358,109729,213268001,98313,2,7549747200
25,5,80,dp_param_allgather,dp_ag0,0,dp_param_allgather:pg=11,16,1785477119627273853,1785477119635417774,1785477119627070062,1785477119627518900,1785477119635429789,245047,7910889,12015,16,98621440
25,5,81,dp_param_allgather,dp_ag0,0,dp_param_allgather:pg=11,16,1785477119627436165,1785477119635417777,1785477119627070062,1785477119627518900,1785477119635429789,82735,7910889,12012,16,98621440
25,5,82,dp_param_allgather,dp_ag0,0,dp_param_allgather:pg=11,16,1785477119627405183,1785477119635413016,1785477119627070062,1785477119627518900,1785477119635429789,113717,7910889,16773,16,98621440
25,5,83,dp_param_allgather,dp_ag0,0,dp_param_allgather:pg=11,16,1785477119627506835,1785477119635419278,1785477119627070062,1785477119627518900,1785477119635429789,12065,7910889,10511,16,98621440
25,5,84,dp_param_allgather,dp_ag0,0,dp_param_allgather:pg=11,16,1785477119627369640,1785477119635420371,1785477119627070062,1785477119627518900,1785477119635429789,149260,7910889,9418,16,98621440
25,5,85,dp_param_allgather,dp_ag0,0,dp_param_allgather:pg=11,16,1785477119627302552,1785477119635399876,1785477119627070062,1785477119627518900,1785477119635429789,216348,7910889,29913,16,98621440
25,5,86,dp_param_allgather,dp_ag0,0,dp_param_allgather:pg=11,16,1785477119627406425,1785477119635408265,1785477119627070062,1785477119627518900,1785477119635429789,112475,7910889,21524,16,98621440
25,5,87,dp_param_allgather,dp_ag0,0,dp_param_allgather:pg=11,16,1785477119627518900,1785477119635414883,1785477119627070062,1785477119627518900,1785477119635429789,0,7910889,14906,16,98621440
25,5,88,dp_param_allgather,dp_ag0,0,dp_param_allgather:pg=11,16,1785477119627298907,1785477119635429789,1785477119627070062,1785477119627518900,1785477119635429789,219993,7910889,0,16,98621440
25,5,89,dp_param_allgather,dp_ag0,0,dp_param_allgather:pg=11,16,1785477119627244656,1785477119635414125,1785477119627070062,1785477119627518900,1785477119635429789,274244,7910889,15664,16,98621440
25,5,90,dp_param_allgather,dp_ag0,0,dp_param_allgather:pg=11,16,1785477119627247617,1785477119635407265,1785477119627070062,1785477119627518900,1785477119635429789,271283,7910889,22524,16,98621440
25,5,91,dp_param_allgather,dp_ag0,0,dp_param_allgather:pg=11,16,1785477119627468055,1785477119635423109,1785477119627070062,1785477119627518900,1785477119635429789,50845,7910889,6680,16,98621440
25,5,92,dp_param_allgather,dp_ag0,0,dp_param_allgather:pg=11,16,1785477119627070062,1785477119635413672,1785477119627070062,1785477119627518900,1785477119635429789,448838,7910889,16117,16,98621440
25,5,93,dp_param_allgather,dp_ag0,0,dp_param_allgather:pg=11,16,1785477119627341066,1785477119635411110,1785477119627070062,1785477119627518900,1785477119635429789,177834,7910889,18679,16,98621440
25,5,94,dp_param_allgather,dp_ag0,0,dp_param_allgather:pg=11,16,1785477119627322464,1785477119635378045,1785477119627070062,1785477119627518900,1785477119635429789,196436,7910889,51744,16,98621440
25,5,95,dp_param_allgather,dp_ag0,0,dp_param_allgather:pg=11,16,1785477119627477583,1785477119635414951,1785477119627070062,1785477119627518900,1785477119635429789,41317,7910889,14838,16,98621440
25,5,80,dp_param_allgather,dp_ag1,1,dp_param_allgather:pg=11,16,1785477119775867470,1785477119788143571,1785477119775102555,1785477119780839784,1785477119788166612,4972314,7326828,23041,16,98621440
25,5,81,dp_param_allgather,dp_ag1,1,dp_param_allgather:pg=11,16,1785477119775421238,1785477119788077754,1785477119775102555,1785477119780839784,1785477119788166612,5418546,7326828,88858,16,98621440
25,5,82,dp_param_allgather,dp_ag1,1,dp_param_allgather:pg=11,16,1785477119777452909,1785477119788049860,1785477119775102555,1785477119780839784,1785477119788166612,3386875,7326828,116752,16,98621440
25,5,83,dp_param_allgather,dp_ag1,1,dp_param_allgather:pg=11,16,1785477119777540495,1785477119788105407,1785477119775102555,1785477119780839784,1785477119788166612,3299289,7326828,61205,16,98621440
25,5,84,dp_param_allgather,dp_ag1,1,dp_param_allgather:pg=11,16,1785477119775312111,1785477119788049047,1785477119775102555,1785477119780839784,1785477119788166612,5527673,7326828,117565,16,98621440
25,5,85,dp_param_allgather,dp_ag1,1,dp_param_allgather:pg=11,16,1785477119777421364,1785477119788127582,1785477119775102555,1785477119780839784,1785477119788166612,3418420,7326828,39030,16,98621440
25,5,86,dp_param_allgather,dp_ag1,1,dp_param_allgather:pg=11,16,1785477119777603806,1785477119788058794,1785477119775102555,1785477119780839784,1785477119788166612,3235978,7326828,107818,16,98621440
25,5,87,dp_param_allgather,dp_ag1,1,dp_param_allgather:pg=11,16,1785477119780147410,1785477119788050638,1785477119775102555,1785477119780839784,1785477119788166612,692374,7326828,115974,16,98621440
25,5,88,dp_param_allgather,dp_ag1,1,dp_param_allgather:pg=11,16,1785477119776601620,1785477119788136102,1785477119775102555,1785477119780839784,1785477119788166612,4238164,7326828,30510,16,98621440
25,5,89,dp_param_allgather,dp_ag1,1,dp_param_allgather:pg=11,16,1785477119775952754,1785477119788165398,1785477119775102555,1785477119780839784,1785477119788166612,4887030,7326828,1214,16,98621440
25,5,90,dp_param_allgather,dp_ag1,1,dp_param_allgather:pg=11,16,1785477119777263321,1785477119788166492,1785477119775102555,1785477119780839784,1785477119788166612,3576463,7326828,120,16,98621440
25,5,91,dp_param_allgather,dp_ag1,1,dp_param_allgather:pg=11,16,1785477119777335707,1785477119788134925,1785477119775102555,1785477119780839784,1785477119788166612,3504077,7326828,31687,16,98621440
25,5,92,dp_param_allgather,dp_ag1,1,dp_param_allgather:pg=11,16,1785477119775102555,1785477119788166612,1785477119775102555,1785477119780839784,1785477119788166612,5737229,7326828,0,16,98621440
25,5,93,dp_param_allgather,dp_ag1,1,dp_param_allgather:pg=11,16,1785477119778040136,1785477119788075141,1785477119775102555,1785477119780839784,1785477119788166612,2799648,7326828,91471,16,98621440
25,5,94,dp_param_allgather,dp_ag1,1,dp_param_allgather:pg=11,16,1785477119778214659,1785477119788161685,1785477119775102555,1785477119780839784,1785477119788166612,2625125,7326828,4927,16,98621440
25,5,95,dp_param_allgather,dp_ag1,1,dp_param_allgather:pg=11,16,1785477119780839784,1785477119788164431,1785477119775102555,1785477119780839784,1785477119788166612,0,7326828,2181,16,98621440
25,5,80,dp_grad_reduce_scatter,dp_rs,0,dp_grad_reduce_scatter:pg=11,16,1785477115871400703,1785477115959279442,1785477115870861270,1785477115943487894,1785477115959406327,72087191,15918433,126885,16,3155886080
25,5,81,dp_grad_reduce_scatter,dp_rs,0,dp_grad_reduce_scatter:pg=11,16,1785477115871411286,1785477115959231457,1785477115870861270,1785477115943487894,1785477115959406327,72076608,15918433,174870,16,3155886080
25,5,82,dp_grad_reduce_scatter,dp_rs,0,dp_grad_reduce_scatter:pg=11,16,1785477115871081045,1785477115959070059,1785477115870861270,1785477115943487894,1785477115959406327,72406849,15918433,336268,16,3155886080
25,5,83,dp_grad_reduce_scatter,dp_rs,0,dp_grad_reduce_scatter:pg=11,16,1785477115870922083,1785477115959282737,1785477115870861270,1785477115943487894,1785477115959406327,72565811,15918433,123590,16,3155886080
25,5,84,dp_grad_reduce_scatter,dp_rs,0,dp_grad_reduce_scatter:pg=11,16,1785477115870961064,1785477115959287929,1785477115870861270,1785477115943487894,1785477115959406327,72526830,15918433,118398,16,3155886080
25,5,85,dp_grad_reduce_scatter,dp_rs,0,dp_grad_reduce_scatter:pg=11,16,1785477115870861270,1785477115959235024,1785477115870861270,1785477115943487894,1785477115959406327,72626624,15918433,171303,16,3155886080
25,5,86,dp_grad_reduce_scatter,dp_rs,0,dp_grad_reduce_scatter:pg=11,16,1785477115872024466,1785477115959358319,1785477115870861270,1785477115943487894,1785477115959406327,71463428,15918433,48008,16,3155886080
25,5,87,dp_grad_reduce_scatter,dp_rs,0,dp_grad_reduce_scatter:pg=11,16,1785477115871692058,1785477115959406327,1785477115870861270,1785477115943487894,1785477115959406327,71795836,15918433,0,16,3155886080
25,5,88,dp_grad_reduce_scatter,dp_rs,0,dp_grad_reduce_scatter:pg=11,16,1785477115943268148,1785477115959274475,1785477115870861270,1785477115943487894,1785477115959406327,219746,15918433,131852,16,3155886080
25,5,89,dp_grad_reduce_scatter,dp_rs,0,dp_grad_reduce_scatter:pg=11,16,1785477115943487894,1785477115959301073,1785477115870861270,1785477115943487894,1785477115959406327,0,15918433,105254,16,3155886080
25,5,90,dp_grad_reduce_scatter,dp_rs,0,dp_grad_reduce_scatter:pg=11,16,1785477115943304754,1785477115959293930,1785477115870861270,1785477115943487894,1785477115959406327,183140,15918433,112397,16,3155886080
25,5,91,dp_grad_reduce_scatter,dp_rs,0,dp_grad_reduce_scatter:pg=11,16,1785477115943393776,1785477115959294602,1785477115870861270,1785477115943487894,1785477115959406327,94118,15918433,111725,16,3155886080
25,5,92,dp_grad_reduce_scatter,dp_rs,0,dp_grad_reduce_scatter:pg=11,16,1785477115942587744,1785477115959296418,1785477115870861270,1785477115943487894,1785477115959406327,900150,15918433,109909,16,3155886080
25,5,93,dp_grad_reduce_scatter,dp_rs,0,dp_grad_reduce_scatter:pg=11,16,1785477115942913681,1785477115959262049,1785477115870861270,1785477115943487894,1785477115959406327,574213,15918433,144278,16,3155886080
25,5,94,dp_grad_reduce_scatter,dp_rs,0,dp_grad_reduce_scatter:pg=11,16,1785477115943172454,1785477115959277175,1785477115870861270,1785477115943487894,1785477115959406327,315440,15918433,129152,16,3155886080
25,5,95,dp_grad_reduce_scatter,dp_rs,0,dp_grad_reduce_scatter:pg=11,16,1785477115943426359,1785477115959269133,1785477115870861270,1785477115943487894,1785477115959406327,61535,15918433,137194,16,3155886080
25,5,80,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1123,2,1785477119635435174,1785477119689040279,1785477119635435174,1785477119635441029,1785477119689040279,5855,53599250,0,2,1887436800
25,5,88,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1123,2,1785477119635441029,1785477119689015681,1785477119635435174,1785477119635441029,1785477119689040279,0,53599250,24598,2,1887436800
25,5,81,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1125,2,1785477119635482977,1785477119687522955,1785477119635425885,1785477119635482977,1785477119687588114,0,52105137,65159,2,1887436800
25,5,89,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1125,2,1785477119635425885,1785477119687588114,1785477119635425885,1785477119635482977,1785477119687588114,57092,52105137,0,2,1887436800
25,5,82,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1127,2,1785477119635429976,1785477119689246210,1785477119635418345,1785477119635429976,1785477119689285637,0,53855661,39427,2,1887436800
25,5,90,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1127,2,1785477119635418345,1785477119689285637,1785477119635418345,1785477119635429976,1785477119689285637,11631,53855661,0,2,1887436800
25,5,83,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1129,2,1785477119635430095,1785477119689688451,1785477119635430095,1785477119635447349,1785477119689718720,17254,54271371,30269,2,1887436800
25,5,91,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1129,2,1785477119635447349,1785477119689718720,1785477119635430095,1785477119635447349,1785477119689718720,0,54271371,0,2,1887436800
25,5,84,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1131,2,1785477119635443341,1785477119687417684,1785477119635424454,1785477119635443341,1785477119687459161,0,52015820,41477,2,1887436800
25,5,92,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1131,2,1785477119635424454,1785477119687459161,1785477119635424454,1785477119635443341,1785477119687459161,18887,52015820,0,2,1887436800
25,5,85,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1133,2,1785477119635410765,1785477119690054777,1785477119635410765,1785477119635423510,1785477119690054777,12745,54631267,0,2,1887436800
25,5,93,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1133,2,1785477119635423510,1785477119690032375,1785477119635410765,1785477119635423510,1785477119690054777,0,54631267,22402,2,1887436800
25,5,86,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1135,2,1785477119635435865,1785477119690227636,1785477119635389285,1785477119635435865,1785477119690227636,0,54791771,0,2,1887436800
25,5,94,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1135,2,1785477119635389285,1785477119690202869,1785477119635389285,1785477119635435865,1785477119690227636,46580,54791771,24767,2,1887436800
25,5,87,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1137,2,1785477119635480964,1785477119693017851,1785477119635440791,1785477119635480964,1785477119693059291,0,57578327,41440,2,1887436800
25,5,95,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1137,2,1785477119635440791,1785477119693059291,1785477119635440791,1785477119635480964,1785477119693059291,40173,57578327,0,2,1887436800
25,5,80,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1123,2,1785477119788154651,1785477119839355444,1785477119788148222,1785477119788154651,1785477119839397073,0,51242422,41629,2,1887436800
25,5,88,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1123,2,1785477119788148222,1785477119839397073,1785477119788148222,1785477119788154651,1785477119839397073,6429,51242422,0,2,1887436800
25,5,81,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1125,2,1785477119788093594,1785477119846022991,1785477119788093594,1785477119788176118,1785477119846137408,82524,57961290,114417,2,1887436800
25,5,89,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1125,2,1785477119788176118,1785477119846137408,1785477119788093594,1785477119788176118,1785477119846137408,0,57961290,0,2,1887436800
25,5,82,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1127,2,1785477119788061980,1785477119841947215,1785477119788061980,1785477119788222052,1785477119842020224,160072,53798172,73009,2,1887436800
25,5,90,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1127,2,1785477119788222052,1785477119842020224,1785477119788061980,1785477119788222052,1785477119842020224,0,53798172,0,2,1887436800
25,5,83,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1129,2,1785477119788118367,1785477119842088124,1785477119788118367,1785477119788200845,1785477119842088124,82478,53887279,0,2,1887436800
25,5,91,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1129,2,1785477119788200845,1785477119842073136,1785477119788118367,1785477119788200845,1785477119842088124,0,53887279,14988,2,1887436800
25,5,84,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1131,2,1785477119788060807,1785477119838436668,1785477119788060807,1785477119788177332,1785477119838436668,116525,50259336,0,2,1887436800
25,5,92,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1131,2,1785477119788177332,1785477119838413717,1785477119788060807,1785477119788177332,1785477119838436668,0,50259336,22951,2,1887436800
25,5,85,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1133,2,1785477119788163622,1785477119839826538,1785477119788086181,1785477119788163622,1785477119839893405,0,51729783,66867,2,1887436800
25,5,93,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1133,2,1785477119788086181,1785477119839893405,1785477119788086181,1785477119788163622,1785477119839893405,77441,51729783,0,2,1887436800
25,5,86,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1135,2,1785477119788072158,1785477119840628424,1785477119788072158,1785477119788174045,1785477119840637862,101887,52463817,9438,2,1887436800
25,5,94,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1135,2,1785477119788174045,1785477119840637862,1785477119788072158,1785477119788174045,1785477119840637862,0,52463817,0,2,1887436800
25,5,87,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1137,2,1785477119788076478,1785477119845558323,1785477119788076478,1785477119788174911,1785477119845558323,98433,57383412,0,2,1887436800
25,5,95,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1137,2,1785477119788174911,1785477119845533611,1785477119788076478,1785477119788174911,1785477119845558323,0,57383412,24712,2,1887436800
25,5,80,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1123,2,1785477115976608768,1785477116185787791,1785477115976608768,1785477115976866362,1785477116185787791,257594,208921429,0,2,7549747200
25,5,88,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1123,2,1785477115976866362,1785477116185769763,1785477115976608768,1785477115976866362,1785477116185787791,0,208921429,18028,2,7549747200
25,5,81,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1125,2,1785477115976705830,1785477116186388490,1785477115976705830,1785477115976880459,1785477116186430405,174629,209549946,41915,2,7549747200
25,5,89,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1125,2,1785477115976880459,1785477116186430405,1785477115976705830,1785477115976880459,1785477116186430405,0,209549946,0,2,7549747200
25,5,82,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1127,2,1785477115976625670,1785477116190072162,1785477115976625670,1785477115976868227,1785477116190185356,242557,213317129,113194,2,7549747200
25,5,90,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1127,2,1785477115976868227,1785477116190185356,1785477115976625670,1785477115976868227,1785477116190185356,0,213317129,0,2,7549747200
25,5,83,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1129,2,1785477115976945220,1785477116186162300,1785477115976880552,1785477115976945220,1785477116186181545,0,209236325,19245,2,7549747200
25,5,91,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1129,2,1785477115976880552,1785477116186181545,1785477115976880552,1785477115976945220,1785477116186181545,64668,209236325,0,2,7549747200
25,5,84,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1131,2,1785477115977008220,1785477116190623407,1785477115976950614,1785477115977008220,1785477116190647969,0,213639749,24562,2,7549747200
