iteration,rank,pp_stage,pp_lane,phase,microbatch,observed_start_ns,observed_end_ns,duration_ns
55,33,2,1,backward,1,1785477760805989813,1785477761514549868,708560055
55,33,2,1,backward,2,1785477761905377737,1785477762614166476,708788739
55,33,2,1,backward,3,1785477762727079048,1785477763429399931,702320883
55,49,3,1,forward,0,1785477745633602672,1785477745951004263,317401591
55,49,3,1,forward,1,1785477745972013590,1785477746286190857,314177267
55,49,3,1,forward,2,1785477746447465975,1785477746762718303,315252328
55,49,3,1,forward,3,1785477746775220366,1785477747109100778,333880412
55,49,3,1,backward,0,1785477758883616512,1785477759593243666,709627154
55,49,3,1,backward,1,1785477760003675034,1785477760707069074,703394040
55,49,3,1,backward,2,1785477761083900772,1785477761807721069,723820297
55,49,3,1,backward,3,1785477761910732505,1785477762628738548,718006043
55,65,4,1,forward,0,1785477745956429659,1785477746291783764,335354105
55,65,4,1,forward,1,1785477746302128914,1785477746619451361,317322447
55,65,4,1,forward,2,1785477746768130370,1785477747083778363,315647993
55,65,4,1,forward,3,1785477747114365312,1785477747427740764,313375452
55,65,4,1,backward,0,1785477758086035674,1785477758785001336,698965662
55,65,4,1,backward,1,1785477759205706843,1785477759903672153,697965310
55,65,4,1,backward,2,1785477760290690046,1785477760984306535,693616489
55,65,4,1,backward,3,1785477761088918896,1785477761783724642,694805746
55,81,5,1,forward,0,1785477746297349262,1785477746612452864,315103602
55,81,5,1,forward,1,1785477746624586457,1785477746937670039,313083582
55,81,5,1,forward,2,1785477747089262940,1785477747441542585,352279645
55,81,5,1,forward,3,1785477747451785783,1785477747764359675,312573892
55,81,5,1,backward,0,1785477757280078961,1785477757987289787,707210826
55,81,5,1,backward,1,1785477758402722123,1785477759106981992,704259869
55,81,5,1,backward,2,1785477759481312840,1785477760192357126,711044286
55,81,5,1,backward,3,1785477760295848004,1785477760981782014,685934010
55,97,6,1,forward,0,1785477746618547771,1785477746936167098,317619327
55,97,6,1,forward,1,1785477746946626219,1785477747263136249,316510030
55,97,6,1,forward,2,1785477747446811053,1785477747762912455,316101402
55,97,6,1,forward,3,1785477747773217678,1785477748088673791,315456113
55,97,6,1,backward,0,1785477756478191978,1785477757179753020,701561042
55,97,6,1,backward,1,1785477757583475979,1785477758303430631,719954652
55,97,6,1,backward,2,1785477758686599162,1785477759381765381,695166219
55,97,6,1,backward,3,1785477759486314133,1785477760175716787,689402654
55,113,7,1,forward,0,1785477746941712669,1785477747258424283,316711614
55,113,7,1,forward,1,1785477747268709000,1785477747581170877,312461877
55,113,7,1,forward,2,1785477747768200077,1785477748078851551,310651474
55,113,7,1,forward,3,1785477748093813391,1785477748434458008,340644617
55,113,7,1,backward,0,1785477755698416130,1785477756378384523,679968393
55,113,7,1,backward,1,1785477756800380172,1785477757484631605,684251433
55,113,7,1,backward,2,1785477757905015818,1785477758588291893,683276075
55,113,7,1,backward,3,1785477758697596005,1785477759377483312,679887307
55,129,8,1,forward,0,1785477747263797396,1785477747576940723,313143327
55,129,8,1,forward,1,1785477747587146576,1785477747898385589,311239013
55,129,8,1,forward,2,1785477748084014538,1785477748395037224,311022686
55,129,8,1,forward,3,1785477748439582162,1785477748750506301,310924139
55,129,8,1,backward,0,1785477754912009105,1785477755600077482,688068377
55,129,8,1,backward,1,1785477756008628678,1785477756702910094,694281416
55,129,8,1,backward,2,1785477757117114117,1785477757807431615,690317498
55,129,8,1,backward,3,1785477757918388027,1785477758600259544,681871517
55,145,9,1,forward,0,1785477747582169268,1785477747903057605,320888337
55,145,9,1,forward,1,1785477747913067908,1785477748231806601,318738693
55,145,9,1,forward,2,1785477748400158302,1785477748719131831,318973529
55,145,9,1,forward,3,1785477748755602986,1785477749074695914,319092928
55,145,9,1,backward,0,1785477754109032279,1785477754811629833,702597554
55,145,9,1,backward,1,1785477755212043207,1785477755909636090,697592883
55,145,9,1,backward,2,1785477756317600929,1785477757017854401,700253472
55,145,9,1,backward,3,1785477757122185701,1785477757819539294,697353593
55,161,10,1,forward,0,1785477747908734291,1785477748229464556,320730265
55,161,10,1,forward,1,1785477748239626610,1785477748564342847,324716237
55,161,10,1,forward,2,1785477748724534922,1785477749057940338,333405416
55,161,10,1,forward,3,1785477749079610769,1785477749390545398,310934629
55,161,10,1,backward,0,1785477753324000790,1785477754010110566,686109776
55,161,10,1,backward,1,1785477754434498655,1785477755113095608,678596953
55,161,10,1,backward,2,1785477755539800636,1785477756219153585,679352949
55,161,10,1,backward,3,1785477756322765189,1785477757002137293,679372104
55,177,11,1,forward,0,1785477748234935105,1785477748546248175,311313070
55,177,11,1,forward,1,1785477748569448838,1785477748885528375,316079537
55,177,11,1,forward,2,1785477749063049574,1785477749372379705,309330131
55,177,11,1,forward,3,1785477749395597102,1785477749702538154,306941052
55,177,11,1,backward,0,1785477752551638713,1785477753226406366,674767653
55,177,11,1,backward,1,1785477753653142660,1785477754336364605,683221945
55,177,11,1,backward,2,1785477754760143220,1785477755442393210,682249990
55,177,11,1,backward,3,1785477755545018802,1785477756221494500,676475698
55,193,12,1,forward,0,1785477748552046036,1785477748865009154,312963118
55,193,12,1,forward,1,1785477748890864230,1785477749198155066,307290836
55,193,12,1,forward,2,1785477749377589156,1785477749689973121,312383965
55,193,12,1,forward,3,1785477749707737027,1785477750016172116,308435089
55,193,12,1,backward,0,1785477751771472797,1785477752452460593,680987796
55,193,12,1,backward,1,1785477752873903093,1785477753553849610,679946517
55,193,12,1,backward,2,1785477753979264886,1785477754660652953,681388067
55,193,12,1,backward,3,1785477754765246012,1785477755444108513,678862501
55,209,13,1,forward,0,1785477748870671991,1785477749186208941,315536950
55,209,13,1,forward,1,1785477749203278065,1785477749512757653,309479588
55,209,13,1,forward,2,1785477749695085416,1785477750006371623,311286207
55,209,13,1,backward,0,1785477750983595303,1785477751671615342,688020039
55,209,13,1,forward,3,1785477751771216862,1785477752084119822,312902960
55,209,13,1,backward,1,1785477752090002299,1785477752775963331,685961032
55,209,13,1,backward,2,1785477753190923728,1785477753881568592,690644864
55,209,13,1,backward,3,1785477753984334800,1785477754666506453,682171653
55,225,14,1,forward,0,1785477749191962760,1785477749508234998,316272238
55,225,14,1,forward,1,1785477749518526223,1785477749827730405,309204182
55,225,14,1,backward,0,1785477750179723604,1785477750884221261,704497657
55,225,14,1,forward,2,1785477750983502457,1785477751293052080,309549623
55,225,14,1,backward,1,1785477751298878354,1785477751977557716,678679362
55,225,14,1,forward,3,1785477752090014014,1785477752398997383,308983369
55,225,14,1,backward,2,1785477752405053024,1785477753091475872,686422848
55,225,14,1,backward,3,1785477753196084088,1785477753881871495,685787407
55,241,15,1,forward,0,1785477749514007286,1785477749709194101,195186815
55,241,15,1,backward,0,1785477749709378346,1785477750075863546,366485200
55,241,15,1,forward,1,1785477750179553230,1785477750370198690,190645460
55,241,15,1,backward,1,1785477750370373478,1785477750735213486,364840008
55,241,15,1,forward,2,1785477751298914265,1785477751489605308,190691043
55,241,15,1,backward,2,1785477751489793677,1785477751854809638,365015961
55,241,15,1,forward,3,1785477752405019112,1785477752594697667,189678555
55,241,15,1,backward,3,1785477752594870484,1785477752963574286,368703802
55,2,0,2,forward,0,1785477744808224865,1785477744971343396,163118531
55,2,0,2,forward,1,1785477744976421818,1785477745134948937,158527119
55,2,0,2,forward,2,1785477745312754210,1785477745471175909,158421699
55,2,0,2,forward,3,1785477745649576539,1785477745807529386,157952847
55,2,0,2,backward,0,1785477761329781488,1785477761741697063,411915575
55,2,0,2,backward,1,1785477762437352162,1785477762844556930,407204768
55,2,0,2,backward,2,1785477763541084400,1785477763949419472,408335072
55,2,0,2,backward,3,1785477764367257592,1785477764772950025,405692433
55,18,1,2,forward,0,1785477744976304998,1785477745302206111,325901113
55,18,1,2,forward,1,1785477745312442272,1785477745639145867,326703595
55,18,1,2,forward,2,1785477745649375908,1785477745974164029,324788121
55,18,1,2,forward,3,1785477745984392824,1785477746306720975,322328151
55,18,1,2,backward,0,1785477760506243205,1785477761231561508,725318303
55,18,1,2,backward,1,1785477761612437448,1785477762340766725,728329277
55,18,1,2,backward,2,1785477762712488255,1785477763442122436,729634181
55,18,1,2,backward,3,1785477763546147458,1785477764268935923,722788465
55,34,2,2,forward,0,1785477745307430465,1785477745628538117,321107652
55,34,2,2,forward,1,1785477745644306419,1785477745966836215,322529796
55,34,2,2,forward,2,1785477745979443379,1785477746442346079,462902700
55,34,2,2,forward,3,1785477746452610672,1785477746769963763,317353091
55,34,2,2,backward,0,1785477759692908947,1785477760407584953,714676006
55,34,2,2,backward,1,1785477760805265174,1785477761513766946,708501772
55,34,2,2,backward,2,1785477761905400012,1785477762613544592,708144580
55,34,2,2,backward,3,1785477762725734881,1785477763428994267,703259386
55,50,3,2,forward,0,1785477745633711434,1785477745951171626,317460192
55,50,3,2,forward,1,1785477745971875928,1785477746286346679,314470751
55,50,3,2,forward,2,1785477746447359813,1785477746762742518,315382705
55,50,3,2,forward,3,1785477746774997010,1785477747109176549,334179539
55,50,3,2,backward,0,1785477758884897710,1785477759593056175,708158465
55,50,3,2,backward,1,1785477760002173576,1785477760706505678,704332102
55,50,3,2,backward,2,1785477761083055665,1785477761806862684,723807019
55,50,3,2,backward,3,1785477761910576233,1785477762627901161,717324928
55,66,4,2,forward,0,1785477745956572879,1785477746291942197,335369318
55,66,4,2,forward,1,1785477746302280764,1785477746619630829,317350065
55,66,4,2,forward,2,1785477746768237283,1785477747083942060,315704777
55,66,4,2,forward,3,1785477747114466497,1785477747427754351,313287854
55,66,4,2,backward,0,1785477758086418125,1785477758785256196,698838071
55,66,4,2,backward,1,1785477759205761232,1785477759904034031,698272799
55,66,4,2,backward,2,1785477760290872707,1785477760984893135,694020428
55,66,4,2,backward,3,1785477761088404361,1785477761784000526,695596165
55,82,5,2,forward,0,1785477746297360755,1785477746612376365,315015610
55,82,5,2,forward,1,1785477746624702469,1785477746937521678,312819209
55,82,5,2,forward,2,1785477747089082290,1785477747441636614,352554324
55,82,5,2,forward,3,1785477747451949389,1785477747764175821,312226432
55,82,5,2,backward,0,1785477757278902907,1785477757987632377,708729470
55,82,5,2,backward,1,1785477758402337952,1785477759106655113,704317161
55,82,5,2,backward,2,1785477759481300213,1785477760192107711,710807498
55,82,5,2,backward,3,1785477760296185757,1785477760981612412,685426655
55,98,6,2,forward,0,1785477746617925771,1785477746935938340,318012569
55,98,6,2,forward,1,1785477746946435834,1785477747263207944,316772110
55,98,6,2,forward,2,1785477747446963625,1785477747762940100,315976475
55,98,6,2,forward,3,1785477747773343957,1785477748088735482,315391525
55,98,6,2,backward,0,1785477756477983743,1785477757184360320,706376577
55,98,6,2,backward,1,1785477757583234103,1785477758305361298,722127195
55,98,6,2,backward,2,1785477758687017650,1785477759383559650,696542000
55,98,6,2,backward,3,1785477759486628660,1785477760175986558,689357898
55,114,7,2,forward,0,1785477746941498233,1785477747258455560,316957327
55,114,7,2,forward,1,1785477747268622267,1785477747581212495,312590228
55,114,7,2,forward,2,1785477747768208615,1785477748078893795,310685180
55,114,7,2,forward,3,1785477748094005645,1785477748434425376,340419731
55,114,7,2,backward,0,1785477755697591494,1785477756378531194,680939700
55,114,7,2,backward,1,1785477756800026931,1785477757487208079,687181148
55,114,7,2,backward,2,1785477757905204659,1785477758588228851,683024192
55,114,7,2,backward,3,1785477758698516932,1785477759377725613,679208681
55,130,8,2,forward,0,1785477747263830878,1785477747577302029,313471151
55,130,8,2,forward,1,1785477747587629390,1785477747898644686,311015296
55,130,8,2,forward,2,1785477748083935337,1785477748395334787,311399450
55,130,8,2,forward,3,1785477748439545137,1785477748750562674,311017537
55,130,8,2,backward,0,1785477754910788982,1785477755599744649,688955667
55,130,8,2,backward,1,1785477756008298150,1785477756702123683,693825533
55,130,8,2,backward,2,1785477757117024328,1785477757808526479,691502151
55,130,8,2,backward,3,1785477757918059920,1785477758601563627,683503707
55,146,9,2,forward,0,1785477747582671267,1785477747903138842,320467575
55,146,9,2,forward,1,1785477747913444285,1785477748231947634,318503349
55,146,9,2,forward,2,1785477748400589153,1785477748718700603,318111450
55,146,9,2,forward,3,1785477748755797835,1785477749074659762,318861927
55,146,9,2,backward,0,1785477754109148030,1785477754811610507,702462477
55,146,9,2,backward,1,1785477755210942606,1785477755909748131,698805525
55,146,9,2,backward,2,1785477756317198950,1785477757018068488,700869538
55,146,9,2,backward,3,1785477757122124803,1785477757819591394,697466591
55,162,10,2,forward,0,1785477747908858374,1785477748229312110,320453736
55,162,10,2,forward,1,1785477748239409119,1785477748564321177,324912058
55,162,10,2,forward,2,1785477748723759288,1785477749057866358,334107070
55,162,10,2,forward,3,1785477749079734343,1785477749390537274,310802931
55,162,10,2,backward,0,1785477753324472327,1785477754010316008,685843681
55,162,10,2,backward,1,1785477754436143640,1785477755113351472,677207832
55,162,10,2,backward,2,1785477755540662851,1785477756219186572,678523721
55,162,10,2,backward,3,1785477756322464387,1785477757001800714,679336327
55,178,11,2,forward,0,1785477748235681295,1785477748546459698,310778403
55,178,11,2,forward,1,1785477748569245322,1785477748885530156,316284834
55,178,11,2,forward,2,1785477749062928996,1785477749372260782,309331786
55,178,11,2,forward,3,1785477749395623084,1785477749702603071,306979987
55,178,11,2,backward,0,1785477752551782026,1785477753226156868,674374842
55,178,11,2,backward,1,1785477753651277649,1785477754338392653,687115004
55,178,11,2,backward,2,1785477754759214607,1785477755444545858,685331251
55,178,11,2,backward,3,1785477755546119765,1785477756223554241,677434476
55,194,12,2,forward,0,1785477748552417781,1785477748865011296,312593515
55,194,12,2,forward,1,1785477748891670186,1785477749198133107,306462921
55,194,12,2,forward,2,1785477749377457877,1785477749690107014,312649137
55,194,12,2,forward,3,1785477749707777748,1785477750016120244,308342496
55,194,12,2,backward,0,1785477751772748452,1785477752452082871,679334419
55,194,12,2,backward,1,1785477752875053999,1785477753553189337,678135338
55,194,12,2,backward,2,1785477753980487675,1785477754660625590,680137915
55,194,12,2,backward,3,1785477754765296969,1785477755443267650,677970681
55,210,13,2,forward,0,1785477748871044057,1785477749186318722,315274665
55,210,13,2,forward,1,1785477749203300581,1785477749512793336,309492755
55,210,13,2,forward,2,1785477749695278139,1785477750006641675,311363536
55,210,13,2,backward,0,1785477750984035474,1785477751674276268,690240794
55,210,13,2,forward,3,1785477751772764096,1785477752084183227,311419131
55,210,13,2,backward,1,1785477752091073767,1785477752778313881,687240114
55,210,13,2,backward,2,1785477753190476615,1785477753883480697,693004082
55,210,13,2,backward,3,1785477753986273254,1785477754668057664,681784410
55,226,14,2,forward,0,1785477749192631707,1785477749508332490,315700783
55,226,14,2,forward,1,1785477749518732455,1785477749827704942,308972487
55,226,14,2,backward,0,1785477750176025623,1785477750884381385,708355762
55,226,14,2,forward,2,1785477750983383539,1785477751293082207,309698668
55,226,14,2,backward,1,1785477751298876886,1785477751977547506,678670620
55,226,14,2,forward,3,1785477752090981038,1785477752398946363,307965325
55,226,14,2,backward,2,1785477752404910464,1785477753091904313,686993849
55,226,14,2,backward,3,1785477753195233672,1785477753881897098,686663426
55,242,15,2,forward,0,1785477749514299036,1785477749709943211,195644175
55,242,15,2,backward,0,1785477749710091248,1785477750075776598,365685350
55,242,15,2,forward,1,1785477750175876066,1785477750369040565,193164499
55,242,15,2,backward,1,1785477750369257266,1785477750735073239,365815973
55,242,15,2,forward,2,1785477751298960055,1785477751488935976,189975921
55,242,15,2,backward,2,1785477751489112160,1785477751856800533,367688373
55,242,15,2,forward,3,1785477752404911117,1785477752594284352,189373235
55,242,15,2,backward,3,1785477752594462517,1785477752965700255,371237738
55,3,0,3,forward,0,1785477744811134701,1785477744971285381,160150680
55,3,0,3,forward,1,1785477744976555157,1785477745135004650,158449493
55,3,0,3,forward,2,1785477745312873474,1785477745471224505,158351031
55,3,0,3,forward,3,1785477745649820844,1785477745807428069,157607225
55,3,0,3,backward,0,1785477761329875740,1785477761741579303,411703563
55,3,0,3,backward,1,1785477762437357531,1785477762844872721,407515190
55,3,0,3,backward,2,1785477763540763384,1785477763949489557,408726173
55,3,0,3,backward,3,1785477764367321546,1785477764772885794,405564248
55,19,1,3,forward,0,1785477744976436705,1785477745302003811,325567106
55,19,1,3,forward,1,1785477745312387392,1785477745639136006,326748614
55,19,1,3,forward,2,1785477745649489090,1785477745974094966,324605876
55,19,1,3,forward,3,1785477745984298292,1785477746306608540,322310248
55,19,1,3,backward,0,1785477760507113877,1785477761229690833,722576956
55,19,1,3,backward,1,1785477761613066928,1785477762339488594,726421666
55,19,1,3,backward,2,1785477762712445841,1785477763443073018,730627177
55,19,1,3,backward,3,1785477763546199897,1785477764268853498,722653601
55,35,2,3,forward,0,1785477745307316603,1785477745628531584,321214981
55,35,2,3,forward,1,1785477745644296288,1785477745966866339,322570051
55,35,2,3,forward,2,1785477745979293943,1785477746442380889,463086946
55,35,2,3,forward,3,1785477746452657385,1785477746770000136,317342751
55,35,2,3,backward,0,1785477759693712668,1785477760406411230,712698562
55,35,2,3,backward,1,1785477760805344559,1785477761513927085,708582526
55,35,2,3,backward,2,1785477761905213563,1785477762613555671,708342108
55,35,2,3,backward,3,1785477762726065963,1785477763428769253,702703290
55,51,3,3,forward,0,1785477745633800812,1785477745951112054,317311242
55,51,3,3,forward,1,1785477745971849784,1785477746286293218,314443434
55,51,3,3,forward,2,1785477746447433654,1785477746762735745,315302091
55,51,3,3,forward,3,1785477746775033220,1785477747109075527,334042307
55,51,3,3,backward,0,1785477758884679282,1785477759592940211,708260929
55,51,3,3,backward,1,1785477760001678044,1785477760706445578,704767534
55,51,3,3,backward,2,1785477761083068372,1785477761806864199,723795827
55,51,3,3,backward,3,1785477761910421550,1785477762627540351,717118801
55,67,4,3,forward,0,1785477745956488572,1785477746291977718,335489146
55,67,4,3,forward,1,1785477746302202856,1785477746619620164,317417308
55,67,4,3,forward,2,1785477746768095391,1785477747083977826,315882435
55,67,4,3,forward,3,1785477747114100012,1785477747427740319,313640307
55,67,4,3,backward,0,1785477758086421286,1785477758785109299,698688013
55,67,4,3,backward,1,1785477759205646210,1785477759905083885,699437675
55,67,4,3,backward,2,1785477760290699802,1785477760985940122,695240320
55,67,4,3,backward,3,1785477761088417857,1785477761785068779,696650922
55,83,5,3,forward,0,1785477746297474361,1785477746612423704,314949343
55,83,5,3,forward,1,1785477746624621320,1785477746937587143,312965823
55,83,5,3,forward,2,1785477747089064388,1785477747441660009,352595621
55,83,5,3,forward,3,1785477747451991699,1785477747764329822,312338123
55,83,5,3,backward,0,1785477757278701596,1785477757990077982,711376386
55,83,5,3,backward,1,1785477758402530598,1785477759107253308,704722710
55,83,5,3,backward,2,1785477759481516210,1785477760192340518,710824308
55,83,5,3,backward,3,1785477760296128573,1785477760981893066,685764493
55,99,6,3,forward,0,1785477746618053253,1785477746935941198,317887945
55,99,6,3,forward,1,1785477746946287145,1785477747263165760,316878615
55,99,6,3,forward,2,1785477747447216372,1785477747763400596,316184224
55,99,6,3,forward,3,1785477747774000490,1785477748089029601,315029111
55,99,6,3,backward,0,1785477756478169847,1785477757180184892,702015045
55,99,6,3,backward,1,1785477757583078004,1785477758303805767,720727763
55,99,6,3,backward,2,1785477758686889743,1785477759382138624,695248881
55,99,6,3,backward,3,1785477759486596434,1785477760176105232,689508798
55,115,7,3,forward,0,1785477746941473511,1785477747258440292,316966781
55,115,7,3,forward,1,1785477747268488096,1785477747581137588,312649492
55,115,7,3,forward,2,1785477747768753186,1785477748078838822,310085636
55,115,7,3,forward,3,1785477748094156649,1785477748434528675,340372026
55,115,7,3,backward,0,1785477755698081042,1785477756378720056,680639014
55,115,7,3,backward,1,1785477756800054383,1785477757484608217,684553834
55,115,7,3,backward,2,1785477757905278784,1785477758588404957,683126173
55,115,7,3,backward,3,1785477758698442808,1785477759377760403,679317595
55,131,8,3,forward,0,1785477747263813833,1785477747577117324,313303491
55,131,8,3,forward,1,1785477747587470299,1785477747898597066,311126767
55,131,8,3,forward,2,1785477748084052645,1785477748395388223,311335578
55,131,8,3,forward,3,1785477748439622040,1785477748750585871,310963831
55,131,8,3,backward,0,1785477754910358584,1785477755599809427,689450843
55,131,8,3,backward,1,1785477756008386515,1785477756702560412,694173897
55,131,8,3,backward,2,1785477757117438075,1785477757807123218,689685143
55,131,8,3,backward,3,1785477757917937371,1785477758599332708,681395337
55,147,9,3,forward,0,1785477747582443618,1785477747903173341,320729723
55,147,9,3,forward,1,1785477747913455760,1785477748231850441,318394681
55,147,9,3,forward,2,1785477748400579454,1785477748718716657,318137203
55,147,9,3,forward,3,1785477748755780957,1785477749074635184,318854227
55,147,9,3,backward,0,1785477754108542978,1785477754811631509,703088531
55,147,9,3,backward,1,1785477755211004951,1785477755909703585,698698634
55,147,9,3,backward,2,1785477756317200493,1785477757017941348,700740855
55,147,9,3,backward,3,1785477757122631612,1785477757819710941,697079329
55,163,10,3,forward,0,1785477747908794974,1785477748229481506,320686532
55,163,10,3,forward,1,1785477748239535505,1785477748564272615,324737110
55,163,10,3,forward,2,1785477748723982741,1785477749058026605,334043864
55,163,10,3,forward,3,1785477749079821428,1785477749390437055,310615627
55,163,10,3,backward,0,1785477753325099376,1785477754009976651,684877275
55,163,10,3,backward,1,1785477754436157353,1785477755113158231,677000878
55,163,10,3,backward,2,1785477755540895508,1785477756219151893,678256385
55,163,10,3,backward,3,1785477756322741601,1785477757001897950,679156349
55,179,11,3,forward,0,1785477748235317517,1785477748546527818,311210301
55,179,11,3,forward,1,1785477748569376468,1785477748885469813,316093345
55,179,11,3,forward,2,1785477749063139399,1785477749372587562,309448163
55,179,11,3,forward,3,1785477749395528172,1785477749702650806,307122634
55,179,11,3,backward,0,1785477752551712833,1785477753226198248,674485415
55,179,11,3,backward,1,1785477753650907772,1785477754336677187,685769415
55,179,11,3,backward,2,1785477754759402853,1785477755442416690,683013837
55,179,11,3,backward,3,1785477755546451880,1785477756221362527,674910647
55,195,12,3,forward,0,1785477748552228575,1785477748864999469,312770894
55,195,12,3,forward,1,1785477748890643035,1785477749198160209,307517174
55,195,12,3,forward,2,1785477749377850110,1785477749690008676,312158566
55,195,12,3,forward,3,1785477749707849500,1785477750016231881,308382381
55,195,12,3,backward,0,1785477751771958439,1785477752453513843,681555404
55,195,12,3,backward,1,1785477752874312245,1785477753553510741,679198496
55,195,12,3,backward,2,1785477753980154923,1785477754661248225,681093302
55,195,12,3,backward,3,1785477754764822902,1785477755443539043,678716141
55,211,13,3,forward,0,1785477748871109904,1785477749186298413,315188509
55,211,13,3,forward,1,1785477749203409580,1785477749512792726,309383146
55,211,13,3,forward,2,1785477749695355806,1785477750006499925,311144119
55,211,13,3,backward,0,1785477750983672808,1785477751671640752,687967944
55,211,13,3,forward,3,1785477751771760892,1785477752084436175,312675283
55,211,13,3,backward,1,1785477752090357793,1785477752775617662,685259869
55,211,13,3,backward,2,1785477753190226100,1785477753881499056,691272956
55,211,13,3,backward,3,1785477753985359619,1785477754665894681,680535062
55,227,14,3,forward,0,1785477749192091137,1785477749508256614,316165477
55,227,14,3,forward,1,1785477749518303873,1785477749827617792,309313919
55,227,14,3,backward,0,1785477750175993977,1785477750884829824,708835847
55,227,14,3,forward,2,1785477750983449639,1785477751293064607,309614968
55,227,14,3,backward,1,1785477751298983155,1785477751977449388,678466233
55,227,14,3,forward,3,1785477752090283340,1785477752398916430,308633090
55,227,14,3,backward,2,1785477752404805965,1785477753092357203,687551238
55,227,14,3,backward,3,1785477753195191141,1785477753882421663,687230522
55,243,15,3,forward,0,1785477749514549051,1785477749710002825,195453774
55,243,15,3,backward,0,1785477749710173581,1785477750077398092,367224511
55,243,15,3,forward,1,1785477750175921251,1785477750368977074,193055823
55,243,15,3,backward,1,1785477750369162671,1785477750735162082,365999411
55,243,15,3,forward,2,1785477751298999007,1785477751488902483,189903476
55,243,15,3,backward,2,1785477751489087097,1785477751854757225,365670128
55,243,15,3,forward,3,1785477752404809668,1785477752594346461,189536793
55,243,15,3,backward,3,1785477752594534213,1785477752964100507,369566294
55,4,0,4,forward,0,1785477744808924105,1785477744971299218,162375113
55,4,0,4,forward,1,1785477744976580611,1785477745134779821,158199210
55,4,0,4,forward,2,1785477745312342595,1785477745471074980,158732385
55,4,0,4,forward,3,1785477745649291738,1785477745807310825,158019087
55,4,0,4,backward,0,1785477761328166957,1785477761742110863,413943906
55,4,0,4,backward,1,1785477762437021948,1785477762844655866,407633918
55,4,0,4,backward,2,1785477763538969491,1785477763948706737,409737246
55,4,0,4,backward,3,1785477764366827999,1785477764772393268,405565269
55,20,1,4,forward,0,1785477744976489727,1785477745302166095,325676368
55,20,1,4,forward,1,1785477745312191525,1785477745638947474,326755949
55,20,1,4,forward,2,1785477745649107899,1785477745973973184,324865285
55,20,1,4,forward,3,1785477745983900713,1785477746306733042,322832329
55,20,1,4,backward,0,1785477760505545814,1785477761230195285,724649471
55,20,1,4,backward,1,1785477761612308306,1785477762339652738,727344432
55,20,1,4,backward,2,1785477762711665002,1785477763442390658,730725656
55,20,1,4,backward,3,1785477763544263737,1785477764269078015,724814278
55,36,2,4,forward,0,1785477745307243287,1785477745628650686,321407399
55,36,2,4,forward,1,1785477745643969643,1785477745966983315,323013672
55,36,2,4,forward,2,1785477745978854994,1785477746442593948,463738954
55,36,2,4,forward,3,1785477746452834628,1785477746770021662,317187034
55,36,2,4,backward,0,1785477759692702864,1785477760406127963,713425099
55,36,2,4,backward,1,1785477760805096618,1785477761513585954,708489336
55,36,2,4,backward,2,1785477761904594787,1785477762613504515,708909728
55,36,2,4,backward,3,1785477762726491025,1785477763429317632,702826607
55,52,3,4,forward,0,1785477745633964170,1785477745951179993,317215823
55,52,3,4,forward,1,1785477745972023874,1785477746286188160,314164286
55,52,3,4,forward,2,1785477746447689188,1785477746762722856,315033668
55,52,3,4,forward,3,1785477746775025964,1785477747109013661,333987697
55,52,3,4,backward,0,1785477758882695286,1785477759593015516,710320230
55,52,3,4,backward,1,1785477760002167451,1785477760706518322,704350871
55,52,3,4,backward,2,1785477761082484783,1785477761806708990,724224207
55,52,3,4,backward,3,1785477761910431634,1785477762627849902,717418268
55,68,4,4,forward,0,1785477745956467499,1785477746292000038,335532539
55,68,4,4,forward,1,1785477746302282514,1785477746619393134,317110620
55,68,4,4,forward,2,1785477746767999905,1785477747083926343,315926438
55,68,4,4,forward,3,1785477747114197261,1785477747427827277,313630016
55,68,4,4,backward,0,1785477758086402027,1785477758784985579,698583552
55,68,4,4,backward,1,1785477759205960595,1785477759903524991,697564396
55,68,4,4,backward,2,1785477760291530624,1785477760984455202,692924578
55,68,4,4,backward,3,1785477761087579175,1785477761783531263,695952088
55,84,5,4,forward,0,1785477746297507305,1785477746612427399,314920094
55,84,5,4,forward,1,1785477746624573460,1785477746937475245,312901785
55,84,5,4,forward,2,1785477747089254639,1785477747441564546,352309907
55,84,5,4,forward,3,1785477747451765967,1785477747764273297,312507330
55,84,5,4,backward,0,1785477757279327727,1785477757987531532,708203805
55,84,5,4,backward,1,1785477758400617517,1785477759106747507,706129990
55,84,5,4,backward,2,1785477759479622463,1785477760192266805,712644342
55,84,5,4,backward,3,1785477760296467627,1785477760981673972,685206345
55,100,6,4,forward,0,1785477746618151804,1785477746936091565,317939761
55,100,6,4,forward,1,1785477746946445594,1785477747263140698,316695104
55,100,6,4,forward,2,1785477747446717390,1785477747762997633,316280243
55,100,6,4,forward,3,1785477747773191585,1785477748088855934,315664349
55,100,6,4,backward,0,1785477756477388582,1785477757181235309,703846727
55,100,6,4,backward,1,1785477757583548375,1785477758303981094,720432719
55,100,6,4,backward,2,1785477758686872970,1785477759381501530,694628560
55,100,6,4,backward,3,1785477759485132164,1785477760176204886,691072722
55,116,7,4,forward,0,1785477746941492735,1785477747258445742,316953007
55,116,7,4,forward,1,1785477747268735630,1785477747582878104,314142474
55,116,7,4,forward,2,1785477747768124106,1785477748078883745,310759639
