split,method,iterations,onef1b_MAPE_pct,onef1b_MAE_ms,onef1b_bias_ms,onef1b_worst_APE_pct,iterations_improved_vs_zero,mean_absolute_error_reduction_vs_zero_ms,remaining_MAPE_pct,profiler_MAPE_pct,training_MAPE_pct,MFU_relative_MAPE_pct,mean_history_count,mean_state_age_iterations,selection_status,posthoc_error_rank_within_split
primary_90_100,zero_update,3,1.9146521075626353,413.65098366666643,-413.65098366666643,2.2558265653607514,0,-1.8947806286936004e-14,4.50860581714387,1.6761567896227072,2.687194742419203,2.7623200356937687,0.0,,posthoc_ablation_not_selectable,4
primary_90_100,lag_one_base_residual,3,0.53642245815771,116.06330933333447,-15.265975999998773,0.6946959795542192,3,297.58767433333196,1.2629807867184033,0.6306372620260668,1.1274954807355282,1.1438733333666604,1.0,1.0,fixed_T38_method,2
primary_90_100,stale_two_step_residual,3,1.0828588024808776,233.52571500000218,-177.39335499999893,1.9480595056260375,2,180.12526866666425,2.5358037459771654,1.1247168183713483,1.7631313883311759,1.8040977460338798,0.6666666666666666,2.0,posthoc_ablation_not_selectable,3
primary_90_100,expanding_past_mean_residual,3,0.5021364744170415,108.39701088889099,-66.26443044444386,0.6121922874779239,3,305.25397277777546,1.1807178812709092,0.5988768733130234,1.326991387977739,1.346939410215931,2.0,1.5,posthoc_ablation_not_selectable,1
common_support_95_100,zero_update,2,1.8979484085309344,410.78413699999874,-410.78413699999874,2.2558265653607514,0,0.0,4.5005996236015955,1.7106496586011586,2.558990137558289,2.6270400907949085,0.0,,posthoc_ablation_not_selectable,4
common_support_95_100,lag_one_base_residual,2,0.50271415002704,109.09673000000112,42.099270000002434,0.6946959795542192,2,301.6874069999976,1.1932243083443776,0.7513332061803493,0.7868246051613957,0.7947305561923709,1.0,1.0,fixed_T38_method,2
common_support_95_100,stale_two_step_residual,2,0.6502584509082977,140.59623400000237,-56.3976939999975,0.91365225445597,2,270.18790299999637,1.5413965168515382,0.8834897017241206,1.172895106426249,1.1897066563050753,1.0,2.0,posthoc_ablation_not_selectable,3
common_support_95_100,expanding_past_mean_residual,2,0.4512851744160373,97.5972823333359,-34.3984116666652,0.6121922874779239,2,313.18685466666284,1.069829950173136,0.703692623110784,1.0860684660247117,1.0993296714662768,2.5,1.75,posthoc_ablation_not_selectable,1
