iteration,rank,pp_stage,pp_lane,predecessor_node_id,predicted_lane_origin_ns,predicted_backward_done_relative_ns,predicted_backward_done_ns,observed_backward_done_ns,observed_first_rs_start_ns,measured_tail_launch_lag_ns,predicted_start_ns
55,111,6,15,rank111:B3,1785477744809154297,15545292661,1785477760354446958,1785477760385215107,1785477760491316133,106101026,1785477760460547984
55,112,7,0,rank112:B3,1785477744809471652,14542731760,1785477759352203412,1785477759377716238,1785477759494614651,116898413,1785477759469101825
55,113,7,1,rank113:B3,1785477744808791856,14537749088,1785477759346540944,1785477759377483312,1785477759494678289,117194977,1785477759463735921
55,114,7,2,rank114:B3,1785477744808224865,14546079984,1785477759354304849,1785477759377725613,1785477759494777943,117052330,1785477759471357179
55,115,7,3,rank115:B3,1785477744811134701,14540151406,1785477759351286107,1785477759377760403,1785477759494778857,117018454,1785477759468304561
55,116,7,4,rank116:B3,1785477744808924105,14547268297,1785477759356192402,1785477759377892671,1785477759493127832,115235161,1785477759471427563
55,117,7,5,rank117:B3,1785477744808609781,14547107798,1785477759355717579,1785477759377846687,1785477759493313891,115467204,1785477759471184783
55,118,7,6,rank118:B3,1785477744808565246,14541816000,1785477759350381246,1785477759379930356,1785477759493565996,113635640,1785477759464016886
55,119,7,7,rank119:B3,1785477744808446696,14540965492,1785477759349412188,1785477759378509561,1785477759494405156,115895595,1785477759465307783
55,120,7,8,rank120:B3,1785477744808618037,14737294574,1785477759545912611,1785477759587993407,1785477759696276415,108283008,1785477759654195619
55,121,7,9,rank121:B3,1785477744808590481,14754430601,1785477759563021082,1785477759588811772,1785477759696316041,107504269,1785477759670525351
55,122,7,10,rank122:B3,1785477744809248162,14757913077,1785477759567161239,1785477759588670517,1785477759694902408,106231891,1785477759673393130
55,123,7,11,rank123:B3,1785477744809005006,14760717014,1785477759569722020,1785477759589097934,1785477759695912440,106814506,1785477759676536526
55,124,7,12,rank124:B3,1785477744809228982,14758240979,1785477759567469961,1785477759588368217,1785477759694557806,106189589,1785477759673659550
55,125,7,13,rank125:B3,1785477744808336642,14757772026,1785477759566108668,1785477759588444774,1785477759694697331,106252557,1785477759672361225
55,126,7,14,rank126:B3,1785477744808877140,14749236291,1785477759558113431,1785477759589057467,1785477759695797715,106740248,1785477759664853679
55,127,7,15,rank127:B3,1785477744809154297,14749599139,1785477759558753436,1785477759588534466,1785477759696041721,107507255,1785477759666260691
55,128,8,0,rank128:B3,1785477744809471652,13764620502,1785477758574092154,1785477758599591196,1785477758705816027,106224831,1785477758680316985
55,129,8,1,rank129:B3,1785477744808791856,13759685591,1785477758568477447,1785477758600259544,1785477758705986927,105727383,1785477758674204830
55,130,8,2,rank130:B3,1785477744808224865,13768695113,1785477758576919978,1785477758601563627,1785477758706666118,105102491,1785477758682022469
55,131,8,3,rank131:B3,1785477744811134701,13762657621,1785477758573792322,1785477758599332708,1785477758706578795,107246087,1785477758681038409
55,132,8,4,rank132:B3,1785477744808924105,13768740514,1785477758577664619,1785477758599117030,1785477758705465206,106348176,1785477758684012795
55,133,8,5,rank133:B3,1785477744808609781,13768703498,1785477758577313279,1785477758600005884,1785477758705965701,105959817,1785477758683273096
55,134,8,6,rank134:B3,1785477744808565246,13760804370,1785477758569369616,1785477758599070563,1785477758704979238,105908675,1785477758675278291
55,135,8,7,rank135:B3,1785477744808446696,13761589676,1785477758570036372,1785477758599926018,1785477758705539020,105613002,1785477758675649374
55,136,8,8,rank136:B3,1785477744808618037,13957998382,1785477758766616419,1785477758809177907,1785477758914810095,105632188,1785477758872248607
55,137,8,9,rank137:B3,1785477744808590481,13974628503,1785477758783218984,1785477758808955543,1785477758915402967,106447424,1785477758889666408
55,138,8,10,rank138:B3,1785477744809248162,13977893517,1785477758787141679,1785477758808960005,1785477758914888506,105928501,1785477758893070180
55,139,8,11,rank139:B3,1785477744809005006,13980925193,1785477758789930199,1785477758808931391,1785477758915735809,106804418,1785477758896734617
55,140,8,12,rank140:B3,1785477744809228982,13978918697,1785477758788147679,1785477758808754636,1785477758915232515,106477879,1785477758894625558
55,141,8,13,rank141:B3,1785477744808336642,13978371215,1785477758786707857,1785477758809218462,1785477758916011147,106792685,1785477758893500542
55,142,8,14,rank142:B3,1785477744808877140,13970509022,1785477758779386162,1785477758808718954,1785477758916665278,107946324,1785477758887332486
55,143,8,15,rank143:B3,1785477744809154297,13971426083,1785477758780580380,1785477758809077090,1785477758916495967,107418877,1785477758887999257
55,144,9,0,rank144:B3,1785477744809471652,12985326008,1785477757794797660,1785477757819984424,1785477757926694711,106710287,1785477757901507947
55,145,9,1,rank145:B3,1785477744808791856,12979637884,1785477757788429740,1785477757819539294,1785477757926396660,106857366,1785477757895287106
55,146,9,2,rank146:B3,1785477744808224865,12987015216,1785477757795240081,1785477757819591394,1785477757926235389,106643995,1785477757901884076
55,147,9,3,rank147:B3,1785477744811134701,12983086094,1785477757794220795,1785477757819710941,1785477757926224270,106513329,1785477757900734124
55,148,9,4,rank148:B3,1785477744808924105,12989442504,1785477757798366609,1785477757819816198,1785477757926156070,106339872,1785477757904706481
55,149,9,5,rank149:B3,1785477744808609781,12988575437,1785477757797185218,1785477757820254917,1785477757926172605,105917688,1785477757903102906
55,150,9,6,rank150:B3,1785477744808565246,12982474713,1785477757791039959,1785477757820450157,1785477757927312288,106862131,1785477757897902090
55,151,9,7,rank151:B3,1785477744808446696,12982797506,1785477757791244202,1785477757820436307,1785477757927732733,107296426,1785477757898540628
55,152,9,8,rank152:B3,1785477744808618037,13140388852,1785477757949006889,1785477757988863695,1785477758097967337,109103642,1785477758058110531
55,153,9,9,rank153:B3,1785477744808590481,13157294437,1785477757965884918,1785477757991014702,1785477758098290469,107275767,1785477758073160685
55,154,9,10,rank154:B3,1785477744809248162,13157455575,1785477757966703737,1785477757989021815,1785477758094901772,105879957,1785477758072583694
55,155,9,11,rank155:B3,1785477744809005006,13160556839,1785477757969561845,1785477757988164055,1785477758094870135,106706080,1785477758076267925
55,156,9,12,rank156:B3,1785477744809228982,13158560096,1785477757967789078,1785477757988609012,1785477758095160387,106551375,1785477758074340453
55,157,9,13,rank157:B3,1785477744808336642,13157823451,1785477757966160093,1785477757989289495,1785477758094765516,105476021,1785477758071636114
55,158,9,14,rank158:B3,1785477744808877140,13151102966,1785477757959980106,1785477757988374785,1785477758096155176,107780391,1785477758067760497
55,159,9,15,rank159:B3,1785477744809154297,13151473255,1785477757960627552,1785477757988342534,1785477758095530344,107187810,1785477758067815362
55,160,10,0,rank160:B3,1785477744809471652,12167948015,1785477756977419667,1785477757001885837,1785477757130724133,128838296,1785477757106257963
55,161,10,1,rank161:B3,1785477744808791856,12163226733,1785477756972018589,1785477757002137293,1785477757130210624,128073331,1785477757100091920
55,162,10,2,rank162:B3,1785477744808224865,12169839224,1785477756978064089,1785477757001800714,1785477757130045311,128244597,1785477757106308686
55,163,10,3,rank163:B3,1785477744811134701,12166246069,1785477756977380770,1785477757001897950,1785477757130776359,128878409,1785477757106259179
55,164,10,4,rank164:B3,1785477744808924105,12171370396,1785477756980294501,1785477757002532102,1785477757129937718,127405616,1785477757107700117
55,165,10,5,rank165:B3,1785477744808609781,12170331516,1785477756978941297,1785477757002236032,1785477757129591738,127355706,1785477757106297003
55,166,10,6,rank166:B3,1785477744808565246,12164987748,1785477756973552994,1785477757002106551,1785477757130344305,128237754,1785477757101790748
55,167,10,7,rank167:B3,1785477744808446696,12164948566,1785477756973395262,1785477757002160137,1785477757130312892,128152755,1785477757101548017
55,168,10,8,rank168:B3,1785477744808618037,12321423978,1785477757130042015,1785477757170498020,1785477757278808101,108310081,1785477757238352096
55,169,10,9,rank169:B3,1785477744808590481,12323467298,1785477757132057779,1785477757170801318,1785477757280206923,109405605,1785477757241463384
55,170,10,10,rank170:B3,1785477744809248162,12338411672,1785477757147659834,1785477757171001424,1785477757280132175,109130751,1785477757256790585
55,171,10,11,rank171:B3,1785477744809005006,12346398407,1785477757155403413,1785477757172044524,1785477757280422242,108377718,1785477757263781131
55,172,10,12,rank172:B3,1785477744809228982,12340511707,1785477757149740689,1785477757171049838,1785477757280419019,109369181,1785477757259109870
55,173,10,13,rank173:B3,1785477744808336642,12341824223,1785477757150160865,1785477757171421959,1785477757280443307,109021348,1785477757259182213
55,174,10,14,rank174:B3,1785477744808877140,12334586760,1785477757143463900,1785477757171323768,1785477757279251297,107927529,1785477757251391429
55,175,10,15,rank175:B3,1785477744809154297,12331998711,1785477757141153008,1785477757170896675,1785477757280104303,109207628,1785477757250360636
55,176,11,0,rank176:B3,1785477744809471652,11390521123,1785477756199992775,1785477756224386230,1785477756330923378,106537148,1785477756306529923
55,177,11,1,rank177:B3,1785477744808791856,11382801188,1785477756191593044,1785477756221494500,1785477756330997535,109503035,1785477756301096079
55,178,11,2,rank178:B3,1785477744808224865,11391237462,1785477756199462327,1785477756223554241,1785477756330737888,107183647,1785477756306645974
55,179,11,3,rank179:B3,1785477744811134701,11385567792,1785477756196702493,1785477756221362527,1785477756330939479,109576952,1785477756306279445
55,180,11,4,rank180:B3,1785477744808924105,11390811595,1785477756199735700,1785477756222713310,1785477756330210357,107497047,1785477756307232747
55,181,11,5,rank181:B3,1785477744808609781,11390245218,1785477756198854999,1785477756222719516,1785477756330087989,107368473,1785477756306223472
55,182,11,6,rank182:B3,1785477744808565246,11383269123,1785477756191834369,1785477756221500638,1785477756331998436,110497798,1785477756302332167
55,183,11,7,rank183:B3,1785477744808446696,11385064487,1785477756193511183,1785477756222138750,1785477756331840372,109701622,1785477756303212805
55,184,11,8,rank184:B3,1785477744808618037,11539513550,1785477756348131587,1785477756388386976,1785477756495019146,106632170,1785477756454763757
55,185,11,9,rank185:B3,1785477744808590481,11541661601,1785477756350252082,1785477756389178532,1785477756495417975,106239443,1785477756456491525
55,186,11,10,rank186:B3,1785477744809248162,11555778633,1785477756365026795,1785477756389439284,1785477756494754004,105314720,1785477756470341515
55,187,11,11,rank187:B3,1785477744809005006,11562854179,1785477756371859185,1785477756388454725,1785477756494955721,106500996,1785477756478360181
55,188,11,12,rank188:B3,1785477744809228982,11557015268,1785477756366244250,1785477756388022230,1785477756494286969,106264739,1785477756472508989
55,189,11,13,rank189:B3,1785477744808336642,11558264102,1785477756366600744,1785477756388216876,1785477756494138330,105921454,1785477756472522198
55,190,11,14,rank190:B3,1785477744808877140,11552409744,1785477756361286884,1785477756389175401,1785477756495489418,106314017,1785477756467600901
55,191,11,15,rank191:B3,1785477744809154297,11550313362,1785477756359467659,1785477756388367327,1785477756495984771,107617444,1785477756467085103
55,192,12,0,rank192:B3,1785477744809471652,10606745984,1785477755416217636,1785477755443021271,1785477755553222978,110201707,1785477755526419343
55,193,12,1,rank193:B3,1785477744808791856,10605545397,1785477755414337253,1785477755444108513,1785477755553114813,109006300,1785477755523343553
55,194,12,2,rank194:B3,1785477744808224865,10609912721,1785477755418137586,1785477755443267650,1785477755554370092,111102442,1785477755529240028
55,195,12,3,rank195:B3,1785477744811134701,10608183259,1785477755419317960,1785477755443539043,1785477755554745858,111206815,1785477755530524775
55,196,12,4,rank196:B3,1785477744808924105,10608449325,1785477755417373430,1785477755443197530,1785477755553219218,110021688,1785477755527395118
55,197,12,5,rank197:B3,1785477744808609781,10610522113,1785477755419131894,1785477755443151861,1785477755552806980,109655119,1785477755528787013
55,198,12,6,rank198:B3,1785477744808565246,10604115517,1785477755412680763,1785477755442936684,1785477755553870178,110933494,1785477755523614257
55,199,12,7,rank199:B3,1785477744808446696,10607905815,1785477755416352511,1785477755444830487,1785477755554298351,109467864,1785477755525820375
55,200,12,8,rank200:B3,1785477744808618037,10756581745,1785477755565199782,1785477755604582880,1785477755711728971,107146091,1785477755672345873
55,201,12,9,rank201:B3,1785477744808590481,10758201464,1785477755566791945,1785477755604562665,1785477755711995079,107432414,1785477755674224359
55,202,12,10,rank202:B3,1785477744809248162,10771062709,1785477755580310871,1785477755605096581,1785477755711149330,106052749,1785477755686363620
55,203,12,11,rank203:B3,1785477744809005006,10778892656,1785477755587897662,1785477755605877678,1785477755710802814,104925136,1785477755692822798
55,204,12,12,rank204:B3,1785477744809228982,10772542188,1785477755581771170,1785477755604681268,1785477755710055268,105374000,1785477755687145170
55,205,12,13,rank205:B3,1785477744808336642,10773835934,1785477755582172576,1785477755604644444,1785477755710295116,105650672,1785477755687823248
55,206,12,14,rank206:B3,1785477744808877140,10768040290,1785477755576917430,1785477755606095784,1785477755711114858,105019074,1785477755681936504
55,207,12,15,rank207:B3,1785477744809154297,10767242496,1785477755576396793,1785477755604650261,1785477755711582664,106932403,1785477755683329196
55,208,13,0,rank208:B3,1785477744809471652,9830905910,1785477754640377562,1785477754666075458,1785477754773589591,107514133,1785477754747891695
55,209,13,1,rank209:B3,1785477744808791856,9828506706,1785477754637298562,1785477754666506453,1785477754773075201,106568748,1785477754743867310
55,210,13,2,rank210:B3,1785477744808224865,9833765850,1785477754641990715,1785477754668057664,1785477754773378248,105320584,1785477754747311299
