iteration,pp_stage,behavior,kind,round,group_key,group_size,observed_ranks,actual_first_start_ns,actual_ready_ns,actual_end_ns,predicted_first_start_ns,predicted_ready_ns,predicted_end_ns,baseline_service_ns,predicted_service_ns,fct_group_id,fct_request_id,fct_source,oisa_collective_elapsed_ns,oisa_tail_after_last_release_ns,predicted_collective_elapsed_ns,completion_model,dependency_lag_ns_min,dependency_lag_ns_max,payload_bytes,actual_arrival_skew_ns,predicted_arrival_skew_ns,actual_group_fct_ns,predicted_group_fct_ns
55,1,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1069,2,2,1785477765034296064,1785477765034386616,1785477765088651948,1785477765012436275,1785477765012526827,1785477765066792159,54265332,54265332,iter55:pp1:edp_ag0:round0:expert_dp_param_allgather:pg=1069,iter55:pp1:edp_ag0:round0:expert_dp_param_allgather:pg=1069:rel-157d4fbd9b06,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_param_allgather_g43_slot1,54355884,54265332,54355884,trace_group_end_lag_clamped,11120,37801,1887436800.0,90552,90552,54355884,54355884
55,1,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1071,2,2,1785477765034307326,1785477765034396120,1785477765093335789,1785477765012447537,1785477765012536331,1785477765071476000,58939669,58939669,iter55:pp1:edp_ag0:round0:expert_dp_param_allgather:pg=1071,iter55:pp1:edp_ag0:round0:expert_dp_param_allgather:pg=1071:rel-8fc1a6d628d4,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_param_allgather_g43_slot1,59028463,58939669,59028463,trace_group_end_lag_clamped,10680,13489,1887436800.0,88794,88794,59028463,59028463
55,1,expert_dp_param_allgather,edp_ag0,0,expert_dp_param_allgather:pg=1073,2,2,1785477765034371208,1785477765034400713,1785477765087648292,1785477765012511419,1785477765012540924,1785477765065788503,53247579,53247579,iter55:pp1:edp_ag0:round0:expert_dp_param_allgather:pg=1073,iter55:pp1:edp_ag0:round0:expert_dp_param_allgather:pg=1073:rel-32bfd1c04011,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_param_allgather_g43_slot1,53277084,53247579,53277084,trace_group_end_lag_clamped,19160,56880,1887436800.0,29505,29505,53277084,53277084
55,1,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1059,2,2,1785477765189144261,1785477765189147172,1785477765247058593,1785477765167284472,1785477765167287383,1785477765225198804,57911421,57911421,iter55:pp1:edp_ag1:round1:expert_dp_param_allgather:pg=1059,iter55:pp1:edp_ag1:round1:expert_dp_param_allgather:pg=1059:rel-e92df965e193,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_param_allgather_g43_slot1,57914332,57911421,57914332,trace_group_end_lag_clamped,11120,11600,1887436800.0,2911,2911,57914332,57914332
55,1,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1061,2,2,1785477765189109126,1785477765189176196,1785477765241407576,1785477765167249337,1785477765167316407,1785477765219547787,52231380,52231380,iter55:pp1:edp_ag1:round1:expert_dp_param_allgather:pg=1061,iter55:pp1:edp_ag1:round1:expert_dp_param_allgather:pg=1061:rel-9930cdcebcf9,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_param_allgather_g43_slot1,52298450,52231380,52298450,trace_group_end_lag_clamped,10720,10800,1887436800.0,67070,67070,52298450,52298450
55,1,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1063,2,2,1785477765189146896,1785477765189171482,1785477765242674468,1785477765167287107,1785477765167311693,1785477765220814679,53502986,53502986,iter55:pp1:edp_ag1:round1:expert_dp_param_allgather:pg=1063,iter55:pp1:edp_ag1:round1:expert_dp_param_allgather:pg=1063:rel-b7ca74b087fa,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_param_allgather_g43_slot1,53527572,53502986,53527572,trace_group_end_lag_clamped,12360,33960,1887436800.0,24586,24586,53527572,53527572
55,1,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1065,2,2,1785477765189131497,1785477765189200055,1785477765243663998,1785477765167271708,1785477765167340266,1785477765221804209,54463943,54463943,iter55:pp1:edp_ag1:round1:expert_dp_param_allgather:pg=1065,iter55:pp1:edp_ag1:round1:expert_dp_param_allgather:pg=1065:rel-8b237926f52c,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_param_allgather_g43_slot1,54532501,54463943,54532501,trace_group_end_lag_clamped,22600,63640,1887436800.0,68558,68558,54532501,54532501
55,1,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1067,2,2,1785477765189114197,1785477765189179253,1785477765244220106,1785477765167254408,1785477765167319464,1785477765222360317,55040853,55040853,iter55:pp1:edp_ag1:round1:expert_dp_param_allgather:pg=1067,iter55:pp1:edp_ag1:round1:expert_dp_param_allgather:pg=1067:rel-ba2f51280233,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_param_allgather_g43_slot1,55105909,55040853,55105909,trace_group_end_lag_clamped,10640,11440,1887436800.0,65056,65056,55105909,55105909
55,1,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1069,2,2,1785477765189091362,1785477765189180618,1785477765241719097,1785477765167231573,1785477765167320829,1785477765219859308,52538479,52538479,iter55:pp1:edp_ag1:round1:expert_dp_param_allgather:pg=1069,iter55:pp1:edp_ag1:round1:expert_dp_param_allgather:pg=1069:rel-953dfa37226a,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_param_allgather_g43_slot1,52627735,52538479,52627735,trace_group_end_lag_clamped,29520,47080,1887436800.0,89256,89256,52627735,52627735
55,1,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1071,2,2,1785477765189109579,1785477765189164067,1785477765243903729,1785477765167249790,1785477765167304278,1785477765222043940,54739662,54739662,iter55:pp1:edp_ag1:round1:expert_dp_param_allgather:pg=1071,iter55:pp1:edp_ag1:round1:expert_dp_param_allgather:pg=1071:rel-64f80fcff21b,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_param_allgather_g43_slot1,54794150,54739662,54794150,trace_group_end_lag_clamped,11840,15560,1887436800.0,54488,54488,54794150,54794150
