iteration,node_id,kind,phase,microbatch,rank,pp_stage,pp_lane,src_rank,dst_rank,src_stage,dst_stage,sequence,region,duration_ns,trace_duration_ns,embedded_collective_adjustment_ns,network_service_ns,software_completion_ns,observed_start_ns,observed_end_ns,predicted_relative_start_ns,predicted_relative_end_ns,critical_predecessor,local_wait_ns,predicted_lane_origin_ns,predicted_start_ns,predicted_end_ns
55,lane0:F0:s3->s4,pp_message,forward,0,-1,3,0,48,64,3,4,-1,p2p,4712346,0,0,4712346,0,,,1139231291,1143943637,rank48:F0,0,1785477744809471652,1785477745948702943,1785477745953415289
55,rank64:F0,compute,forward,0,64,4,0,64,64,4,4,0,warmup,335385833,335385833,0,0,0,1.7854777459565555e+18,1.7854777462919414e+18,1143943637,1479329470,lane0:F0:s3->s4,1143943637,1785477744809471652,1785477745953415289,1785477746288801122
55,lane0:F1:s2->s3,pp_message,forward,1,-1,2,0,32,48,2,3,-1,p2p,4712346,0,0,4712346,0,,,1150181487,1154893833,rank32:F1,0,1785477744809471652,1785477745959653139,1785477745964365485
55,lane0:F2:s1->s2,pp_message,forward,2,-1,1,0,16,32,1,2,-1,p2p,4712346,0,0,4712346,0,,,1151900204,1156612550,rank16:F2,0,1785477744809471652,1785477745961371856,1785477745966084202
55,rank48:F1,compute,forward,1,48,3,0,48,48,3,3,1,warmup,314210059,314210059,0,0,0,1.7854777459721664e+18,1.7854777462863764e+18,1154893833,1469103892,lane0:F1:s2->s3,15662542,1785477744809471652,1785477745964365485,1785477746278575544
55,rank16:F3,compute,forward,3,16,1,0,16,16,1,1,3,warmup,322506780,322506780,0,0,0,1.7854777459843387e+18,1.7854777463068454e+18,1156612550,1479119330,lane0:F2:s1->s2,4712346,1785477744809471652,1785477745966084202,1785477746288590982
55,rank32:F2,compute,forward,2,32,2,0,32,32,2,2,2,warmup,463063797,463063797,0,0,0,1.7854777459792847e+18,1.7854777464423485e+18,1156612550,1619676347,lane0:F2:s1->s2,6431063,1785477744809471652,1785477745966084202,1785477746429147999
55,lane0:F1:s3->s4,pp_message,forward,1,-1,3,0,48,64,3,4,-1,p2p,4712346,0,0,4712346,0,,,1469103892,1473816238,rank48:F1,0,1785477744809471652,1785477746278575544,1785477746283287890
55,lane0:F3:s1->s2,pp_message,forward,3,-1,1,0,16,32,1,2,-1,p2p,4712346,0,0,4712346,0,,,1479119330,1483831676,rank16:F3,0,1785477744809471652,1785477746288590982,1785477746293303328
55,lane0:F0:s4->s5,pp_message,forward,0,-1,4,0,64,80,4,5,-1,p2p,4712346,0,0,4712346,0,,,1479329470,1484041816,rank64:F0,0,1785477744809471652,1785477746288801122,1785477746293513468
55,rank64:F1,compute,forward,1,64,4,0,64,64,4,4,1,warmup,317320688,317320688,0,0,0,1.7854777463020946e+18,1.7854777466194153e+18,1484041816,1801362504,lane0:F0:s4->s5,4712346,1785477744809471652,1785477746293513468,1785477746610834156
55,rank80:F0,compute,forward,0,80,5,0,80,80,5,5,0,warmup,315057717,315057717,0,0,0,1.7854777462973832e+18,1.7854777466124408e+18,1484041816,1799099533,lane0:F0:s4->s5,1484041816,1785477744809471652,1785477746293513468,1785477746608571185
55,lane0:F2:s2->s3,pp_message,forward,2,-1,2,0,32,48,2,3,-1,p2p,4712346,0,0,4712346,0,,,1619676347,1624388693,rank32:F2,0,1785477744809471652,1785477746429147999,1785477746433860345
55,rank32:F3,compute,forward,3,32,2,0,32,32,2,2,3,warmup,317260240,317260240,0,0,0,1.7854777464527168e+18,1.7854777467699768e+18,1624388693,1941648933,lane0:F2:s2->s3,4712346,1785477744809471652,1785477746433860345,1785477746751120585
55,rank48:F2,compute,forward,2,48,3,0,48,48,3,3,2,warmup,315324274,315324274,0,0,0,1.7854777464475013e+18,1.7854777467628255e+18,1624388693,1939712967,lane0:F2:s2->s3,155284801,1785477744809471652,1785477746433860345,1785477746749184619
55,lane0:F0:s5->s6,pp_message,forward,0,-1,5,0,80,96,5,6,-1,p2p,4712346,0,0,4712346,0,,,1799099533,1803811879,rank80:F0,0,1785477744809471652,1785477746608571185,1785477746613283531
55,lane0:F1:s4->s5,pp_message,forward,1,-1,4,0,64,80,4,5,-1,p2p,4712346,0,0,4712346,0,,,1801362504,1806074850,rank64:F1,0,1785477744809471652,1785477746610834156,1785477746615546502
55,rank96:F0,compute,forward,0,96,6,0,96,96,6,6,0,warmup,317961283,317961283,0,0,0,1.7854777466179776e+18,1.7854777469359388e+18,1803811879,2121773162,lane0:F0:s5->s6,1803811879,1785477744809471652,1785477746613283531,1785477746931244814
55,rank80:F1,compute,forward,1,80,5,0,80,80,5,5,1,warmup,313068007,313068007,0,0,0,1.7854777466244626e+18,1.7854777469375304e+18,1806074850,2119142857,lane0:F1:s4->s5,6975317,1785477744809471652,1785477746615546502,1785477746928614509
55,lane0:F2:s3->s4,pp_message,forward,2,-1,3,0,48,64,3,4,-1,p2p,4712346,0,0,4712346,0,,,1939712967,1944425313,rank48:F2,0,1785477744809471652,1785477746749184619,1785477746753896965
55,lane0:F3:s2->s3,pp_message,forward,3,-1,2,0,32,48,2,3,-1,p2p,4712346,0,0,4712346,0,,,1941648933,1946361279,rank32:F3,0,1785477744809471652,1785477746751120585,1785477746755832931
