iteration,node_id,kind,phase,microbatch,rank,pp_stage,pp_lane,src_rank,dst_rank,src_stage,dst_stage,sequence,region,duration_ns,trace_duration_ns,embedded_collective_adjustment_ns,network_service_ns,software_completion_ns,observed_start_ns,observed_end_ns,predicted_relative_start_ns,predicted_relative_end_ns,critical_predecessor,local_wait_ns,predicted_lane_origin_ns,predicted_start_ns,predicted_end_ns
55,rank67:F1,compute,forward,1,67,4,3,67,67,4,4,1,warmup,317417308,317417308,0,0,0,1.785477746302203e+18,1.78547774661962e+18,1483294885,1800712193,lane3:F0:s4->s5,4712346,1785477744811134701,1785477746294429586,1785477746611846894
55,rank83:F0,compute,forward,0,83,5,3,83,83,5,5,0,warmup,314949343,314949343,0,0,0,1.7854777462974743e+18,1.7854777466124237e+18,1483294885,1798244228,lane3:F0:s4->s5,1483294885,1785477744811134701,1785477746294429586,1785477746609378929
55,lane3:F2:s2->s3,pp_message,forward,2,-1,2,3,35,51,2,3,-1,p2p,4712346,0,0,4712346,0,,,1619008606,1623720952,rank35:F2,0,1785477744811134701,1785477746430143307,1785477746434855653
55,rank35:F3,compute,forward,3,35,2,3,35,35,2,2,3,warmup,317342751,317342751,0,0,0,1.7854777464526574e+18,1.7854777467700001e+18,1623720952,1941063703,lane3:F2:s2->s3,4712346,1785477744811134701,1785477746434855653,1785477746752198404
55,rank51:F2,compute,forward,2,51,3,3,51,51,3,3,2,warmup,315302091,315302091,0,0,0,1.7854777464474337e+18,1.7854777467627359e+18,1623720952,1939023043,lane3:F2:s2->s3,155391683,1785477744811134701,1785477746434855653,1785477746750157744
55,lane3:F0:s5->s6,pp_message,forward,0,-1,5,3,83,99,5,6,-1,p2p,4712346,0,0,4712346,0,,,1798244228,1802956574,rank83:F0,0,1785477744811134701,1785477746609378929,1785477746614091275
55,lane3:F1:s4->s5,pp_message,forward,1,-1,4,3,67,83,4,5,-1,p2p,4712346,0,0,4712346,0,,,1800712193,1805424539,rank67:F1,0,1785477744811134701,1785477746611846894,1785477746616559240
55,rank99:F0,compute,forward,0,99,6,3,99,99,6,6,0,warmup,317887945,317887945,0,0,0,1.7854777466180534e+18,1.785477746935941e+18,1802956574,2120844519,lane3:F0:s5->s6,1802956574,1785477744811134701,1785477746614091275,1785477746931979220
55,rank83:F1,compute,forward,1,83,5,3,83,83,5,5,1,warmup,312965823,312965823,0,0,0,1.7854777466246213e+18,1.7854777469375872e+18,1805424539,2118390362,lane3:F1:s4->s5,7180311,1785477744811134701,1785477746616559240,1785477746929525063
55,lane3:F2:s3->s4,pp_message,forward,2,-1,3,3,51,67,3,4,-1,p2p,4712346,0,0,4712346,0,,,1939023043,1943735389,rank51:F2,0,1785477744811134701,1785477746750157744,1785477746754870090
55,lane3:F3:s2->s3,pp_message,forward,3,-1,2,3,35,51,2,3,-1,p2p,4712346,0,0,4712346,0,,,1941063703,1945776049,rank35:F3,0,1785477744811134701,1785477746752198404,1785477746756910750
55,rank67:F2,compute,forward,2,67,4,3,67,67,4,4,2,warmup,315882435,315882435,0,0,0,1.7854777467680955e+18,1.7854777470839777e+18,1943735389,2259617824,lane3:F2:s3->s4,143023196,1785477744811134701,1785477746754870090,1785477747070752525
55,rank51:F3,compute,forward,3,51,3,3,51,51,3,3,3,warmup,334042307,334042307,0,0,0,1.7854777467750333e+18,1.7854777471090755e+18,1945776049,2279818356,lane3:F3:s2->s3,6753006,1785477744811134701,1785477746756910750,1785477747090953057
55,lane3:F1:s5->s6,pp_message,forward,1,-1,5,3,83,99,5,6,-1,p2p,4712346,0,0,4712346,0,,,2118390362,2123102708,rank83:F1,0,1785477744811134701,1785477746929525063,1785477746934237409
55,lane3:F0:s6->s7,pp_message,forward,0,-1,6,3,99,115,6,7,-1,p2p,4712346,0,0,4712346,0,,,2120844519,2125556865,rank99:F0,0,1785477744811134701,1785477746931979220,1785477746936691566
55,rank115:F0,compute,forward,0,115,7,3,115,115,7,7,0,warmup,316966781,316966781,0,0,0,1.7854777469414735e+18,1.7854777472584402e+18,2125556865,2442523646,lane3:F0:s6->s7,2125556865,1785477744811134701,1785477746936691566,1785477747253658347
55,rank99:F1,compute,forward,1,99,6,3,99,99,6,6,1,warmup,316878615,316878615,0,0,0,1.785477746946287e+18,1.7854777472631657e+18,2125556865,2442435480,lane3:F0:s6->s7,4712346,1785477744811134701,1785477746936691566,1785477747253570181
55,lane3:F2:s4->s5,pp_message,forward,2,-1,4,3,67,83,4,5,-1,p2p,4712346,0,0,4712346,0,,,2259617824,2264330170,rank67:F2,0,1785477744811134701,1785477747070752525,1785477747075464871
55,rank83:F2,compute,forward,2,83,5,3,83,83,5,5,2,warmup,352595621,352595621,0,0,0,1.7854777470890644e+18,1.78547774744166e+18,2264330170,2616925791,lane3:F2:s4->s5,145939808,1785477744811134701,1785477747075464871,1785477747428060492
55,lane3:F3:s3->s4,pp_message,forward,3,-1,3,3,51,67,3,4,-1,p2p,4712346,0,0,4712346,0,,,2279818356,2284530702,rank51:F3,0,1785477744811134701,1785477747090953057,1785477747095665403
55,rank67:F3,compute,forward,3,67,4,3,67,67,4,4,3,warmup,313640307,313640307,0,0,0,1.7854777471141e+18,1.7854777474277404e+18,2284530702,2598171009,lane3:F3:s3->s4,24912878,1785477744811134701,1785477747095665403,1785477747409305710
55,lane3:F1:s6->s7,pp_message,forward,1,-1,6,3,99,115,6,7,-1,p2p,4712346,0,0,4712346,0,,,2442435480,2447147826,rank99:F1,0,1785477744811134701,1785477747253570181,1785477747258282527
55,lane3:F0:s7->s8,pp_message,forward,0,-1,7,3,115,131,7,8,-1,p2p,4712346,0,0,4712346,0,,,2442523646,2447235992,rank115:F0,0,1785477744811134701,1785477747253658347,1785477747258370693
55,rank115:F1,compute,forward,1,115,7,3,115,115,7,7,1,warmup,312649492,312649492,0,0,0,1.7854777472684882e+18,1.7854777475811377e+18,2447235992,2759885484,lane3:F0:s7->s8,4712346,1785477744811134701,1785477747258370693,1785477747571020185
55,rank131:F0,compute,forward,0,131,8,3,131,131,8,8,0,warmup,313303491,313303491,0,0,0,1.785477747263814e+18,1.7854777475771174e+18,2447235992,2760539483,lane3:F0:s7->s8,2447235992,1785477744811134701,1785477747258370693,1785477747571674184
55,lane3:F3:s4->s5,pp_message,forward,3,-1,4,3,67,83,4,5,-1,p2p,4712346,0,0,4712346,0,,,2598171009,2602883355,rank67:F3,0,1785477744811134701,1785477747409305710,1785477747414018056
55,lane3:F2:s5->s6,pp_message,forward,2,-1,5,3,83,99,5,6,-1,p2p,4712346,0,0,4712346,0,,,2616925791,2621638137,rank83:F2,0,1785477744811134701,1785477747428060492,1785477747432772838
55,rank83:F3,compute,forward,3,83,5,3,83,83,5,5,3,warmup,312338123,312338123,0,0,0,1.7854777474519918e+18,1.7854777477643297e+18,2621638137,2933976260,lane3:F2:s5->s6,4712346,1785477744811134701,1785477747432772838,1785477747745110961
55,rank99:F2,compute,forward,2,99,6,3,99,99,6,6,2,warmup,316184224,316184224,0,0,0,1.7854777474472164e+18,1.7854777477634007e+18,2621638137,2937822361,lane3:F2:s5->s6,179202657,1785477744811134701,1785477747432772838,1785477747748957062
55,lane3:F1:s7->s8,pp_message,forward,1,-1,7,3,115,131,7,8,-1,p2p,4712346,0,0,4712346,0,,,2759885484,2764597830,rank115:F1,0,1785477744811134701,1785477747571020185,1785477747575732531
55,lane3:F0:s8->s9,pp_message,forward,0,-1,8,3,131,147,8,9,-1,p2p,4712346,0,0,4712346,0,,,2760539483,2765251829,rank131:F0,0,1785477744811134701,1785477747571674184,1785477747576386530
55,rank131:F1,compute,forward,1,131,8,3,131,131,8,8,1,warmup,311126767,311126767,0,0,0,1.7854777475874703e+18,1.785477747898597e+18,2765251829,3076378596,lane3:F0:s8->s9,4712346,1785477744811134701,1785477747576386530,1785477747887513297
55,rank147:F0,compute,forward,0,147,9,3,147,147,9,9,0,warmup,320729723,320729723,0,0,0,1.7854777475824435e+18,1.7854777479031734e+18,2765251829,3085981552,lane3:F0:s8->s9,2765251829,1785477744811134701,1785477747576386530,1785477747897116253
55,lane3:F3:s5->s6,pp_message,forward,3,-1,5,3,83,99,5,6,-1,p2p,4712346,0,0,4712346,0,,,2933976260,2938688606,rank83:F3,0,1785477744811134701,1785477747745110961,1785477747749823307
55,lane3:F2:s6->s7,pp_message,forward,2,-1,6,3,99,115,6,7,-1,p2p,4712346,0,0,4712346,0,,,2937822361,2942534707,rank99:F2,0,1785477744811134701,1785477747748957062,1785477747753669408
55,rank115:F2,compute,forward,2,115,7,3,115,115,7,7,2,warmup,310085636,310085636,0,0,0,1.7854777477687532e+18,1.7854777480788388e+18,2942534707,3252620343,lane3:F2:s6->s7,182649223,1785477744811134701,1785477747753669408,1785477748063755044
55,rank99:F3,compute,forward,3,99,6,3,99,99,6,6,3,warmup,315029111,315029111,0,0,0,1.7854777477740004e+18,1.7854777480890296e+18,2942534707,3257563818,lane3:F2:s6->s7,4712346,1785477744811134701,1785477747753669408,1785477748068698519
55,lane3:F1:s8->s9,pp_message,forward,1,-1,8,3,131,147,8,9,-1,p2p,4712346,0,0,4712346,0,,,3076378596,3081090942,rank131:F1,0,1785477744811134701,1785477747887513297,1785477747892225643
55,lane3:F0:s9->s10,pp_message,forward,0,-1,9,3,147,163,9,10,-1,p2p,4712346,0,0,4712346,0,,,3085981552,3090693898,rank147:F0,0,1785477744811134701,1785477747897116253,1785477747901828599
55,rank147:F1,compute,forward,1,147,9,3,147,147,9,9,1,warmup,318394681,318394681,0,0,0,1.7854777479134559e+18,1.7854777482318505e+18,3090693898,3409088579,lane3:F0:s9->s10,4712346,1785477744811134701,1785477747901828599,1785477748220223280
55,rank163:F0,compute,forward,0,163,10,3,163,163,10,10,0,warmup,320686532,320686532,0,0,0,1.785477747908795e+18,1.7854777482294815e+18,3090693898,3411380430,lane3:F0:s9->s10,3090693898,1785477744811134701,1785477747901828599,1785477748222515131
55,lane3:F2:s7->s8,pp_message,forward,2,-1,7,3,115,131,7,8,-1,p2p,4712346,0,0,4712346,0,,,3252620343,3257332689,rank115:F2,0,1785477744811134701,1785477748063755044,1785477748068467390
55,rank131:F2,compute,forward,2,131,8,3,131,131,8,8,2,warmup,311335578,311335578,0,0,0,1.7854777480840527e+18,1.7854777483953882e+18,3257332689,3568668267,lane3:F2:s7->s8,180954093,1785477744811134701,1785477748068467390,1785477748379802968
55,lane3:F3:s6->s7,pp_message,forward,3,-1,6,3,99,115,6,7,-1,p2p,4712346,0,0,4712346,0,,,3257563818,3262276164,rank99:F3,0,1785477744811134701,1785477748068698519,1785477748073410865
55,rank115:F3,compute,forward,3,115,7,3,115,115,7,7,3,warmup,340372026,340372026,0,0,0,1.7854777480941565e+18,1.7854777484345288e+18,3262276164,3602648190,lane3:F3:s6->s7,9655821,1785477744811134701,1785477748073410865,1785477748413782891
55,lane3:F1:s9->s10,pp_message,forward,1,-1,9,3,147,163,9,10,-1,p2p,4712346,0,0,4712346,0,,,3409088579,3413800925,rank147:F1,0,1785477744811134701,1785477748220223280,1785477748224935626
55,lane3:F0:s10->s11,pp_message,forward,0,-1,10,3,163,179,10,11,-1,p2p,4712346,0,0,4712346,0,,,3411380430,3416092776,rank163:F0,0,1785477744811134701,1785477748222515131,1785477748227227477
55,rank163:F1,compute,forward,1,163,10,3,163,163,10,10,1,warmup,324737110,324737110,0,0,0,1.7854777482395356e+18,1.7854777485642726e+18,3416092776,3740829886,lane3:F0:s10->s11,4712346,1785477744811134701,1785477748227227477,1785477748551964587
55,rank179:F0,compute,forward,0,179,11,3,179,179,11,11,0,warmup,311210301,311210301,0,0,0,1.7854777482353175e+18,1.7854777485465277e+18,3416092776,3727303077,lane3:F0:s10->s11,3416092776,1785477744811134701,1785477748227227477,1785477748538437778
55,lane3:F2:s8->s9,pp_message,forward,2,-1,8,3,131,147,8,9,-1,p2p,4712346,0,0,4712346,0,,,3568668267,3573380613,rank131:F2,0,1785477744811134701,1785477748379802968,1785477748384515314
55,rank147:F2,compute,forward,2,147,9,3,147,147,9,9,2,warmup,318137203,318137203,0,0,0,1.7854777484005793e+18,1.7854777487187167e+18,3573380613,3891517816,lane3:F2:s8->s9,164292034,1785477744811134701,1785477748384515314,1785477748702652517
55,lane3:F3:s7->s8,pp_message,forward,3,-1,7,3,115,131,7,8,-1,p2p,4712346,0,0,4712346,0,,,3602648190,3607360536,rank115:F3,0,1785477744811134701,1785477748413782891,1785477748418495237
55,rank131:F3,compute,forward,3,131,8,3,131,131,8,8,3,warmup,310963831,310963831,0,0,0,1.7854777484396221e+18,1.7854777487505859e+18,3607360536,3918324367,lane3:F3:s7->s8,38692269,1785477744811134701,1785477748418495237,1785477748729459068
55,lane3:F0:s11->s12,pp_message,forward,0,-1,11,3,179,195,11,12,-1,p2p,4712346,0,0,4712346,0,,,3727303077,3732015423,rank179:F0,0,1785477744811134701,1785477748538437778,1785477748543150124
55,rank195:F0,compute,forward,0,195,12,3,195,195,12,12,0,warmup,312770894,312770894,0,0,0,1.7854777485522286e+18,1.7854777488649994e+18,3732015423,4044786317,lane3:F0:s11->s12,3732015423,1785477744811134701,1785477748543150124,1785477748855921018
55,lane3:F1:s10->s11,pp_message,forward,1,-1,10,3,163,179,10,11,-1,p2p,4712346,0,0,4712346,0,,,3740829886,3745542232,rank163:F1,0,1785477744811134701,1785477748551964587,1785477748556676933
55,rank179:F1,compute,forward,1,179,11,3,179,179,11,11,1,warmup,316093345,316093345,0,0,0,1.7854777485693765e+18,1.7854777488854697e+18,3745542232,4061635577,lane3:F1:s10->s11,18239155,1785477744811134701,1785477748556676933,1785477748872770278
55,lane3:F2:s9->s10,pp_message,forward,2,-1,9,3,147,163,9,10,-1,p2p,4712346,0,0,4712346,0,,,3891517816,3896230162,rank147:F2,0,1785477744811134701,1785477748702652517,1785477748707364863
55,rank163:F2,compute,forward,2,163,10,3,163,163,10,10,2,warmup,334043864,334043864,0,0,0,1.7854777487239828e+18,1.7854777490580265e+18,3896230162,4230274026,lane3:F2:s9->s10,155400276,1785477744811134701,1785477748707364863,1785477749041408727
55,lane3:F3:s8->s9,pp_message,forward,3,-1,8,3,131,147,8,9,-1,p2p,4712346,0,0,4712346,0,,,3918324367,3923036713,rank131:F3,0,1785477744811134701,1785477748729459068,1785477748734171414
55,rank147:F3,compute,forward,3,147,9,3,147,147,9,9,3,warmup,318854227,318854227,0,0,0,1.7854777487557809e+18,1.7854777490746353e+18,3923036713,4241890940,lane3:F3:s8->s9,31518897,1785477744811134701,1785477748734171414,1785477749053025641
55,lane3:F0:s12->s13,pp_message,forward,0,-1,12,3,195,211,12,13,-1,p2p,4712346,0,0,4712346,0,,,4044786317,4049498663,rank195:F0,0,1785477744811134701,1785477748855921018,1785477748860633364
55,rank211:F0,compute,forward,0,211,13,3,211,211,13,13,0,warmup,315188509,315188509,0,0,0,1.78547774887111e+18,1.7854777491862984e+18,4049498663,4364687172,lane3:F0:s12->s13,4049498663,1785477744811134701,1785477748860633364,1785477749175821873
55,lane3:F1:s11->s12,pp_message,forward,1,-1,11,3,179,195,11,12,-1,p2p,4712346,0,0,4712346,0,,,4061635577,4066347923,rank179:F1,0,1785477744811134701,1785477748872770278,1785477748877482624
55,rank195:F1,compute,forward,1,195,12,3,195,195,12,12,1,warmup,307517174,307517174,0,0,0,1.785477748890643e+18,1.7854777491981601e+18,4066347923,4373865097,lane3:F1:s11->s12,21561606,1785477744811134701,1785477748877482624,1785477749184999798
55,lane3:F2:s10->s11,pp_message,forward,2,-1,10,3,163,179,10,11,-1,p2p,4712346,0,0,4712346,0,,,4230274026,4234986372,rank163:F2,0,1785477744811134701,1785477749041408727,1785477749046121073
55,rank179:F2,compute,forward,2,179,11,3,179,179,11,11,2,warmup,309448163,309448163,0,0,0,1.7854777490631393e+18,1.7854777493725875e+18,4234986372,4544434535,lane3:F2:s10->s11,173350795,1785477744811134701,1785477749046121073,1785477749355569236
55,lane3:F3:s9->s10,pp_message,forward,3,-1,9,3,147,163,9,10,-1,p2p,4712346,0,0,4712346,0,,,4241890940,4246603286,rank147:F3,0,1785477744811134701,1785477749053025641,1785477749057737987
55,rank163:F3,compute,forward,3,163,10,3,163,163,10,10,3,warmup,310615627,310615627,0,0,0,1.7854777490798213e+18,1.785477749390437e+18,4246603286,4557218913,lane3:F3:s9->s10,16329260,1785477744811134701,1785477749057737987,1785477749368353614
55,lane3:F0:s13->s14,pp_message,forward,0,-1,13,3,211,227,13,14,-1,p2p,4712346,0,0,4712346,0,,,4364687172,4369399518,rank211:F0,0,1785477744811134701,1785477749175821873,1785477749180534219
55,rank227:F0,compute,forward,0,227,14,3,227,227,14,14,0,warmup,316165477,316165477,0,0,0,1.7854777491920911e+18,1.7854777495082565e+18,4369399518,4685564995,lane3:F0:s13->s14,4369399518,1785477744811134701,1785477749180534219,1785477749496699696
55,lane3:F1:s12->s13,pp_message,forward,1,-1,12,3,195,211,12,13,-1,p2p,4712346,0,0,4712346,0,,,4373865097,4378577443,rank195:F1,0,1785477744811134701,1785477749184999798,1785477749189712144
55,rank211:F1,compute,forward,1,211,13,3,211,211,13,13,1,warmup,309383146,309383146,0,0,0,1.7854777492034097e+18,1.7854777495127928e+18,4378577443,4687960589,lane3:F1:s12->s13,13890271,1785477744811134701,1785477749189712144,1785477749499095290
55,lane3:F2:s11->s12,pp_message,forward,2,-1,11,3,179,195,11,12,-1,p2p,4712346,0,0,4712346,0,,,4544434535,4549146881,rank179:F2,0,1785477744811134701,1785477749355569236,1785477749360281582
55,rank195:F2,compute,forward,2,195,12,3,195,195,12,12,2,warmup,312158566,312158566,0,0,0,1.78547774937785e+18,1.7854777496900086e+18,4549146881,4861305447,lane3:F2:s11->s12,175281784,1785477744811134701,1785477749360281582,1785477749672440148
55,lane3:F3:s10->s11,pp_message,forward,3,-1,10,3,163,179,10,11,-1,p2p,4712346,0,0,4712346,0,,,4557218913,4561931259,rank163:F3,0,1785477744811134701,1785477749368353614,1785477749373065960
55,rank179:F3,compute,forward,3,179,11,3,179,179,11,11,3,warmup,307122634,307122634,0,0,0,1.7854777493955282e+18,1.785477749702651e+18,4561931259,4869053893,lane3:F3:s10->s11,17496724,1785477744811134701,1785477749373065960,1785477749680188594
55,lane3:F0:s14->s15,pp_message,forward,0,-1,14,3,227,243,14,15,-1,p2p,4712346,0,0,4712346,0,,,4685564995,4690277341,rank227:F0,0,1785477744811134701,1785477749496699696,1785477749501412042
55,lane3:F1:s13->s14,pp_message,forward,1,-1,13,3,211,227,13,14,-1,p2p,4712346,0,0,4712346,0,,,4687960589,4692672935,rank211:F1,0,1785477744811134701,1785477749499095290,1785477749503807636
55,rank243:F0,compute,forward,0,243,15,3,243,243,15,15,0,steady,195453774,195453774,0,0,0,1.785477749514549e+18,1.785477749710003e+18,4690277341,4885731115,lane3:F0:s14->s15,4690277341,1785477744811134701,1785477749501412042,1785477749696865816
55,rank227:F1,compute,forward,1,227,14,3,227,227,14,14,1,steady,309313919,309313919,0,0,0,1.785477749518304e+18,1.7854777498276178e+18,4692672935,5001986854,lane3:F1:s13->s14,7107940,1785477744811134701,1785477749503807636,1785477749813121555
55,lane3:F2:s12->s13,pp_message,forward,2,-1,12,3,195,211,12,13,-1,p2p,4712346,0,0,4712346,0,,,4861305447,4866017793,rank195:F2,0,1785477744811134701,1785477749672440148,1785477749677152494
55,rank211:F2,compute,forward,2,211,13,3,211,211,13,13,2,steady,311144119,311144119,0,0,0,1.785477749695356e+18,1.7854777500064998e+18,4866017793,5177161912,lane3:F2:s12->s13,178057204,1785477744811134701,1785477749677152494,1785477749988296613
55,lane3:F3:s11->s12,pp_message,forward,3,-1,11,3,179,195,11,12,-1,p2p,4712346,0,0,4712346,0,,,4869053893,4873766239,rank179:F3,0,1785477744811134701,1785477749680188594,1785477749684900940
55,rank195:F3,compute,forward,3,195,12,3,195,195,12,12,3,steady,308382381,308382381,0,0,0,1.7854777497078495e+18,1.785477750016232e+18,4873766239,5182148620,lane3:F3:s11->s12,12460792,1785477744811134701,1785477749684900940,1785477749993283321
55,rank243:B0,compute,backward,0,243,15,3,243,243,15,15,1,steady,367224511,367224511,0,0,0,1.7854777497101737e+18,1.785477750077398e+18,4885731115,5252955626,rank243:F0,0,1785477744811134701,1785477749696865816,1785477750064090327
55,lane3:F1:s14->s15,pp_message,forward,1,-1,14,3,227,243,14,15,-1,p2p,4712346,0,0,4712346,0,,,5001986854,5006699200,rank227:F1,0,1785477744811134701,1785477749813121555,1785477749817833901
55,lane3:F2:s13->s14,pp_message,forward,2,-1,13,3,211,227,13,14,-1,p2p,4712346,0,0,4712346,0,,,5177161912,5181874258,rank211:F2,0,1785477744811134701,1785477749988296613,1785477749993008959
55,lane3:F3:s12->s13,pp_message,forward,3,-1,12,3,195,211,12,13,-1,p2p,4712346,0,0,4712346,0,,,5182148620,5186860966,rank195:F3,0,1785477744811134701,1785477749993283321,1785477749997995667
55,lane3:B0:s15->s14,pp_message,backward,0,-1,15,3,243,227,15,14,-1,p2p,98176190,0,0,4712346,93463844,,,5252955626,5351131816,rank243:B0,0,1785477744811134701,1785477750064090327,1785477750162266517
55,rank227:B0,compute,backward,0,227,14,3,227,227,14,14,2,steady,708835847,708835847,0,0,0,1.7854777501759939e+18,1.7854777508848297e+18,5351131816,6059967663,lane3:B0:s15->s14,349144962,1785477744811134701,1785477750162266517,1785477750871102364
55,rank243:F1,compute,forward,1,243,15,3,243,243,15,15,2,steady,193055823,193055823,0,0,0,1.7854777501759212e+18,1.7854777503689772e+18,5351131816,5544187639,lane3:B0:s15->s14,98176190,1785477744811134701,1785477750162266517,1785477750355322340
55,rank243:B1,compute,backward,1,243,15,3,243,243,15,15,3,steady,365999411,365999411,0,0,0,1.7854777503691628e+18,1.785477750735162e+18,5544187639,5910187050,rank243:F1,0,1785477744811134701,1785477750355322340,1785477750721321751
55,lane3:B1:s15->s14,pp_message,backward,1,-1,15,3,243,227,15,14,-1,p2p,98176190,0,0,4712346,93463844,,,5910187050,6008363240,rank243:B1,0,1785477744811134701,1785477750721321751,1785477750819497941
55,lane3:B0:s14->s13,pp_message,backward,0,-1,14,3,227,211,14,13,-1,p2p,98176190,0,0,4712346,93463844,,,6059967663,6158143853,rank227:B0,0,1785477744811134701,1785477750871102364,1785477750969278554
55,rank211:B0,compute,backward,0,211,13,3,211,211,13,13,3,steady,687967944,687967944,0,0,0,1.7854777509836728e+18,1.7854777516716408e+18,6158143853,6846111797,lane3:B0:s14->s13,980981941,1785477744811134701,1785477750969278554,1785477751657246498
55,rank227:F2,compute,forward,2,227,14,3,227,227,14,14,3,steady,309614968,309614968,0,0,0,1.7854777509834496e+18,1.7854777512930647e+18,6158143853,6467758821,lane3:B0:s14->s13,98176190,1785477744811134701,1785477750969278554,1785477751278893522
55,lane3:F2:s14->s15,pp_message,forward,2,-1,14,3,227,243,14,15,-1,p2p,4712346,0,0,4712346,0,,,6467758821,6472471167,rank227:F2,0,1785477744811134701,1785477751278893522,1785477751283605868
55,rank227:B1,compute,backward,1,227,14,3,227,227,14,14,4,steady,678466233,678466233,0,0,0,1.7854777512989832e+18,1.7854777519774495e+18,6472471167,7150937400,lane3:F2:s14->s15,4712346,1785477744811134701,1785477751283605868,1785477751962072101
55,rank243:F2,compute,forward,2,243,15,3,243,243,15,15,4,steady,189903476,189903476,0,0,0,1.785477751298999e+18,1.7854777514889024e+18,6472471167,6662374643,lane3:F2:s14->s15,562284117,1785477744811134701,1785477751283605868,1785477751473509344
55,rank243:B2,compute,backward,2,243,15,3,243,243,15,15,5,steady,365670128,365670128,0,0,0,1.785477751489087e+18,1.785477751854757e+18,6662374643,7028044771,rank243:F2,0,1785477744811134701,1785477751473509344,1785477751839179472
55,lane3:B0:s13->s12,pp_message,backward,0,-1,13,3,211,195,13,12,-1,p2p,98176190,0,0,4712346,93463844,,,6846111797,6944287987,rank211:B0,0,1785477744811134701,1785477751657246498,1785477751755422688
55,rank195:B0,compute,backward,0,195,12,3,195,195,12,12,4,steady,681555404,681555404,0,0,0,1.7854777517719585e+18,1.7854777524535137e+18,6944287987,7625843391,lane3:B0:s13->s12,1762139367,1785477744811134701,1785477751755422688,1785477752436978092
55,rank211:F3,compute,forward,3,211,13,3,211,211,13,13,4,steady,312675283,312675283,0,0,0,1.785477751771761e+18,1.7854777520844362e+18,6944287987,7256963270,lane3:B0:s13->s12,98176190,1785477744811134701,1785477751755422688,1785477752068097971
55,lane3:B2:s15->s14,pp_message,backward,2,-1,15,3,243,227,15,14,-1,p2p,98176190,0,0,4712346,93463844,,,7028044771,7126220961,rank243:B2,0,1785477744811134701,1785477751839179472,1785477751937355662
55,lane3:B1:s14->s13,pp_message,backward,1,-1,14,3,227,211,14,13,-1,p2p,98176190,0,0,4712346,93463844,,,7150937400,7249113590,rank227:B1,0,1785477744811134701,1785477751962072101,1785477752060248291
55,lane3:F3:s13->s14,pp_message,forward,3,-1,13,3,211,227,13,14,-1,p2p,4712346,0,0,4712346,0,,,7256963270,7261675616,rank211:F3,0,1785477744811134701,1785477752068097971,1785477752072810317
55,rank211:B1,compute,backward,1,211,13,3,211,211,13,13,5,steady,685259869,685259869,0,0,0,1.7854777520903578e+18,1.7854777527756175e+18,7261675616,7946935485,lane3:F3:s13->s14,4712346,1785477744811134701,1785477752072810317,1785477752758070186
55,rank227:F3,compute,forward,3,227,14,3,227,227,14,14,5,steady,308633090,308633090,0,0,0,1.7854777520902833e+18,1.7854777523989164e+18,7261675616,7570308706,lane3:F3:s13->s14,110738216,1785477744811134701,1785477752072810317,1785477752381443407
55,lane3:F3:s14->s15,pp_message,forward,3,-1,14,3,227,243,14,15,-1,p2p,4712346,0,0,4712346,0,,,7570308706,7575021052,rank227:F3,0,1785477744811134701,1785477752381443407,1785477752386155753
55,rank227:B2,compute,backward,2,227,14,3,227,227,14,14,6,steady,687551238,687551238,0,0,0,1.785477752404806e+18,1.785477753092357e+18,7575021052,8262572290,lane3:F3:s14->s15,4712346,1785477744811134701,1785477752386155753,1785477753073706991
55,rank243:F3,compute,forward,3,243,15,3,243,243,15,15,6,steady,189536793,189536793,0,0,0,1.7854777524048097e+18,1.7854777525943465e+18,7575021052,7764557845,lane3:F3:s14->s15,546976281,1785477744811134701,1785477752386155753,1785477752575692546
55,lane3:B0:s12->s11,pp_message,backward,0,-1,12,3,195,179,12,11,-1,p2p,98176190,0,0,4712346,93463844,,,7625843391,7724019581,rank195:B0,0,1785477744811134701,1785477752436978092,1785477752535154282
55,rank179:B0,compute,backward,0,179,11,3,179,179,11,11,4,cooldown,674485415,674485415,0,0,0,1.7854777525517128e+18,1.7854777532261983e+18,7724019581,8398504996,lane3:B0:s12->s11,2854965688,1785477744811134701,1785477752535154282,1785477753209639697
55,rank243:B3,compute,backward,3,243,15,3,243,243,15,15,7,steady,369566294,369566294,0,0,0,1.7854777525945341e+18,1.7854777529641006e+18,7764557845,8134124139,rank243:F3,0,1785477744811134701,1785477752575692546,1785477752945258840
55,lane3:B1:s13->s12,pp_message,backward,1,-1,13,3,211,195,13,12,-1,p2p,98176190,0,0,4712346,93463844,,,7946935485,8045111675,rank211:B1,0,1785477744811134701,1785477752758070186,1785477752856246376
55,rank195:B1,compute,backward,1,195,12,3,195,195,12,12,5,cooldown,679198496,679198496,0,0,0,1.7854777528743122e+18,1.7854777535535107e+18,8045111675,8724310171,lane3:B1:s13->s12,419268284,1785477744811134701,1785477752856246376,1785477753535444872
55,lane3:B3:s15->s14,pp_message,backward,3,-1,15,3,243,227,15,14,-1,p2p,98176190,0,0,4712346,93463844,,,8134124139,8232300329,rank243:B3,0,1785477744811134701,1785477752945258840,1785477753043435030
