version,iteration,profiler_predicted_ms,profiler_actual_ms,profiler_APE_pct,training_predicted_ms,training_actual_ms,training_APE_pct,onef1b_predicted_ms,onef1b_actual_ms,onef1b_APE_pct,mfu_predicted_pct,mfu_actual_pct,mfu_relative_APE_pct,mfu_absolute_error_pp
v6.10,85,21557.550256125,23817.504667,9.488627975399323,22930.003646124995,25365.0,9.5998279277548,19283.76732,21393.263122,9.86056119615842,3.285055047379364,2.9696954154989217,10.619258467874234,0.31535963188044214
v6.10,90,21557.550256125,23760.744538,9.27241264831362,22930.003646124995,25502.0,10.085469194082838,19283.76732,21528.329899,10.42608780862403,3.285055047379364,2.9537418325672555,11.216728935451552,0.3313132148121083
v6.10,95,21557.550256125,23900.237723,9.801942114661697,22930.003646124995,25439.3,9.863857707857546,19283.76732,21561.149446,10.562433750128744,3.285055047379364,2.961021891881072,10.943288071823101,0.32403315549829204
v6.10,100,21557.550256125,23961.906278,10.034076562942307,22930.003646124995,25656.3,10.626225737440723,19283.76732,21764.340726,11.397420382399503,3.285055047379364,2.935977682445643,11.889646403679151,0.3490773649337209
