variant,iterations,onef1b_MAPE_pct,profiler_MAPE_pct,training_MAPE_pct,mfu_relative_MAPE_pct,mfu_MAE_percentage_points
frozen_v685,4,11.34078611646797,10.369528494438608,10.718040852472164,12.006688638718735,0.3547523093302921
fine_both,4,10.561625784327674,9.649264825329237,10.043845141783978,11.16723046970701,0.32994584178114084
fine_exposed_only,4,10.622456583344947,9.700304248423839,10.09162009087855,11.226301813023913,0.3316914336583402
fine_overlap_only,4,11.278662466534307,10.318489071343977,10.670265903377562,11.946785697082513,0.3529821432485837
