variant,prediction_mode,iterations,onef1b_MAPE_pct,onef1b_bias_ms,profiler_MAPE_pct,training_MAPE_pct,MFU_relative_MAPE_pct,MFU_bias_pp
cold_start_phase_transfer,cold_start,4,15.340746119628438,-3308.42744725,13.984092493020992,14.101417868927298,16.41841286777796,0.4851212758421105
online_forward_only_winsor20,online_prefix_conditioned,4,11.72139283766083,-2528.2981732499993,10.713629253739203,11.0406022672092,12.414737751230943,0.36679885144747937
online_late_all_stages_winsor20,online_prefix_conditioned,4,2.9240899279692476,-630.8095414999998,2.7624577145931437,3.598109686597877,3.7327928401680692,0.11029191048203046
online_midrun_last_half_median,online_prefix_conditioned,4,3.7729745936641956,-813.3101602500001,3.528155625337233,4.3164583599888315,4.525676102888672,0.13379893586188563
online_midrun_last_half_winsor20,online_prefix_conditioned,4,1.774165878841683,-382.58529,1.722853037720881,2.625240516576878,2.6968328626445994,0.07970679734742481
v685_frozen,cold_start,4,11.340786116467987,-2445.9978842500022,10.369528494438608,10.718040852472178,12.00668863871875,0.35475230933029256
