src,dst,edge_type
lane13:F1:s3->s4,rank77:F1,forward_receive
lane13:F1:s4->s5,rank77:F2,blocking_forward_send
lane13:F1:s4->s5,rank93:F1,forward_receive
lane13:F1:s5->s6,rank109:F1,forward_receive
lane13:F1:s5->s6,rank93:F2,blocking_forward_send
lane13:F1:s6->s7,rank109:F2,blocking_forward_send
lane13:F1:s6->s7,rank125:F1,forward_receive
lane13:F1:s7->s8,rank125:F2,blocking_forward_send
lane13:F1:s7->s8,rank141:F1,forward_receive
lane13:F1:s8->s9,rank141:F2,blocking_forward_send
lane13:F1:s8->s9,rank157:F1,forward_receive
lane13:F1:s9->s10,rank157:F2,blocking_forward_send
lane13:F1:s9->s10,rank173:F1,forward_receive
lane13:F2:s0->s1,rank13:F3,blocking_forward_send
lane13:F2:s0->s1,rank29:F2,forward_receive
lane13:F2:s1->s2,rank29:F3,blocking_forward_send
lane13:F2:s1->s2,rank45:F2,forward_receive
lane13:F2:s10->s11,rank173:F3,blocking_forward_send
lane13:F2:s10->s11,rank189:F2,forward_receive
lane13:F2:s11->s12,rank189:F3,blocking_forward_send
lane13:F2:s11->s12,rank205:F2,forward_receive
lane13:F2:s12->s13,rank205:F3,blocking_forward_send
lane13:F2:s12->s13,rank221:F2,forward_receive
lane13:F2:s13->s14,rank221:B0,blocking_forward_send
lane13:F2:s13->s14,rank237:F2,forward_receive
lane13:F2:s14->s15,rank237:B1,blocking_forward_send
lane13:F2:s14->s15,rank253:F2,forward_receive
lane13:F2:s2->s3,rank45:F3,blocking_forward_send
lane13:F2:s2->s3,rank61:F2,forward_receive
lane13:F2:s3->s4,rank61:F3,blocking_forward_send
lane13:F2:s3->s4,rank77:F2,forward_receive
lane13:F2:s4->s5,rank77:F3,blocking_forward_send
lane13:F2:s4->s5,rank93:F2,forward_receive
lane13:F2:s5->s6,rank109:F2,forward_receive
lane13:F2:s5->s6,rank93:F3,blocking_forward_send
lane13:F2:s6->s7,rank109:F3,blocking_forward_send
lane13:F2:s6->s7,rank125:F2,forward_receive
lane13:F2:s7->s8,rank125:F3,blocking_forward_send
lane13:F2:s7->s8,rank141:F2,forward_receive
lane13:F2:s8->s9,rank141:F3,blocking_forward_send
lane13:F2:s8->s9,rank157:F2,forward_receive
lane13:F2:s9->s10,rank157:F3,blocking_forward_send
lane13:F2:s9->s10,rank173:F2,forward_receive
lane13:F3:s0->s1,rank13:B0,blocking_forward_send
lane13:F3:s0->s1,rank29:F3,forward_receive
lane13:F3:s1->s2,rank29:B0,blocking_forward_send
lane13:F3:s1->s2,rank45:F3,forward_receive
lane13:F3:s10->s11,rank173:B0,blocking_forward_send
lane13:F3:s10->s11,rank189:F3,forward_receive
lane13:F3:s11->s12,rank189:B0,blocking_forward_send
lane13:F3:s11->s12,rank205:F3,forward_receive
lane13:F3:s12->s13,rank205:B0,blocking_forward_send
lane13:F3:s12->s13,rank221:F3,forward_receive
lane13:F3:s13->s14,rank221:B1,blocking_forward_send
lane13:F3:s13->s14,rank237:F3,forward_receive
lane13:F3:s14->s15,rank237:B2,blocking_forward_send
lane13:F3:s14->s15,rank253:F3,forward_receive
lane13:F3:s2->s3,rank45:B0,blocking_forward_send
lane13:F3:s2->s3,rank61:F3,forward_receive
lane13:F3:s3->s4,rank61:B0,blocking_forward_send
lane13:F3:s3->s4,rank77:F3,forward_receive
lane13:F3:s4->s5,rank77:B0,blocking_forward_send
lane13:F3:s4->s5,rank93:F3,forward_receive
lane13:F3:s5->s6,rank109:F3,forward_receive
lane13:F3:s5->s6,rank93:B0,blocking_forward_send
lane13:F3:s6->s7,rank109:B0,blocking_forward_send
lane13:F3:s6->s7,rank125:F3,forward_receive
lane13:F3:s7->s8,rank125:B0,blocking_forward_send
lane13:F3:s7->s8,rank141:F3,forward_receive
lane13:F3:s8->s9,rank141:B0,blocking_forward_send
lane13:F3:s8->s9,rank157:F3,forward_receive
lane13:F3:s9->s10,rank157:B0,blocking_forward_send
lane13:F3:s9->s10,rank173:F3,forward_receive
lane14:B0:s1->s0,rank14:B0,backward_receive
lane14:B0:s1->s0,rank30:B1,blocking_backward_send
lane14:B0:s10->s9,rank158:B0,backward_receive
lane14:B0:s10->s9,rank174:B1,blocking_backward_send
lane14:B0:s11->s10,rank174:B0,backward_receive
lane14:B0:s11->s10,rank190:B1,blocking_backward_send
lane14:B0:s12->s11,rank190:B0,backward_receive
lane14:B0:s12->s11,rank206:B1,blocking_backward_send
lane14:B0:s13->s12,rank206:B0,backward_receive
lane14:B0:s13->s12,rank222:F3,blocking_backward_send
lane14:B0:s14->s13,rank222:B0,backward_receive
lane14:B0:s14->s13,rank238:F2,blocking_backward_send
lane14:B0:s15->s14,rank238:B0,backward_receive
lane14:B0:s15->s14,rank254:F1,blocking_backward_send
lane14:B0:s2->s1,rank30:B0,backward_receive
lane14:B0:s2->s1,rank46:B1,blocking_backward_send
lane14:B0:s3->s2,rank46:B0,backward_receive
lane14:B0:s3->s2,rank62:B1,blocking_backward_send
lane14:B0:s4->s3,rank62:B0,backward_receive
lane14:B0:s4->s3,rank78:B1,blocking_backward_send
lane14:B0:s5->s4,rank78:B0,backward_receive
lane14:B0:s5->s4,rank94:B1,blocking_backward_send
lane14:B0:s6->s5,rank110:B1,blocking_backward_send
lane14:B0:s6->s5,rank94:B0,backward_receive
lane14:B0:s7->s6,rank110:B0,backward_receive
lane14:B0:s7->s6,rank126:B1,blocking_backward_send
lane14:B0:s8->s7,rank126:B0,backward_receive
lane14:B0:s8->s7,rank142:B1,blocking_backward_send
lane14:B0:s9->s8,rank142:B0,backward_receive
lane14:B0:s9->s8,rank158:B1,blocking_backward_send
lane14:B1:s1->s0,rank14:B1,backward_receive
lane14:B1:s1->s0,rank30:B2,blocking_backward_send
lane14:B1:s10->s9,rank158:B1,backward_receive
lane14:B1:s10->s9,rank174:B2,blocking_backward_send
lane14:B1:s11->s10,rank174:B1,backward_receive
lane14:B1:s11->s10,rank190:B2,blocking_backward_send
lane14:B1:s12->s11,rank190:B1,backward_receive
lane14:B1:s12->s11,rank206:B2,blocking_backward_send
lane14:B1:s13->s12,rank206:B1,backward_receive
lane14:B1:s13->s12,rank222:B2,blocking_backward_send
lane14:B1:s14->s13,rank222:B1,backward_receive
lane14:B1:s14->s13,rank238:F3,blocking_backward_send
lane14:B1:s15->s14,rank238:B1,backward_receive
lane14:B1:s15->s14,rank254:F2,blocking_backward_send
lane14:B1:s2->s1,rank30:B1,backward_receive
lane14:B1:s2->s1,rank46:B2,blocking_backward_send
lane14:B1:s3->s2,rank46:B1,backward_receive
lane14:B1:s3->s2,rank62:B2,blocking_backward_send
lane14:B1:s4->s3,rank62:B1,backward_receive
lane14:B1:s4->s3,rank78:B2,blocking_backward_send
lane14:B1:s5->s4,rank78:B1,backward_receive
lane14:B1:s5->s4,rank94:B2,blocking_backward_send
lane14:B1:s6->s5,rank110:B2,blocking_backward_send
lane14:B1:s6->s5,rank94:B1,backward_receive
lane14:B1:s7->s6,rank110:B1,backward_receive
lane14:B1:s7->s6,rank126:B2,blocking_backward_send
lane14:B1:s8->s7,rank126:B1,backward_receive
lane14:B1:s8->s7,rank142:B2,blocking_backward_send
lane14:B1:s9->s8,rank142:B1,backward_receive
lane14:B1:s9->s8,rank158:B2,blocking_backward_send
lane14:B2:s1->s0,rank14:B2,backward_receive
lane14:B2:s1->s0,rank30:B3,blocking_backward_send
lane14:B2:s10->s9,rank158:B2,backward_receive
lane14:B2:s10->s9,rank174:B3,blocking_backward_send
lane14:B2:s11->s10,rank174:B2,backward_receive
lane14:B2:s11->s10,rank190:B3,blocking_backward_send
lane14:B2:s12->s11,rank190:B2,backward_receive
lane14:B2:s12->s11,rank206:B3,blocking_backward_send
lane14:B2:s13->s12,rank206:B2,backward_receive
lane14:B2:s13->s12,rank222:B3,blocking_backward_send
lane14:B2:s14->s13,rank222:B2,backward_receive
lane14:B2:s14->s13,rank238:B3,blocking_backward_send
lane14:B2:s15->s14,rank238:B2,backward_receive
lane14:B2:s15->s14,rank254:F3,blocking_backward_send
lane14:B2:s2->s1,rank30:B2,backward_receive
lane14:B2:s2->s1,rank46:B3,blocking_backward_send
lane14:B2:s3->s2,rank46:B2,backward_receive
lane14:B2:s3->s2,rank62:B3,blocking_backward_send
lane14:B2:s4->s3,rank62:B2,backward_receive
lane14:B2:s4->s3,rank78:B3,blocking_backward_send
lane14:B2:s5->s4,rank78:B2,backward_receive
lane14:B2:s5->s4,rank94:B3,blocking_backward_send
lane14:B2:s6->s5,rank110:B3,blocking_backward_send
lane14:B2:s6->s5,rank94:B2,backward_receive
lane14:B2:s7->s6,rank110:B2,backward_receive
lane14:B2:s7->s6,rank126:B3,blocking_backward_send
lane14:B2:s8->s7,rank126:B2,backward_receive
lane14:B2:s8->s7,rank142:B3,blocking_backward_send
lane14:B2:s9->s8,rank142:B2,backward_receive
lane14:B2:s9->s8,rank158:B3,blocking_backward_send
lane14:B3:s1->s0,rank14:B3,backward_receive
lane14:B3:s10->s9,rank158:B3,backward_receive
lane14:B3:s11->s10,rank174:B3,backward_receive
lane14:B3:s12->s11,rank190:B3,backward_receive
lane14:B3:s13->s12,rank206:B3,backward_receive
lane14:B3:s14->s13,rank222:B3,backward_receive
lane14:B3:s15->s14,rank238:B3,backward_receive
lane14:B3:s2->s1,rank30:B3,backward_receive
lane14:B3:s3->s2,rank46:B3,backward_receive
lane14:B3:s4->s3,rank62:B3,backward_receive
lane14:B3:s5->s4,rank78:B3,backward_receive
lane14:B3:s6->s5,rank94:B3,backward_receive
lane14:B3:s7->s6,rank110:B3,backward_receive
lane14:B3:s8->s7,rank126:B3,backward_receive
lane14:B3:s9->s8,rank142:B3,backward_receive
lane14:F0:s0->s1,rank14:F1,blocking_forward_send
lane14:F0:s0->s1,rank30:F0,forward_receive
lane14:F0:s1->s2,rank30:F1,blocking_forward_send
lane14:F0:s1->s2,rank46:F0,forward_receive
lane14:F0:s10->s11,rank174:F1,blocking_forward_send
lane14:F0:s10->s11,rank190:F0,forward_receive
lane14:F0:s11->s12,rank190:F1,blocking_forward_send
lane14:F0:s11->s12,rank206:F0,forward_receive
lane14:F0:s12->s13,rank206:F1,blocking_forward_send
lane14:F0:s12->s13,rank222:F0,forward_receive
lane14:F0:s13->s14,rank222:F1,blocking_forward_send
lane14:F0:s13->s14,rank238:F0,forward_receive
lane14:F0:s14->s15,rank238:F1,blocking_forward_send
lane14:F0:s14->s15,rank254:F0,forward_receive
lane14:F0:s2->s3,rank46:F1,blocking_forward_send
lane14:F0:s2->s3,rank62:F0,forward_receive
lane14:F0:s3->s4,rank62:F1,blocking_forward_send
lane14:F0:s3->s4,rank78:F0,forward_receive
lane14:F0:s4->s5,rank78:F1,blocking_forward_send
lane14:F0:s4->s5,rank94:F0,forward_receive
lane14:F0:s5->s6,rank110:F0,forward_receive
lane14:F0:s5->s6,rank94:F1,blocking_forward_send
lane14:F0:s6->s7,rank110:F1,blocking_forward_send
lane14:F0:s6->s7,rank126:F0,forward_receive
lane14:F0:s7->s8,rank126:F1,blocking_forward_send
lane14:F0:s7->s8,rank142:F0,forward_receive
lane14:F0:s8->s9,rank142:F1,blocking_forward_send
lane14:F0:s8->s9,rank158:F0,forward_receive
lane14:F0:s9->s10,rank158:F1,blocking_forward_send
lane14:F0:s9->s10,rank174:F0,forward_receive
lane14:F1:s0->s1,rank14:F2,blocking_forward_send
lane14:F1:s0->s1,rank30:F1,forward_receive
lane14:F1:s1->s2,rank30:F2,blocking_forward_send
lane14:F1:s1->s2,rank46:F1,forward_receive
lane14:F1:s10->s11,rank174:F2,blocking_forward_send
lane14:F1:s10->s11,rank190:F1,forward_receive
lane14:F1:s11->s12,rank190:F2,blocking_forward_send
lane14:F1:s11->s12,rank206:F1,forward_receive
lane14:F1:s12->s13,rank206:F2,blocking_forward_send
lane14:F1:s12->s13,rank222:F1,forward_receive
lane14:F1:s13->s14,rank222:F2,blocking_forward_send
lane14:F1:s13->s14,rank238:F1,forward_receive
lane14:F1:s14->s15,rank238:B0,blocking_forward_send
lane14:F1:s14->s15,rank254:F1,forward_receive
lane14:F1:s2->s3,rank46:F2,blocking_forward_send
lane14:F1:s2->s3,rank62:F1,forward_receive
lane14:F1:s3->s4,rank62:F2,blocking_forward_send
lane14:F1:s3->s4,rank78:F1,forward_receive
lane14:F1:s4->s5,rank78:F2,blocking_forward_send
lane14:F1:s4->s5,rank94:F1,forward_receive
lane14:F1:s5->s6,rank110:F1,forward_receive
lane14:F1:s5->s6,rank94:F2,blocking_forward_send
lane14:F1:s6->s7,rank110:F2,blocking_forward_send
lane14:F1:s6->s7,rank126:F1,forward_receive
lane14:F1:s7->s8,rank126:F2,blocking_forward_send
lane14:F1:s7->s8,rank142:F1,forward_receive
lane14:F1:s8->s9,rank142:F2,blocking_forward_send
lane14:F1:s8->s9,rank158:F1,forward_receive
lane14:F1:s9->s10,rank158:F2,blocking_forward_send
lane14:F1:s9->s10,rank174:F1,forward_receive
lane14:F2:s0->s1,rank14:F3,blocking_forward_send
lane14:F2:s0->s1,rank30:F2,forward_receive
lane14:F2:s1->s2,rank30:F3,blocking_forward_send
lane14:F2:s1->s2,rank46:F2,forward_receive
lane14:F2:s10->s11,rank174:F3,blocking_forward_send
lane14:F2:s10->s11,rank190:F2,forward_receive
lane14:F2:s11->s12,rank190:F3,blocking_forward_send
lane14:F2:s11->s12,rank206:F2,forward_receive
lane14:F2:s12->s13,rank206:F3,blocking_forward_send
lane14:F2:s12->s13,rank222:F2,forward_receive
lane14:F2:s13->s14,rank222:B0,blocking_forward_send
lane14:F2:s13->s14,rank238:F2,forward_receive
lane14:F2:s14->s15,rank238:B1,blocking_forward_send
lane14:F2:s14->s15,rank254:F2,forward_receive
lane14:F2:s2->s3,rank46:F3,blocking_forward_send
lane14:F2:s2->s3,rank62:F2,forward_receive
lane14:F2:s3->s4,rank62:F3,blocking_forward_send
lane14:F2:s3->s4,rank78:F2,forward_receive
lane14:F2:s4->s5,rank78:F3,blocking_forward_send
lane14:F2:s4->s5,rank94:F2,forward_receive
lane14:F2:s5->s6,rank110:F2,forward_receive
lane14:F2:s5->s6,rank94:F3,blocking_forward_send
lane14:F2:s6->s7,rank110:F3,blocking_forward_send
lane14:F2:s6->s7,rank126:F2,forward_receive
lane14:F2:s7->s8,rank126:F3,blocking_forward_send
lane14:F2:s7->s8,rank142:F2,forward_receive
lane14:F2:s8->s9,rank142:F3,blocking_forward_send
lane14:F2:s8->s9,rank158:F2,forward_receive
lane14:F2:s9->s10,rank158:F3,blocking_forward_send
lane14:F2:s9->s10,rank174:F2,forward_receive
lane14:F3:s0->s1,rank14:B0,blocking_forward_send
lane14:F3:s0->s1,rank30:F3,forward_receive
lane14:F3:s1->s2,rank30:B0,blocking_forward_send
lane14:F3:s1->s2,rank46:F3,forward_receive
lane14:F3:s10->s11,rank174:B0,blocking_forward_send
lane14:F3:s10->s11,rank190:F3,forward_receive
lane14:F3:s11->s12,rank190:B0,blocking_forward_send
lane14:F3:s11->s12,rank206:F3,forward_receive
lane14:F3:s12->s13,rank206:B0,blocking_forward_send
lane14:F3:s12->s13,rank222:F3,forward_receive
lane14:F3:s13->s14,rank222:B1,blocking_forward_send
lane14:F3:s13->s14,rank238:F3,forward_receive
lane14:F3:s14->s15,rank238:B2,blocking_forward_send
lane14:F3:s14->s15,rank254:F3,forward_receive
lane14:F3:s2->s3,rank46:B0,blocking_forward_send
lane14:F3:s2->s3,rank62:F3,forward_receive
lane14:F3:s3->s4,rank62:B0,blocking_forward_send
lane14:F3:s3->s4,rank78:F3,forward_receive
lane14:F3:s4->s5,rank78:B0,blocking_forward_send
lane14:F3:s4->s5,rank94:F3,forward_receive
lane14:F3:s5->s6,rank110:F3,forward_receive
lane14:F3:s5->s6,rank94:B0,blocking_forward_send
lane14:F3:s6->s7,rank110:B0,blocking_forward_send
lane14:F3:s6->s7,rank126:F3,forward_receive
lane14:F3:s7->s8,rank126:B0,blocking_forward_send
lane14:F3:s7->s8,rank142:F3,forward_receive
lane14:F3:s8->s9,rank142:B0,blocking_forward_send
lane14:F3:s8->s9,rank158:F3,forward_receive
lane14:F3:s9->s10,rank158:B0,blocking_forward_send
lane14:F3:s9->s10,rank174:F3,forward_receive
lane15:B0:s1->s0,rank15:B0,backward_receive
lane15:B0:s1->s0,rank31:B1,blocking_backward_send
lane15:B0:s10->s9,rank159:B0,backward_receive
lane15:B0:s10->s9,rank175:B1,blocking_backward_send
lane15:B0:s11->s10,rank175:B0,backward_receive
lane15:B0:s11->s10,rank191:B1,blocking_backward_send
lane15:B0:s12->s11,rank191:B0,backward_receive
lane15:B0:s12->s11,rank207:B1,blocking_backward_send
lane15:B0:s13->s12,rank207:B0,backward_receive
lane15:B0:s13->s12,rank223:F3,blocking_backward_send
lane15:B0:s14->s13,rank223:B0,backward_receive
lane15:B0:s14->s13,rank239:F2,blocking_backward_send
lane15:B0:s15->s14,rank239:B0,backward_receive
lane15:B0:s15->s14,rank255:F1,blocking_backward_send
lane15:B0:s2->s1,rank31:B0,backward_receive
lane15:B0:s2->s1,rank47:B1,blocking_backward_send
lane15:B0:s3->s2,rank47:B0,backward_receive
lane15:B0:s3->s2,rank63:B1,blocking_backward_send
lane15:B0:s4->s3,rank63:B0,backward_receive
lane15:B0:s4->s3,rank79:B1,blocking_backward_send
lane15:B0:s5->s4,rank79:B0,backward_receive
lane15:B0:s5->s4,rank95:B1,blocking_backward_send
lane15:B0:s6->s5,rank111:B1,blocking_backward_send
lane15:B0:s6->s5,rank95:B0,backward_receive
lane15:B0:s7->s6,rank111:B0,backward_receive
lane15:B0:s7->s6,rank127:B1,blocking_backward_send
lane15:B0:s8->s7,rank127:B0,backward_receive
lane15:B0:s8->s7,rank143:B1,blocking_backward_send
lane15:B0:s9->s8,rank143:B0,backward_receive
lane15:B0:s9->s8,rank159:B1,blocking_backward_send
lane15:B1:s1->s0,rank15:B1,backward_receive
lane15:B1:s1->s0,rank31:B2,blocking_backward_send
lane15:B1:s10->s9,rank159:B1,backward_receive
lane15:B1:s10->s9,rank175:B2,blocking_backward_send
lane15:B1:s11->s10,rank175:B1,backward_receive
lane15:B1:s11->s10,rank191:B2,blocking_backward_send
lane15:B1:s12->s11,rank191:B1,backward_receive
lane15:B1:s12->s11,rank207:B2,blocking_backward_send
lane15:B1:s13->s12,rank207:B1,backward_receive
lane15:B1:s13->s12,rank223:B2,blocking_backward_send
lane15:B1:s14->s13,rank223:B1,backward_receive
lane15:B1:s14->s13,rank239:F3,blocking_backward_send
lane15:B1:s15->s14,rank239:B1,backward_receive
lane15:B1:s15->s14,rank255:F2,blocking_backward_send
lane15:B1:s2->s1,rank31:B1,backward_receive
lane15:B1:s2->s1,rank47:B2,blocking_backward_send
lane15:B1:s3->s2,rank47:B1,backward_receive
lane15:B1:s3->s2,rank63:B2,blocking_backward_send
lane15:B1:s4->s3,rank63:B1,backward_receive
lane15:B1:s4->s3,rank79:B2,blocking_backward_send
lane15:B1:s5->s4,rank79:B1,backward_receive
lane15:B1:s5->s4,rank95:B2,blocking_backward_send
lane15:B1:s6->s5,rank111:B2,blocking_backward_send
lane15:B1:s6->s5,rank95:B1,backward_receive
lane15:B1:s7->s6,rank111:B1,backward_receive
lane15:B1:s7->s6,rank127:B2,blocking_backward_send
lane15:B1:s8->s7,rank127:B1,backward_receive
lane15:B1:s8->s7,rank143:B2,blocking_backward_send
lane15:B1:s9->s8,rank143:B1,backward_receive
lane15:B1:s9->s8,rank159:B2,blocking_backward_send
lane15:B2:s1->s0,rank15:B2,backward_receive
lane15:B2:s1->s0,rank31:B3,blocking_backward_send
lane15:B2:s10->s9,rank159:B2,backward_receive
lane15:B2:s10->s9,rank175:B3,blocking_backward_send
lane15:B2:s11->s10,rank175:B2,backward_receive
lane15:B2:s11->s10,rank191:B3,blocking_backward_send
lane15:B2:s12->s11,rank191:B2,backward_receive
lane15:B2:s12->s11,rank207:B3,blocking_backward_send
lane15:B2:s13->s12,rank207:B2,backward_receive
lane15:B2:s13->s12,rank223:B3,blocking_backward_send
lane15:B2:s14->s13,rank223:B2,backward_receive
lane15:B2:s14->s13,rank239:B3,blocking_backward_send
lane15:B2:s15->s14,rank239:B2,backward_receive
lane15:B2:s15->s14,rank255:F3,blocking_backward_send
lane15:B2:s2->s1,rank31:B2,backward_receive
lane15:B2:s2->s1,rank47:B3,blocking_backward_send
lane15:B2:s3->s2,rank47:B2,backward_receive
lane15:B2:s3->s2,rank63:B3,blocking_backward_send
lane15:B2:s4->s3,rank63:B2,backward_receive
lane15:B2:s4->s3,rank79:B3,blocking_backward_send
lane15:B2:s5->s4,rank79:B2,backward_receive
lane15:B2:s5->s4,rank95:B3,blocking_backward_send
lane15:B2:s6->s5,rank111:B3,blocking_backward_send
lane15:B2:s6->s5,rank95:B2,backward_receive
lane15:B2:s7->s6,rank111:B2,backward_receive
lane15:B2:s7->s6,rank127:B3,blocking_backward_send
lane15:B2:s8->s7,rank127:B2,backward_receive
lane15:B2:s8->s7,rank143:B3,blocking_backward_send
lane15:B2:s9->s8,rank143:B2,backward_receive
lane15:B2:s9->s8,rank159:B3,blocking_backward_send
lane15:B3:s1->s0,rank15:B3,backward_receive
lane15:B3:s10->s9,rank159:B3,backward_receive
lane15:B3:s11->s10,rank175:B3,backward_receive
lane15:B3:s12->s11,rank191:B3,backward_receive
lane15:B3:s13->s12,rank207:B3,backward_receive
lane15:B3:s14->s13,rank223:B3,backward_receive
lane15:B3:s15->s14,rank239:B3,backward_receive
lane15:B3:s2->s1,rank31:B3,backward_receive
lane15:B3:s3->s2,rank47:B3,backward_receive
lane15:B3:s4->s3,rank63:B3,backward_receive
lane15:B3:s5->s4,rank79:B3,backward_receive
lane15:B3:s6->s5,rank95:B3,backward_receive
lane15:B3:s7->s6,rank111:B3,backward_receive
lane15:B3:s8->s7,rank127:B3,backward_receive
lane15:B3:s9->s8,rank143:B3,backward_receive
lane15:F0:s0->s1,rank15:F1,blocking_forward_send
lane15:F0:s0->s1,rank31:F0,forward_receive
lane15:F0:s1->s2,rank31:F1,blocking_forward_send
lane15:F0:s1->s2,rank47:F0,forward_receive
lane15:F0:s10->s11,rank175:F1,blocking_forward_send
lane15:F0:s10->s11,rank191:F0,forward_receive
lane15:F0:s11->s12,rank191:F1,blocking_forward_send
lane15:F0:s11->s12,rank207:F0,forward_receive
lane15:F0:s12->s13,rank207:F1,blocking_forward_send
lane15:F0:s12->s13,rank223:F0,forward_receive
lane15:F0:s13->s14,rank223:F1,blocking_forward_send
lane15:F0:s13->s14,rank239:F0,forward_receive
lane15:F0:s14->s15,rank239:F1,blocking_forward_send
lane15:F0:s14->s15,rank255:F0,forward_receive
lane15:F0:s2->s3,rank47:F1,blocking_forward_send
lane15:F0:s2->s3,rank63:F0,forward_receive
lane15:F0:s3->s4,rank63:F1,blocking_forward_send
lane15:F0:s3->s4,rank79:F0,forward_receive
lane15:F0:s4->s5,rank79:F1,blocking_forward_send
lane15:F0:s4->s5,rank95:F0,forward_receive
lane15:F0:s5->s6,rank111:F0,forward_receive
lane15:F0:s5->s6,rank95:F1,blocking_forward_send
lane15:F0:s6->s7,rank111:F1,blocking_forward_send
lane15:F0:s6->s7,rank127:F0,forward_receive
lane15:F0:s7->s8,rank127:F1,blocking_forward_send
lane15:F0:s7->s8,rank143:F0,forward_receive
lane15:F0:s8->s9,rank143:F1,blocking_forward_send
lane15:F0:s8->s9,rank159:F0,forward_receive
lane15:F0:s9->s10,rank159:F1,blocking_forward_send
lane15:F0:s9->s10,rank175:F0,forward_receive
lane15:F1:s0->s1,rank15:F2,blocking_forward_send
lane15:F1:s0->s1,rank31:F1,forward_receive
lane15:F1:s1->s2,rank31:F2,blocking_forward_send
lane15:F1:s1->s2,rank47:F1,forward_receive
lane15:F1:s10->s11,rank175:F2,blocking_forward_send
lane15:F1:s10->s11,rank191:F1,forward_receive
lane15:F1:s11->s12,rank191:F2,blocking_forward_send
lane15:F1:s11->s12,rank207:F1,forward_receive
lane15:F1:s12->s13,rank207:F2,blocking_forward_send
lane15:F1:s12->s13,rank223:F1,forward_receive
lane15:F1:s13->s14,rank223:F2,blocking_forward_send
lane15:F1:s13->s14,rank239:F1,forward_receive
lane15:F1:s14->s15,rank239:B0,blocking_forward_send
lane15:F1:s14->s15,rank255:F1,forward_receive
lane15:F1:s2->s3,rank47:F2,blocking_forward_send
lane15:F1:s2->s3,rank63:F1,forward_receive
lane15:F1:s3->s4,rank63:F2,blocking_forward_send
lane15:F1:s3->s4,rank79:F1,forward_receive
lane15:F1:s4->s5,rank79:F2,blocking_forward_send
lane15:F1:s4->s5,rank95:F1,forward_receive
lane15:F1:s5->s6,rank111:F1,forward_receive
lane15:F1:s5->s6,rank95:F2,blocking_forward_send
lane15:F1:s6->s7,rank111:F2,blocking_forward_send
lane15:F1:s6->s7,rank127:F1,forward_receive
lane15:F1:s7->s8,rank127:F2,blocking_forward_send
lane15:F1:s7->s8,rank143:F1,forward_receive
lane15:F1:s8->s9,rank143:F2,blocking_forward_send
lane15:F1:s8->s9,rank159:F1,forward_receive
lane15:F1:s9->s10,rank159:F2,blocking_forward_send
lane15:F1:s9->s10,rank175:F1,forward_receive
lane15:F2:s0->s1,rank15:F3,blocking_forward_send
lane15:F2:s0->s1,rank31:F2,forward_receive
lane15:F2:s1->s2,rank31:F3,blocking_forward_send
lane15:F2:s1->s2,rank47:F2,forward_receive
lane15:F2:s10->s11,rank175:F3,blocking_forward_send
lane15:F2:s10->s11,rank191:F2,forward_receive
lane15:F2:s11->s12,rank191:F3,blocking_forward_send
lane15:F2:s11->s12,rank207:F2,forward_receive
lane15:F2:s12->s13,rank207:F3,blocking_forward_send
lane15:F2:s12->s13,rank223:F2,forward_receive
lane15:F2:s13->s14,rank223:B0,blocking_forward_send
lane15:F2:s13->s14,rank239:F2,forward_receive
lane15:F2:s14->s15,rank239:B1,blocking_forward_send
lane15:F2:s14->s15,rank255:F2,forward_receive
lane15:F2:s2->s3,rank47:F3,blocking_forward_send
lane15:F2:s2->s3,rank63:F2,forward_receive
lane15:F2:s3->s4,rank63:F3,blocking_forward_send
lane15:F2:s3->s4,rank79:F2,forward_receive
lane15:F2:s4->s5,rank79:F3,blocking_forward_send
lane15:F2:s4->s5,rank95:F2,forward_receive
lane15:F2:s5->s6,rank111:F2,forward_receive
lane15:F2:s5->s6,rank95:F3,blocking_forward_send
lane15:F2:s6->s7,rank111:F3,blocking_forward_send
lane15:F2:s6->s7,rank127:F2,forward_receive
lane15:F2:s7->s8,rank127:F3,blocking_forward_send
lane15:F2:s7->s8,rank143:F2,forward_receive
lane15:F2:s8->s9,rank143:F3,blocking_forward_send
lane15:F2:s8->s9,rank159:F2,forward_receive
lane15:F2:s9->s10,rank159:F3,blocking_forward_send
lane15:F2:s9->s10,rank175:F2,forward_receive
lane15:F3:s0->s1,rank15:B0,blocking_forward_send
lane15:F3:s0->s1,rank31:F3,forward_receive
lane15:F3:s1->s2,rank31:B0,blocking_forward_send
lane15:F3:s1->s2,rank47:F3,forward_receive
lane15:F3:s10->s11,rank175:B0,blocking_forward_send
lane15:F3:s10->s11,rank191:F3,forward_receive
lane15:F3:s11->s12,rank191:B0,blocking_forward_send
lane15:F3:s11->s12,rank207:F3,forward_receive
lane15:F3:s12->s13,rank207:B0,blocking_forward_send
lane15:F3:s12->s13,rank223:F3,forward_receive
lane15:F3:s13->s14,rank223:B1,blocking_forward_send
lane15:F3:s13->s14,rank239:F3,forward_receive
lane15:F3:s14->s15,rank239:B2,blocking_forward_send
lane15:F3:s14->s15,rank255:F3,forward_receive
lane15:F3:s2->s3,rank47:B0,blocking_forward_send
lane15:F3:s2->s3,rank63:F3,forward_receive
lane15:F3:s3->s4,rank63:B0,blocking_forward_send
