arrival_wait_ns,group_ready_ns,kind,behavior,group_size,service_ns,group_key,completion_advance_ns,round,end_ns,start_ns,group_end_ns,observed_ranks,group_first_start_ns,iteration,rank,pp_stage,payload_bytes,dependency,dependency_lag_ns,predicted_start_ns,predicted_group_ready_ns,predicted_group_first_start_ns,service_scale,fct_group_id,fct_request_id,fct_source,oisa_collective_elapsed_ns,oisa_arrival_span_ns,oisa_tail_after_last_release_ns,predicted_collective_elapsed_ns,predicted_service_ns,predicted_group_end_ns,provider_rank_done_offset_ns,predicted_completion_advance_ns,completion_model,predicted_end_ns
265792,1785477762899512664,edp_rs,expert_dp_grad_reduce_scatter,2,226358556,expert_dp_grad_reduce_scatter:pg=1097,0,0,1785477763125871220,1785477762899246872,1785477763125871220,2,1785477762899246872,55,59,3,7549747200,same_rank_dp_rs,17641428,1785477762878502675,1785477762878768467,1785477762878502675,1.0,iter55:pp3:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1097,iter55:pp3:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1097:rel-5d4ec32402ec,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,226624348,265792,226358556,226624348,226358556,1785477763105127023,-1,0,trace_group_end_lag_clamped,1785477763105127023
0,1785477762899428835,edp_rs,expert_dp_grad_reduce_scatter,2,208459147,expert_dp_grad_reduce_scatter:pg=1099,137909,0,1785477763107750073,1785477762899428835,1785477763107887982,2,1785477762899264677,55,52,3,7549747200,same_rank_dp_rs,17856520,1785477762878684638,1785477762878684638,1785477762878520480,1.0,iter55:pp3:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1099,iter55:pp3:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1099:rel-ddb1960efb5b,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,208623305,164158,208459147,208623305,208459147,1785477763087143785,-1,137909,trace_group_end_lag_clamped,1785477763087005876
164158,1785477762899428835,edp_rs,expert_dp_grad_reduce_scatter,2,208459147,expert_dp_grad_reduce_scatter:pg=1099,0,0,1785477763107887982,1785477762899264677,1785477763107887982,2,1785477762899264677,55,60,3,7549747200,same_rank_dp_rs,17622209,1785477762878520480,1785477762878684638,1785477762878520480,1.0,iter55:pp3:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1099,iter55:pp3:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1099:rel-ddb1960efb5b,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,208623305,164158,208459147,208623305,208459147,1785477763087143785,-1,0,trace_group_end_lag_clamped,1785477763087143785
64962,1785477762899618726,edp_rs,expert_dp_grad_reduce_scatter,2,209255669,expert_dp_grad_reduce_scatter:pg=1101,65723,0,1785477763108808672,1785477762899553764,1785477763108874395,2,1785477762899553764,55,53,3,7549747200,same_rank_dp_rs,17973830,1785477762878809567,1785477762878874529,1785477762878809567,1.0,iter55:pp3:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1101,iter55:pp3:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1101:rel-b7f20d5b1645,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,209320631,64962,209255669,209320631,209255669,1785477763088130198,-1,65723,trace_group_end_lag_clamped,1785477763088064475
0,1785477762899618726,edp_rs,expert_dp_grad_reduce_scatter,2,209255669,expert_dp_grad_reduce_scatter:pg=1101,0,0,1785477763108874395,1785477762899618726,1785477763108874395,2,1785477762899553764,55,61,3,7549747200,same_rank_dp_rs,18013639,1785477762878874529,1785477762878874529,1785477762878809567,1.0,iter55:pp3:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1101,iter55:pp3:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1101:rel-b7f20d5b1645,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,209320631,64962,209255669,209320631,209255669,1785477763088130198,-1,0,trace_group_end_lag_clamped,1785477763088130198
0,1785477762899239382,edp_rs,expert_dp_grad_reduce_scatter,2,208008527,expert_dp_grad_reduce_scatter:pg=1103,118063,0,1785477763107129846,1785477762899239382,1785477763107247909,2,1785477762899155619,55,54,3,7549747200,same_rank_dp_rs,17625980,1785477762878495185,1785477762878495185,1785477762878411422,1.0,iter55:pp3:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1103,iter55:pp3:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1103:rel-266b59edc53c,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,208092290,83763,208008527,208092290,208008527,1785477763086503712,-1,118063,trace_group_end_lag_clamped,1785477763086385649
83763,1785477762899239382,edp_rs,expert_dp_grad_reduce_scatter,2,208008527,expert_dp_grad_reduce_scatter:pg=1103,0,0,1785477763107247909,1785477762899155619,1785477763107247909,2,1785477762899155619,55,62,3,7549747200,same_rank_dp_rs,17464701,1785477762878411422,1785477762878495185,1785477762878411422,1.0,iter55:pp3:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1103,iter55:pp3:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1103:rel-266b59edc53c,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,208092290,83763,208008527,208092290,208008527,1785477763086503712,-1,0,trace_group_end_lag_clamped,1785477763086503712
0,1785477762900035776,edp_rs,expert_dp_grad_reduce_scatter,2,211979041,expert_dp_grad_reduce_scatter:pg=1105,121600,0,1785477763111893217,1785477762900035776,1785477763112014817,2,1785477762899245226,55,55,3,7549747200,same_rank_dp_rs,18434984,1785477762879291579,1785477762879291579,1785477762878501029,1.0,iter55:pp3:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1105,iter55:pp3:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1105:rel-829f5273926a,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,212769591,790550,211979041,212769591,211979041,1785477763091270620,-1,121600,trace_group_end_lag_clamped,1785477763091149020
790550,1785477762900035776,edp_rs,expert_dp_grad_reduce_scatter,2,211979041,expert_dp_grad_reduce_scatter:pg=1105,0,0,1785477763112014817,1785477762899245226,1785477763112014817,2,1785477762899245226,55,63,3,7549747200,same_rank_dp_rs,17624542,1785477762878501029,1785477762879291579,1785477762878501029,1.0,iter55:pp3:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1105,iter55:pp3:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1105:rel-829f5273926a,oisa_representative_linear+trace_calibration_residual:iter55_expert_dp_grad_reduce_scatter_g28_slot0,212769591,790550,211979041,212769591,211979041,1785477763091270620,-1,0,trace_group_end_lag_clamped,1785477763091270620
707016,1785477765026338702,dp_ag0,dp_param_allgather,16,7515972,dp_param_allgather:pg=9,83687,0,1785477765033770987,1785477765025631686,1785477765033854674,16,1785477765025299355,55,64,4,98621440,world_rs_done,28955429,1785477765003771897,1785477765004478913,1785477765003439566,1.0,iter55:pp4:dp_ag0:round0:dp_param_allgather:pg=9,iter55:pp4:dp_ag0:round0:dp_param_allgather:pg=9:rel-57da36ca3c9a,oisa_representative_linear+trace_calibration_residual:iter55_dp_param_allgather_g12_slot1,8555319,1039347,7515972,8555319,7515972,1785477765011994885,-1,83687,trace_group_end_lag_clamped,1785477765011911198
1039347,1785477765026338702,dp_ag0,dp_param_allgather,16,7515972,dp_param_allgather:pg=9,2534,0,1785477765033852140,1785477765025299355,1785477765033854674,16,1785477765025299355,55,65,4,98621440,world_rs_done,28623098,1785477765003439566,1785477765004478913,1785477765003439566,1.0,iter55:pp4:dp_ag0:round0:dp_param_allgather:pg=9,iter55:pp4:dp_ag0:round0:dp_param_allgather:pg=9:rel-57da36ca3c9a,oisa_representative_linear+trace_calibration_residual:iter55_dp_param_allgather_g12_slot1,8555319,1039347,7515972,8555319,7515972,1785477765011994885,-1,2534,trace_group_end_lag_clamped,1785477765011992351
1009884,1785477765026338702,dp_ag0,dp_param_allgather,16,7515972,dp_param_allgather:pg=9,0,0,1785477765033854674,1785477765025328818,1785477765033854674,16,1785477765025299355,55,66,4,98621440,world_rs_done,28652561,1785477765003469029,1785477765004478913,1785477765003439566,1.0,iter55:pp4:dp_ag0:round0:dp_param_allgather:pg=9,iter55:pp4:dp_ag0:round0:dp_param_allgather:pg=9:rel-57da36ca3c9a,oisa_representative_linear+trace_calibration_residual:iter55_dp_param_allgather_g12_slot1,8555319,1039347,7515972,8555319,7515972,1785477765011994885,-1,0,trace_group_end_lag_clamped,1785477765011994885
368721,1785477765026338702,dp_ag0,dp_param_allgather,16,7515972,dp_param_allgather:pg=9,53408,0,1785477765033801266,1785477765025969981,1785477765033854674,16,1785477765025299355,55,67,4,98621440,world_rs_done,29293724,1785477765004110192,1785477765004478913,1785477765003439566,1.0,iter55:pp4:dp_ag0:round0:dp_param_allgather:pg=9,iter55:pp4:dp_ag0:round0:dp_param_allgather:pg=9:rel-57da36ca3c9a,oisa_representative_linear+trace_calibration_residual:iter55_dp_param_allgather_g12_slot1,8555319,1039347,7515972,8555319,7515972,1785477765011994885,-1,53408,trace_group_end_lag_clamped,1785477765011941477
869776,1785477765026338702,dp_ag0,dp_param_allgather,16,7515972,dp_param_allgather:pg=9,2164,0,1785477765033852510,1785477765025468926,1785477765033854674,16,1785477765025299355,55,68,4,98621440,world_rs_done,28792669,1785477765003609137,1785477765004478913,1785477765003439566,1.0,iter55:pp4:dp_ag0:round0:dp_param_allgather:pg=9,iter55:pp4:dp_ag0:round0:dp_param_allgather:pg=9:rel-57da36ca3c9a,oisa_representative_linear+trace_calibration_residual:iter55_dp_param_allgather_g12_slot1,8555319,1039347,7515972,8555319,7515972,1785477765011994885,-1,2164,trace_group_end_lag_clamped,1785477765011992721
832602,1785477765026338702,dp_ag0,dp_param_allgather,16,7515972,dp_param_allgather:pg=9,78067,0,1785477765033776607,1785477765025506100,1785477765033854674,16,1785477765025299355,55,69,4,98621440,world_rs_done,28829843,1785477765003646311,1785477765004478913,1785477765003439566,1.0,iter55:pp4:dp_ag0:round0:dp_param_allgather:pg=9,iter55:pp4:dp_ag0:round0:dp_param_allgather:pg=9:rel-57da36ca3c9a,oisa_representative_linear+trace_calibration_residual:iter55_dp_param_allgather_g12_slot1,8555319,1039347,7515972,8555319,7515972,1785477765011994885,-1,78067,trace_group_end_lag_clamped,1785477765011916818
909329,1785477765026338702,dp_ag0,dp_param_allgather,16,7515972,dp_param_allgather:pg=9,9849,0,1785477765033844825,1785477765025429373,1785477765033854674,16,1785477765025299355,55,70,4,98621440,world_rs_done,28753116,1785477765003569584,1785477765004478913,1785477765003439566,1.0,iter55:pp4:dp_ag0:round0:dp_param_allgather:pg=9,iter55:pp4:dp_ag0:round0:dp_param_allgather:pg=9:rel-57da36ca3c9a,oisa_representative_linear+trace_calibration_residual:iter55_dp_param_allgather_g12_slot1,8555319,1039347,7515972,8555319,7515972,1785477765011994885,-1,9849,trace_group_end_lag_clamped,1785477765011985036
0,1785477765026338702,dp_ag0,dp_param_allgather,16,7515972,dp_param_allgather:pg=9,5011,0,1785477765033849663,1785477765026338702,1785477765033854674,16,1785477765025299355,55,71,4,98621440,world_rs_done,29662445,1785477765004478913,1785477765004478913,1785477765003439566,1.0,iter55:pp4:dp_ag0:round0:dp_param_allgather:pg=9,iter55:pp4:dp_ag0:round0:dp_param_allgather:pg=9:rel-57da36ca3c9a,oisa_representative_linear+trace_calibration_residual:iter55_dp_param_allgather_g12_slot1,8555319,1039347,7515972,8555319,7515972,1785477765011994885,-1,5011,trace_group_end_lag_clamped,1785477765011989874
889856,1785477765026338702,dp_ag0,dp_param_allgather,16,7515972,dp_param_allgather:pg=9,66954,0,1785477765033787720,1785477765025448846,1785477765033854674,16,1785477765025299355,55,72,4,98621440,world_rs_done,28772589,1785477765003589057,1785477765004478913,1785477765003439566,1.0,iter55:pp4:dp_ag0:round0:dp_param_allgather:pg=9,iter55:pp4:dp_ag0:round0:dp_param_allgather:pg=9:rel-57da36ca3c9a,oisa_representative_linear+trace_calibration_residual:iter55_dp_param_allgather_g12_slot1,8555319,1039347,7515972,8555319,7515972,1785477765011994885,-1,66954,trace_group_end_lag_clamped,1785477765011927931
525092,1785477765026338702,dp_ag0,dp_param_allgather,16,7515972,dp_param_allgather:pg=9,75599,0,1785477765033779075,1785477765025813610,1785477765033854674,16,1785477765025299355,55,73,4,98621440,world_rs_done,29137353,1785477765003953821,1785477765004478913,1785477765003439566,1.0,iter55:pp4:dp_ag0:round0:dp_param_allgather:pg=9,iter55:pp4:dp_ag0:round0:dp_param_allgather:pg=9:rel-57da36ca3c9a,oisa_representative_linear+trace_calibration_residual:iter55_dp_param_allgather_g12_slot1,8555319,1039347,7515972,8555319,7515972,1785477765011994885,-1,75599,trace_group_end_lag_clamped,1785477765011919286
706433,1785477765026338702,dp_ag0,dp_param_allgather,16,7515972,dp_param_allgather:pg=9,118355,0,1785477765033736319,1785477765025632269,1785477765033854674,16,1785477765025299355,55,74,4,98621440,world_rs_done,28956012,1785477765003772480,1785477765004478913,1785477765003439566,1.0,iter55:pp4:dp_ag0:round0:dp_param_allgather:pg=9,iter55:pp4:dp_ag0:round0:dp_param_allgather:pg=9:rel-57da36ca3c9a,oisa_representative_linear+trace_calibration_residual:iter55_dp_param_allgather_g12_slot1,8555319,1039347,7515972,8555319,7515972,1785477765011994885,-1,118355,trace_group_end_lag_clamped,1785477765011876530
585898,1785477765026338702,dp_ag0,dp_param_allgather,16,7515972,dp_param_allgather:pg=9,69417,0,1785477765033785257,1785477765025752804,1785477765033854674,16,1785477765025299355,55,75,4,98621440,world_rs_done,29076547,1785477765003893015,1785477765004478913,1785477765003439566,1.0,iter55:pp4:dp_ag0:round0:dp_param_allgather:pg=9,iter55:pp4:dp_ag0:round0:dp_param_allgather:pg=9:rel-57da36ca3c9a,oisa_representative_linear+trace_calibration_residual:iter55_dp_param_allgather_g12_slot1,8555319,1039347,7515972,8555319,7515972,1785477765011994885,-1,69417,trace_group_end_lag_clamped,1785477765011925468
829718,1785477765026338702,dp_ag0,dp_param_allgather,16,7515972,dp_param_allgather:pg=9,85588,0,1785477765033769086,1785477765025508984,1785477765033854674,16,1785477765025299355,55,76,4,98621440,world_rs_done,28832727,1785477765003649195,1785477765004478913,1785477765003439566,1.0,iter55:pp4:dp_ag0:round0:dp_param_allgather:pg=9,iter55:pp4:dp_ag0:round0:dp_param_allgather:pg=9:rel-57da36ca3c9a,oisa_representative_linear+trace_calibration_residual:iter55_dp_param_allgather_g12_slot1,8555319,1039347,7515972,8555319,7515972,1785477765011994885,-1,85588,trace_group_end_lag_clamped,1785477765011909297
736905,1785477765026338702,dp_ag0,dp_param_allgather,16,7515972,dp_param_allgather:pg=9,69586,0,1785477765033785088,1785477765025601797,1785477765033854674,16,1785477765025299355,55,77,4,98621440,world_rs_done,28925540,1785477765003742008,1785477765004478913,1785477765003439566,1.0,iter55:pp4:dp_ag0:round0:dp_param_allgather:pg=9,iter55:pp4:dp_ag0:round0:dp_param_allgather:pg=9:rel-57da36ca3c9a,oisa_representative_linear+trace_calibration_residual:iter55_dp_param_allgather_g12_slot1,8555319,1039347,7515972,8555319,7515972,1785477765011994885,-1,69586,trace_group_end_lag_clamped,1785477765011925299
610735,1785477765026338702,dp_ag0,dp_param_allgather,16,7515972,dp_param_allgather:pg=9,113706,0,1785477765033740968,1785477765025727967,1785477765033854674,16,1785477765025299355,55,78,4,98621440,world_rs_done,29051710,1785477765003868178,1785477765004478913,1785477765003439566,1.0,iter55:pp4:dp_ag0:round0:dp_param_allgather:pg=9,iter55:pp4:dp_ag0:round0:dp_param_allgather:pg=9:rel-57da36ca3c9a,oisa_representative_linear+trace_calibration_residual:iter55_dp_param_allgather_g12_slot1,8555319,1039347,7515972,8555319,7515972,1785477765011994885,-1,113706,trace_group_end_lag_clamped,1785477765011881179
510766,1785477765026338702,dp_ag0,dp_param_allgather,16,7515972,dp_param_allgather:pg=9,117131,0,1785477765033737543,1785477765025827936,1785477765033854674,16,1785477765025299355,55,79,4,98621440,world_rs_done,29151679,1785477765003968147,1785477765004478913,1785477765003439566,1.0,iter55:pp4:dp_ag0:round0:dp_param_allgather:pg=9,iter55:pp4:dp_ag0:round0:dp_param_allgather:pg=9:rel-57da36ca3c9a,oisa_representative_linear+trace_calibration_residual:iter55_dp_param_allgather_g12_slot1,8555319,1039347,7515972,8555319,7515972,1785477765011994885,-1,117131,trace_group_end_lag_clamped,1785477765011877754
9799201,1785477765183362497,dp_ag1,dp_param_allgather,16,7365353,dp_param_allgather:pg=9,39075,1,1785477765190688775,1785477765173563296,1785477765190727850,16,1785477765173077044,55,64,4,98621440,same_rank_edp_ag0,87190394,1785477765151703507,1785477765161502708,1785477765151217255,1.0,iter55:pp4:dp_ag1:round1:dp_param_allgather:pg=9,iter55:pp4:dp_ag1:round1:dp_param_allgather:pg=9:rel-c0d9c70e7ea9,oisa_representative_linear+trace_calibration_residual:iter55_dp_param_allgather_g12_slot1,17650806,10285453,7365353,17650806,7365353,1785477765168868061,-1,39075,trace_group_end_lag_clamped,1785477765168828986
10131006,1785477765183362497,dp_ag1,dp_param_allgather,16,7365353,dp_param_allgather:pg=9,74191,1,1785477765190653659,1785477765173231491,1785477765190727850,16,1785477765173077044,55,65,4,98621440,same_rank_edp_ag0,87069039,1785477765151371702,1785477765161502708,1785477765151217255,1.0,iter55:pp4:dp_ag1:round1:dp_param_allgather:pg=9,iter55:pp4:dp_ag1:round1:dp_param_allgather:pg=9:rel-c0d9c70e7ea9,oisa_representative_linear+trace_calibration_residual:iter55_dp_param_allgather_g12_slot1,17650806,10285453,7365353,17650806,7365353,1785477765168868061,-1,74191,trace_group_end_lag_clamped,1785477765168793870
8302313,1785477765183362497,dp_ag1,dp_param_allgather,16,7365353,dp_param_allgather:pg=9,82833,1,1785477765190645017,1785477765175060184,1785477765190727850,16,1785477765173077044,55,66,4,98621440,same_rank_edp_ag0,87533105,1785477765153200395,1785477765161502708,1785477765151217255,1.0,iter55:pp4:dp_ag1:round1:dp_param_allgather:pg=9,iter55:pp4:dp_ag1:round1:dp_param_allgather:pg=9:rel-c0d9c70e7ea9,oisa_representative_linear+trace_calibration_residual:iter55_dp_param_allgather_g12_slot1,17650806,10285453,7365353,17650806,7365353,1785477765168868061,-1,82833,trace_group_end_lag_clamped,1785477765168785228
7057689,1785477765183362497,dp_ag1,dp_param_allgather,16,7365353,dp_param_allgather:pg=9,1152,1,1785477765190726698,1785477765176304808,1785477765190727850,16,1785477765173077044,55,67,4,98621440,same_rank_edp_ag0,86924222,1785477765154445019,1785477765161502708,1785477765151217255,1.0,iter55:pp4:dp_ag1:round1:dp_param_allgather:pg=9,iter55:pp4:dp_ag1:round1:dp_param_allgather:pg=9:rel-c0d9c70e7ea9,oisa_representative_linear+trace_calibration_residual:iter55_dp_param_allgather_g12_slot1,17650806,10285453,7365353,17650806,7365353,1785477765168868061,-1,1152,trace_group_end_lag_clamped,1785477765168866909
8644609,1785477765183362497,dp_ag1,dp_param_allgather,16,7365353,dp_param_allgather:pg=9,86032,1,1785477765190641818,1785477765174717888,1785477765190727850,16,1785477765173077044,55,68,4,98621440,same_rank_edp_ag0,87204278,1785477765152858099,1785477765161502708,1785477765151217255,1.0,iter55:pp4:dp_ag1:round1:dp_param_allgather:pg=9,iter55:pp4:dp_ag1:round1:dp_param_allgather:pg=9:rel-c0d9c70e7ea9,oisa_representative_linear+trace_calibration_residual:iter55_dp_param_allgather_g12_slot1,17650806,10285453,7365353,17650806,7365353,1785477765168868061,-1,86032,trace_group_end_lag_clamped,1785477765168782029
772795,1785477765183362497,dp_ag1,dp_param_allgather,16,7365353,dp_param_allgather:pg=9,0,1,1785477765190727850,1785477765182589702,1785477765190727850,16,1785477765173077044,55,69,4,98621440,same_rank_edp_ag0,86732789,1785477765160729913,1785477765161502708,1785477765151217255,1.0,iter55:pp4:dp_ag1:round1:dp_param_allgather:pg=9,iter55:pp4:dp_ag1:round1:dp_param_allgather:pg=9:rel-c0d9c70e7ea9,oisa_representative_linear+trace_calibration_residual:iter55_dp_param_allgather_g12_slot1,17650806,10285453,7365353,17650806,7365353,1785477765168868061,-1,0,trace_group_end_lag_clamped,1785477765168868061
7274216,1785477765183362497,dp_ag1,dp_param_allgather,16,7365353,dp_param_allgather:pg=9,5549,1,1785477765190722301,1785477765176088281,1785477765190727850,16,1785477765173077044,55,70,4,98621440,same_rank_edp_ag0,87273860,1785477765154228492,1785477765161502708,1785477765151217255,1.0,iter55:pp4:dp_ag1:round1:dp_param_allgather:pg=9,iter55:pp4:dp_ag1:round1:dp_param_allgather:pg=9:rel-c0d9c70e7ea9,oisa_representative_linear+trace_calibration_residual:iter55_dp_param_allgather_g12_slot1,17650806,10285453,7365353,17650806,7365353,1785477765168868061,-1,5549,trace_group_end_lag_clamped,1785477765168862512
10285453,1785477765183362497,dp_ag1,dp_param_allgather,16,7365353,dp_param_allgather:pg=9,7920,1,1785477765190719930,1785477765173077044,1785477765190727850,16,1785477765173077044,55,71,4,98621440,same_rank_edp_ag0,86075012,1785477765151217255,1785477765161502708,1785477765151217255,1.0,iter55:pp4:dp_ag1:round1:dp_param_allgather:pg=9,iter55:pp4:dp_ag1:round1:dp_param_allgather:pg=9:rel-c0d9c70e7ea9,oisa_representative_linear+trace_calibration_residual:iter55_dp_param_allgather_g12_slot1,17650806,10285453,7365353,17650806,7365353,1785477765168868061,-1,7920,trace_group_end_lag_clamped,1785477765168860141
9508080,1785477765183362497,dp_ag1,dp_param_allgather,16,7365353,dp_param_allgather:pg=9,41682,1,1785477765190686168,1785477765173854417,1785477765190727850,16,1785477765173077044,55,72,4,98621440,same_rank_edp_ag0,87469865,1785477765151994628,1785477765161502708,1785477765151217255,1.0,iter55:pp4:dp_ag1:round1:dp_param_allgather:pg=9,iter55:pp4:dp_ag1:round1:dp_param_allgather:pg=9:rel-c0d9c70e7ea9,oisa_representative_linear+trace_calibration_residual:iter55_dp_param_allgather_g12_slot1,17650806,10285453,7365353,17650806,7365353,1785477765168868061,-1,41682,trace_group_end_lag_clamped,1785477765168826379
8684836,1785477765183362497,dp_ag1,dp_param_allgather,16,7365353,dp_param_allgather:pg=9,41537,1,1785477765190686313,1785477765174677661,1785477765190727850,16,1785477765173077044,55,73,4,98621440,same_rank_edp_ag0,88509012,1785477765152817872,1785477765161502708,1785477765151217255,1.0,iter55:pp4:dp_ag1:round1:dp_param_allgather:pg=9,iter55:pp4:dp_ag1:round1:dp_param_allgather:pg=9:rel-c0d9c70e7ea9,oisa_representative_linear+trace_calibration_residual:iter55_dp_param_allgather_g12_slot1,17650806,10285453,7365353,17650806,7365353,1785477765168868061,-1,41537,trace_group_end_lag_clamped,1785477765168826524
7672123,1785477765183362497,dp_ag1,dp_param_allgather,16,7365353,dp_param_allgather:pg=9,40897,1,1785477765190686953,1785477765175690374,1785477765190727850,16,1785477765173077044,55,74,4,98621440,same_rank_edp_ag0,88187709,1785477765153830585,1785477765161502708,1785477765151217255,1.0,iter55:pp4:dp_ag1:round1:dp_param_allgather:pg=9,iter55:pp4:dp_ag1:round1:dp_param_allgather:pg=9:rel-c0d9c70e7ea9,oisa_representative_linear+trace_calibration_residual:iter55_dp_param_allgather_g12_slot1,17650806,10285453,7365353,17650806,7365353,1785477765168868061,-1,40897,trace_group_end_lag_clamped,1785477765168827164
6032096,1785477765183362497,dp_ag1,dp_param_allgather,16,7365353,dp_param_allgather:pg=9,46921,1,1785477765190680929,1785477765177330401,1785477765190727850,16,1785477765173077044,55,75,4,98621440,same_rank_edp_ag0,87965379,1785477765155470612,1785477765161502708,1785477765151217255,1.0,iter55:pp4:dp_ag1:round1:dp_param_allgather:pg=9,iter55:pp4:dp_ag1:round1:dp_param_allgather:pg=9:rel-c0d9c70e7ea9,oisa_representative_linear+trace_calibration_residual:iter55_dp_param_allgather_g12_slot1,17650806,10285453,7365353,17650806,7365353,1785477765168868061,-1,46921,trace_group_end_lag_clamped,1785477765168821140
8182835,1785477765183362497,dp_ag1,dp_param_allgather,16,7365353,dp_param_allgather:pg=9,43033,1,1785477765190684817,1785477765175179662,1785477765190727850,16,1785477765173077044,55,76,4,98621440,same_rank_edp_ag0,87797176,1785477765153319873,1785477765161502708,1785477765151217255,1.0,iter55:pp4:dp_ag1:round1:dp_param_allgather:pg=9,iter55:pp4:dp_ag1:round1:dp_param_allgather:pg=9:rel-c0d9c70e7ea9,oisa_representative_linear+trace_calibration_residual:iter55_dp_param_allgather_g12_slot1,17650806,10285453,7365353,17650806,7365353,1785477765168868061,-1,43033,trace_group_end_lag_clamped,1785477765168825028
0,1785477765183362497,dp_ag1,dp_param_allgather,16,7365353,dp_param_allgather:pg=9,33668,1,1785477765190694182,1785477765183362497,1785477765190727850,16,1785477765173077044,55,77,4,98621440,same_rank_edp_ag0,87492984,1785477765161502708,1785477765161502708,1785477765151217255,1.0,iter55:pp4:dp_ag1:round1:dp_param_allgather:pg=9,iter55:pp4:dp_ag1:round1:dp_param_allgather:pg=9:rel-c0d9c70e7ea9,oisa_representative_linear+trace_calibration_residual:iter55_dp_param_allgather_g12_slot1,17650806,10285453,7365353,17650806,7365353,1785477765168868061,-1,33668,trace_group_end_lag_clamped,1785477765168834393
6643789,1785477765183362497,dp_ag1,dp_param_allgather,16,7365353,dp_param_allgather:pg=9,122260,1,1785477765190605590,1785477765176718708,1785477765190727850,16,1785477765173077044,55,78,4,98621440,same_rank_edp_ag0,87979852,1785477765154858919,1785477765161502708,1785477765151217255,1.0,iter55:pp4:dp_ag1:round1:dp_param_allgather:pg=9,iter55:pp4:dp_ag1:round1:dp_param_allgather:pg=9:rel-c0d9c70e7ea9,oisa_representative_linear+trace_calibration_residual:iter55_dp_param_allgather_g12_slot1,17650806,10285453,7365353,17650806,7365353,1785477765168868061,-1,122260,trace_group_end_lag_clamped,1785477765168745801
9942617,1785477765183362497,dp_ag1,dp_param_allgather,16,7365353,dp_param_allgather:pg=9,31340,1,1785477765190696510,1785477765173419880,1785477765190727850,16,1785477765173077044,55,79,4,98621440,same_rank_edp_ag0,86508312,1785477765151560091,1785477765161502708,1785477765151217255,1.0,iter55:pp4:dp_ag1:round1:dp_param_allgather:pg=9,iter55:pp4:dp_ag1:round1:dp_param_allgather:pg=9:rel-c0d9c70e7ea9,oisa_representative_linear+trace_calibration_residual:iter55_dp_param_allgather_g12_slot1,17650806,10285453,7365353,17650806,7365353,1785477765168868061,-1,31340,trace_group_end_lag_clamped,1785477765168836721
156343108,1785477762075080914,dp_rs,dp_grad_reduce_scatter,16,15684063,dp_grad_reduce_scatter:pg=9,16174,0,1785477762090748803,1785477761918737806,1785477762090764977,16,1785477761918236118,55,64,4,3155886080,pp_frontier,0,1785477761889355596,1785477762054124920,1785477761885002054,1.0,iter55:pp4:dp_rs:round0:dp_grad_reduce_scatter:pg=9,iter55:pp4:dp_rs:round0:dp_grad_reduce_scatter:pg=9:rel-9936263543e5,oisa_representative_linear+trace_calibration_residual:iter55_dp_grad_reduce_scatter_g13_slot0,184806929,169122866,15684063,184806929,15684063,1785477762069808983,-1,16174,trace_group_end_lag_clamped,1785477762069792809
